FVC file = swan.fvc, Simulation Execution: 09/09/2019 19:09:21
Cell Coordinates and properties applied to model,X,Y,ZB,MATID,Area,ID
, 0.38118064101924E+06, 0.64530332208214E+07, -0.1031902E+02,           8,  0.6262155E+04,          20
, 0.38105448433660E+06, 0.64531980364284E+07, -0.1139541E+02,           8,  0.1019949E+05,          21
, 0.38109721566667E+06, 0.64531351733333E+07, -0.1609250E+02,           8,  0.2654377E+04,          22
, 0.38103099333333E+06, 0.64532686100000E+07, -0.3544654E+01,           8,  0.3591031E+04,          23
, 0.38115485884520E+06, 0.64531365611110E+07, -0.1601902E+02,           8,  0.5663259E+04,          24
, 0.38121306733333E+06, 0.64531384100000E+07, -0.1580250E+02,           8,  0.2743040E+04,          25
, 0.38124718184011E+06, 0.64530961599739E+07, -0.1115163E+02,           8,  0.6688633E+04,          26
, 0.38112674000000E+06, 0.64532291266667E+07, -0.1624546E+02,           8,  0.3241272E+04,          27
, 0.38116153333333E+06, 0.64532000266667E+07, -0.1629053E+02,           8,  0.2857515E+04,          28
, 0.38107470933333E+06, 0.64533081500000E+07, -0.9741839E+01,           8,  0.3680364E+04,          29
, 0.38113630636085E+06, 0.64532974007799E+07, -0.1617408E+02,           8,  0.7521200E+04,          30
, 0.38106225400000E+06, 0.64533561400000E+07, -0.9638294E+01,           8,  0.3240769E+04,          31
, 0.38122245814069E+06, 0.64532028521353E+07, -0.1605576E+02,           8,  0.5788880E+04,          32
, 0.38130413280243E+06, 0.64531966979457E+07, -0.1436608E+02,           8,  0.6212795E+04,          33
, 0.38130743700000E+06, 0.64531422866667E+07, -0.1205663E+02,           8,  0.3176506E+04,          34
, 0.38119659166667E+06, 0.64533016533333E+07, -0.1632726E+02,           8,  0.3019567E+04,          35
, 0.38122704633333E+06, 0.64532642466667E+07, -0.1622817E+02,           8,  0.3409511E+04,          36
, 0.38109892277981E+06, 0.64534205192128E+07, -0.1582927E+02,           8,  0.7162037E+04,          37
, 0.38116529010648E+06, 0.64533918849884E+07, -0.1607948E+02,           8,  0.6486904E+04,          38
, 0.38123432930590E+06, 0.64533646191833E+07, -0.1613346E+02,           8,  0.6703146E+04,          39
, 0.38128726941828E+06, 0.64532752860154E+07, -0.1591713E+02,           8,  0.5664820E+04,          40
, 0.38136971566667E+06, 0.64532153366667E+07, -0.9383123E+01,           8,  0.3384202E+04,          41
, 0.38136819051188E+06, 0.64532733667087E+07, -0.1231757E+02,           8,  0.5740607E+04,          42
, 0.38128843566667E+06, 0.64533341200000E+07, -0.1605467E+02,           8,  0.3184306E+04,          43
, 0.38114005748617E+06, 0.64535005232123E+07, -0.1261363E+02,           8,  0.6674560E+04,          44
, 0.38121439633861E+06, 0.64534705898203E+07, -0.1609239E+02,           8,  0.7580489E+04,          45
, 0.38128672064477E+06, 0.64534381738554E+07, -0.1603846E+02,           8,  0.7455598E+04,          46
, 0.38134396866667E+06, 0.64534076233333E+07, -0.1619626E+02,           8,  0.3327210E+04,          47
, 0.38134990082631E+06, 0.64533489731555E+07, -0.1597292E+02,           8,  0.5431508E+04,          48
, 0.38143006666667E+06, 0.64532858033333E+07, -0.7874060E+01,           8,  0.3404850E+04,          49
, 0.38142915953169E+06, 0.64533481952155E+07, -0.1341746E+02,           8,  0.5984930E+04,          50
, 0.38119781921718E+06, 0.64535738828055E+07, -0.1123632E+02,           8,  0.7141846E+04,          51
, 0.38124850866667E+06, 0.64535367033333E+07, -0.1604681E+02,           8,  0.3794339E+04,          52
, 0.38132007592831E+06, 0.64535539385859E+07, -0.1603237E+02,           8,  0.8192111E+04,          53
, 0.38133942566667E+06, 0.64534971400000E+07, -0.1601505E+02,           8,  0.3381856E+04,          54
, 0.38139385166667E+06, 0.64534862166667E+07, -0.1614648E+02,           8,  0.3679727E+04,          55
, 0.38140566264624E+06, 0.64534280192989E+07, -0.1617420E+02,           8,  0.6112675E+04,          56
, 0.38148932033333E+06, 0.64533572700000E+07, -0.1040562E+02,           8,  0.3626370E+04,          57
, 0.38149059048711E+06, 0.64534266587941E+07, -0.1435936E+02,           8,  0.6969125E+04,          58
, 0.38123471266667E+06, 0.64536371266667E+07, -0.1161219E+02,           8,  0.3689547E+04,          59
, 0.38129439278704E+06, 0.64536435449340E+07, -0.1422965E+02,           8,  0.7015215E+04,          60
, 0.38138885533333E+06, 0.64535843233333E+07, -0.1632688E+02,           8,  0.3636403E+04,          61
, 0.38144347133333E+06, 0.64535727033333E+07, -0.1646234E+02,           8,  0.3494251E+04,          62
, 0.38146385057748E+06, 0.64535157075219E+07, -0.1614383E+02,           8,  0.8289349E+04,          63
, 0.38137697904495E+06, 0.64536431260575E+07, -0.1629527E+02,           8,  0.6010637E+04,          64
, 0.38155079233333E+06, 0.64534304233333E+07, -0.1092553E+02,           8,  0.3768461E+04,          65
, 0.38153623166667E+06, 0.64535321233333E+07, -0.1595367E+02,           8,  0.3815998E+04,          66
, 0.38158854743922E+06, 0.64534937293313E+07, -0.1020766E+02,           8,  0.7501055E+04,          67
, 0.38129519266667E+06, 0.64537125933333E+07, -0.7771191E+01,           8,  0.3506302E+04,          68
, 0.38135553315818E+06, 0.64537300398892E+07, -0.1161365E+02,           8,  0.6552293E+04,          69
, 0.38143701766667E+06, 0.64536636033333E+07, -0.1656204E+02,           8,  0.3496017E+04,          70
, 0.38149267943332E+06, 0.64536306934239E+07, -0.1661620E+02,           8,  0.7033121E+04,          71
, 0.38156951908520E+06, 0.64535988257726E+07, -0.1601811E+02,           8,  0.8083021E+04,          72
, 0.38141248033333E+06, 0.64537385233333E+07, -0.1599034E+02,           8,  0.2494892E+04,          73
, 0.38144171466667E+06, 0.64537098000000E+07, -0.1631090E+02,           8,  0.2816671E+04,          74
, 0.38164962891567E+06, 0.64535653614050E+07, -0.9081863E+01,           8,  0.7397938E+04,          75
, 0.38135353266667E+06, 0.64537913633333E+07, -0.3912975E+01,           8,  0.2817439E+04,          76
, 0.38142488379990E+06, 0.64538273625122E+07, -0.1144353E+02,           8,  0.6267029E+04,          77
, 0.38144262133333E+06, 0.64537844400000E+07, -0.1607980E+02,           8,  0.2488455E+04,          78
, 0.38148738600000E+06, 0.64537360166667E+07, -0.1631283E+02,           8,  0.2627568E+04,          79
, 0.38154282535689E+06, 0.64537097356238E+07, -0.1649521E+02,           8,  0.7643408E+04,          80
, 0.38159835600000E+06, 0.64536675633333E+07, -0.1622809E+02,           8,  0.4328748E+04,          81
, 0.38165277700000E+06, 0.64536847433333E+07, -0.1604114E+02,           8,  0.5052220E+04,          82
, 0.38170807668089E+06, 0.64536377471464E+07, -0.9331620E+01,           8,  0.8380618E+04,          83
, 0.38148711533333E+06, 0.64537814866667E+07, -0.1623864E+02,           8,  0.2662577E+04,          84
, 0.38141773800000E+06, 0.64538706966667E+07, -0.6549076E+01,           8,  0.2696420E+04,          85
, 0.38152391849629E+06, 0.64538617109508E+07, -0.1619892E+02,           8,  0.5437684E+04,          86
, 0.38153012133333E+06, 0.64538111400000E+07, -0.1628464E+02,           8,  0.3222273E+04,          87
, 0.38145575933333E+06, 0.64539170666667E+07, -0.1010605E+02,           8,  0.2699042E+04,          88
, 0.38150852724232E+06, 0.64539283684550E+07, -0.1406011E+02,           8,  0.5737188E+04,          89
, 0.38159734347661E+06, 0.64537858927397E+07, -0.1648243E+02,           8,  0.8429732E+04,          90
, 0.38169100065764E+06, 0.64537552000663E+07, -0.1626775E+02,           8,  0.9964042E+04,          91
, 0.38177226640539E+06, 0.64537115342797E+07, -0.9134926E+01,           8,  0.8075951E+04,          92
, 0.38159031166667E+06, 0.64538837100000E+07, -0.1621958E+02,           8,  0.3059039E+04,          93
, 0.38163043866667E+06, 0.64538510966667E+07, -0.1649264E+02,           8,  0.3887283E+04,          94
, 0.38159223887617E+06, 0.64539367046453E+07, -0.1625726E+02,           8,  0.5282370E+04,          95
, 0.38151932633333E+06, 0.64539922700000E+07, -0.9086358E+01,           8,  0.2972361E+04,          96
, 0.38157625312807E+06, 0.64540059766373E+07, -0.1320552E+02,           8,  0.5270868E+04,          97
, 0.38171334517773E+06, 0.64538484186155E+07, -0.1620888E+02,           8,  0.1148269E+05,          98
, 0.38179380833333E+06, 0.64538439633333E+07, -0.1583603E+02,           8,  0.4566637E+04,          99
, 0.38183458758770E+06, 0.64537836322763E+07, -0.7744047E+01,           8,  0.8105208E+04,         100
, 0.38165438900000E+06, 0.64539516733333E+07, -0.1669707E+02,           8,  0.3138280E+04,         101
, 0.38170227900000E+06, 0.64539235066667E+07, -0.1644770E+02,           8,  0.4151635E+04,         102
, 0.38165774878899E+06, 0.64540091172810E+07, -0.1687975E+02,           8,  0.5474726E+04,         103
, 0.38157843266667E+06, 0.64540643266667E+07, -0.5968966E+01,           8,  0.3134025E+04,         104
, 0.38163966674588E+06, 0.64540803169638E+07, -0.1202180E+02,           8,  0.5555809E+04,         105
, 0.38176058448246E+06, 0.64539664958186E+07, -0.1628906E+02,           8,  0.7777937E+04,         106
, 0.38183014368344E+06, 0.64539128650282E+07, -0.1581949E+02,           8,  0.8251729E+04,         107
, 0.38189734933333E+06, 0.64538813366667E+07, -0.1252080E+02,           8,  0.4387535E+04,         108
, 0.38189463066667E+06, 0.64538293566667E+07, -0.6353639E+01,           8,  0.3662684E+04,         109
, 0.38171749066667E+06, 0.64540199700000E+07, -0.1677263E+02,           8,  0.3256881E+04,         110
, 0.38172666536426E+06, 0.64540842409558E+07, -0.1633328E+02,           8,  0.6385050E+04,         111
, 0.38163785566667E+06, 0.64541363233333E+07, -0.3896391E+01,           8,  0.3339985E+04,         112
, 0.38170509317167E+06, 0.64541571284234E+07, -0.1132368E+02,           8,  0.6403152E+04,         113
, 0.38182212034579E+06, 0.64540361111710E+07, -0.1606450E+02,           8,  0.8006458E+04,         114
, 0.38186490300000E+06, 0.64539816933333E+07, -0.1581732E+02,           8,  0.4052058E+04,         115
, 0.38178388266667E+06, 0.64540914700000E+07, -0.1600906E+02,           8,  0.3013093E+04,         116
, 0.38194321207433E+06, 0.64539786489486E+07, -0.1313220E+02,           8,  0.1044843E+05,         117
, 0.38195122866667E+06, 0.64539024033333E+07, -0.9113731E+01,           8,  0.4295157E+04,         118
, 0.38177769166667E+06, 0.64541835100000E+07, -0.1577056E+02,           8,  0.3196950E+04,         119
, 0.38182471118352E+06, 0.64541580094300E+07, -0.1595444E+02,           8,  0.6781443E+04,         120
, 0.38169451200000E+06, 0.64542111533333E+07, -0.3432392E+01,           8,  0.2877043E+04,         121
, 0.38177065413927E+06, 0.64542378146395E+07, -0.1120056E+02,           8,  0.6665340E+04,         122
, 0.38188407126529E+06, 0.64541074349389E+07, -0.1595599E+02,           8,  0.7938297E+04,         123
, 0.38193819300000E+06, 0.64540581900000E+07, -0.1562291E+02,           8,  0.4645477E+04,         124
, 0.38201998600000E+06, 0.64539745900000E+07, -0.6916991E+01,           8,  0.3606449E+04,         125
, 0.38200125567070E+06, 0.64541003896990E+07, -0.1519940E+02,           8,  0.9259538E+04,         126
, 0.38205751932501E+06, 0.64540376024138E+07, -0.7206153E+01,           8,  0.7342154E+04,         127
, 0.38186292010910E+06, 0.64542761513585E+07, -0.1581581E+02,           8,  0.6082570E+04,         128
, 0.38189420225217E+06, 0.64542249598565E+07, -0.1584633E+02,           8,  0.6027034E+04,         129
, 0.38194973165071E+06, 0.64541740109187E+07, -0.1564062E+02,           8,  0.7850901E+04,         130
, 0.38175792800000E+06, 0.64542841833333E+07, -0.3383143E+01,           8,  0.2907448E+04,         131
, 0.38182251484856E+06, 0.64543282907221E+07, -0.1111679E+02,           8,  0.6179065E+04,         132
, 0.38205941833333E+06, 0.64541441566667E+07, -0.1353905E+02,           8,  0.3414839E+04,         133
, 0.38211863400927E+06, 0.64541080183513E+07, -0.5451587E+01,           8,  0.7392997E+04,         134
, 0.38199909266667E+06, 0.64542263366667E+07, -0.1417559E+02,           8,  0.3453875E+04,         135
, 0.38206701284506E+06, 0.64542114493953E+07, -0.1144242E+02,           8,  0.7321505E+04,         136
, 0.38194828745067E+06, 0.64543284550044E+07, -0.1450286E+02,           8,  0.6146464E+04,         137
, 0.38197537016615E+06, 0.64542750934852E+07, -0.1437692E+02,           8,  0.5154914E+04,         138
, 0.38187415966667E+06, 0.64543767900000E+07, -0.1432126E+02,           8,  0.3153271E+04,         139
, 0.38192696566667E+06, 0.64543768200000E+07, -0.1323766E+02,           8,  0.3991953E+04,         140
, 0.38215314559648E+06, 0.64541775175450E+07, -0.5599003E+01,           8,  0.6430221E+04,         141
, 0.38221406833333E+06, 0.64541659166667E+07, -0.4183049E+00,           8,  0.2792814E+04,         142
, 0.38205911821266E+06, 0.64543206869291E+07, -0.1250753E+02,           8,  0.6447772E+04,         143
, 0.38208772933333E+06, 0.64542683533333E+07, -0.9392235E+01,           8,  0.3381104E+04,         144
, 0.38215761670006E+06, 0.64542838349356E+07, -0.6715155E+01,           8,  0.6279821E+04,         145
, 0.38217487600000E+06, 0.64542343633333E+07, -0.6626464E+01,           8,  0.2530679E+04,         146
, 0.38202554200000E+06, 0.64543600166667E+07, -0.1411538E+02,           8,  0.3029462E+04,         147
, 0.38196312000000E+06, 0.64544154000000E+07, -0.1158052E+02,           8,  0.2737512E+04,         148
, 0.38203965791592E+06, 0.64544158612251E+07, -0.9880976E+01,           8,  0.6941027E+04,         149
, 0.38224294895922E+06, 0.64542312933997E+07, -0.4909195E+01,           8,  0.6671481E+04,         150
, 0.38229890033333E+06, 0.64542190966667E+07, -0.2136508E+01,           8,  0.3381799E+04,         151
, 0.38213210166667E+06, 0.64543396366667E+07, -0.9567275E+01,           8,  0.3430449E+04,         152
, 0.38211445800000E+06, 0.64544340133333E+07, -0.9492059E+01,           8,  0.3606994E+04,         153
, 0.38215255266667E+06, 0.64543911900000E+07, -0.1087732E+02,           8,  0.6483990E+04,         154
, 0.38224803363254E+06, 0.64543071889287E+07, -0.6174047E+01,           8,  0.6460910E+04,         155
, 0.38222668276628E+06, 0.64543978963256E+07, -0.8305310E+01,           8,  0.9965080E+04,         156
, 0.38231823233333E+06, 0.64543308233333E+07, -0.7755215E+01,           8,  0.3603568E+04,         157
, 0.38236534466667E+06, 0.64542929000000E+07, -0.7014654E+01,           8,  0.7257487E+04,         158
, 0.38235453133333E+06, 0.64542409700000E+07, -0.3466772E+01,           8,  0.3326802E+04,         159
, 0.38229815266667E+06, 0.64544103200000E+07, -0.4750958E+01,           8,  0.3967024E+04,         160
, 0.38233552033333E+06, 0.64543829900000E+07, -0.3757507E+01,           8,  0.2990755E+04,         161
, 0.38240645859354E+06, 0.64544019528375E+07, -0.3233994E+01,           8,  0.6373771E+04,         162
, 0.38244110406336E+06, 0.64543102773243E+07, -0.4446037E+01,           8,  0.1045874E+05,         163
, 0.38246055000000E+06, 0.64544106866667E+07, -0.2341583E+01,           8,  0.1463377E+04,         164
, 0.38248643666667E+06, 0.64543891833333E+07, -0.4842219E+01,           8,  0.1250739E+04,         165
, 0.38251617184192E+06, 0.64543358781286E+07, -0.5831888E+01,           8,  0.6008438E+04,         166
, 0.38248419100000E+06, 0.64544536500000E+07, -0.2539704E+00,           8,  0.1122263E+04,         167
, 0.38247185666667E+06, 0.64544350766667E+07, -0.5381677E+00,           8,  0.6154843E+03,         168
, 0.38255963233333E+06, 0.64543072933333E+07, -0.2809201E+01,           8,  0.2124622E+04,         169
, 0.38251013449592E+06, 0.64544162862389E+07, -0.2895794E+01,           8,  0.1825456E+04,         170
, 0.38253632200000E+06, 0.64544006166667E+07, -0.5353066E+01,           8,  0.1039017E+04,         171
, 0.38254874100000E+06, 0.64543715900000E+07, -0.7796567E+01,           8,  0.1039023E+04,         172
, 0.38261024702883E+06, 0.64543797950875E+07, -0.7531411E+01,           8,  0.4418266E+04,         173
, 0.38263232726043E+06, 0.64543347488555E+07, -0.4673442E+01,           8,  0.4663701E+04,         174
, 0.38251823000000E+06, 0.64544502766667E+07, -0.1352876E+01,           8,  0.8329807E+03,         175
, 0.38256608292680E+06, 0.64544698852613E+07, -0.1443682E+01,           8,  0.3929220E+04,         176
, 0.38258816576123E+06, 0.64544248386772E+07, -0.4313300E+01,           8,  0.4173730E+04,         177
, 0.38269654423883E+06, 0.64544038051041E+07, -0.6044888E+01,           8,  0.4904018E+04,         178
, 0.38272591328720E+06, 0.64543547579053E+07, -0.5085298E+01,           8,  0.5133817E+04,         179
, 0.38266717198410E+06, 0.64544528523043E+07, -0.3851943E+01,           8,  0.4675151E+04,         180
, 0.38263779693602E+06, 0.64545019086168E+07, -0.1397478E+01,           8,  0.4446783E+04,         181
, 0.38277872471739E+06, 0.64544359592340E+07, -0.5157629E+01,           8,  0.5656434E+04,         182
, 0.38281573225130E+06, 0.64543833214718E+07, -0.4033848E+01,           8,  0.5976361E+04,         183
, 0.38274171547789E+06, 0.64544885940375E+07, -0.4262870E+01,           8,  0.5337335E+04,         184
, 0.38270470413527E+06, 0.64545412328996E+07, -0.1566964E+01,           8,  0.5018414E+04,         185
, 0.38285015048641E+06, 0.64544867641943E+07, -0.5425784E+01,           8,  0.6104692E+04,         186
, 0.38289416263742E+06, 0.64544338352211E+07, -0.3285821E+01,           8,  0.6515214E+04,         187
, 0.38280613924421E+06, 0.64545396884767E+07, -0.5165147E+01,           8,  0.5694680E+04,         188
, 0.38276212921867E+06, 0.64545926110705E+07, -0.1777007E+01,           8,  0.5284729E+04,         189
, 0.38290456606408E+06, 0.64545562509029E+07, -0.6134973E+01,           8,  0.6078415E+04,         190
, 0.38295387640731E+06, 0.64545061614175E+07, -0.4021722E+01,           8,  0.6488676E+04,         191
, 0.38285525777198E+06, 0.64546063380403E+07, -0.5035129E+01,           8,  0.5668076E+04,         192
, 0.38280595238245E+06, 0.64546564224805E+07, -0.1681889E+01,           8,  0.5257811E+04,         193
, 0.38294299749711E+06, 0.64546370892904E+07, -0.7015423E+01,           8,  0.5898727E+04,         194
, 0.38299569452381E+06, 0.64545915623803E+07, -0.4300285E+01,           8,  0.6283793E+04,         195
, 0.38289030237300E+06, 0.64546826155021E+07, -0.4765070E+01,           8,  0.5513812E+04,         196
, 0.38283761061489E+06, 0.64547281409501E+07, -0.1539445E+01,          10,  0.5129145E+04,         197
, 0.38297443791737E+06, 0.64547216142701E+07, -0.6526031E+01,           8,  0.5926585E+04,         198
, 0.38302963681983E+06, 0.64546812141344E+07, -0.3123596E+01,           8,  0.6310782E+04,         199
, 0.38291924189778E+06, 0.64547620112430E+07, -0.4849827E+01,           8,  0.5542548E+04,         200
, 0.38286404899378E+06, 0.64548024090373E+07, -0.1483178E+01,          10,  0.5158085E+04,         201
, 0.38300509395657E+06, 0.64548063920897E+07, -0.5665646E+01,           8,  0.5938756E+04,         202
, 0.38306241708812E+06, 0.64547712712234E+07, -0.2709767E+01,           8,  0.6311542E+04,         203
, 0.38294777285507E+06, 0.64548415098670E+07, -0.4626784E+01,           8,  0.5565903E+04,         204
, 0.38289045481669E+06, 0.64548766257958E+07, -0.1548745E+01,          10,  0.5192916E+04,         205
, 0.38303430676286E+06, 0.64548917492283E+07, -0.6190123E+01,           8,  0.5895182E+04,         206
, 0.38309335696334E+06, 0.64548620502520E+07, -0.3266576E+01,           8,  0.6266708E+04,         207
, 0.38297525906302E+06, 0.64549214437710E+07, -0.4805290E+01,           8,  0.5524210E+04,         208
, 0.38291621434642E+06, 0.64549511368075E+07, -0.1663240E+01,           8,  0.5153077E+04,         209
, 0.38306055770748E+06, 0.64549780734931E+07, -0.6590264E+01,           8,  0.5864067E+04,         210
, 0.38312124951799E+06, 0.64549538342033E+07, -0.3575697E+01,           8,  0.6235610E+04,         211
, 0.38299986760161E+06, 0.64550023127323E+07, -0.4854589E+01,           8,  0.5492881E+04,         212
, 0.38293918095242E+06, 0.64550265530219E+07, -0.1430232E+01,           8,  0.5121820E+04,         213
, 0.38308244014114E+06, 0.64550654958802E+07, -0.7168244E+01,           8,  0.5815767E+04,         214
, 0.38314434616751E+06, 0.64550468157776E+07, -0.3809486E+01,           8,  0.6181165E+04,         215
, 0.38302053859450E+06, 0.64550841764754E+07, -0.4765581E+01,           8,  0.5450865E+04,         216
, 0.38295863936395E+06, 0.64551028589690E+07, -0.1099846E+01,           8,  0.5085604E+04,         217
, 0.38310276940086E+06, 0.64551535389908E+07, -0.7685558E+01,           8,  0.5892316E+04,         218
, 0.38316705825851E+06, 0.64551401944439E+07, -0.3466945E+01,           8,  0.6267645E+04,         219
, 0.38303848203177E+06, 0.64551668862169E+07, -0.5180584E+01,           8,  0.5516667E+04,         220
, 0.38297419704501E+06, 0.64551802301250E+07, -0.9683914E+00,           8,  0.5140580E+04,         221
, 0.38312385979473E+06, 0.64552406559742E+07, -0.7614854E+01,           8,  0.6317232E+04,         222
, 0.38319555489565E+06, 0.64552317941252E+07, -0.2588140E+01,          10,  0.6696557E+04,         223
, 0.38305215359481E+06, 0.64552495193818E+07, -0.6204485E+01,           8,  0.5938198E+04,         224
, 0.38298043572216E+06, 0.64552583817239E+07, -0.1119852E+01,           8,  0.5559388E+04,         225
, 0.38314071655939E+06, 0.64553188021688E+07, -0.5603601E+01,           8,  0.5619538E+04,         226
, 0.38321906294503E+06, 0.64553065316018E+07, -0.1543780E+01,          10,  0.4961335E+04,         227
, 0.38306801047720E+06, 0.64553343532941E+07, -0.6660312E+01,           8,  0.6891069E+04,         228
, 0.38298290887087E+06, 0.64553466087396E+07, -0.2265447E+01,           8,  0.9615006E+04,         229
, 0.38316377166667E+06, 0.64553747400000E+07, -0.2855556E+01,           8,  0.2682217E+04,         230
, 0.38322818645754E+06, 0.64553767528413E+07, -0.8736527E+00,          10,  0.6368477E+04,         231
, 0.38308817500000E+06, 0.64554061600000E+07, -0.5998306E+01,           8,  0.2872825E+04,         232
, 0.38313872576467E+06, 0.64554285489292E+07, -0.3398963E+01,           8,  0.5882361E+04,         233
, 0.38298626042245E+06, 0.64554320150181E+07, -0.4644320E+01,           8,  0.9646354E+04,         234
, 0.38305937266667E+06, 0.64554434433333E+07, -0.5877595E+01,           8,  0.2916562E+04,         235
, 0.38291806766667E+06, 0.64554471833333E+07, -0.1291761E+01,           8,  0.3469399E+04,         236
, 0.38320749753688E+06, 0.64554563925297E+07, -0.7044745E+00,          10,  0.6295167E+04,         237
, 0.38308659528955E+06, 0.64555054813701E+07, -0.4046790E+01,           8,  0.6916294E+04,         238
, 0.38313353566667E+06, 0.64555443533333E+07, -0.1495608E+01,           8,  0.4172290E+04,         239
, 0.38318324533333E+06, 0.64555194400000E+07, -0.1366160E+00,           8,  0.3343338E+04,         240
, 0.38299655133333E+06, 0.64555110333333E+07, -0.6085091E+01,           8,  0.3064635E+04,         241
, 0.38303772700000E+06, 0.64555402766667E+07, -0.5276480E+01,           8,  0.3351385E+04,         242
, 0.38291117633333E+06, 0.64555012066667E+07, -0.3463641E+01,           8,  0.2881417E+04,         243
, 0.38294697622630E+06, 0.64555516265966E+07, -0.5912851E+01,           8,  0.6740666E+04,         244
, 0.38286437766667E+06, 0.64555153700000E+07, -0.4148579E+00,           8,  0.3150777E+04,         245
, 0.38302083666667E+06, 0.64555977366667E+07, -0.5160493E+01,           8,  0.3341967E+04,         246
, 0.38306077221992E+06, 0.64556505689447E+07, -0.2053459E+01,          10,  0.1084017E+05,         247
, 0.38312527633333E+06, 0.64555977566667E+07, -0.9674993E+00,          10,  0.3385457E+04,         248
, 0.38296680466667E+06, 0.64556083600000E+07, -0.5488816E+01,           8,  0.3210272E+04,         249
, 0.38286198601672E+06, 0.64555765955991E+07, -0.3309096E+01,           8,  0.6194870E+04,         250
, 0.38287493466667E+06, 0.64556356966667E+07, -0.4750267E+01,           8,  0.3176765E+04,         251
, 0.38293152249181E+06, 0.64556711696429E+07, -0.4968259E+01,           8,  0.6985753E+04,         252
, 0.38278550228514E+06, 0.64555917004901E+07, -0.1695170E+01,           8,  0.6563702E+04,         253
, 0.38300478066667E+06, 0.64557052700000E+07, -0.3182686E+01,           8,  0.5496959E+04,         254
, 0.38301478347637E+06, 0.64557760115509E+07, -0.1917180E+01,           8,  0.1122379E+05,         255
, 0.38281634890717E+06, 0.64556673493728E+07, -0.4247746E+01,           8,  0.6538264E+04,         256
, 0.38283902642444E+06, 0.64557451309294E+07, -0.3351774E+01,           8,  0.7285309E+04,         257
, 0.38290249733333E+06, 0.64557314266667E+07, -0.4314293E+01,           8,  0.3422481E+04,         258
, 0.38292631566667E+06, 0.64557796100000E+07, -0.4326305E+01,           8,  0.3391640E+04,         259
, 0.38270889347767E+06, 0.64556382891296E+07, -0.2745075E+01,           8,  0.7287028E+04,         260
, 0.38273953731717E+06, 0.64557038311099E+07, -0.3468432E+01,           8,  0.6078108E+04,         261
, 0.38301062067212E+06, 0.64558716903422E+07, -0.2377022E+01,           8,  0.1140277E+05,         262
, 0.38307610766667E+06, 0.64558822766667E+07,  0.5621370E-01,           8,  0.2719413E+04,         263
, 0.38287726945046E+06, 0.64558234608728E+07, -0.3617036E+01,           8,  0.7183675E+04,         264
, 0.38291611517377E+06, 0.64558868461378E+07, -0.4445252E+01,           8,  0.6304006E+04,         265
, 0.38277678633333E+06, 0.64557602966667E+07, -0.2695502E+01,           8,  0.3616822E+04,         266
, 0.38275274111852E+06, 0.64558270732343E+07, -0.1763063E+01,           8,  0.9442634E+04,         267
, 0.38281654633333E+06, 0.64558656600000E+07, -0.2667908E+01,           8,  0.3777474E+04,         268
, 0.38264329466667E+06, 0.64556669866667E+07, -0.3377852E+01,           8,  0.3493158E+04,         269
, 0.38260754512485E+06, 0.64557273767228E+07, -0.3956362E+01,           8,  0.8124466E+04,         270
, 0.38267855521372E+06, 0.64557693805007E+07, -0.2140857E+01,           8,  0.6840429E+04,         271
