id,ctrd_x,ctrd_y,cfl_dt_min,cfl_dt_mean
          95,  0.3813889E+06,  0.6453350E+07,     3.180,     3.260
          96,  0.3814348E+06,  0.6453311E+07,     2.992,     3.110
          97,  0.3811647E+06,  0.6453538E+07,     3.982,     4.103
          98,  0.3812390E+06,  0.6453510E+07,     3.237,     3.306
          99,  0.3812319E+06,  0.6453556E+07,     2.924,     2.995
         100,  0.3811614E+06,  0.6453591E+07,     3.537,     3.640
         101,  0.3813136E+06,  0.6453478E+07,     3.399,     3.470
         102,  0.3812746E+06,  0.6453545E+07,     3.067,     3.130
         103,  0.3813365E+06,  0.6453517E+07,     2.222,     2.269
         104,  0.3813664E+06,  0.6453421E+07,     2.701,     2.767
         105,  0.3813682E+06,  0.6453497E+07,     2.857,     2.914
         106,  0.3813952E+06,  0.6453462E+07,     2.299,     2.355
         107,  0.3814191E+06,  0.6453389E+07,     3.648,     3.743
         108,  0.3814650E+06,  0.6453350E+07,     2.712,     2.803
         109,  0.3815086E+06,  0.6453338E+07,     3.711,     3.826
         110,  0.3814479E+06,  0.6453430E+07,     3.331,     3.410
         111,  0.3814943E+06,  0.6453384E+07,     3.272,     3.379
         112,  0.3812286E+06,  0.6453608E+07,     3.676,     3.793
         113,  0.3813030E+06,  0.6453598E+07,     3.761,     3.844
         114,  0.3812572E+06,  0.6453643E+07,     2.753,     2.828
         115,  0.3812183E+06,  0.6453660E+07,     3.601,     3.702
         116,  0.3813648E+06,  0.6453570E+07,     3.126,     3.192
         117,  0.3814181E+06,  0.6453500E+07,     3.139,     3.217
         118,  0.3814140E+06,  0.6453574E+07,     2.924,     2.981
         119,  0.3814468E+06,  0.6453553E+07,     2.252,     2.302
         120,  0.3813365E+06,  0.6453642E+07,     3.174,     3.245
         121,  0.3813877E+06,  0.6453609E+07,     2.290,     2.338
         122,  0.3814815E+06,  0.6453472E+07,     3.652,     3.743
         123,  0.3815279E+06,  0.6453425E+07,     2.732,     2.813
         124,  0.3815673E+06,  0.6453407E+07,     3.776,     3.888
         125,  0.3815101E+06,  0.6453524E+07,     3.069,     3.140
         126,  0.3815572E+06,  0.6453459E+07,     3.896,     4.041
         127,  0.3815532E+06,  0.6453513E+07,     3.130,     3.209
         128,  0.3812907E+06,  0.6453687E+07,     3.511,     3.621
         129,  0.3812756E+06,  0.6453730E+07,     4.063,     4.228
         130,  0.3813629E+06,  0.6453683E+07,     4.184,     4.286
         131,  0.3813193E+06,  0.6453721E+07,     3.384,     3.503
         132,  0.3814696E+06,  0.6453591E+07,     3.340,     3.420
         133,  0.3814142E+06,  0.6453650E+07,     2.538,     2.595
         134,  0.3814598E+06,  0.6453651E+07,     2.909,     2.969
         135,  0.3815454E+06,  0.6453559E+07,     3.243,     3.321
         136,  0.3815254E+06,  0.6453611E+07,     2.855,     2.914
         137,  0.3813932E+06,  0.6453732E+07,     2.308,     2.364
         138,  0.3814371E+06,  0.6453689E+07,     2.312,     2.360
         139,  0.3814212E+06,  0.6453720E+07,     2.187,     2.232
         140,  0.3816259E+06,  0.6453475E+07,     3.870,     3.993
         141,  0.3816219E+06,  0.6453529E+07,     4.482,     4.665
         142,  0.3816137E+06,  0.6453586E+07,     3.463,     3.555
         143,  0.3816846E+06,  0.6453543E+07,     4.013,     4.154
         144,  0.3813496E+06,  0.6453770E+07,     3.176,     3.313
         145,  0.3813328E+06,  0.6453799E+07,     4.256,     4.564
         146,  0.3814230E+06,  0.6453764E+07,     3.067,     3.136
         147,  0.3813782E+06,  0.6453805E+07,     4.348,     4.548
         148,  0.3814384E+06,  0.6453801E+07,     2.015,     2.064
         149,  0.3815155E+06,  0.6453670E+07,     3.429,     3.511
         150,  0.3814668E+06,  0.6453720E+07,     2.860,     2.921
         151,  0.3815056E+06,  0.6453728E+07,     2.199,     2.244
         152,  0.3815937E+06,  0.6453637E+07,     3.209,     3.286
         153,  0.3815780E+06,  0.6453690E+07,     2.948,     3.009
         154,  0.3816765E+06,  0.6453600E+07,     4.023,     4.195
         155,  0.3816234E+06,  0.6453676E+07,     2.978,     3.046
         156,  0.3816753E+06,  0.6453663E+07,     3.292,     3.378
         157,  0.3814664E+06,  0.6453789E+07,     2.317,     2.365
         158,  0.3814897E+06,  0.6453759E+07,     2.499,     2.551
         159,  0.3817432E+06,  0.6453612E+07,     4.494,     4.648
         160,  0.3814173E+06,  0.6453854E+07,     2.206,     2.285
         161,  0.3813900E+06,  0.6453868E+07,     3.351,     3.509
         162,  0.3814775E+06,  0.6453851E+07,     4.426,     4.536
         163,  0.3815052E+06,  0.6453797E+07,     2.655,     2.713
         164,  0.3815309E+06,  0.6453833E+07,     2.065,     2.108
         165,  0.3814459E+06,  0.6453889E+07,     4.382,     4.571
         166,  0.3815110E+06,  0.6453891E+07,     2.588,     2.645
         167,  0.3814743E+06,  0.6453924E+07,     2.372,     2.438
         168,  0.3815681E+06,  0.6453748E+07,     3.229,     3.305
         169,  0.3815542E+06,  0.6453804E+07,     2.714,     2.770
         170,  0.3816597E+06,  0.6453715E+07,     3.506,     3.586
         171,  0.3816385E+06,  0.6453768E+07,     3.148,     3.212
         172,  0.3817421E+06,  0.6453674E+07,     4.621,     4.819
         173,  0.3817434E+06,  0.6453742E+07,     3.374,     3.461
         174,  0.3818019E+06,  0.6453680E+07,     4.370,     4.523
         175,  0.3814470E+06,  0.6453938E+07,     2.799,     2.888
         176,  0.3815644E+06,  0.6453873E+07,     2.805,     2.866
         177,  0.3816246E+06,  0.6453824E+07,     3.059,     3.131
         178,  0.3816110E+06,  0.6453873E+07,     2.564,     2.616
         179,  0.3815498E+06,  0.6453933E+07,     3.735,     3.818
         180,  0.3815955E+06,  0.6453906E+07,     2.133,     2.178
         181,  0.3815131E+06,  0.6453967E+07,     3.281,     3.381
         182,  0.3815036E+06,  0.6454008E+07,     3.226,     3.339
         183,  0.3815838E+06,  0.6453970E+07,     3.010,     3.077
         184,  0.3815412E+06,  0.6454002E+07,     2.775,     2.861
         185,  0.3817222E+06,  0.6453795E+07,     3.422,     3.500
         186,  0.3816556E+06,  0.6453857E+07,     2.896,     2.963
         187,  0.3818032E+06,  0.6453747E+07,     4.573,     4.786
         188,  0.3817679E+06,  0.6453838E+07,     2.994,     3.063
         189,  0.3818104E+06,  0.6453818E+07,     3.449,     3.545
         190,  0.3818605E+06,  0.6453748E+07,     4.700,     4.891
         191,  0.3816295E+06,  0.6453942E+07,     2.499,     2.552
         192,  0.3817014E+06,  0.6453900E+07,     2.618,     2.676
         193,  0.3816731E+06,  0.6453938E+07,     2.611,     2.665
         194,  0.3816164E+06,  0.6454008E+07,     3.623,     3.706
         195,  0.3816606E+06,  0.6453975E+07,     2.311,     2.361
         196,  0.3815738E+06,  0.6454040E+07,     2.957,     3.063
         197,  0.3815598E+06,  0.6454078E+07,     4.041,     4.247
         198,  0.3816494E+06,  0.6454045E+07,     3.117,     3.192
         199,  0.3816017E+06,  0.6454075E+07,     3.293,     3.419
         200,  0.3818031E+06,  0.6453875E+07,     3.340,     3.422
         201,  0.3817324E+06,  0.6453933E+07,     3.115,     3.184
         202,  0.3817877E+06,  0.6453931E+07,     3.317,     3.386
         203,  0.3818677E+06,  0.6453819E+07,     4.537,     4.788
         204,  0.3818718E+06,  0.6453897E+07,     3.382,     3.462
         205,  0.3818970E+06,  0.6453853E+07,     3.370,     3.505
         206,  0.3819192E+06,  0.6453816E+07,     4.605,     4.827
         207,  0.3816936E+06,  0.6454012E+07,     2.339,     2.388
         208,  0.3817347E+06,  0.6454003E+07,     2.717,     2.771
         209,  0.3816825E+06,  0.6454083E+07,     3.840,     3.929
         210,  0.3817242E+06,  0.6454045E+07,     2.830,     2.892
         211,  0.3816348E+06,  0.6454113E+07,     3.001,     3.136
         212,  0.3816159E+06,  0.6454149E+07,     5.053,     5.420
         213,  0.3817221E+06,  0.6454123E+07,     3.085,     3.162
         214,  0.3816629E+06,  0.6454148E+07,     4.074,     4.270
         215,  0.3817900E+06,  0.6454001E+07,     3.426,     3.502
         216,  0.3818564E+06,  0.6453952E+07,     3.507,     3.592
         217,  0.3818483E+06,  0.6454003E+07,     3.032,     3.095
         218,  0.3817638E+06,  0.6454085E+07,     2.298,     2.345
         219,  0.3817947E+06,  0.6454070E+07,     2.546,     2.599
         220,  0.3819233E+06,  0.6453894E+07,     3.792,     3.931
         221,  0.3818900E+06,  0.6453989E+07,     3.089,     3.164
         222,  0.3819526E+06,  0.6453928E+07,     3.426,     3.545
         223,  0.3819778E+06,  0.6453885E+07,     4.652,     4.816
         224,  0.3817502E+06,  0.6454166E+07,     3.902,     4.006
         225,  0.3817932E+06,  0.6454119E+07,     3.293,     3.371
         226,  0.3817975E+06,  0.6454177E+07,     2.232,     2.278
         227,  0.3816911E+06,  0.6454190E+07,     3.173,     3.326
         228,  0.3816727E+06,  0.6454218E+07,     4.549,     4.913
         229,  0.3817854E+06,  0.6454208E+07,     2.698,     2.768
         230,  0.3817198E+06,  0.6454225E+07,     4.487,     4.723
         231,  0.3818530E+06,  0.6454072E+07,     3.520,     3.599
         232,  0.3819344E+06,  0.6454030E+07,     3.423,     3.514
         233,  0.3819138E+06,  0.6454078E+07,     3.094,     3.158
         234,  0.3818535E+06,  0.6454138E+07,     2.875,     2.934
         235,  0.3819971E+06,  0.6453968E+07,     3.301,     3.417
         236,  0.3820365E+06,  0.6453953E+07,     4.381,     4.578
         237,  0.3819663E+06,  0.6454067E+07,     3.361,     3.445
         238,  0.3820264E+06,  0.6454003E+07,     4.543,     4.775
         239,  0.3820213E+06,  0.6454054E+07,     3.276,     3.371
         240,  0.3818578E+06,  0.6454195E+07,     3.310,     3.389
         241,  0.3818220E+06,  0.6454249E+07,     3.846,     3.952
         242,  0.3818766E+06,  0.6454249E+07,     2.149,     2.195
         243,  0.3819143E+06,  0.6454144E+07,     3.556,     3.637
         244,  0.3819156E+06,  0.6454201E+07,     2.616,     2.672
         245,  0.3817564E+06,  0.6454266E+07,     2.716,     2.844
         246,  0.3817312E+06,  0.6454287E+07,     4.620,     4.994
         247,  0.3818486E+06,  0.6454305E+07,     2.774,     2.842
         248,  0.3817862E+06,  0.6454300E+07,     4.702,     4.955
         249,  0.3819825E+06,  0.6454147E+07,     3.120,     3.188
         250,  0.3820954E+06,  0.6454021E+07,     4.385,     4.576
         251,  0.3820375E+06,  0.6454135E+07,     2.825,     2.901
         252,  0.3820903E+06,  0.6454073E+07,     5.241,     5.540
         253,  0.3820795E+06,  0.6454127E+07,     3.790,     3.920
         254,  0.3819838E+06,  0.6454205E+07,     3.075,     3.150
         255,  0.3820613E+06,  0.6454171E+07,     3.352,     3.457
         256,  0.3820245E+06,  0.6454224E+07,     3.198,     3.286
         257,  0.3821560E+06,  0.6454087E+07,     4.939,     5.211
         258,  0.3819032E+06,  0.6454305E+07,     3.839,     3.936
         259,  0.3819345E+06,  0.6454255E+07,     3.560,     3.649
         260,  0.3819613E+06,  0.6454300E+07,     2.264,     2.315
         261,  0.3818571E+06,  0.6454355E+07,     3.391,     3.495
         262,  0.3819363E+06,  0.6454355E+07,     2.216,     2.268
         263,  0.3818971E+06,  0.6454375E+07,     2.740,     2.814
         264,  0.3819890E+06,  0.6454250E+07,     2.297,     2.350
         265,  0.3817947E+06,  0.6454350E+07,     3.074,     3.164
         266,  0.3818683E+06,  0.6454400E+07,     2.813,     2.878
         267,  0.3821452E+06,  0.6454141E+07,     4.001,     4.259
         268,  0.3821128E+06,  0.6454196E+07,     4.633,     4.812
         269,  0.3821916E+06,  0.6454162E+07,     4.730,     5.203
         270,  0.3822230E+06,  0.6454147E+07,     6.978,     8.784
         271,  0.3820760E+06,  0.6454249E+07,     3.038,     3.154
         272,  0.3820158E+06,  0.6454295E+07,     3.608,     3.709
         273,  0.3820704E+06,  0.6454288E+07,     3.225,     3.322
         274,  0.3821593E+06,  0.6454217E+07,     3.670,     3.883
         275,  0.3821167E+06,  0.6454268E+07,     3.952,     4.179
         276,  0.3821642E+06,  0.6454249E+07,     3.011,     3.150
         277,  0.3819943E+06,  0.6454350E+07,     3.894,     3.998
         278,  0.3820449E+06,  0.6454350E+07,     2.380,     2.441
         279,  0.3819475E+06,  0.6454400E+07,     2.622,     2.701
         280,  0.3820374E+06,  0.6454380E+07,     2.585,     2.656
         281,  0.3819905E+06,  0.6454413E+07,     3.690,     3.829
         282,  0.3819513E+06,  0.6454433E+07,     2.683,     2.759
         283,  0.3822276E+06,  0.6454189E+07,     5.920,     6.585
         284,  0.3822011E+06,  0.6454237E+07,     4.365,     4.661
         285,  0.3822780E+06,  0.6454224E+07,     4.166,     4.595
         286,  0.3822998E+06,  0.6454192E+07,     6.236,     6.948
         287,  0.3820996E+06,  0.6454343E+07,     3.735,     3.864
         288,  0.3821541E+06,  0.6454319E+07,     3.579,     3.716
         289,  0.3821426E+06,  0.6454356E+07,     2.649,     2.740
         290,  0.3820855E+06,  0.6454420E+07,     4.010,     4.179
         291,  0.3821302E+06,  0.6454421E+07,     2.823,     2.925
         292,  0.3822016E+06,  0.6454301E+07,     5.322,     5.717
         293,  0.3822516E+06,  0.6454272E+07,     4.227,     4.460
         294,  0.3821848E+06,  0.6454397E+07,     3.524,     3.678
         295,  0.3822408E+06,  0.6454342E+07,     3.831,     4.004
         296,  0.3820386E+06,  0.6454453E+07,     3.640,     3.759
         297,  0.3821277E+06,  0.6454461E+07,     3.859,     3.990
         298,  0.3823189E+06,  0.6454242E+07,     6.009,     6.817
         299,  0.3822908E+06,  0.6454313E+07,     4.163,     4.457
         300,  0.3823351E+06,  0.6454320E+07,     3.092,     3.282
         301,  0.3823615E+06,  0.6454256E+07,     2.970,     3.170
         302,  0.3823832E+06,  0.6454225E+07,     5.242,     5.657
         303,  0.3822167E+06,  0.6454455E+07,     5.638,     5.854
         304,  0.3822727E+06,  0.6454400E+07,     4.376,     4.655
         305,  0.3823288E+06,  0.6454359E+07,     3.909,     4.120
         306,  0.3823167E+06,  0.6454391E+07,     3.713,     4.057
         307,  0.3823050E+06,  0.6454439E+07,     5.594,     5.939
         308,  0.3823995E+06,  0.6454303E+07,     4.179,     4.562
         309,  0.3823610E+06,  0.6454398E+07,     5.612,     6.311
         310,  0.3824180E+06,  0.6454367E+07,     4.764,     5.147
         311,  0.3824675E+06,  0.6454256E+07,     7.538,     8.036
         312,  0.3823926E+06,  0.6454437E+07,     5.236,     5.688
         313,  0.3824495E+06,  0.6454405E+07,     2.419,     2.814
         314,  0.3824860E+06,  0.6454320E+07,     3.224,     3.558
         315,  0.3824728E+06,  0.6454394E+07,     2.767,     3.126
         316,  0.3824883E+06,  0.6454373E+07,     2.877,     3.050
         317,  0.3824594E+06,  0.6454432E+07,     1.944,     2.315
         318,  0.3824665E+06,  0.6454442E+07,     2.096,     2.698
         319,  0.3824779E+06,  0.6454460E+07,     2.939,     3.819
         320,  0.3825424E+06,  0.6454310E+07,     2.715,     2.940
         321,  0.3825517E+06,  0.6454288E+07,     3.598,     3.931
         322,  0.3824982E+06,  0.6454400E+07,     2.130,     2.394
         323,  0.3824897E+06,  0.6454431E+07,     3.918,     4.626
         324,  0.3825447E+06,  0.6454363E+07,     1.560,     1.670
         325,  0.3825260E+06,  0.6454406E+07,     1.887,     2.089
         326,  0.3825354E+06,  0.6454384E+07,     2.592,     2.719
         327,  0.3825848E+06,  0.6454324E+07,     5.568,     6.296
         328,  0.3825662E+06,  0.6454368E+07,     2.165,     2.323
         329,  0.3826205E+06,  0.6454357E+07,     2.745,     2.878
         330,  0.3825082E+06,  0.6454459E+07,     3.618,     4.493
         331,  0.3825175E+06,  0.6454437E+07,     2.945,     3.428
         332,  0.3825290E+06,  0.6454455E+07,     2.673,     3.340
         333,  0.3825543E+06,  0.6454492E+07,     4.745,     5.423
         334,  0.3826426E+06,  0.6454312E+07,     3.014,     3.198
         335,  0.3825476E+06,  0.6454411E+07,     2.543,     2.802
         336,  0.3825764E+06,  0.6454447E+07,     3.654,     3.976
         337,  0.3825984E+06,  0.6454402E+07,     2.800,     2.939
         338,  0.3826527E+06,  0.6454392E+07,     4.295,     4.641
         339,  0.3826782E+06,  0.6454345E+07,     5.146,     5.635
         340,  0.3827102E+06,  0.6454379E+07,     3.180,     3.346
         341,  0.3826272E+06,  0.6454438E+07,     4.819,     5.364
         342,  0.3826809E+06,  0.6454428E+07,     3.392,     3.589
         343,  0.3827395E+06,  0.6454330E+07,     3.220,     3.402
         344,  0.3826017E+06,  0.6454485E+07,     5.697,     7.087
         345,  0.3826515E+06,  0.6454477E+07,     4.289,     4.696
         346,  0.3826222E+06,  0.6454526E+07,     5.415,     6.202
         347,  0.3827384E+06,  0.6454416E+07,     4.420,     4.828
         348,  0.3827715E+06,  0.6454364E+07,     5.058,     5.538
         349,  0.3827965E+06,  0.6454410E+07,     3.956,     4.197
         350,  0.3827052E+06,  0.6454467E+07,     4.730,     5.243
         351,  0.3827595E+06,  0.6454462E+07,     3.947,     4.185
         352,  0.3828335E+06,  0.6454357E+07,     4.110,     4.391
         353,  0.3826720E+06,  0.6454519E+07,     5.667,     6.966
         354,  0.3827225E+06,  0.6454515E+07,     4.685,     5.095
         355,  0.3826855E+06,  0.6454567E+07,     5.968,     6.777
         356,  0.3828176E+06,  0.6454456E+07,     4.741,     5.178
         357,  0.3828584E+06,  0.6454402E+07,     5.742,     6.367
         358,  0.3828717E+06,  0.6454460E+07,     4.355,     4.632
         359,  0.3827768E+06,  0.6454510E+07,     4.721,     5.153
         360,  0.3828276E+06,  0.6454513E+07,     4.026,     4.244
         361,  0.3829157E+06,  0.6454407E+07,     4.826,     5.213
         362,  0.3827359E+06,  0.6454564E+07,     5.804,     6.969
         363,  0.3827836E+06,  0.6454566E+07,     4.660,     5.017
         364,  0.3827396E+06,  0.6454619E+07,     6.133,     6.899
         365,  0.3828817E+06,  0.6454518E+07,     4.776,     5.166
         366,  0.3829289E+06,  0.6454465E+07,     6.033,     6.654
         367,  0.3829289E+06,  0.6454531E+07,     4.065,     4.294
         368,  0.3828345E+06,  0.6454570E+07,     4.709,     5.102
         369,  0.3828795E+06,  0.6454581E+07,     3.890,     4.092
         370,  0.3829782E+06,  0.6454481E+07,     4.459,     4.764
         371,  0.3827873E+06,  0.6454622E+07,     5.873,     6.967
         372,  0.3828302E+06,  0.6454632E+07,     4.641,     5.007
         373,  0.3827809E+06,  0.6454682E+07,     6.129,     6.922
         374,  0.3829267E+06,  0.6454595E+07,     4.440,     4.755
         375,  0.3829781E+06,  0.6454547E+07,     5.640,     6.140
         376,  0.3829690E+06,  0.6454615E+07,     3.762,     3.957
         377,  0.3828753E+06,  0.6454643E+07,     4.632,     5.034
         378,  0.3829163E+06,  0.6454660E+07,     3.687,     3.871
         379,  0.3830218E+06,  0.6454569E+07,     4.191,     4.463
         380,  0.3828238E+06,  0.6454691E+07,     5.828,     6.929
         381,  0.3828636E+06,  0.6454706E+07,     4.607,     4.988
         382,  0.3828109E+06,  0.6454751E+07,     6.094,     6.928
         383,  0.3829587E+06,  0.6454679E+07,     4.480,     4.791
         384,  0.3830127E+06,  0.6454636E+07,     5.934,     6.530
         385,  0.3830017E+06,  0.6454702E+07,     4.015,     4.253
         386,  0.3829047E+06,  0.6454722E+07,     4.745,     5.171
         387,  0.3829465E+06,  0.6454742E+07,     3.755,     3.949
         388,  0.3830569E+06,  0.6454661E+07,     4.701,     5.095
         389,  0.3828507E+06,  0.6454765E+07,     6.016,     7.189
         390,  0.3828913E+06,  0.6454782E+07,     4.624,     5.008
         391,  0.3828361E+06,  0.6454823E+07,     6.185,     7.051
         392,  0.3829896E+06,  0.6454764E+07,     4.726,     5.096
         393,  0.3830460E+06,  0.6454726E+07,     6.432,     7.243
         394,  0.3830335E+06,  0.6454789E+07,     4.239,     4.521
         395,  0.3829331E+06,  0.6454802E+07,     4.858,     5.306
         396,  0.3829761E+06,  0.6454824E+07,     3.919,     4.139
         397,  0.3830908E+06,  0.6454754E+07,     4.923,     5.382
         398,  0.3828767E+06,  0.6454840E+07,     6.135,     7.331
         399,  0.3829188E+06,  0.6454859E+07,     4.694,     5.090
         400,  0.3828614E+06,  0.6454894E+07,     6.160,     7.001
         401,  0.3830200E+06,  0.6454849E+07,     4.828,     5.220
         402,  0.3830783E+06,  0.6454817E+07,     6.473,     7.271
         403,  0.3830635E+06,  0.6454877E+07,     4.024,     4.266
         404,  0.3829618E+06,  0.6454881E+07,     4.934,     5.397
         405,  0.3830045E+06,  0.6454907E+07,     3.792,     3.994
         406,  0.3831226E+06,  0.6454847E+07,     4.598,     4.970
         407,  0.3829036E+06,  0.6454914E+07,     6.181,     7.343
         408,  0.3829454E+06,  0.6454936E+07,     4.587,     4.961
         409,  0.3828863E+06,  0.6454966E+07,     6.006,     6.789
         410,  0.3830480E+06,  0.6454935E+07,     4.753,     5.112
         411,  0.3831079E+06,  0.6454908E+07,     6.322,     7.009
         412,  0.3830906E+06,  0.6454966E+07,     3.895,     4.115
         413,  0.3829881E+06,  0.6454962E+07,     4.936,     5.393
         414,  0.3830299E+06,  0.6454990E+07,     3.713,     3.904
         415,  0.3831513E+06,  0.6454942E+07,     4.436,     4.771
         416,  0.3829282E+06,  0.6454989E+07,     6.267,     7.470
         417,  0.3829692E+06,  0.6455015E+07,     4.604,     4.989
         418,  0.3829085E+06,  0.6455039E+07,     6.197,     7.084
         419,  0.3830725E+06,  0.6455022E+07,     4.633,     4.959
         420,  0.3831340E+06,  0.6455000E+07,     6.186,     6.815
         421,  0.3831131E+06,  0.6455056E+07,     3.751,     3.950
         422,  0.3830110E+06,  0.6455043E+07,     4.936,     5.401
