Date,Depth (m),Vx (m/s),Vy (m/s),Salinity (psu),Temperature (C),Oxygen (mg/L),Oxygen Saturation (%),TSS (mg/L),Turbidity (NTU),Light (W/m2),PAR (W/m2),
15-03-2017 00:00:00,0.00,0.0000,0.0000,7.2702,22.9232,6.5848,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2017 00:00:00,-0.25,0.0000,0.0000,7.2702,22.9232,6.5848,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2017 04:00:00,0.00,-0.1512,-0.0141,7.1064,22.2652,6.3976,76.8718,18.6684,3.6904,0.0000,0.0000,
15-03-2017 04:00:00,-0.25,-0.1512,-0.0141,7.1064,22.2652,6.3976,76.8718,18.6684,3.6904,0.0000,0.0000,
15-03-2017 08:00:01,0.00,-0.2728,-0.0248,5.9986,21.8369,6.3342,75.0057,17.0889,3.4102,83.0010,37.3504,
15-03-2017 12:00:00,0.00,-0.1244,-0.0055,6.4360,22.5070,6.4827,77.9482,17.0023,3.5375,834.2789,375.4255,
15-03-2017 16:00:00,0.00,-0.1847,-0.0154,5.4063,24.8190,5.8371,72.8453,16.5303,3.3135,701.0332,315.4649,
15-03-2017 20:00:01,0.00,-0.2065,-0.0013,4.9854,22.7978,5.4918,67.0923,15.5197,3.1153,133.7868,60.2040,
16-03-2017 00:00:00,0.00,-0.0279,0.0144,5.8832,22.3679,6.1927,67.0923,15.5197,3.1153,133.7868,60.2040,
16-03-2017 04:00:02,0.00,-0.2150,-0.0101,6.7704,23.4114,6.6767,81.7494,16.6230,3.5301,0.0000,0.0000,
16-03-2017 08:00:01,0.00,0.0000,0.0000,7.0635,24.4763,6.7738,81.7494,16.6230,3.5301,0.0000,0.0000,
16-03-2017 12:00:02,0.00,-0.0186,0.0026,7.0855,26.1666,6.6291,85.5876,16.1308,3.5852,936.8024,421.5611,
16-03-2017 16:00:02,0.00,-0.1199,-0.0090,7.0886,27.8070,6.5460,87.0080,16.6770,3.6165,691.6191,311.2286,
16-03-2017 20:00:00,0.00,-0.1816,-0.0048,7.0863,25.0852,6.0457,77.6156,16.9275,3.6250,8.1093,3.6492,
17-03-2017 00:00:01,0.00,-0.0438,0.0164,7.1096,23.0028,6.3393,77.6156,16.9275,3.6250,8.1093,3.6492,
17-03-2017 04:00:02,0.00,-0.0770,0.0059,7.1295,22.4794,6.6458,77.6156,16.9275,3.6250,8.1093,3.6492,
17-03-2017 08:00:00,0.00,-0.1071,0.0475,7.1501,22.5250,6.7505,77.6156,16.9275,3.6250,8.1093,3.6492,
17-03-2017 12:00:01,0.00,0.0329,0.0057,7.1512,24.4757,6.6444,83.2246,15.0972,3.4587,934.1250,420.3563,
17-03-2017 16:00:00,0.00,-0.0673,-0.0047,7.1455,26.9403,6.4733,84.7658,15.5810,3.4939,558.9528,251.5288,
17-03-2017 16:00:00,-0.25,-0.0673,-0.0047,7.1455,26.9403,6.4733,84.7658,14.8505,3.4562,113.8192,51.2186,
17-03-2017 20:00:00,0.00,-0.1048,-0.0030,7.1308,26.3167,5.5178,71.4494,15.0717,3.4775,1.6005,0.7202,
18-03-2017 00:00:00,0.00,-0.0277,0.0058,7.1444,24.9318,5.4947,70.6899,14.9631,3.4702,0.0000,0.0000,
18-03-2017 04:00:00,0.00,0.0206,0.0090,7.1568,24.2200,5.5041,68.6196,13.7567,3.3750,0.0000,0.0000,
18-03-2017 08:00:00,0.00,-0.0547,0.0043,7.1809,23.4437,5.8863,71.2420,13.6460,3.3481,0.0965,0.0434,
18-03-2017 12:00:00,0.00,0.1139,0.0124,7.1752,23.6569,5.7520,70.9746,13.5429,3.3408,173.4565,78.0555,
18-03-2017 16:00:01,0.00,-0.0752,-0.0065,7.1739,23.2188,5.7182,69.9829,13.6308,3.3437,174.0553,78.3249,
18-03-2017 16:00:01,-0.25,-0.0752,-0.0065,7.1739,23.2188,5.7182,69.9829,13.1873,3.3182,36.6297,16.4834,
18-03-2017 20:00:01,0.00,-0.0805,-0.0017,7.1834,22.1875,5.7558,69.0895,13.6735,3.3309,1.1729,0.5278,
19-03-2017 00:00:01,0.00,-0.1214,0.0062,7.1990,21.6822,5.7214,68.7369,13.6316,3.3199,0.0000,0.0000,
19-03-2017 04:00:01,0.00,0.0000,0.0000,7.2180,21.6629,5.8007,68.7369,13.6316,3.3199,0.0000,0.0000,
19-03-2017 08:00:00,0.00,0.0000,0.0000,7.2248,21.7727,5.8297,68.7369,13.6316,3.3199,0.0000,0.0000,
19-03-2017 12:00:01,0.00,0.0417,-0.0039,7.2625,22.5383,6.1163,68.7369,13.6316,3.3199,0.0000,0.0000,
19-03-2017 16:00:02,0.00,-0.0507,-0.0071,7.2615,23.2129,6.0689,74.3034,11.9654,3.1624,699.3785,314.7203,
19-03-2017 20:00:00,0.00,-0.1101,-0.0063,7.2624,22.7086,6.2628,75.9550,11.9296,3.1613,1.7938,0.8072,
20-03-2017 00:00:01,0.00,-0.1014,0.0279,7.2465,21.8929,5.8040,76.0425,11.9612,3.1655,0.0000,0.0000,
20-03-2017 04:00:01,0.00,0.0000,0.0000,7.2423,21.3294,5.7532,76.0425,11.9612,3.1655,0.0000,0.0000,
20-03-2017 08:00:00,0.00,0.0000,0.0000,7.2180,21.0552,5.8381,76.0425,11.9612,3.1655,0.0000,0.0000,
20-03-2017 12:00:02,0.00,0.0000,0.0000,7.3012,20.3517,6.7214,76.0425,11.9612,3.1655,0.0000,0.0000,
20-03-2017 16:00:00,0.00,-0.0626,-0.0106,7.3172,21.4830,6.8504,81.1908,11.3219,3.0615,676.4862,304.4188,
20-03-2017 20:00:02,0.00,-0.0630,-0.0019,7.3230,21.4684,7.0088,83.0478,11.3449,3.0582,1.3316,0.5992,
