Variable Name,Min Date,Max Date,Number of Samples
WQ_CAR_PH,22/11/1989 12:22:00,22/11/1989 12:22:00,1.000
TEMP,22/11/1989 12:22:00,22/11/1989 12:22:00,1.000
WQ_DIAG_TOT_TURBIDITY,22/11/1989 12:22:00,22/11/1989 12:22:00,1.000
Flow,12/04/1984 00:00:00,24/03/2019 00:00:00,10748.000
