Variable Name,Min Date,Max Date,Number of Samples
Cloud,03/11/2008 10:03:00,28/05/2012 12:09:00,136.000
SAL,03/11/2008 10:03:47,28/05/2012 12:01:09,699.000
WQ_DIAG_OXY_OXY_SAT,03/11/2008 10:03:47,28/05/2012 12:01:09,703.000
WQ_OXY_OXY,03/11/2008 10:03:47,28/05/2012 12:01:09,699.000
WQ_CAR_PH,03/11/2008 10:03:47,28/05/2012 12:01:09,703.000
TEMP,03/11/2008 10:03:47,28/05/2012 12:01:09,703.000
Wind_Dir,03/11/2008 10:03:00,07/05/2012 11:21:00,88.000
Wind_Speed,03/11/2008 10:03:00,28/05/2012 12:09:00,135.000
