Depth,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
0.0000,7.1441,23.9700,1.0000,0.0000,6.0000,210.3125,67.6157,15.7143,0.7857,1.2581,1333.3333,179.3333,70.0000,-17.2143,0.1968,29.0000,69.2857,1.5806
1.6303,7.1522,23.6370,1.0000,0.0000,6.0000,182.5000,49.8221,19.2857,0.7143,0.5484,1333.3333,179.3333,27.8571,66.4286,6.4935,10.0000,114.2857,7.0968
