Depth,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
0.0000,6.7014,24.0700,1.0000,0.0000,19.0000,271.2500,4.9822,1.1429,0.7143,0.3226,2250.0000,271.0000,114.2857,33.8571,3.1935,27.0000,150.0000,3.5484
1.3555,6.7260,23.5900,1.0000,0.0000,19.0000,216.8750,5.3381,2.0714,0.8571,0.2258,2250.0000,271.0000,114.2857,18.5000,2.9774,7.1000,135.7143,3.2258
