Depth,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
0.0000,5.7625,21.6160,1.0000,0.0000,6.0000,184.6875,149.4662,1.5714,1.3571,1.3548,1500.0000,196.0000,52.1429,23.5000,2.3806,42.0000,78.5714,3.8710
3.8928,14.1660,22.7240,1.0000,0.0000,6.0000,86.5625,149.4662,1.7857,1.2857,1.6774,1500.0000,196.0000,50.0000,17.6429,2.0258,13.0000,70.7143,3.8710
