Depth,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
0.0000,7.1083,23.9940,1.0000,0.0000,11.0000,222.8125,60.4982,2.9286,1.9286,0.2258,2250.0000,271.0000,114.2857,23.7143,2.3645,42.0000,142.8571,2.6129
6.3000,7.1478,23.7340,1.0000,0.0000,11.0000,182.8125,60.4982,6.9286,3.0714,0.2258,2250.0000,271.0000,114.2857,18.5714,2.2032,23.0000,142.8571,2.4516
