Date,Depth (m),Vx (m/s),Vy (m/s),Salinity (psu),Temperature (C),Oxygen (mg/L),Oxygen Saturation (%),TSS (mg/L),Turbidity (NTU),Light (W/m2),PAR (W/m2),
15-03-2016 00:00:00,0.00,0.0000,0.0000,30.5301,25.9739,6.6031,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-0.25,0.0000,0.0000,30.5301,25.9739,6.6031,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-0.50,0.0000,0.0000,30.5301,25.9739,6.6031,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-0.75,0.0000,0.0000,30.5301,25.9739,6.6031,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-1.00,0.0000,0.0000,30.5301,25.9739,6.6031,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-1.25,0.0000,0.0000,30.5301,25.9739,6.6031,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-1.50,0.0000,0.0000,30.5301,25.9739,6.6031,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-1.75,0.0000,0.0000,30.5301,25.9739,6.6031,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-2.00,0.0000,0.0000,30.5301,25.9739,6.6031,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-2.25,0.0000,0.0000,30.5301,25.9739,6.6031,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-2.50,0.0000,0.0000,30.5301,25.9739,6.6031,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-2.75,0.0000,0.0000,30.5301,25.9739,6.6031,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-3.00,0.0000,0.0000,30.5301,25.9739,6.6031,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-3.25,0.0000,0.0000,30.5301,25.9739,6.6031,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 04:00:01,0.00,0.0845,-0.0928,27.7577,25.1908,6.5463,93.4020,9.3674,1.9357,0.0000,0.0000,
15-03-2016 04:00:01,-0.25,0.0791,-0.0857,27.8508,25.3872,6.5464,93.7713,9.3356,1.9252,0.0000,0.0000,
15-03-2016 04:00:01,-0.50,0.0697,-0.0740,28.0574,25.5188,6.5506,94.1560,9.2685,1.9026,0.0000,0.0000,
15-03-2016 04:00:01,-0.75,0.0568,-0.0585,28.3873,25.6123,6.5595,94.6127,9.1637,1.8670,0.0000,0.0000,
15-03-2016 04:00:01,-1.00,0.0415,-0.0404,28.8427,25.6938,6.5722,95.1736,9.0212,1.8187,0.0000,0.0000,
