Date,Depth (m),Vx (m/s),Vy (m/s),Salinity (psu),Temperature (C),Oxygen (mg/L),Oxygen Saturation (%),TSS (mg/L),Turbidity (NTU),Light (W/m2),PAR (W/m2),
15-03-2016 00:00:00,0.00,0.0000,0.0000,37.6771,25.5186,3.9101,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-0.25,0.0000,0.0000,37.6771,25.5186,3.9101,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-0.50,0.0000,0.0000,37.6771,25.5186,3.9101,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-0.75,0.0000,0.0000,37.6771,25.5186,3.9101,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-1.00,0.0000,0.0000,37.6771,25.5186,3.9101,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-1.25,0.0000,0.0000,37.6771,25.5186,3.9101,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-1.50,0.0000,0.0000,37.6771,25.5186,3.9101,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-1.75,0.0000,0.0000,37.6771,25.5186,3.9101,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 04:00:01,0.00,-0.0423,0.0514,37.6826,25.3432,3.7483,56.7325,4.5154,0.6086,0.0000,0.0000,
15-03-2016 04:00:01,-0.25,-0.0420,0.0510,37.6826,25.3504,3.7479,56.7335,4.5147,0.6086,0.0000,0.0000,
15-03-2016 04:00:01,-0.50,-0.0415,0.0504,37.6825,25.3551,3.7475,56.7315,4.5140,0.6085,0.0000,0.0000,
15-03-2016 04:00:01,-0.75,-0.0408,0.0496,37.6825,25.3586,3.7470,56.7276,4.5132,0.6085,0.0000,0.0000,
15-03-2016 04:00:01,-1.00,-0.0396,0.0484,37.6825,25.3614,3.7465,56.7223,4.5124,0.6085,0.0000,0.0000,
15-03-2016 04:00:01,-1.25,-0.0377,0.0464,37.6825,25.3641,3.7459,56.7156,4.5114,0.6084,0.0000,0.0000,
15-03-2016 04:00:01,-1.50,-0.0333,0.0423,37.6825,25.3673,3.7451,56.7071,4.5104,0.6084,0.0000,0.0000,
15-03-2016 04:00:01,-1.75,-0.0226,0.0359,37.6824,25.3707,3.7447,56.7034,4.4173,0.6042,0.0000,0.0000,
15-03-2016 08:00:02,0.00,0.0402,-0.0573,37.6010,24.9262,3.6137,54.2843,4.2064,0.5961,106.5743,47.9584,
15-03-2016 08:00:02,-0.25,0.0399,-0.0560,37.6014,24.9334,3.6128,54.2784,4.2050,0.5960,95.0243,42.7609,
15-03-2016 08:00:02,-0.50,0.0396,-0.0545,37.6019,24.9383,3.6118,54.2680,4.2034,0.5959,84.6487,38.0919,
15-03-2016 08:00:02,-0.75,0.0392,-0.0526,37.6027,24.9421,3.6106,54.2528,4.2013,0.5958,75.3417,33.9038,
15-03-2016 08:00:02,-1.00,0.0384,-0.0499,37.6040,24.9459,3.6088,54.2309,4.1984,0.5956,67.0749,30.1837,
15-03-2016 08:00:02,-1.25,0.0371,-0.0458,37.6062,24.9508,3.6064,54.1986,4.1941,0.5954,59.9054,26.9574,
15-03-2016 08:00:02,-1.50,0.0331,-0.0386,37.6108,24.9566,3.6027,54.1502,4.1880,0.5950,53.4059,24.0327,
15-03-2016 08:00:02,-1.75,0.0238,-0.0286,37.6135,24.9591,3.6000,54.1128,4.1130,0.5915,48.5310,21.8389,
15-03-2016 12:00:03,0.00,0.0539,-0.0821,37.4407,25.6950,3.9439,59.9656,4.0499,0.5898,811.0356,364.9660,
15-03-2016 12:00:03,-0.25,0.0483,-0.0794,37.4385,25.6799,3.9279,59.7065,4.0364,0.5893,724.7265,326.1269,
15-03-2016 12:00:03,-0.50,0.0448,-0.0743,37.4366,25.6510,3.9101,59.4059,4.0185,0.5886,645.8287,290.6229,
15-03-2016 12:00:03,-0.75,0.0432,-0.0670,37.4350,25.6123,3.8920,59.0921,3.9978,0.5877,574.1321,258.3595,
15-03-2016 12:00:03,-1.00,0.0430,-0.0590,37.4357,25.5890,3.8861,58.9785,3.9853,0.5872,512.6844,230.7080,
15-03-2016 12:00:03,-1.25,0.0423,-0.0517,37.4363,25.5738,3.8829,58.9156,3.9766,0.5867,462.7529,208.2388,
15-03-2016 12:00:03,-1.50,0.0410,-0.0444,37.4366,25.5632,3.8810,58.8764,3.9701,0.5864,418.7845,188.4530,
15-03-2016 12:00:03,-1.75,0.0372,-0.0357,37.4366,25.5526,3.8779,58.8184,3.9637,0.5862,372.9229,167.8153,
