Date,Depth (m),Vx (m/s),Vy (m/s),Salinity (psu),Temperature (C),Oxygen (mg/L),Oxygen Saturation (%),TSS (mg/L),Turbidity (NTU),Light (W/m2),PAR (W/m2),
15-03-2015 00:00:00,0.00,0.0000,0.0000,29.2036,23.3523,3.1186,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 00:00:00,-0.25,0.0000,0.0000,29.2036,23.3523,3.1186,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 00:00:00,-0.50,0.0000,0.0000,29.2036,23.3523,3.1186,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 00:00:00,-0.75,0.0000,0.0000,29.2036,23.3523,3.1186,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 00:00:00,-1.00,0.0000,0.0000,29.2036,23.3523,3.1186,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 00:00:00,-1.25,0.0000,0.0000,29.2036,23.3523,3.1186,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 00:00:00,-1.50,0.0000,0.0000,29.2036,23.3523,3.1186,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 04:00:02,0.00,-0.0006,-0.0052,29.1997,22.8909,3.0572,42.2365,7.8553,1.6764,1.7348,0.7806,
15-03-2015 04:00:02,-0.25,-0.0012,-0.0038,29.1997,22.9005,3.0552,42.2162,7.8508,1.6761,1.3909,0.6259,
15-03-2015 04:00:02,-0.50,-0.0014,-0.0025,29.1997,22.9040,3.0515,42.1677,7.8400,1.6756,1.1154,0.5019,
15-03-2015 04:00:02,-0.75,-0.0014,-0.0025,29.1997,22.9040,3.0515,42.1677,7.8400,1.6756,1.1154,0.5019,
15-03-2015 04:00:02,-1.00,-0.0023,0.0041,29.1994,22.8892,3.0166,41.6749,7.7616,1.6713,0.8956,0.4030,
15-03-2015 04:00:02,-1.25,-0.0028,0.0042,29.1994,22.8914,3.0102,41.5873,7.7547,1.6709,0.7320,0.3294,
15-03-2015 04:00:02,-1.50,-0.0031,0.0043,29.1994,22.8929,3.0064,41.5372,7.5134,1.6578,0.6823,0.3070,
15-03-2015 08:00:03,0.00,0.0053,-0.0068,29.1957,22.7281,3.0772,42.3886,7.4676,1.6550,75.9984,34.1993,
15-03-2015 08:00:03,-0.25,0.0011,-0.0037,29.1958,22.7278,3.0745,42.3513,7.4643,1.6549,61.1611,27.5225,
15-03-2015 08:00:03,-0.50,-0.0025,-0.0002,29.1959,22.7245,3.0690,42.2723,7.4490,1.6540,49.2333,22.1550,
15-03-2015 08:00:03,-0.75,-0.0025,-0.0002,29.1959,22.7245,3.0690,42.2723,7.4490,1.6540,49.2333,22.1550,
15-03-2015 08:00:03,-1.00,-0.0044,0.0036,29.1958,22.6973,3.0405,41.8602,7.3557,1.6487,39.6963,17.8633,
15-03-2015 08:00:03,-1.25,-0.0059,0.0030,29.1962,22.6910,3.0080,41.4080,7.3189,1.6467,32.6829,14.7073,
15-03-2015 08:00:03,-1.50,-0.0059,0.0027,29.1961,22.6894,2.9539,40.6614,7.0493,1.6313,30.5480,13.7466,
15-03-2015 12:00:01,0.00,0.0124,0.0038,29.1959,23.1461,3.3716,46.7918,7.1701,1.6378,380.8877,171.3995,
15-03-2015 12:00:01,-0.25,0.0032,-0.0005,29.1955,23.1420,3.3449,46.4189,7.1902,1.6390,299.6299,134.8335,
15-03-2015 12:00:01,-0.50,0.0032,-0.0005,29.1955,23.1420,3.3449,46.4189,7.1902,1.6390,299.6299,134.8335,
15-03-2015 12:00:01,-0.75,-0.0059,-0.0026,29.1950,23.1166,3.2959,45.7172,7.2052,1.6399,235.6669,106.0501,
15-03-2015 12:00:01,-1.00,-0.0088,-0.0021,29.1947,23.0642,3.2098,44.4816,7.2120,1.6405,185.3885,83.4248,
15-03-2015 12:00:01,-1.25,-0.0088,-0.0021,29.1947,23.0642,3.2098,44.4816,7.2120,1.6405,185.3885,83.4248,
15-03-2015 12:00:01,-1.50,-0.0084,-0.0004,29.1941,23.0048,3.1155,43.1293,7.0841,1.6336,153.0380,68.8671,
15-03-2015 12:00:01,-1.75,-0.0077,-0.0001,29.1937,22.9745,3.0543,42.2584,6.7071,1.6109,143.2773,64.4748,
15-03-2015 16:00:01,0.00,0.0132,-0.0027,29.2004,23.9636,3.9361,55.4252,6.9496,1.6245,514.7412,231.6335,
15-03-2015 16:00:01,-0.25,0.0029,-0.0044,29.1999,23.9614,3.9272,55.2967,6.9542,1.6247,395.9570,178.1806,
15-03-2015 16:00:01,-0.50,0.0029,-0.0044,29.1999,23.9614,3.9272,55.2967,6.9542,1.6247,395.9570,178.1806,
15-03-2015 16:00:01,-0.75,-0.0075,-0.0037,29.1989,23.9241,3.8961,54.8224,6.9646,1.6253,304.5586,137.0513,
15-03-2015 16:00:01,-1.00,-0.0075,-0.0037,29.1989,23.9241,3.8961,54.8224,6.9646,1.6253,304.5586,137.0513,
15-03-2015 16:00:01,-1.25,-0.0105,-0.0022,29.1971,23.8201,3.8170,53.6103,6.9915,1.6270,234.2109,105.3949,
15-03-2015 16:00:01,-1.50,-0.0088,-0.0004,29.1956,23.6981,3.7295,52.2686,6.9337,1.6239,193.1514,86.9181,
15-03-2015 16:00:01,-1.75,-0.0088,-0.0004,29.1956,23.6981,3.7295,52.2686,6.9337,1.6239,193.1514,86.9181,
15-03-2015 20:00:01,0.00,-0.0049,0.0046,29.2033,23.9917,4.1941,59.0870,6.7414,1.6117,4.2328,1.9048,
15-03-2015 20:00:01,-0.25,-0.0045,0.0043,29.2032,24.0053,4.1915,59.0650,6.7422,1.6118,3.2162,1.4473,
15-03-2015 20:00:01,-0.50,-0.0045,0.0043,29.2032,24.0053,4.1915,59.0650,6.7422,1.6118,3.2162,1.4473,
15-03-2015 20:00:01,-0.75,-0.0027,0.0028,29.2030,24.0182,4.1830,58.9591,6.7443,1.6120,2.4436,1.0996,
15-03-2015 20:00:01,-1.00,-0.0027,0.0028,29.2030,24.0182,4.1830,58.9591,6.7443,1.6120,2.4436,1.0996,
15-03-2015 20:00:01,-1.25,0.0028,-0.0022,29.2020,24.0216,4.1011,57.8077,6.7325,1.6116,1.8579,0.8360,
15-03-2015 20:00:01,-1.50,0.0028,-0.0022,29.2020,24.0216,4.1011,57.8077,6.7325,1.6116,1.8579,0.8360,
15-03-2015 20:00:01,-1.75,0.0053,-0.0046,29.2014,23.9947,3.9843,56.1347,6.5987,1.6032,1.5378,0.6920,
15-03-2015 20:00:01,-2.00,0.0056,-0.0047,29.2000,23.9853,3.7434,52.7311,6.3004,1.5830,1.4407,0.6483,
16-03-2015 00:00:01,0.00,-0.0048,-0.0058,29.2032,23.4833,4.0522,56.5783,6.5193,1.5981,0.0000,0.0000,
16-03-2015 00:00:01,-0.25,-0.0039,-0.0045,29.2032,23.4924,4.0517,56.5804,6.5168,1.5979,0.0000,0.0000,
16-03-2015 00:00:01,-0.50,-0.0039,-0.0045,29.2032,23.4924,4.0517,56.5804,6.5168,1.5979,0.0000,0.0000,
16-03-2015 00:00:01,-0.75,-0.0023,-0.0021,29.2032,23.4932,4.0501,56.5596,6.5097,1.5975,0.0000,0.0000,
16-03-2015 00:00:01,-1.00,-0.0023,-0.0021,29.2032,23.4932,4.0501,56.5596,6.5097,1.5975,0.0000,0.0000,
16-03-2015 00:00:01,-1.25,0.0023,0.0087,29.2035,23.4392,4.0336,56.2749,6.4680,1.5948,0.0000,0.0000,
16-03-2015 00:00:01,-1.50,0.0022,0.0077,29.2035,23.4443,4.0315,56.2504,6.4654,1.5947,0.0000,0.0000,
16-03-2015 00:00:01,-1.75,0.0022,0.0077,29.2035,23.4443,4.0315,56.2504,6.4654,1.5947,0.0000,0.0000,
