Variable Name,Min Date,Max Date,Number of Samples
WQ_OGM_DOC,05/01/2000 08:00:00,21/12/2020 10:32:01,832.000
WQ_DIAG_PHY_TCHLA,13/10/1994 12:00:00,29/12/2020 10:16:01,1879.000
Cloud,05/01/2000 08:00:00,29/12/2020 10:16:00,1124.000
SAL,05/01/2000 07:47:50,04/01/2021 10:21:33,10586.000
ON,29/09/2020 10:36:00,21/12/2020 10:32:01,28.000
WQ_OGM_DON,19/02/2007 09:42:00,14/09/2020 10:33:01,771.000
WQ_NIT_NIT,06/10/1994 12:00:00,21/12/2020 10:32:01,1071.000
WQ_NIT_AMM,06/10/1994 12:00:00,21/12/2020 10:32:01,1269.000
WQ_DIAG_OXY_OXY_SAT,05/01/2000 07:47:50,04/01/2021 10:21:33,11039.000
WQ_OXY_OXY,05/01/2000 07:47:50,04/01/2021 10:21:33,11039.000
WQ_DIAG_TOT_TP,06/10/1994 12:00:00,21/12/2020 10:32:01,1723.000
WQ_CAR_PH,06/10/1994 12:00:00,04/01/2021 10:21:33,10947.000
WQ_PHS_FRP,06/10/1994 12:00:00,21/12/2020 10:32:01,1526.000
WQ_SIL_RSI,15/08/2005 09:15:00,21/12/2020 10:32:01,796.000
TEMP,05/01/2000 07:47:50,04/01/2021 10:21:33,11047.000
WQ_DIAG_TOT_TSS,05/01/2000 08:00:00,21/12/2020 10:32:01,836.000
WQ_DIAG_TOT_TURBIDITY,05/01/2000 07:47:50,04/01/2021 10:21:33,8117.000
WQ_OGM_POC,05/01/2000 08:00:00,21/12/2020 10:32:01,832.000
WQ_DIAG_TOT_TKN,10/03/2000 11:53:00,01/10/2019 11:10:00,988.000
WQ_DIAG_TOT_TN,06/10/1994 12:00:00,01/10/2019 11:10:00,1624.000
Phaeophytin,13/10/1994 12:00:00,07/10/2019 09:28:00,1089.000
Wind_Dir,05/01/2000 08:00:00,07/10/2019 09:28:00,917.000
Wind_Speed,05/01/2000 08:00:00,07/10/2019 09:28:00,1005.000
Na,19/02/2007 09:42:00,18/06/2007 09:29:00,2.000
SO4,19/02/2007 09:42:00,18/06/2007 09:29:00,2.000
WQ_DIAG_TOT_TMG,18/06/2007 09:29:00,18/06/2007 09:29:00,1.000
