Date,s616027,s616042,s616043,s616047,s616076,s616082,s616084,s616086,s616088,s616091,s616092,s616099,s616107,s616108,s616110,s616117,s616119,s616137,s616189,s616087,s616123,s616131,s616135,s616178,s616014,s616044,s616133,s617165,s616040,s616015,s616029,s616089,s616232,s616045,
01/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0760,,,,,,,
02/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0830,,,,,,,
03/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0900,,,,,,,
04/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1000,,,,,,,
05/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0920,,,,,,,
06/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0950,,,,,,,
07/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0930,,,,,,,
08/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1030,,,,,,,
09/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0950,,,,,,,
10/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0890,,,,,,,
11/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0880,,,,,,,
12/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0790,,,,,,,
13/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0760,,,,,,,
14/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0690,,,,,,,
15/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0860,,,,,,,
16/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1030,,,,,,,
17/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0740,,,,,,,
18/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0830,,,,,,,
19/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0820,,,,,,,
20/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0880,,,,,,,
21/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0930,,,,,,,
22/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0920,,,,,,,
23/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0920,,,,,,,
24/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0930,,,,,,,
25/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0940,,,,,,,
26/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0970,,,,,,,
27/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0750,,,,,,,
28/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0850,,,,,,,
29/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0940,,,,,,,
30/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0890,,,,,,,
31/01/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0860,,,,,,,
01/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0980,,,,,,,
02/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0710,,,,,,,
03/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0810,,,,,,,
04/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0660,,,,,,,
05/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0810,,,,,,,
06/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1100,,,,,,,
07/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1200,,,,,,,
08/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1180,,,,,,,
09/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1060,,,,,,,
10/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0980,,,,,,,
11/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0940,,,,,,,
12/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1000,,,,,,,
13/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0830,,,,,,,
14/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0870,,,,,,,
15/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0820,,,,,,,
16/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1190,,,,,,,
17/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0040,,,,0.1880,,,,,,,
18/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0140,,,,0.1500,,,,,,,
19/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0090,,,,0.1220,,,,,,,
20/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0060,,,,0.1140,,,,,,,
21/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0030,,,,0.1050,,,,,,,
22/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0020,,,,0.0930,,,,,,,
23/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0030,,,,0.0940,,,,,,,
24/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0020,,,,0.0980,,,,,,,
25/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0010,,,,0.1040,,,,,,,
26/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0020,,,,0.1030,,,,,,,
27/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0970,,,,,,,
28/02/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0950,,,,,,,
01/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1010,,,,,,,
02/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0970,,,,,,,
03/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0960,,,,,,,
04/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1210,,,,,,,
05/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1130,,,,,,,
06/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1030,,,,,,,
07/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1050,,,,,,,
08/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0920,,,,,,,
09/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0970,,,,,,,
10/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0850,,,,,,,
11/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0930,,,,,,,
12/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1070,,,,,,,
13/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0890,,,,,,,
14/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0860,,,,,,,
15/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0830,,,,,,,
16/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0770,,,,,,,
17/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0960,,,,,,,
18/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1030,,,,,,,
19/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0990,,,,,,,
20/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0890,,,,,,,
21/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0840,,,,,,,
22/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0910,,,,,,,
23/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0930,,,,,,,
24/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0970,,,,,,,
25/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0990,,,,,,,
26/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0970,,,,,,,
27/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0910,,,,,,,
28/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1060,,,,,,,
29/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1050,,,,,,,
30/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1040,,,,,,,
31/03/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1090,,,,,,,
01/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1140,,,,,,,
02/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1150,,,,,,,
03/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1130,,,,,,,
04/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1100,,,,,,,
05/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0960,,,,,,,
06/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0790,,,,,,,
07/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.0810,,,,,,,
08/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1310,,,,,,,
09/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1290,,,,,,,
10/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1230,,,,,,,
11/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1270,,,,,,,
12/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1210,,,,,,,
13/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0000,,,,0.1110,,,,,,,
14/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0040,,,,0.1060,,,,,,,
15/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0050,,,,0.1100,,,,,,,
16/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0060,,,,0.1170,,,,,,,
17/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0050,,,,0.1220,,,,,,,
18/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0050,,,,0.1230,,,,,,,
19/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.0770,,,,0.1380,,,,,,,
20/04/1970,,,,,,,,,,,,,,,,,,,0.0000,,,,,0.1240,,,,0.2010,,,,,,,
21/04/1970,,,,,,,,,,,,,,,,,,,0.0010,,,,,0.0780,,,,0.1990,,,,,,,
22/04/1970,,,,,,,,,,,,,,,,,,,0.0010,,,,,0.0530,,,,0.1890,,,,,,,
23/04/1970,,,,,,,,,,,,,,,,,,,0.0100,,,,,0.0420,,,,0.1650,,,,,,,
24/04/1970,,,,,,,,,,,,,,,,,,,0.0140,,,,,0.0360,,,,0.1560,,,,,,,
25/04/1970,,,,,,,,,,,,,,,,,,,0.0120,,,,,0.0330,,,,0.1470,,,,,,,
26/04/1970,,,,,,,,,,,,,,,,,,,0.0140,,,,,0.0340,,,,0.1410,,,,,,,
27/04/1970,,,,,,,,,,,,,,,,,,,0.0100,,,,,0.0260,,,,0.1400,,,,,,,
28/04/1970,,,,,,,,,,,,,,,,,,,0.0110,,,,,0.0240,,,,0.1400,,,,,,,
29/04/1970,,,,,,,,,,,,,,,,,,,0.0140,,,,,0.0250,,,,0.1400,,,,,,,
30/04/1970,,,,,,,,,,,,,,,,,,,0.0180,,,,,0.0610,,,,0.1410,,,,,,,
01/05/1970,,,,,,,,,,,,,,,,,,,0.0260,,,,,0.0870,,,,0.1400,,,,,,,
02/05/1970,,,,,,,,,,,,,,,,,,,0.0400,,,,,0.0670,,,,0.1360,,,,,,,
03/05/1970,,,,,,,,,,,,,,,,,,,0.0260,,,,,0.0470,,,,0.1330,,,,,,,
04/05/1970,,,,,,,,,,,,,,,,,,,0.0230,,,,,0.0350,,,,0.1330,,,,,,,
05/05/1970,,,,,,,,,,,,,,,,,,,0.0220,,,,,0.0290,,,,0.1300,,,,,,,
06/05/1970,,,,,,,,,,,,,,,,,,,0.0270,,,,,0.0270,,,,0.1280,,,,,,,
07/05/1970,,,,,,,,,,,,,,,,,,,0.0190,,,,,0.0270,,,,0.1270,,,,,,,
08/05/1970,,,,,,,,,,,,,,,,,,,0.0250,,,,,0.0450,,,,0.1310,,,,,,,
09/05/1970,,,,,,,,,,,,,,,,,,,0.0940,,,,,0.1510,,,,0.1400,,,,,,,
10/05/1970,,,,,,,,,,,,,,,,,,,0.1550,,,,,0.0980,,,,0.1317,,,,,,,
11/05/1970,,,,,,,,,,,,,,,,,,,0.0850,,,,,0.1210,,,,0.1315,,,,,,,
12/05/1970,,,,,,,,,,,,,,,,,,,0.0900,,,,,0.9210,,,,0.1312,,,,,,,
13/05/1970,,,,,,,,,,,,,,,,,,,0.2390,,,,,0.6670,,,,0.1315,,,,,,,
14/05/1970,,,,,,,,,,,,,,,,,,,0.2150,,,,,0.3250,,,,0.1327,,,,,,,
15/05/1970,,,,,,,,,,,,,,,,,,,0.1400,,,,,0.2260,,,,0.1355,,,,,,,
16/05/1970,,,,,,,,,,,,,,,,,,,0.1060,,,,,0.1760,,,,0.1400,,,,,,,
17/05/1970,,,,,,,,,,,,,,,,,,,0.0820,,,,,0.1460,,,,,,,,,,,
18/05/1970,,,,,,,,,,,,,,,,,,,0.0680,,,,,0.1170,,,,,,,,,,,
19/05/1970,,,,,,,,,,,,,,,,,,,0.0660,,,,,0.0870,,,,,,,,,,,
20/05/1970,,,,,,,,,,,,,,,,,,,0.0570,,,,,0.0760,,,,,,,,,,,
21/05/1970,,,,,,,,,,,,,,,,,,,0.0560,,,,,0.0750,,,,,,,,,,,
22/05/1970,,,,,,,,,,,,,,,,,,,0.0490,,,,,0.0720,,,,,,,,,,,
23/05/1970,,,,,,,,,,,,,,,,,,,0.0470,,,,,0.0690,,,,,,,,,,,
24/05/1970,,,,,,,,,,,,,,,,,,,0.0640,,,,,0.1020,,,,,,,,,,,
25/05/1970,,,,,,,,,,,,,,,,,,,0.0581,,,,,0.1170,,,,,,,,,,,
26/05/1970,,,,,,,,,,,,,,,,,,,0.0565,,,,,0.1050,,,,,,,,,,,
27/05/1970,,,,,,,,,,,,,,,,,,,0.0546,,,,,0.1070,,,,,,,,,,,
28/05/1970,,,,,,,,,,,,,,,,,,,0.0540,,,,,0.0890,,,,,,,,,,,
29/05/1970,,,,,,,,,,,,,,,,,,,0.0533,,,,,0.0780,,,,,,,,,,,
30/05/1970,,,,,,,,,,,,,,,,,,,0.0555,,,,,0.6700,,,,,,,,,,,
31/05/1970,,,,,,,,,,,,,,,,,,,0.0640,,,,,1.6560,,,,,,,,,,,
01/06/1970,,,,,,,,,,,,,,,,,,,,,,,,2.0030,,,,,,,,,,,
02/06/1970,,,,,,,,,,,,,,,,,,,,,,,,2.2540,,,,,,,,,,,
03/06/1970,,,,,,,,,,,,,,,,,,,0.3140,,,,,1.0870,,,,,,,,,,,
04/06/1970,,,,,,,,,,,,,,,,,,,0.8445,,,,,0.7170,,,,,,,,,,,
05/06/1970,,,,,,,,,,,,,,,,,,,1.1173,,,,,0.7750,,,,0.2110,,,,,,,
06/06/1970,,,,,,,,,,,,,,,,,,,1.0915,,,,,0.8720,,,,0.2110,,,,,,,
07/06/1970,,,,,,,,,,,,,,,,,,,1.1214,,,,,1.0100,,,,0.2110,,,,,,,
08/06/1970,,,,,,,,,,,,,,,,,,,1.0918,,,,,0.6700,,,,0.2110,,,,,,,
09/06/1970,,,,,,,,,,,,,,,,,,,1.0918,,,,,0.5010,,,,0.2110,,,,,,,
10/06/1970,,,,,,,,,,,,,,,,,,,0.3140,,,,,0.4110,,,,0.2110,,,,,,,
11/06/1970,,,,,,,,,,,,,,,,,,,1.3750,,,,,1.5600,,,,0.2110,,,,,,,
12/06/1970,,,,,,,,,,,,,,,,,,,1.6630,,,,,1.0470,,,,0.2110,,,,,,,
13/06/1970,,,,,,,,,,,,,,,,,,,1.0140,,,,,0.7710,,,,0.2110,,,,,,,
14/06/1970,,,,,,,,,,,,,,,,,,,1.2410,,,,,1.1340,,,,0.2110,,,,,,,
15/06/1970,,,,,,,,,,,,,,,,,,,0.9440,,,,,0.6820,,,,0.2110,,,,,,,
16/06/1970,,,,,,,,,,,,,,,,,,,2.1891,,,,,0.5470,,,,0.2110,,,,,,,
17/06/1970,,,,,,,,,,,,,,,,,,,3.0377,,,,,1.7170,,,,0.2110,,,,,,,
18/06/1970,,,,,,,,,,,,,,,,,,,3.7575,,,,,2.3630,,,,0.2110,,,,,,,
19/06/1970,,,,,,,,,,,,,,,,,,,3.9527,,,,,1.7200,,,,0.2110,,,,,,,
20/06/1970,,,,,,,,,,,,,,,,,,,2.1760,,,,,1.3490,,,,,,,,,,,
21/06/1970,,,,,,,,,,,,,,,,,,,1.6180,,,,,1.1620,,,,,,,,,,,
22/06/1970,,,,,,,,,,,,,,,,,,,3.0950,,,,,2.6010,,,,,,,,,,,
23/06/1970,,,,,,,,,,,,,,,,,,,8.4510,,,,,6.0740,,,,,,,,,,,
24/06/1970,,,,,,,,,,,,,,,,,,,11.5240,,,,,5.9960,,,,,,,,,,,
25/06/1970,,,,,,,,,,,,,,,,,,,8.2320,,,,,4.4100,,,,,,,,,,,
26/06/1970,,,,,,,,,,,,,,,,,,,3.5220,,,,,2.5160,,,,,,,,,,,
27/06/1970,,,,,,,,,,,,,,,,,,,4.3190,,,,,3.6220,,,,,,,,,,,
28/06/1970,,,,,,,,,,,,,,,,,,,3.7990,,,,,2.9360,,,,,,,,,,,
29/06/1970,,,,,,,,,,,,,,,,,,,4.2940,,,,,2.9470,,,,,,,,,,,
30/06/1970,,,,,,,,,,,,,,,,,,,3.9070,,,,,1.8770,,,,,,,,,,,
01/07/1970,,,,,,,,,,,,,,,,,,,3.0110,,,,,1.4870,,,,,,,,,,,
02/07/1970,,,,,,,,,,,,,,,,,,,2.7050,,,,,1.9260,,,,,,,,,,,
03/07/1970,,,,,,,,,,,,,,,,,,,3.2930,,,,,1.6140,,,,0.2100,,,,,,,
04/07/1970,,,,,,,,,,,,,,,,,,,2.3050,,,,,1.3650,,,,0.2100,,,,,,,
05/07/1970,,,,,,,,,,,,,,,,,,,1.9830,,,,,1.2550,,,,0.2100,,,,,,,
06/07/1970,,,,,,,,,,,,,,,,,,,2.4170,,,,,1.5980,,,,0.2100,,,,,,,
07/07/1970,,,,,,,,,,,,,,,,,,,2.9180,,,,,1.2420,,,,0.2100,,,,,,,
08/07/1970,,,,,,,,,,,,,,,,,,,1.7750,,,,,0.9730,,,,0.2100,,,,,,,
09/07/1970,,,,,,,,,,,,,,,,,,,1.3560,,,,,0.8370,,,,0.2030,,,,,,,
10/07/1970,,,,,,,,,,,,,,,,,,,1.1470,,,,,0.7270,,,,0.2100,,,,,,,
11/07/1970,,,,,,,,,,,,,,,,,,,0.9600,,,,,0.6530,,,,0.1990,,,,,,,
12/07/1970,,,,,,,,,,,,,,,,,,,0.7480,,,,,0.6230,,,,0.1976,,,,,,,
13/07/1970,,,,,,,,,,,,,,,,,,,0.6390,,,,,0.6060,,,,0.1962,,,,,,,
14/07/1970,,,,,,,,,,,,,,,,,,,0.6050,,,,,0.5750,,,,0.1950,,,,,,,
15/07/1970,,,,,,,,,,,,,,,,,,,0.5500,,,,,0.5450,,,,0.1951,,,,,,,
16/07/1970,,,,,,,,,,,,,,,,,,,0.5070,,,,,0.5210,,,,0.1960,,,,,,,
17/07/1970,,,,,,,,,,,,,,,,,,,0.5130,,,,,0.4810,,,,0.1950,,,,,,,
18/07/1970,,,,,,,,,,,,,,,,,,,0.4900,,,,,0.4410,,,,0.1950,,,,,,,
19/07/1970,,,,,,,,,,,,,,,,,,,0.4090,,,,,0.4090,,,,0.1920,,,,,,,
20/07/1970,,,,,,,,,,,,,,,,,,,0.3620,,,,,0.3860,,,,0.1890,,,,,,,
21/07/1970,,,,,,,,,,,,,,,,,,,0.3450,,,,,0.3700,,,,0.1880,,,,,,,
22/07/1970,,,,,,,,,,,,,,,,,,,0.3960,,,,,0.6490,,,,0.1960,,,,,,,
23/07/1970,,,,,,,,,,,,,,,,,,,4.9420,,,,,3.4310,,,,0.3700,,,,,,,
24/07/1970,,,,,,,,,,,,,,,,,,,12.0710,,,,,3.0850,,,,0.4100,,,,,,,
25/07/1970,,,,,,,,,,,,,,,,,,,9.8790,,,,,2.0980,,,,0.3430,,,,,,,
26/07/1970,,,,,,,,,,,,,,,,,,,7.1590,,,,,2.0320,,,,0.2630,,,,,,,
27/07/1970,,,,,,,,,,,,,,,,,,,6.7300,,,,,2.3630,,,,0.3080,,,,,,,
28/07/1970,,,,,,,,,,,,,,,,,,,4.6560,,,,,1.7120,,,,0.2830,,,,,,,
29/07/1970,,,,,,,,,,,,,,,,,,,2.6880,,,,,1.3820,,,,0.2460,,,,,,,
30/07/1970,,,,,,,,,,,,,,,,,,,2.6200,,,,,1.6510,,,,0.3060,,,,,,,
31/07/1970,,,,,,,,,,,,,,,,,,,4.5590,,,,,1.9370,,,,0.3170,,,,,,,
01/08/1970,,,,,,,,,,,,,,,,,,,5.5200,,,,,1.6850,,,,0.3130,,,,,,,
02/08/1970,,,,,,,,,,,,,,,,,,,3.7640,,,,,1.2540,,,,0.2740,,,,,,,
03/08/1970,,,,,,,,,,,,,,,,,,,4.7960,,,,,1.0650,,,,0.2830,,,,,,,
04/08/1970,,,,,,,,,,,,,,,,,,,3.1560,,,,,0.9030,,,,0.2500,,,,,,,
05/08/1970,,,,,,,,,,,,,,,,,,,1.8430,,,,,0.7730,,,,0.2320,,,,,,,
06/08/1970,,,,,,,,,,,,,,,,,,,1.3560,,,,,0.6710,,,,0.2230,,,,,,,
07/08/1970,,,,,,,,,,,,,,,,,,,1.1030,,,,,0.5880,,,,0.2090,,,,,,,
08/08/1970,,,,,,,,,,,,,,,,,,,1.3080,,,,,1.0330,,,,0.2200,,,,,,,
09/08/1970,,,,,,,,,,,,,,,,,,,1.5310,,,,,0.7390,,,,0.2230,,,,,,,
10/08/1970,,,,,,,,,,,,,,,,,,,1.3290,,,,,0.6920,,,,0.2230,,,,,,,
11/08/1970,,,,,,,,,,,,,,,,,,,1.1650,,,,,0.5730,,,,0.2230,,,,,,,
12/08/1970,,,,,,,,,,,,,,,,,,,1.0060,,,,,0.5280,,,,0.2160,,,,,,,
13/08/1970,,,,,,,,,,,,,,,,,,,0.9010,,,,,0.4970,,,,0.2110,,,,,,,
14/08/1970,,,,,,,,,,,,,,,,,,,0.8010,,,,,0.4420,,,,0.2050,,,,,,,
15/08/1970,,,,,,,,,,,,,,,,,,,0.7000,,,,,0.3990,,,,0.1990,,,,,,,
16/08/1970,,,,,,,,,,,,,,,,,,,0.6650,,,,,0.3810,,,,0.1970,,,,,,,
17/08/1970,,,,,,,,,,,,,,,,,,,0.6220,,,,,0.4000,,,,0.2040,,,,,,,
18/08/1970,,,,,,,,,,,,,,,,,,,0.9130,,,,,1.2390,,,,0.2520,,,,,,,
19/08/1970,,,,,,,,,,,,,,,,,,,1.5150,,,,,1.2980,,,,0.2480,,,,,,,
20/08/1970,,,,,,,,,,,,,,,,,,,2.1360,,,,,1.1850,,,,0.2620,,,,,,,
21/08/1970,,,,,,,,,,,,,,,,,,,2.6570,,,,,0.8650,,,,0.2560,,,,,,,
22/08/1970,,,,,,,,,,,,,,,,,,,1.6050,,,,,0.6980,,,,0.2240,,,,,,,
23/08/1970,,,,,,,,,,,,,,,,,,,1.1700,,,,,0.6230,,,,0.2120,,,,,,,
24/08/1970,,,,,,,,,,,,,,,,,,,1.2110,,,,,1.0020,,,,0.2380,,,,,,,
25/08/1970,,,,,,,,,,,,,,,,,,,3.1790,,,,,1.8000,,,,0.3390,,,,,,,
26/08/1970,,,,,,,,,,,,,,,,,,,2.8150,,,,,1.1430,,,,0.2710,,,,,,,
27/08/1970,,,,,,,,,,,,,,,,,,,1.8090,,,,,0.8890,,,,0.2370,,,,,,,
28/08/1970,,,,,,,,,,,,,,,,,,,1.4250,,,,,0.8010,,,,0.2320,,,,,,,
29/08/1970,,,,,,,,,,,,,,,,,,,1.2590,,,,,0.6950,,,,0.2290,,,,,,,
30/08/1970,,,,,,,,,,,,,,,,,,,1.0410,,,,,0.5950,,,,0.2170,,,,,,,
31/08/1970,,,,,,,,,,,,,,,,,,,0.8810,,,,,0.5570,,,,0.2070,,,,,,,
01/09/1970,,,,,,,,,,,,,,,,,,,0.7680,,,,,0.5110,,,,0.2030,,,,,,,
02/09/1970,,,,,,,,,,,,,,,,,,,0.7690,,,,,0.6730,,,,0.2010,,,,,,,
03/09/1970,,,,,,,,,,,,,,,,,,,0.8450,,,,,0.5940,,,,0.1900,,,,,,,
04/09/1970,,,,,,,,,,,,,,,,,,,0.7710,,,,,0.5170,,,,0.1950,,,,,,,
05/09/1970,,,,,,,,,,,,,,,,,,,0.7180,,,,,0.4930,,,,0.1970,,,,,,,
06/09/1970,,,,,,,,,,,,,,,,,,,0.7480,,,,,0.6230,,,,0.1930,,,,,,,
07/09/1970,,,,,,,,,,,,,,,,,,,2.2300,,,,,1.8740,,,,0.1380,,,,,,,
08/09/1970,,,,,,,,,,,,,,,,,,,4.7000,,,,,1.2420,,,,0.1370,,,,,,,
09/09/1970,,,,,,,,,,,,,,,,,,,2.0050,,,,,0.8290,,,,0.1840,,,,,,,
10/09/1970,,,,,,,,,,,,,,,,,,,1.1550,,,,,0.6820,,,,0.2010,,,,,,,
11/09/1970,,,,,,,,,,,,,,,,,,,0.9330,,,,,0.5930,,,,0.2050,,,,,,,
12/09/1970,,,,,,,,,,,,,,,,,,,0.8170,,,,,0.5610,,,,0.2090,,,,,,,
13/09/1970,,,,,,,,,,,,,,,,,,,0.7610,,,,,0.5330,,,,0.2110,,,,,,,
14/09/1970,,,,,,,,,,,,,,,,,,,0.7420,,,,,0.5140,,,,0.2040,,,,,,,
15/09/1970,,,,,,,,,,,,,,,,,,,0.7380,,,,,0.4620,,,,0.2070,,,,,,,
16/09/1970,,,,,,,,,,,,,,,,,,,0.6480,,,,,0.4280,,,,0.2120,,,,,,,
