BLA	30/11/2009	11	2009	Grab	S	0.513	NaN	121286	56118	46	97.10	2.85	9484	1682774.05	33655481.10	2581718.30	1483363.00	1.74	63.51	36.49	4065081.30
BLA	30/11/2009	11	2009	Grab	B	16.500	17	78418	34767	44	93.80	6.14	6650	1139721.33	22794426.55	2260045.20	1381694.30	1.64	62.06	37.94	3641739.50
BLA	14/12/2009	12	2009	Grab	S	0.510	NaN	109119	54668	50	97.50	2.50	7583	1961868.84	39237376.73	1453362.40	1715034.30	0.85	45.87	54.13	3168396.70
BLA	14/12/2009	12	2009	Grab	B	15.000	15.5	71801	35917	50	94.30	5.71	3800	965404.17	19308083.49	670013.40	833350.00	0.80	44.57	55.43	1503363.40
ARM	15/12/2008	12	2008	Grab	S	0.538	NaN	201254	108986	54	88.40	11.10	14234	2461384.43	49227688.53	896684.60	1615032.30	0.56	35.70	64.30	2511716.90
ARM	15/12/2008	12	2008	Grab	B	10.800	11.3	73635	43184	59	91.10	7.91	8534	1437624.75	28752495.04	1335026.70	918351.70	1.45	59.25	40.75	2253378.40
ARM	29/12/2008	12	2008	Grab	S	0.488	NaN	110452	69068	63	97.60	2.03	4750	2125376.64	42507532.80	1221691.10	838350.10	1.46	59.30	40.70	2060041.20
ARM	29/12/2008	12	2008	Grab	B	11.600	12	49434	28567	58	93.90	5.31	1900	1515500.78	30310015.52	383341.00	280005.60	1.37	57.79	42.21	663346.60
ARM	12/01/2009	01	2009	Grab	S	0.508	NaN	163520	108819	67	85.80	13.40	5683	4318737.91	86374758.13	413341.60	2051707.70	0.20	16.77	83.23	2465049.30
ARM	12/01/2009	01	2009	Grab	B	11.500	12	132286	67068	51	87.10	11.90	6583	2428731.57	48574631.47	468342.70	1198357.30	0.39	28.10	71.90	1666700.00
ARM	27/01/2009	01	2009	Grab	S	0.597	NaN	252788	134103	53	92.60	7.16	3783	5065463.51	101309270.14	1180023.60	1861703.90	0.63	38.79	61.21	3041727.50
ARM	27/01/2009	01	2009	Grab	B	12.500	13	90735	39117	43	88.00	11.00	2833	1717993.43	34359868.52	306672.80	636679.40	0.48	32.51	67.49	943352.20
ARM	09/02/2009	02	2009	Grab	S	0.527	NaN	161070	52401	33	93.90	6.23	4750	950398.47	19007969.49	1001686.70	1180023.60	0.85	45.91	54.09	2181710.30
ARM	09/02/2009	02	2009	Grab	B	11.500	12	189504	104135	55	93.90	6.23	4750	2990892.68	59817853.67	748348.30	1101688.70	0.68	40.45	59.55	1850037.00
ARM	02/03/2009	03	2009	Grab	S	0.517	NaN	118952	57768	49	86.10	14.60	1900	2500631.54	50012630.90	615012.30	1063354.60	0.58	36.64	63.36	1678366.90
ARM	02/03/2009	03	2009	Grab	B	11.500	12	105119	52518	50	85.00	15.90	1900	1877923.09	37558461.82	408341.50	750015.00	0.54	35.25	64.75	1158356.50
ARM	09/03/2009	03	2009	Grab	S	0.517	NaN	100285	45084	45	91.30	9.24	1867	2361646.17	47232923.31	471676.10	253338.40	1.86	65.06	34.94	725014.50
ARM	09/03/2009	03	2009	Grab	B	11.000	11.5	61668	32367	52	89.70	10.70	5700	1490154.07	29803081.38	596678.60	411674.90	1.45	59.17	40.83	1008353.50
ARM	23/03/2009	03	2009	Grab	S	0.542	NaN	106635	54168	51	88.20	12.50	1883	1600682.95	32013658.93	496676.60	488343.10	1.02	50.42	49.58	985019.70
ARM	23/03/2009	03	2009	Grab	B	10.500	11	82102	31634	39	85.90	14.00	933	1654935.76	33098715.29	303339.40	590011.80	0.51	33.96	66.04	893351.20
ARM	06/04/2009	04	2009	Grab	S	0.482	NaN	228238	55384	24	59.80	41.10	1900	2385100.77	47702015.35	1218357.70	1051687.70	1.16	53.67	46.33	2270045.40
ARM	06/04/2009	04	2009	Grab	B	11.500	12	559828	116286	21	42.10	60.20	4700	1984892.56	39697851.27	556677.80	790015.80	0.70	41.34	58.66	1346693.60
ARM	20/04/2009	04	2009	Grab	S	0.521	NaN	97752	48451	50	92.50	8.12	2817	2232627.12	44652542.37	671680.10	866684.00	0.78	43.66	56.34	1538364.10
ARM	20/04/2009	04	2009	Grab	B	11.500	12	78502	20867	27	79.90	20.70	2783	1730563.74	34611274.88	650013.00	428341.90	1.52	60.28	39.72	1078354.90
ARM	04/05/2009	05	2009	Grab	S	0.504	NaN	86518	38901	45	89.60	10.50	3750	2138996.05	42779920.91	788349.10	848350.30	0.93	48.17	51.83	1636699.40
ARM	04/05/2009	05	2009	Grab	B	11.500	12	84435	39717	47	91.30	9.23	1850	2371874.77	47437495.40	1061687.90	620012.40	1.71	63.13	36.87	1681700.30
ARM	18/05/2009	05	2009	Grab	S	0.507	NaN	72335	21650	30	81.30	18.60	8367	1650402.21	33008044.15	1115022.30	1365027.30	0.82	44.96	55.04	2480049.60
ARM	18/05/2009	05	2009	Grab	B	11.500	12	77852	20917	27	85.00	15.20	7367	2102596.45	42051929.02	1105022.10	1398361.30	0.79	44.14	55.86	2503383.40
ARM	02/06/2009	06	2009	Grab	S	0.585	NaN	59918	11967	20	83.00	17.60	10050	2316778.93	46335578.69	986686.40	1591698.50	0.62	38.27	61.73	2578384.90
ARM	02/06/2009	06	2009	Grab	B	12.000	12.5	56251	7233	13	55.50	46.10	4500	1705610.44	34112208.90	730014.60	1041687.50	0.70	41.20	58.80	1771702.10
ARM	15/06/2009	06	2009	Grab	S	0.506	NaN	59301	9667	16	74.70	25.50	15017	2410915.82	48218316.35	673346.80	1076688.20	0.63	38.48	61.52	1750035.00
ARM	15/06/2009	06	2009	Grab	B	11.500	12	40284	6583	16	70.60	28.60	15784	1691710.03	33834200.67	726681.20	953352.40	0.76	43.25	56.75	1680033.60
ARM	30/06/2009	06	2009	Grab	S	0.564	NaN	77785	11034	14	33.70	68.40	7583	819918.20	16398363.96	686680.40	921685.10	0.75	42.69	57.31	1608365.50
ARM	30/06/2009	06	2009	Grab	B	11.500	12	62601	9284	15	33.90	68.20	4717	661524.70	13230493.94	796682.60	886684.40	0.90	47.33	52.67	1683367.00
ARM	13/07/2009	07	2009	Grab	S	0.512	NaN	87552	5800	7	52.90	47.70	11384	2202765.59	44055311.76	1983373.00	1736701.40	1.14	53.32	46.68	3720074.40
ARM	13/07/2009	07	2009	Grab	B	11.500	12	45534	4633	10	38.10	61.50	2850	906224.39	18124487.82	1136689.40	893351.20	1.27	55.99	44.01	2030040.60
ARM	27/07/2009	07	2009	Grab	S	0.517	NaN	152586	12234	8	44.70	57.10	17434	1144835.63	22896712.59	1575031.50	1456695.80	1.08	51.95	48.05	3031727.30
ARM	27/07/2009	07	2009	Grab	B	11.500	12	73801	10650	14	36.50	65.10	NaN	1270819.82	25416396.32	1045020.90	1021687.10	1.02	50.56	49.44	2066708.00
ARM	10/08/2009	08	2009	Grab	S	0.512	NaN	324740	14700	5	21.80	79.30	154003	3303839.28	66076785.51	8993513.20	4920098.40	1.83	64.64	35.36	13913611.60
ARM	10/08/2009	08	2009	Grab	B	11.500	12	69768	10150	15	23.10	79.40	933	834493.02	16689860.46	4008413.50	3383401.00	1.18	54.23	45.77	7391814.50
ARM	24/08/2009	08	2009	Grab	S	0.516	NaN	318156	18984	6	46.90	57.20	26684	985711.51	19714230.28	788349.10	1520030.40	0.52	34.15	65.85	2308379.50
ARM	24/08/2009	08	2009	Grab	B	11.000	11.5	69218	6917	10	10.60	91.10	NaN	199439.06	3988781.11	416675.00	393341.20	1.06	51.44	48.56	810016.20
ARM	07/09/2009	09	2009	Grab	S	0.513	NaN	151503	5917	4	20.80	82.00	12250	3108802.64	62176052.83	3651739.70	3310066.20	1.10	52.45	47.55	6961805.90
ARM	07/09/2009	09	2009	Grab	B	10.000	10.5	75468	7000	9	17.50	83.00	NaN	954014.08	19080281.60	1666700.00	1606698.80	1.04	50.92	49.08	3273398.80
ARM	21/09/2009	09	2009	Grab	S	0.513	NaN	143953	9350	6	13.70	87.90	13267	2336543.00	46730859.93	701680.70	968352.70	0.72	42.02	57.98	1670033.40
ARM	21/09/2009	09	2009	Grab	B	11.500	12	67035	6283	9	33.20	69.00	NaN	668568.57	13371371.42	1233358.00	693347.20	1.78	64.01	35.99	1926705.20
ARM	05/10/2009	10	2009	Grab	S	0.488	NaN	165203	5367	3	13.40	87.60	42751	4492736.59	89854731.73	2563384.60	2783389.00	0.92	47.94	52.06	5346773.60
ARM	05/10/2009	10	2009	Grab	B	12.000	12.5	64935	9367	14	31.50	69.20	NaN	788895.18	15777903.55	563344.60	665013.30	0.85	45.86	54.14	1228357.90
ARM	19/10/2009	10	2009	Grab	S	0.530	NaN	224204	25734	11	56.50	45.20	23617	5078652.04	101573040.75	3090061.80	3035060.70	1.02	50.45	49.55	6125122.50
ARM	19/10/2009	10	2009	Grab	B	11.500	12	85535	11650	14	38.50	63.10	1883	502194.51	10043890.21	623345.80	455009.10	1.37	57.81	42.19	1078354.90
ARM	02/11/2009	11	2009	Grab	S	0.509	NaN	136769	9317	7	17.40	84.10	13267	2218839.11	44376782.18	3340066.80	1700034.00	1.96	66.27	33.73	5040100.80
ARM	02/11/2009	11	2009	Grab	B	11.000	11.5	80768	9500	12	27.40	74.00	NaN	671041.42	13420828.41	1056687.80	826683.20	1.28	56.11	43.89	1883371.00
ARM	16/11/2009	11	2009	Grab	S	0.526	NaN	50684	19800	39	95.30	4.88	14250	516357.19	10327143.87	1738368.10	400008.00	4.35	81.29	18.71	2138376.10
ARM	16/11/2009	11	2009	Grab	B	11.500	12	53101	23134	44	91.50	8.93	16034	811675.37	16233507.33	1738368.10	400008.00	4.35	81.29	18.71	2138376.10
ARM	30/11/2009	11	2009	Grab	S	0.510	NaN	139986	43668	31	96.50	3.70	9500	1921235.42	38424708.48	3386734.40	1636699.40	2.07	67.42	32.58	5023433.80
ARM	30/11/2009	11	2009	Grab	B	12.000	12.5	101102	26751	26	66.20	34.70	6500	1082208.84	21644176.87	1143356.20	1115022.30	1.03	50.63	49.37	2258378.50
ARM	14/12/2009	12	2009	Grab	S	0.526	NaN	211938	110786	52	97.90	2.06	9500	3308391.57	66167831.33	1321693.10	2476716.20	0.53	34.80	65.20	3798409.30
ARM	14/12/2009	12	2009	Grab	B	11.500	12	74168	20900	28	77.50	22.80	8283	1152291.65	23045832.91	720014.40	1136689.40	0.63	38.78	61.22	1856703.80
NAR	15/12/2008	12	2008	Grab	S	0.573	NaN	240371	89935	37	87.60	12.10	13300	4516472.19	90329443.89	933352.00	2531717.30	0.37	26.94	73.06	3465069.30
NAR	15/12/2008	12	2008	Grab	B	4.100	4.6	265705	131253	49	86.10	13.80	2850	3888162.36	77763247.23	1796702.60	2303379.40	0.78	43.82	56.18	4100082.00
NAR	29/12/2008	12	2008	Grab	S	0.503	NaN	251422	64135	26	87.90	11.60	8550	4583857.34	91677146.84	2966726.00	1681700.30	1.76	63.82	36.18	4648426.30
NAR	29/12/2008	12	2008	Grab	B	3.500	4	219154	80718	37	86.80	12.80	8550	3516560.53	70331210.60	2095041.90	1163356.60	1.80	64.30	35.70	3258398.50
NAR	12/01/2009	01	2009	Grab	S	0.513	NaN	336040	56418	17	61.40	36.90	15200	7636084.19	152721683.71	1173356.80	3456735.80	0.34	25.34	74.66	4630092.60
NAR	12/01/2009	01	2009	Grab	B	3.800	4.3	357940	83902	23	60.90	40.80	16150	5790064.60	115801291.98	693347.20	2993393.20	0.23	18.81	81.19	3686740.40
NAR	27/01/2009	01	2009	Grab	S	0.535	NaN	491226	103519	21	72.40	29.20	1900	8904150.15	178083002.92	2053374.40	4465089.30	0.46	31.50	68.50	6518463.70
NAR	27/01/2009	01	2009	Grab	B	4.000	4.5	726315	173153	24	64.30	36.90	2850	6539918.73	130798374.58	1088355.10	2751721.70	0.40	28.34	71.66	3840076.80
NAR	09/02/2009	02	2009	Grab	S	0.511	NaN	494327	58134	12	32.20	69.50	6650	4497251.41	89945028.20	3138396.10	2901724.70	1.08	51.96	48.04	6040120.80
NAR	09/02/2009	02	2009	Grab	B	3.300	3.8	419358	50868	12	36.50	65.30	11400	4739852.93	94797058.57	3068394.70	2793389.20	1.10	52.35	47.65	5861783.90
NAR	02/03/2009	03	2009	Grab	S	0.509	NaN	172020	33334	19	53.20	48.40	2833	4924548.56	98490971.11	1201690.70	1623365.80	0.74	42.54	57.46	2825056.50
NAR	02/03/2009	03	2009	Grab	B	3.500	4	336140	78635	23	41.10	60.20	2817	3803748.27	76074965.47	913351.60	1466696.00	0.62	38.38	61.62	2380047.60
NAR	09/03/2009	03	2009	Grab	S	0.507	NaN	440409	81135	18	42.70	58.80	1900	3705077.83	74101556.67	615012.30	1075021.50	0.57	36.39	63.61	1690033.80
NAR	09/03/2009	03	2009	Grab	B	4.000	4.5	269322	60535	22	69.80	31.10	17067	4853416.67	97068333.33	2556717.80	1276692.20	2.00	66.70	33.30	3833410.00
NAR	23/03/2009	03	2009	Grab	S	0.575	NaN	219988	77835	35	74.60	26.30	3783	4856526.46	97130529.24	1821703.10	1951705.70	0.93	48.28	51.72	3773408.80
NAR	23/03/2009	03	2009	Grab	B	4.000	4.5	237138	72951	31	65.10	36.00	933	2619909.06	52398181.28	1233358.00	960019.20	1.28	56.23	43.77	2193377.20
NAR	06/04/2009	04	2009	Grab	S	0.513	NaN	93535	12400	13	17.50	82.90	1900	4295882.78	85917655.65	1246691.60	1561697.90	0.80	44.39	55.61	2808389.50
NAR	06/04/2009	04	2009	Grab	B	4.000	4.5	152686	25517	17	19.50	81.80	1900	2981694.43	59633888.65	1316693.00	1340026.80	0.98	49.56	50.44	2656719.80
NAR	20/04/2009	04	2009	Grab	S	0.512	NaN	159403	39751	25	75.00	25.80	5667	4485018.30	89700365.97	1561697.90	1683367.00	0.93	48.13	51.87	3245064.90
NAR	20/04/2009	04	2009	Grab	B	4.000	4.5	281872	57284	20	53.00	48.40	2850	2529874.86	50597497.26	958352.50	730014.60	1.31	56.76	43.24	1688367.10
NAR	04/05/2009	05	2009	Grab	S	0.516	NaN	168287	33201	20	57.20	44.00	1900	2826448.19	56528963.89	1036687.40	1033354.00	1.00	50.08	49.92	2070041.40
NAR	04/05/2009	05	2009	Grab	B	4.000	4.5	371691	62035	17	41.30	60.30	950	2926055.32	58521106.40	1190023.80	876684.20	1.36	57.58	42.42	2066708.00
NAR	18/05/2009	05	2009	Grab	S	0.501	NaN	244688	56468	23	57.70	43.50	11167	3659479.99	73189599.76	1620032.40	2656719.80	0.61	37.88	62.12	4276752.20
NAR	18/05/2009	05	2009	Grab	B	3.800	4.3	190820	29801	16	84.20	16.60	10184	3963865.28	79277305.51	1893371.20	3046727.60	0.62	38.33	61.67	4940098.80
NAR	02/06/2009	06	2009	Grab	S	0.565	NaN	106485	13634	13	53.10	47.90	9384	3551161.69	71023233.77	1248358.30	1965039.30	0.64	38.85	61.15	3213397.60
NAR	02/06/2009	06	2009	Grab	B	4.300	4.8	337390	44118	13	33.00	68.50	10184	1986840.87	39736817.39	693347.20	1436695.40	0.48	32.55	67.45	2130042.60
NAR	15/06/2009	06	2009	Grab	S	0.500	NaN	68251	8233	12	35.20	66.40	12317	2902169.84	58043396.84	1120022.40	1353360.40	0.83	45.28	54.72	2473382.80
NAR	15/06/2009	06	2009	Grab	B	4.000	4.5	130186	18934	15	35.10	65.90	7483	1743546.20	34870924.07	1196690.60	1451695.70	0.82	45.19	54.81	2648386.30
NAR	30/06/2009	06	2009	Grab	S	0.494	NaN	170587	36201	21	21.80	79.90	3800	1327433.08	26548661.63	1000020.00	1291692.50	0.77	43.64	56.36	2291712.50
NAR	30/06/2009	06	2009	Grab	B	4.000	4.5	273789	42701	16	19.80	83.30	3800	588369.57	11767391.34	970019.40	1020020.40	0.95	48.74	51.26	1990039.80
NAR	13/07/2009	07	2009	Grab	S	0.514	NaN	87102	11250	13	51.40	51.60	10350	1777791.42	35555828.44	2151709.70	2131709.30	1.01	50.23	49.77	4283419.00
NAR	13/07/2009	07	2009	Grab	B	4.100	4.5	252588	27784	11	19.70	82.00	6483	1221306.63	24426132.51	1451695.70	1113355.60	1.30	56.60	43.40	2565051.30
NAR	27/07/2009	07	2009	Grab	S	0.509	NaN	243172	33051	14	45.20	58.50	6617	733124.93	14662498.58	1531697.30	1196690.60	1.28	56.14	43.86	2728387.90
NAR	27/07/2009	07	2009	Grab	B	4.000	4.5	294339	35401	12	18.30	84.60	1800	1416530.60	28330611.93	1106688.80	1083355.00	1.02	50.53	49.47	2190043.80
NAR	10/08/2009	08	2009	Grab	S	0.554	NaN	248422	19400	8	17.40	83.50	39067	3192504.85	63850096.98	11305226.10	4441755.50	2.55	71.79	28.21	15746981.60
NAR	10/08/2009	08	2009	Grab	B	4.500	5	446292	58968	13	14.00	88.00	1900	1599746.26	31994925.22	6300126.00	3941745.50	1.60	61.51	38.49	10241871.50
NAR	24/08/2009	08	2009	Grab	S	0.511	NaN	218354	24634	11	21.20	82.40	2700	740768.28	14815365.63	733348.00	1680033.60	0.44	30.39	69.61	2413381.60
NAR	24/08/2009	08	2009	Grab	B	4.000	4.5	378341	27384	7	21.00	81.00	4733	383272.93	7665458.64	916685.00	713347.60	1.29	56.24	43.76	1630032.60
NAR	07/09/2009	09	2009	Grab	S	0.512	NaN	244822	19367	8	21.20	82.40	6267	1966514.80	39330295.92	2746721.60	2130042.60	1.29	56.32	43.68	4876764.20
NAR	07/09/2009	09	2009	Grab	B	3.800	4.3	140369	10234	7	10.60	92.00	950	1823033.33	36460666.53	1845036.90	1886704.40	0.98	49.44	50.56	3731741.30
NAR	21/09/2009	09	2009	Grab	S	0.506	NaN	394308	35817	9	9.73	92.60	9417	1649840.20	32996803.92	1020020.40	63334.60	16.11	94.15	5.85	1083355.00
NAR	21/09/2009	09	2009	Grab	B	4.000	4.5	475893	45001	9	7.48	93.70	5683	1716138.79	34322775.78	1036687.40	41667.50	24.88	96.14	3.86	1078354.90
NAR	05/10/2009	10	2009	Grab	S	0.499	NaN	270989	13967	5	10.10	91.50	33167	4629961.00	92599219.95	1841703.50	2255045.10	0.82	44.96	55.04	4096748.60
NAR	05/10/2009	10	2009	Grab	B	3.500	4	102169	7283	7	13.70	87.00	2850	1678240.50	33564809.95	963352.60	1408361.50	0.68	40.62	59.38	2371714.10
NAR	19/10/2009	10	2009	Grab	S	0.531	NaN	307606	16484	5	27.50	74.60	16084	4033779.47	80675589.48	1990039.80	2381714.30	0.84	45.52	54.48	4371754.10
NAR	19/10/2009	10	2009	Grab	B	3.800	4.3	414692	36834	9	47.90	55.30	18967	4349929.53	86998590.60	1918371.70	3011726.90	0.64	38.91	61.09	4930098.60
NAR	02/11/2009	11	2009	Grab	S	0.508	NaN	588512	51134	9	32.00	70.40	23734	5089105.45	101782108.93	3598405.30	3048394.30	1.18	54.14	45.86	6646799.60
NAR	02/11/2009	11	2009	Grab	B	3.500	4	455426	57651	13	38.30	63.50	11367	2211514.23	44230284.59	1670033.40	1310026.20	1.27	56.04	43.96	2980059.60
