BLA	139.63	61.77	62.11	86.38
ARM	131.01	122.19	98.36	105.06
NAR	349.62	211.84	213.83	283.54
STJ	427.64	167.37	132.08	204.48
KIN 361.22	261.83	131.38	239.04
SUC	313.58	213.65	157.44	229.03
