Date,TN (mg/L) Surface MIN,TN (mg/L) Surface MEAN,TN (mg/L) Surface MEDIAN,TN (mg/L) Surface MAX,TN (mg/L) Bottom MIN,TN (mg/L) Bottom MEAN,TN (mg/L) Bottom MEDIAN,TN (mg/L) Bottom MAX,TP (mg/L) Surface MIN,TP (mg/L) Surface MEAN,TP (mg/L) Surface MEDIAN,TP (mg/L) Surface MAX,TP (mg/L) Bottom MIN,TP (mg/L) Bottom MEAN,TP (mg/L) Bottom MEDIAN,TP (mg/L) Bottom MAX,Oxygen (mg/L) Surface MIN,Oxygen (mg/L) Surface MEAN,Oxygen (mg/L) Surface MEDIAN,Oxygen (mg/L) Surface MAX,Oxygen (mg/L) Bottom MIN,Oxygen (mg/L) Bottom MEAN,Oxygen (mg/L) Bottom MEDIAN,Oxygen (mg/L) Bottom MAX,TCHLA (ug/L) Surface MIN,TCHLA (ug/L) Surface MEAN,TCHLA (ug/L) Surface MEDIAN,TCHLA (ug/L) Surface MAX,TCHLA (ug/L) Bottom MIN,TCHLA (ug/L) Bottom MEAN,TCHLA (ug/L) Bottom MEDIAN,TCHLA (ug/L) Bottom MAX,Turbidity (NTU) Surface MIN,Turbidity (NTU) Surface MEAN,Turbidity (NTU) Surface MEDIAN,Turbidity (NTU) Surface MAX,Turbidity (NTU) Bottom MIN,Turbidity (NTU) Bottom MEAN,Turbidity (NTU) Bottom MEDIAN,Turbidity (NTU) Bottom MAX,Temperature (C) Surface MIN,Temperature (C) Surface MEAN,Temperature (C) Surface MEDIAN,Temperature (C) Surface MAX,Temperature (C) Bottom MIN,Temperature (C) Bottom MEAN,Temperature (C) Bottom MEDIAN,Temperature (C) Bottom MAX,Salinity (psu) Surface MIN,Salinity (psu) Surface MEAN,Salinity (psu) Surface MEDIAN,Salinity (psu) Surface MAX,Salinity (psu) Bottom MIN,Salinity (psu) Bottom MEAN,Salinity (psu) Bottom MEDIAN,Salinity (psu) Bottom MAX,
15/03/2015 00:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5667,5.7356,5.7076,5.8967,5.5667,5.7356,5.7076,5.8967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.4754,24.5341,24.5391,24.5525,24.4754,24.5341,24.5391,24.5525,35.2951,35.5814,35.5461,35.7790,35.2951,35.5814,35.5461,35.7790,
15/03/2015 04:00:01,0.7325,0.8208,0.8221,0.9309,0.7269,0.8131,0.8196,0.9305,0.0536,0.0603,0.0599,0.0740,0.0529,0.0596,0.0599,0.0740,5.2203,5.6860,5.7003,5.8314,5.2093,5.6636,5.6843,5.8180,6.5385,7.2721,7.2180,8.7819,6.0132,7.1056,7.1335,8.7333,1.7177,1.7238,1.7216,2.2304,1.7047,1.7205,1.7190,2.2245,22.8576,24.2962,24.3415,24.4175,22.8576,24.3405,24.3820,24.4862,31.3136,35.4764,35.5454,35.7278,31.3136,35.5063,35.5454,35.7371,
15/03/2015 08:00:02,0.7355,0.8135,0.8195,0.8850,0.7341,0.8120,0.8176,0.8837,0.0541,0.0598,0.0599,0.0692,0.0540,0.0597,0.0598,0.0689,5.5417,5.7599,5.7535,6.2922,5.3095,5.7406,5.7387,6.2922,5.9807,6.9739,6.9870,7.8397,5.8421,6.8896,6.9039,7.7797,1.7134,1.7214,1.7176,2.5773,1.6989,1.7190,1.7156,2.5719,22.5969,24.1358,24.1716,24.3047,22.5969,24.1600,24.2000,24.4193,28.3386,35.4929,35.5464,35.7531,28.3386,35.4951,35.5457,35.7497,
15/03/2015 12:00:02,0.7354,0.8014,0.8135,0.8513,0.7332,0.7994,0.8117,0.8508,0.0534,0.0587,0.0596,0.0648,0.0532,0.0586,0.0595,0.0648,5.8141,5.9549,5.9298,6.9551,5.7765,5.9364,5.9120,6.9574,5.9983,7.0744,7.0996,8.0083,5.8305,6.9884,7.0060,8.0078,1.7105,1.7201,1.7151,2.4210,1.7066,1.7177,1.7130,2.4168,23.0280,24.2994,24.3239,24.4195,23.0607,24.2944,24.3248,24.4264,29.5727,35.5341,35.5566,35.8321,29.5753,35.5359,35.5552,35.8339,
15/03/2015 16:00:00,0.7349,0.7927,0.8050,0.8281,0.7322,0.7890,0.8016,0.8235,0.0514,0.0580,0.0590,0.0623,0.0512,0.0576,0.0587,0.0618,5.9411,6.1066,6.0909,7.1916,5.7643,6.0581,6.0503,7.1949,6.5189,7.5631,7.5626,8.8587,6.4338,7.3609,7.3912,8.7234,1.7087,1.7195,1.7140,2.4345,1.6974,1.7152,1.7102,2.4344,23.9063,24.7133,24.7120,24.8316,23.9197,24.6092,24.6063,24.8414,29.5141,35.5661,35.5714,35.8657,29.4960,35.5675,35.5649,35.8614,
15/03/2015 20:00:03,0.7331,0.7886,0.7997,0.8170,0.7288,0.7874,0.7981,0.8161,0.0536,0.0576,0.0587,0.0613,0.0518,0.0575,0.0585,0.0612,5.8847,6.1110,6.1016,7.1271,5.5519,6.0733,6.0877,6.7842,6.6581,7.6922,7.6674,9.3088,6.4260,7.6051,7.5742,9.2319,1.7057,1.7191,1.7115,2.4408,1.6945,1.7114,1.7092,2.0335,23.1799,24.6488,24.6674,24.7844,24.0755,24.6802,24.6897,24.8066,29.4369,35.5732,35.5831,35.8878,32.7732,35.6172,35.5824,35.8872,
16/03/2015 00:00:01,0.7387,0.7918,0.8008,0.8214,0.7356,0.7905,0.7994,0.8184,0.0540,0.0582,0.0590,0.0621,0.0539,0.0582,0.0589,0.0619,5.8356,6.0317,6.0217,6.9512,5.7841,6.0135,6.0164,6.5459,6.2999,7.4436,7.4358,8.4486,5.7201,7.3670,7.3617,8.3849,1.7009,1.7155,1.7080,2.3863,1.6942,1.7104,1.7062,2.0943,22.2455,24.4319,24.4694,24.6129,22.9934,24.4728,24.4918,24.6360,30.1267,35.5463,35.5845,35.8454,32.1322,35.5689,35.5839,35.8452,
16/03/2015 04:00:04,0.7438,0.7996,0.8027,0.8633,0.7412,0.7980,0.8012,0.8620,0.0546,0.0594,0.0594,0.0678,0.0546,0.0593,0.0593,0.0677,5.8248,5.9540,5.9529,6.5101,5.7863,5.9411,5.9416,6.5101,5.6371,7.2722,7.2239,8.3605,5.4532,7.1943,7.1504,8.3028,1.6991,1.7142,1.7048,2.4815,1.6957,1.7106,1.7029,2.4774,21.9326,24.1924,24.2548,24.4489,21.9326,24.2355,24.2788,24.4719,29.2929,35.4638,35.5773,35.7854,29.2929,35.4804,35.5768,35.7849,
16/03/2015 08:00:04,0.7491,0.7968,0.8016,0.8440,0.7429,0.7955,0.8003,0.8429,0.0547,0.0593,0.0594,0.0657,0.0546,0.0592,0.0593,0.0657,5.7557,5.8793,5.8778,6.1437,5.5368,5.8631,5.8683,6.1770,5.2954,7.0739,7.0471,7.7410,5.1588,6.9925,6.9818,7.6897,1.6970,1.7115,1.7019,2.6454,1.6936,1.7070,1.6997,2.5926,21.2787,24.0283,24.0882,24.3236,21.2787,24.0748,24.1082,24.3415,28.0565,35.4788,35.5738,35.7822,28.4064,35.4997,35.5727,35.7812,
16/03/2015 12:00:01,0.7314,0.7880,0.7938,0.8265,0.7301,0.7861,0.7922,0.8253,0.0542,0.0583,0.0589,0.0637,0.0541,0.0581,0.0588,0.0636,5.8254,5.9531,5.9437,6.5045,5.7483,5.9261,5.9177,6.5045,5.7330,7.3445,7.2814,8.6795,5.6676,7.2274,7.1694,8.5629,1.6956,1.7080,1.7003,2.5374,1.6885,1.7053,1.6978,2.5360,22.1526,24.2274,24.2928,24.4209,22.1556,24.2288,24.2940,24.4316,28.8273,35.5576,35.5942,35.8644,28.8169,35.5577,35.5924,35.8626,
