Variable Name,Min Date,Max Date,Number of Samples
SAL,23/09/2004 13:52:00,15/04/2016 08:50:00,89.000
WQ_DIAG_OXY_OXY_SAT,23/09/2004 13:52:00,15/04/2016 08:50:00,89.000
WQ_OXY_OXY,23/09/2004 13:52:00,15/04/2016 08:50:00,89.000
WQ_CAR_PH,23/09/2004 13:52:00,15/04/2016 08:50:00,88.000
TEMP,23/09/2004 13:52:00,15/04/2016 08:50:00,88.000
Flow,19/11/2004 00:00:00,01/10/2007 00:00:00,844.000
minFlow,18/11/2004 00:00:00,01/10/2007 00:00:00,852.000
Flow_ML,19/11/2004 00:00:00,01/10/2007 00:00:00,844.000
Level,19/11/2004 00:00:00,01/10/2007 00:00:00,844.000
