Date,Depth (m),H (mAHD),Vx (m/s),Vy (m/s),D (m),Salinity (psu),Temperature (C),Water Age (days),Oxygen (mg/L),GRN (mmol/m^3),CRYPT (mmol/m^3),DIATOM (mmol/m^3),DINO (mmol/m^3),MAC (mmol/m^3),Sed Oxy Demand (mmol/m^3),Atmos Oxy Flux (mmol/m^3),Oxy Sat (%),Phy GPP (mmol/m^3),TPHYS (mmol/m^3),Phy MPB (mmol/m^3),Phy BPP (mmol/m^3),
08-03-2009 00:00:02,0,1.1445,0.0008,-0.0215,2.1853,32.0661,26.2944,90.6361,4.0981,0.2785,27.0831,1.0527,0.2076,0.0000,0.0000,0.0000,61.0583,-0.0149,28.8218,0.0000,0.0000,
08-03-2009 00:00:02,-2.19,1.1445,-0.0001,-0.0189,2.1853,32.0666,26.3230,90.6276,4.0920,0.2784,27.0728,1.0525,0.2075,0.0000,-45.6455,1.4898,60.9963,-0.0077,28.7915,693.0533,0.0302,
09-03-2009 00:00:01,0,1.2503,-0.0001,-0.0243,2.2911,32.2208,26.4570,89.8967,3.9999,0.2769,25.9056,1.0541,0.2056,0.0000,0.0000,0.0000,59.8100,-0.0154,27.6423,0.0000,0.0000,
09-03-2009 00:00:01,-2.29,1.2503,-0.0009,-0.0204,2.2911,32.2223,26.4843,89.8752,3.9877,0.2769,25.8823,1.0537,0.2056,0.0000,-45.6911,0.9093,59.6557,-0.0078,27.5993,692.4045,0.0322,
13-03-2009 00:00:02,0,0.9711,0.0017,0.0067,2.0119,32.1182,26.2865,93.8024,3.5210,0.2648,30.5547,1.0207,0.2035,0.0000,0.0000,0.0000,52.4677,-0.0156,32.2436,0.0000,0.0000,
13-03-2009 00:00:02,-2.01,0.9711,0.0043,0.0073,2.0119,32.1232,26.3259,93.7025,3.4756,0.2645,30.4220,1.0185,0.2037,0.0000,-42.3587,16.1472,51.8265,-0.0082,32.0878,680.8102,0.0294,
26-03-2009 00:00:02,0,0.9072,-0.0053,-0.0003,1.9480,32.1267,24.7371,99.6931,3.8321,0.2174,35.2131,0.7959,0.2026,0.0000,0.0000,0.0000,55.6162,-0.0179,36.6291,0.0000,0.0000,
26-03-2009 00:00:02,-1.95,0.9072,0.0056,0.0081,1.9480,32.3433,25.3463,97.5656,2.3623,0.2008,31.5772,0.7085,0.2201,0.0000,-32.0434,0.8712,34.6874,-0.0089,32.8875,662.8629,0.0314,
27-03-2009 00:00:01,0,0.8156,-0.0066,0.0028,1.8564,31.7946,24.2926,102.3657,3.9489,0.2158,37.8741,0.7348,0.2019,0.0000,0.0000,0.0000,56.7635,0.0000,39.2265,0.0000,0.0000,
27-03-2009 00:00:01,-1.86,0.8156,0.0058,0.0143,1.8564,32.3137,25.2924,98.4605,2.2686,0.2002,31.7621,0.6709,0.2282,0.0000,-31.1701,1.6571,33.2752,0.0000,33.0431,663.7396,0.0000,
