Date,Depth (m),H (mAHD),Vx (m/s),Vy (m/s),D (m),Salinity (psu),Temperature (C),Water Age (days),Oxygen (mg/L),GRN (mmol/m^3),CRYPT (mmol/m^3),DIATOM (mmol/m^3),DINO (mmol/m^3),MAC (mmol/m^3),Sed Oxy Demand (mmol/m^3),Atmos Oxy Flux (mmol/m^3),Oxy Sat (%),Phy GPP (mmol/m^3),TPHYS (mmol/m^3),Phy MPB (mmol/m^3),Phy BPP (mmol/m^3),
08-03-2009 00:00:02,0,1.1171,-0.2284,-0.3422,15.2297,34.5747,25.6804,36.2269,6.1433,0.2706,3.3429,1.2199,0.3739,0.0000,0.0000,0.0000,91.8780,-0.0024,5.4072,0.0000,0.0000,
08-03-2009 00:00:02,-15.23,1.1171,-0.0285,0.0120,15.2297,35.9961,23.0393,3.1023,6.7357,0.2148,0.4744,0.9579,0.4667,0.0000,-17.1317,0.3020,97.0410,0.0000,2.3109,0.0010,0.0000,
09-03-2009 00:00:01,0,1.2211,-0.2070,-0.3296,15.3337,34.6745,25.4536,34.7107,6.2021,0.2744,3.3711,1.2216,0.3714,0.0000,0.0000,0.0000,92.4538,-0.0025,5.4384,0.0000,0.0000,
09-03-2009 00:00:01,-15.33,1.2211,-0.0075,0.0316,15.3337,36.0174,22.8487,3.1114,6.7558,0.2131,0.4732,0.7901,0.3883,0.0000,-16.8984,0.1650,97.0165,0.0000,2.0622,0.0010,0.0000,
13-03-2009 00:00:02,0,0.9623,0.0269,0.0100,15.0749,34.5506,25.9617,40.3732,6.1813,0.2659,3.5753,1.1132,0.2908,0.0000,0.0000,0.0000,92.8748,-0.0023,5.4452,0.0000,0.0000,
13-03-2009 00:00:02,-15.07,0.9623,-0.0202,-0.0162,15.0749,35.5019,23.9549,17.2442,6.1946,0.2196,1.6301,0.7928,0.3216,0.0000,-17.8794,2.3643,90.4251,0.0000,3.1615,0.0010,0.0000,
26-03-2009 00:00:02,0,0.8894,0.0066,-0.0381,15.0019,34.9186,24.7141,36.2814,6.1513,0.2144,2.2560,1.0589,0.3135,0.0000,0.0000,0.0000,90.6733,-0.0017,4.0427,0.0000,0.0000,
26-03-2009 00:00:02,-15.00,0.8894,-0.0188,-0.0187,15.0019,35.5531,23.5812,19.9675,6.0553,0.2000,1.1649,0.9992,0.4482,0.0000,-17.2375,0.1792,87.8450,0.0000,3.0096,0.0010,0.0000,
27-03-2009 00:00:01,0,0.8095,0.0392,0.0145,14.9220,34.8185,25.0197,39.2102,6.1185,0.2093,2.3599,1.0000,0.2842,0.0000,0.0000,0.0000,90.6107,0.0000,4.0534,0.0000,0.0000,
27-03-2009 00:00:01,-14.92,0.8095,-0.0061,-0.0162,14.9220,35.4771,23.6101,22.2056,6.0769,0.2051,1.3719,1.0290,0.4192,0.0000,-17.2970,0.3554,88.1633,0.0000,3.2220,0.0010,0.0000,
28-03-2009 00:00:01,0,0.8110,0.0641,0.1043,14.9236,34.7746,25.2267,40.7545,6.1189,0.2058,2.3488,0.9656,0.2693,0.0000,0.0000,0.0000,90.9146,-0.0004,3.9895,0.0000,0.0000,
28-03-2009 00:00:01,-14.92,0.8110,0.0073,-0.0071,14.9236,35.8567,22.9736,11.8039,6.1287,0.2106,0.8027,1.0420,0.4789,0.0000,-16.5183,0.4015,88.1226,0.0000,2.7310,0.0010,0.0000,
29-03-2009 00:00:02,0,0.6752,-0.0393,-0.0302,14.7878,34.5180,25.5718,47.7268,6.1062,0.2038,2.7085,0.9245,0.2260,0.0000,0.0000,0.0000,91.1267,-0.0019,4.2627,0.0000,0.0000,
29-03-2009 00:00:02,-14.79,0.6752,0.0282,0.0211,14.7878,35.9269,22.8411,9.7733,6.0921,0.2115,0.6807,1.0122,0.4689,0.0000,-16.3171,6.6814,87.4273,0.0000,2.5702,0.0010,0.0000,
31-03-2009 00:00:03,0,0.5750,-0.1139,-0.1626,14.6875,34.5739,24.7072,46.7538,6.0505,0.2056,2.7077,0.8870,0.2308,0.0000,0.0000,0.0000,89.0006,-0.0024,4.2311,0.0000,0.0000,
31-03-2009 00:00:03,-14.69,0.5750,-0.0125,-0.0108,14.6875,36.0216,22.4031,6.8128,5.9403,0.2091,0.5007,0.8428,0.4145,0.0000,-15.6386,1.0485,84.6381,0.0000,2.1645,0.0010,0.0000,
31-03-2009 00:00:03,0,0.5740,-0.1126,-0.1680,14.6866,34.4883,23.5259,14.3664,6.9885,0.3529,0.9924,4.4199,0.3904,0.0000,0.0000,0.0000,100.6666,-0.0022,6.3555,0.0000,0.0000,
31-03-2009 00:00:03,-14.69,0.5740,-0.0142,-0.0128,14.6866,35.9415,22.3832,3.7180,6.0921,0.2319,0.3636,1.5260,0.4496,0.0000,-15.7521,-0.0625,86.7304,0.0000,2.7668,65.5418,0.0004,
05-04-2009 00:00:01,0,0.8101,-0.2051,-0.2954,14.9227,34.6937,22.8517,15.8329,6.7290,0.2675,0.6686,2.9087,0.3477,0.0000,0.0000,0.0000,95.8996,-0.0010,4.3926,0.0000,0.0000,
05-04-2009 00:00:01,-14.92,0.8101,-0.0311,0.0145,14.9227,36.0397,21.5168,1.9772,6.6869,0.2227,0.2617,1.1709,0.4802,0.0000,-15.2017,2.7458,93.7885,0.0000,2.3321,51.7541,0.0002,
06-04-2009 00:00:03,0,0.9079,-0.2069,-0.2896,15.0204,34.6861,22.7325,16.5475,6.7550,0.2620,0.6610,2.8261,0.3476,0.0000,0.0000,0.0000,96.0628,-0.0013,4.2967,0.0000,0.0000,
06-04-2009 00:00:03,-15.02,0.9079,-0.0222,0.0183,15.0204,36.0002,21.4167,2.5261,6.7979,0.2256,0.2749,1.2375,0.4866,0.0000,-15.1652,2.3888,95.1520,0.0000,2.4211,49.4519,0.0003,
07-04-2009 00:00:00,0,0.9720,-0.1763,-0.2550,15.0846,34.5630,22.5632,18.2396,6.7702,0.2611,0.6989,2.8727,0.3498,0.0000,0.0000,0.0000,95.9227,-0.0013,4.3826,0.0000,0.0000,
07-04-2009 00:00:00,-15.08,0.9720,0.0296,0.0383,15.0846,35.8899,21.4441,4.0758,6.8756,0.2331,0.3182,1.4254,0.4808,0.0000,-15.2524,0.9123,96.2256,0.0000,2.6534,47.2411,0.0003,
09-04-2009 00:00:00,0,0.9914,0.0348,0.0130,15.1040,34.8245,22.5160,17.0790,6.7900,0.2493,0.6019,2.5656,0.3593,0.0000,0.0000,0.0000,96.2676,-0.0020,3.9761,0.0000,0.0000,
09-04-2009 00:00:00,-15.10,0.9914,-0.0051,-0.0186,15.1040,35.6341,21.3494,7.9057,6.7201,0.2296,0.3868,1.5957,0.4404,0.0000,-15.0312,0.0260,93.7487,0.0000,2.8479,43.0670,0.0005,
13-04-2009 00:00:01,0,0.7836,-0.0851,-0.0937,14.8961,34.4051,23.1392,24.7512,6.7052,0.2313,0.6549,2.7333,0.2980,0.0000,0.0000,0.0000,95.8867,-0.0015,4.1174,0.0000,0.0000,
13-04-2009 00:00:01,-14.90,0.7836,0.0015,-0.0006,14.8961,35.8645,21.3009,5.4126,6.6294,0.2207,0.2990,1.1584,0.4058,0.0000,-14.9093,5.4717,92.5265,0.0000,2.2806,36.5911,0.0004,
14-04-2009 00:00:04,0,0.7789,-0.0809,-0.1144,14.8914,34.4802,22.2452,24.3630,6.6360,0.2219,0.6073,2.4863,0.2962,0.0000,0.0000,0.0000,93.4452,0.0000,3.8117,0.0000,0.0000,
14-04-2009 00:00:04,-14.89,0.7789,-0.0019,-0.0103,14.8914,35.8824,21.1649,5.1543,6.5501,0.2036,0.2661,1.0152,0.3798,0.0000,-14.6961,1.0360,91.2048,0.0000,2.0617,34.7000,0.0000,
15-04-2009 00:00:01,0,0.7872,-0.1184,-0.1691,14.8998,34.5587,22.0767,24.0122,6.5910,0.2187,0.5803,2.3739,0.2923,0.0000,0.0000,0.0000,92.5742,0.0000,3.6652,0.0000,0.0000,
15-04-2009 00:00:01,-14.90,0.7872,-0.0146,-0.0146,14.8998,35.8550,21.0918,5.6225,6.5008,0.2094,0.2788,1.0248,0.3653,0.0000,-14.5775,3.9258,90.3836,0.0000,2.0752,33.4066,0.0000,
17-04-2009 00:00:03,0,0.7731,-0.1304,-0.1976,14.8856,34.6314,21.8508,24.3464,6.5242,0.2227,0.5843,2.3456,0.2870,0.0000,0.0000,0.0000,91.3048,-0.0012,3.6396,0.0000,0.0000,
17-04-2009 00:00:03,-14.89,0.7731,-0.0216,-0.0084,14.8856,35.8573,21.3314,6.0512,6.4742,0.2250,0.3106,1.0955,0.3442,0.0000,-14.8286,0.2506,90.4070,0.0000,2.1721,31.3462,0.0004,
20-04-2009 00:00:04,0,0.9259,-0.1274,-0.1989,15.0384,34.5995,21.7292,26.4659,6.4129,0.2267,0.6188,2.3828,0.2665,0.0000,0.0000,0.0000,89.5344,-0.0006,3.6947,0.0000,0.0000,
20-04-2009 00:00:04,-15.04,0.9259,-0.0212,-0.0012,15.0384,35.8831,21.3070,6.4607,6.3613,0.2258,0.3176,0.9714,0.3027,0.0000,-14.7144,0.1276,88.8036,0.0000,2.0146,27.7683,0.0002,
22-04-2009 00:00:04,0,0.9304,-0.1091,-0.1810,15.0429,34.6432,21.9928,27.0044,6.4036,0.2338,0.6318,2.4425,0.2518,0.0000,0.0000,0.0000,89.8517,-0.0025,3.7599,0.0000,0.0000,
22-04-2009 00:00:04,-15.04,0.9304,-0.0311,-0.0112,15.0429,35.5106,21.3352,13.4019,6.1690,0.2246,0.4295,1.3527,0.2720,0.0000,-14.5942,1.7992,85.9765,-0.0000,2.4749,25.6736,0.0007,
23-04-2009 00:00:03,0,0.7246,-0.0226,-0.0524,14.8372,34.5549,21.5096,29.0015,6.3959,0.2290,0.6399,2.4836,0.2483,0.0000,0.0000,0.0000,88.9213,0.0000,3.8008,0.0000,0.0000,
23-04-2009 00:00:03,-14.84,0.7246,-0.0324,-0.0134,14.8372,35.3166,21.4239,16.9609,6.0589,0.2112,0.4414,1.4190,0.2575,0.0000,-14.6034,0.4396,84.4809,0.0000,2.5249,24.4991,0.0000,
26-04-2009 00:00:00,0,0.6198,0.0178,0.0482,14.7324,34.6085,20.9260,29.6890,6.2741,0.2213,0.5934,2.2511,0.2256,0.0000,0.0000,0.0000,86.3370,-0.0001,3.4914,0.0000,0.0000,
26-04-2009 00:00:00,-14.73,0.6198,0.0376,0.0098,14.7324,35.5681,20.6688,13.3818,6.1531,0.2096,0.3725,1.1371,0.2162,0.0000,-13.8523,0.1139,84.7519,0.0000,2.1321,21.2754,0.0001,
27-04-2009 00:00:01,0,0.5915,-0.0442,-0.0347,14.7040,34.5875,20.8880,30.5071,6.2032,0.2246,0.6102,2.2578,0.2213,0.0000,0.0000,0.0000,85.2919,-0.0010,3.5139,0.0000,0.0000,
27-04-2009 00:00:01,-14.70,0.5915,0.0391,0.0278,14.7040,35.7386,20.5898,10.1611,6.1820,0.2087,0.3254,0.9060,0.2071,0.0000,-13.7904,0.3378,85.1119,0.0000,1.8444,20.2539,0.0002,
01-05-2009 00:00:01,0,0.6195,-0.1577,-0.2211,14.7320,34.7227,20.5104,29.7445,6.0266,0.2484,0.7379,2.3044,0.2105,0.0000,0.0000,0.0000,82.3584,-0.0000,3.7012,0.0000,0.0000,
