Date,Depth (m),H (mAHD),Vx (m/s),Vy (m/s),D (m),Salinity (psu),Temperature (C),Water Age (days),Oxygen (mg/L),GRN (mmol/m^3),CRYPT (mmol/m^3),DIATOM (mmol/m^3),DINO (mmol/m^3),MAC (mmol/m^3),Sed Oxy Demand (mmol/m^3),Atmos Oxy Flux (mmol/m^3),Oxy Sat (%),Phy GPP (mmol/m^3),TPHYS (mmol/m^3),Phy MPB (mmol/m^3),Phy BPP (mmol/m^3),
08-03-2009 00:00:02,0,1.1298,-0.0361,-0.0053,9.9544,34.0206,26.6393,49.1069,5.7470,0.2879,5.2221,0.9733,0.2842,0.0000,0.0000,0.0000,87.0762,-0.0033,6.9675,0.0000,0.0000,
08-03-2009 00:00:02,-9.95,1.1298,-0.0142,0.0018,9.9544,35.1569,24.4260,21.4578,5.8165,0.2081,1.4896,1.0590,0.5116,0.0000,-18.1379,0.4899,85.4301,0.0000,3.4673,0.0010,0.0000,
09-03-2009 00:00:01,0,1.2341,-0.0264,-0.0075,10.0587,34.0466,26.4715,49.1812,5.8151,0.2876,5.2895,1.0005,0.2884,0.0000,0.0000,0.0000,87.8734,-0.0035,7.0660,0.0000,0.0000,
09-03-2009 00:00:01,-10.06,1.2341,-0.0059,-0.0007,10.0587,35.1773,24.3528,21.4047,5.8401,0.2050,1.4733,1.0151,0.4949,0.0000,-18.0620,0.2707,85.6795,0.0000,3.3874,0.0010,0.0000,
13-03-2009 00:00:02,0,0.9661,-0.0019,-0.0008,9.7907,34.1085,26.7056,51.1387,5.9334,0.2774,5.0177,1.0857,0.2624,0.0000,0.0000,0.0000,90.0442,-0.0030,6.8432,0.0000,0.0000,
13-03-2009 00:00:02,-9.79,0.9661,0.0042,-0.0026,9.7907,35.1054,24.3418,24.5078,5.3976,0.2000,1.5726,0.7439,0.4133,0.0000,-17.5377,3.3546,79.1388,0.0000,3.1292,0.0010,0.0000,
26-03-2009 00:00:02,0,0.8974,-0.0004,-0.0019,9.7220,34.2068,26.0351,53.8311,5.9956,0.2267,4.3017,0.8823,0.2025,0.0000,0.0000,0.0000,90.0206,-0.0027,5.8133,0.0000,0.0000,
26-03-2009 00:00:02,-9.72,0.8974,0.0008,-0.0040,9.7220,35.1530,23.9646,27.9054,5.1325,0.2011,1.3571,0.6101,0.3204,0.0000,-16.7146,0.1966,74.7832,0.0000,2.6881,0.0010,0.0000,
27-03-2009 00:00:01,0,0.8135,0.0043,-0.0024,9.6381,34.1922,26.1089,53.9433,5.9707,0.2242,4.3949,0.8465,0.2004,0.0000,0.0000,0.0000,89.7509,0.0000,5.8660,0.0000,0.0000,
27-03-2009 00:00:01,-9.64,0.8135,0.0043,0.0002,9.6381,35.1118,23.9937,29.2219,4.9845,0.2010,1.4234,0.5780,0.3116,0.0000,-16.5632,0.3963,72.6471,0.0000,2.7133,0.0010,0.0000,
28-03-2009 00:00:01,0,0.8136,0.0046,-0.0031,9.6382,34.2031,26.1885,54.9946,6.0518,0.2241,4.3390,0.8846,0.2002,0.0000,0.0000,0.0000,91.0971,-0.0007,5.8479,0.0000,0.0000,
28-03-2009 00:00:01,-9.64,0.8136,0.0118,-0.0072,9.6382,35.0424,24.0758,30.9329,4.8200,0.2056,1.6325,0.5591,0.3013,0.0000,-16.4487,0.4010,70.3207,0.0000,2.8978,0.0010,0.0000,
29-03-2009 00:00:02,0,0.6751,-0.0154,-0.0119,9.4996,34.1720,26.2566,56.0614,6.0180,0.2281,4.7974,0.8941,0.2009,0.0000,0.0000,0.0000,90.6758,-0.0032,6.3205,0.0000,0.0000,
29-03-2009 00:00:02,-9.50,0.6751,0.0076,-0.0050,9.4996,34.9973,24.1130,32.2770,4.7253,0.2080,1.7746,0.5465,0.2942,0.0000,-16.3650,7.1149,68.9660,-0.0000,3.0226,0.0010,0.0000,
31-03-2009 00:00:03,0,0.5762,-0.0213,-0.0286,9.4008,34.2423,25.2887,53.7889,5.9471,0.2165,4.2341,0.8179,0.2113,0.0000,0.0000,0.0000,88.1883,-0.0033,5.6799,0.0000,0.0000,
31-03-2009 00:00:03,-9.40,0.5762,-0.0128,-0.0016,9.4008,34.9508,24.0902,34.0424,4.8112,0.2034,1.6259,0.5280,0.2810,0.0000,-16.4550,1.1384,70.1739,-0.0000,2.8377,0.0010,0.0000,
31-03-2009 00:00:03,0,0.5752,-0.0226,-0.0233,9.3998,33.9809,24.1317,15.8204,7.0920,0.3810,1.1222,4.6932,0.3204,0.0000,0.0000,0.0000,102.9408,-0.0024,6.7168,0.0000,0.0000,
31-03-2009 00:00:03,-9.40,0.5752,-0.0155,0.0022,9.3998,34.9662,22.7473,15.5977,5.3018,0.2250,0.8720,2.0470,0.7013,0.0000,-15.4087,-0.2793,75.5388,-0.0000,4.0436,0.0010,0.0000,
05-04-2009 00:00:01,0,0.8205,-0.0402,-0.0103,9.6451,34.0415,23.1539,20.6803,6.7492,0.2914,0.9151,3.5047,0.3166,0.0000,0.0000,0.0000,96.3382,-0.0011,5.2278,0.0000,0.0000,
05-04-2009 00:00:01,-9.65,0.8205,-0.0129,0.0039,9.6451,35.0345,22.7067,15.7630,5.7410,0.2067,0.5244,1.7674,0.3898,0.0000,-15.8162,2.4746,81.7709,0.0000,3.0869,0.0010,0.0000,
06-04-2009 00:00:03,0,0.9176,-0.0379,0.0010,9.7422,34.0870,22.9305,21.6081,6.7982,0.2845,0.8995,3.4680,0.3228,0.0000,0.0000,0.0000,96.6814,-0.0015,5.1748,0.0000,0.0000,
06-04-2009 00:00:03,-9.74,0.9176,-0.0076,-0.0051,9.7422,35.1465,22.6087,13.8054,6.0622,0.2114,0.4723,1.8001,0.3528,0.0000,-16.0007,2.0283,86.2513,0.0000,3.0351,0.0010,0.0000,
07-04-2009 00:00:00,0,0.9811,-0.0172,0.0029,9.8057,34.1551,23.0147,22.2415,6.6820,0.2764,0.8763,3.3215,0.3356,0.0000,0.0000,0.0000,95.2076,-0.0014,5.0098,0.0000,0.0000,
07-04-2009 00:00:00,-9.81,0.9811,-0.0046,-0.0078,9.8057,35.1955,22.5003,13.3377,6.1415,0.2086,0.4473,1.7148,0.3491,0.0000,-15.9388,1.0823,87.2362,0.0000,2.9183,0.0010,0.0000,
09-04-2009 00:00:00,0,0.9961,0.0030,0.0014,9.8206,34.1638,22.9533,24.1218,6.7456,0.2637,0.8401,3.2696,0.3206,0.0000,0.0000,0.0000,96.0140,-0.0023,4.8940,0.0000,0.0000,
09-04-2009 00:00:00,-9.82,0.9961,0.0032,-0.0057,9.8206,35.1790,22.4130,14.6053,5.9816,0.2000,0.4223,1.4676,0.3351,0.0000,-15.6884,0.0281,84.8256,-0.0000,2.6239,0.0010,0.0000,
13-04-2009 00:00:01,0,0.7815,-0.0241,-0.0013,9.6061,34.2428,23.6781,26.7362,6.4468,0.2549,0.8724,3.0218,0.3361,0.0000,0.0000,0.0000,92.9794,-0.0018,4.6852,0.0000,0.0000,
13-04-2009 00:00:01,-9.61,0.7815,-0.0020,-0.0106,9.6061,35.1014,22.1404,17.1151,5.8679,0.2000,0.3774,1.1725,0.3100,0.0000,-15.2598,9.4201,82.7736,-0.0000,2.2590,0.0010,0.0000,
14-04-2009 00:00:04,0,0.7804,-0.0147,-0.0108,9.6050,34.2404,22.4544,27.2653,6.4681,0.2438,0.8135,2.8276,0.3205,0.0000,0.0000,0.0000,91.2943,0.0000,4.4054,0.0000,0.0000,
14-04-2009 00:00:04,-9.60,0.7804,-0.0090,-0.0026,9.6050,35.0429,22.1756,18.4048,5.5880,0.2000,0.3760,1.0531,0.2961,0.0000,-15.0353,1.3823,78.8469,0.0000,2.1245,0.0010,0.0000,
15-04-2009 00:00:01,0,0.7884,-0.0274,-0.0227,9.6130,34.2638,22.3300,27.6866,6.4217,0.2381,0.7844,2.7405,0.3073,0.0000,0.0000,0.0000,90.4511,0.0000,4.2702,0.0000,0.0000,
15-04-2009 00:00:01,-9.61,0.7884,-0.0108,-0.0008,9.6130,35.0280,22.1045,18.9722,5.6138,0.2000,0.3497,0.9954,0.2900,0.0000,-14.9784,5.0770,79.1039,0.0000,2.0344,0.0010,0.0000,
17-04-2009 00:00:03,0,0.7760,-0.0223,-0.0200,9.6006,34.3245,22.3337,28.5553,6.3873,0.2390,0.7735,2.7357,0.2719,0.0000,0.0000,0.0000,90.0034,-0.0015,4.2201,0.0000,0.0000,
17-04-2009 00:00:03,-9.60,0.7760,-0.0141,0.0029,9.6006,35.0228,21.8398,19.5917,5.8199,0.2005,0.3481,1.0584,0.2899,0.0000,-14.8674,0.2907,81.6179,-0.0000,2.0959,0.0010,0.0000,
20-04-2009 00:00:04,0,0.9297,-0.0272,-0.0109,9.7543,34.2950,22.0992,30.9952,6.3226,0.2434,0.8113,2.8388,0.2472,0.0000,0.0000,0.0000,88.7040,-0.0007,4.3408,0.0000,0.0000,
20-04-2009 00:00:04,-9.75,0.9297,-0.0104,0.0015,9.7543,35.0721,21.5764,19.6427,5.9388,0.2000,0.3224,1.0583,0.2726,0.0000,-14.6733,0.1388,82.9160,0.0000,2.0526,0.0010,0.0000,
