Date,Depth (m),H (mAHD),Vx (m/s),Vy (m/s),D (m),Salinity (psu),Temperature (C),Water Age (days),Oxygen (mg/L),GRN (mmol/m^3),CRYPT (mmol/m^3),DIATOM (mmol/m^3),DINO (mmol/m^3),MAC (mmol/m^3),Sed Oxy Demand (mmol/m^3),Atmos Oxy Flux (mmol/m^3),Oxy Sat (%),Phy GPP (mmol/m^3),TPHYS (mmol/m^3),Phy MPB (mmol/m^3),Phy BPP (mmol/m^3),
08-03-2009 00:00:02,0,1.1903,-0.0348,-0.0440,1.9000,23.4065,29.4345,70.1192,4.7791,1.1041,43.4584,0.6252,5.3622,0.0000,0.0000,0.0000,71.4910,-0.0231,50.7499,0.0000,0.0000,
08-03-2009 00:00:02,-1.90,1.1903,-0.0125,-0.0240,1.9000,24.1549,30.0500,70.4221,4.4096,1.1357,55.8891,0.6677,5.6422,0.0000,-62.7937,1.2340,66.9074,-0.0105,63.4963,678.0763,0.0257,
09-03-2009 00:00:01,0,1.2928,-0.0583,-0.0701,2.0025,20.6954,27.6256,67.0729,4.8918,1.1347,36.5689,0.5694,4.2195,0.0000,0.0000,0.0000,69.9349,-0.0211,42.6940,0.0000,0.0000,
09-03-2009 00:00:01,-2.00,1.2928,-0.0014,-0.0088,2.0025,24.1065,29.9067,71.1845,4.4717,1.1984,68.0412,0.6536,5.6830,0.0000,-62.4699,0.7568,67.6735,-0.0115,75.7315,672.8311,0.0229,
13-03-2009 00:00:02,0,0.9795,0.0019,-0.0060,1.6892,18.5982,26.5913,56.7372,6.5124,1.2814,62.1896,0.4995,4.1655,0.0000,0.0000,0.0000,90.3949,-0.0293,68.3362,0.0000,0.0000,
13-03-2009 00:00:02,-1.69,0.9795,0.0011,0.0030,1.6892,24.0503,30.9933,69.1941,2.9639,0.9012,66.6186,0.3936,4.3115,0.0000,-56.0290,3.6324,45.6377,-0.0080,72.3842,620.1459,0.0223,
26-03-2009 00:00:02,0,0.9076,0.0071,0.0027,1.6172,23.2814,28.3217,70.8265,6.1121,0.5274,57.2112,0.2000,2.2805,0.0000,0.0000,0.0000,89.6961,-0.0304,60.4191,0.0000,0.0000,
26-03-2009 00:00:02,-1.62,0.9076,-0.0020,0.0034,1.6172,24.5076,30.0491,71.9045,3.6575,0.4444,53.2425,0.2000,2.1742,0.0000,-57.7915,0.2293,55.6019,-0.0103,56.2324,563.2018,0.0307,
27-03-2009 00:00:01,0,0.8138,0.0060,0.0025,1.5234,23.4664,28.2978,71.7218,5.9204,0.4892,55.4137,0.2000,2.1504,0.0000,0.0000,0.0000,86.9381,0.0000,58.4533,0.0000,0.0000,
27-03-2009 00:00:01,-1.52,0.8138,-0.0008,0.0034,1.5234,24.6694,30.0214,72.7038,3.4355,0.4060,49.9912,0.2000,2.0849,0.0000,-55.9810,0.5686,52.2508,0.0000,52.8553,568.5253,0.0000,
28-03-2009 00:00:01,0,0.8012,0.0127,0.0106,1.5108,23.7613,28.7047,72.8286,5.6979,0.4410,50.8370,0.2000,2.0120,0.0000,0.0000,0.0000,84.3779,-0.0078,53.6901,0.0000,0.0000,
28-03-2009 00:00:01,-1.51,0.8012,0.0065,0.0109,1.5108,24.7430,29.9942,73.5229,3.4814,0.3788,46.9055,0.2000,1.9498,0.0000,-56.2212,0.7959,52.9468,0.0000,49.6090,573.2990,0.0099,
29-03-2009 00:00:02,0,0.6666,0.0041,0.0013,1.3762,23.9935,28.8401,73.7917,5.4936,0.4039,48.3292,0.2000,1.9182,0.0000,0.0000,0.0000,81.6399,-0.0281,51.0513,0.0000,0.0000,
29-03-2009 00:00:02,-1.38,0.6666,0.0045,0.0123,1.3762,24.6119,30.0055,74.2476,3.6282,0.3632,45.6591,0.2000,1.8741,0.0000,-57.3818,15.8410,55.1492,-0.0118,48.2718,577.6049,0.0403,
31-03-2009 00:00:03,0,0.6115,-0.0101,-0.0205,1.3212,24.5513,27.4835,74.0195,6.5052,0.3380,47.6832,0.2035,1.7134,0.0000,0.0000,0.0000,94.7976,-0.0341,50.1381,0.0000,0.0000,
31-03-2009 00:00:03,-1.32,0.6115,-0.0107,-0.0062,1.3212,24.5786,27.5485,74.1184,6.3372,0.3368,47.4415,0.2027,1.7100,0.0000,-59.3943,0.5589,92.4649,-0.0176,49.8642,573.6702,0.0470,
31-03-2009 00:00:03,0,0.6115,-0.0141,-0.0253,1.3212,21.4531,24.6799,15.4934,5.7255,1.3442,8.7654,7.6939,1.2228,0.0000,0.0000,0.0000,78.1067,-0.0089,19.2262,0.0000,0.0000,
31-03-2009 00:00:03,-1.32,0.6115,-0.0054,-0.0058,1.3212,23.0102,26.6702,15.6945,3.5786,1.1456,8.0230,6.3546,1.3062,0.0000,-44.1049,2.3062,50.9904,-0.0049,16.9723,300.2628,0.0441,
05-04-2009 00:00:01,0,0.8734,-0.0124,-0.0175,1.5830,23.8765,25.2961,20.4186,4.5494,1.3453,14.8980,6.8761,1.3329,0.0000,0.0000,0.0000,63.6104,-0.0078,24.6523,0.0000,0.0000,
05-04-2009 00:00:01,-1.58,0.8734,-0.0106,-0.0160,1.5830,23.8767,25.3308,20.4183,4.5478,1.3452,14.8958,6.8758,1.3326,0.0000,-44.2349,27.3871,63.6265,-0.0036,24.5840,399.4788,0.0271,
06-04-2009 00:00:03,0,0.9737,-0.0206,-0.0263,1.6833,24.0586,24.9180,21.4615,4.5508,1.2711,14.3094,6.4501,1.2548,0.0000,0.0000,0.0000,63.2761,-0.0099,23.4854,0.0000,0.0000,
06-04-2009 00:00:03,-1.68,0.9737,-0.0142,-0.0241,1.6833,24.0692,24.9772,21.4631,4.5386,1.2698,14.2781,6.4525,1.2513,0.0000,-43.0120,24.9106,63.1766,-0.0054,23.3902,419.6006,0.0358,
07-04-2009 00:00:00,0,1.0226,-0.0233,-0.0236,1.7322,24.0973,24.7334,22.4750,4.5244,1.1867,13.5336,5.9412,1.1907,0.0000,0.0000,0.0000,62.7188,-0.0093,22.0523,0.0000,0.0000,
07-04-2009 00:00:00,-1.73,1.0226,-0.0012,-0.0122,1.7322,24.3069,25.0418,22.5034,4.3320,1.1634,13.0107,5.9633,1.1379,0.0000,-42.3901,9.3115,60.4508,-0.0049,21.4187,438.5206,0.0362,
09-04-2009 00:00:00,0,0.9963,0.0029,-0.0005,1.7059,23.9053,23.9317,24.4426,4.4724,1.0894,13.1112,5.1905,1.1231,0.0000,0.0000,0.0000,61.0567,-0.0140,20.7141,0.0000,0.0000,
09-04-2009 00:00:00,-1.71,0.9963,-0.0011,0.0029,1.7059,24.5193,25.0276,24.4814,3.3816,0.9665,11.5112,4.8056,1.1256,0.0000,-37.8272,0.3008,47.2339,-0.0073,18.5625,469.3051,0.0620,
13-04-2009 00:00:01,0,0.7965,-0.0100,-0.0072,1.5061,24.2175,24.4939,28.3703,4.3075,0.9120,13.2879,4.0670,1.0572,0.0000,0.0000,0.0000,59.5009,-0.0113,19.5240,0.0000,0.0000,
13-04-2009 00:00:01,-1.51,0.7965,0.0006,0.0063,1.5061,25.7509,25.2157,28.4516,2.5098,0.7579,10.4550,3.8246,0.9220,0.0000,-32.8333,59.3405,35.4185,-0.0057,16.1220,515.3199,0.0557,
14-04-2009 00:00:04,0,0.8001,-0.0045,-0.0143,1.5097,24.4643,22.3310,29.3426,3.9738,0.8545,13.3092,3.6634,1.0609,0.0000,0.0000,0.0000,52.8766,0.0000,19.0880,0.0000,0.0000,
14-04-2009 00:00:04,-1.51,0.8001,0.0035,0.0119,1.5097,25.8840,24.1592,29.4249,2.5960,0.6957,10.1212,3.3352,0.8755,0.0000,-30.8434,8.0559,35.9899,0.0000,15.1942,497.5237,0.0000,
15-04-2009 00:00:01,0,0.8225,-0.0146,-0.0258,1.5322,24.6541,22.1283,30.3301,3.8259,0.8480,14.1081,3.6509,1.0468,0.0000,0.0000,0.0000,50.7762,0.0000,19.8539,0.0000,0.0000,
15-04-2009 00:00:01,-1.53,0.8225,0.0005,0.0056,1.5322,25.8486,23.4799,30.3891,2.6358,0.7085,11.1297,3.3129,0.9041,0.0000,-29.5184,28.1132,36.0959,0.0000,16.2214,498.9260,0.0026,
17-04-2009 00:00:03,0,0.8166,-0.0119,-0.0234,1.5262,24.9701,22.1170,32.3045,3.7479,0.8440,16.0293,3.6906,1.0308,0.0000,0.0000,0.0000,49.8224,-0.0098,21.7947,0.0000,0.0000,
17-04-2009 00:00:03,-1.53,0.8166,-0.0007,0.0020,1.5262,25.7884,22.9506,32.3473,2.7768,0.7474,13.7233,3.4630,0.9716,0.0000,-29.1521,1.5640,37.6549,-0.0053,19.0690,517.9476,0.0421,
20-04-2009 00:00:04,0,0.9656,-0.0090,-0.0187,1.6752,25.2239,22.0934,35.2181,3.4917,0.7987,17.6538,3.4053,0.9863,0.0000,0.0000,0.0000,46.4653,-0.0049,23.0441,0.0000,0.0000,
20-04-2009 00:00:04,-1.68,0.9656,0.0022,0.0045,1.6752,25.9892,22.7031,35.2471,2.4112,0.7089,15.5931,3.1602,0.9898,0.0000,-26.4542,0.7053,32.5884,-0.0024,20.6172,520.9851,0.0187,
22-04-2009 00:00:04,0,0.9766,-0.0171,-0.0237,1.6862,25.1567,22.3648,37.1040,3.6834,0.7701,18.8984,3.1819,0.9610,0.0000,0.0000,0.0000,49.2411,-0.0218,24.0114,0.0000,0.0000,
22-04-2009 00:00:04,-1.69,0.9766,-0.0072,-0.0151,1.6862,25.7766,23.2296,37.1241,2.6831,0.7160,17.6275,3.0984,0.9951,0.0000,-29.2378,9.7312,36.5637,-0.0121,22.6016,534.3955,0.0777,
23-04-2009 00:00:03,0,0.7665,-0.0003,-0.0017,1.4761,25.1506,21.3142,38.0484,3.6720,0.7472,19.7542,2.9758,1.0187,0.0000,0.0000,0.0000,48.1492,0.0000,24.6959,0.0000,0.0000,
23-04-2009 00:00:03,-1.48,0.7665,-0.0012,-0.0001,1.4761,25.1499,21.3408,38.0486,3.6696,0.7470,19.7494,2.9751,1.0185,0.0000,-29.6121,2.2075,48.1404,0.0000,24.6544,535.8177,0.0023,
26-04-2009 00:00:00,0,0.5890,0.0166,0.0203,1.2986,25.6489,20.6819,40.9010,2.9979,0.7114,22.9027,2.7080,0.9901,0.0000,0.0000,0.0000,38.9637,-0.0027,27.5122,0.0000,0.0000,
26-04-2009 00:00:00,-1.30,0.5890,0.0125,0.0209,1.2986,25.6498,20.7072,40.9015,2.9945,0.7113,22.8919,2.7086,0.9897,0.0000,-25.5225,0.5436,38.9380,-0.0000,27.4664,535.0701,0.0095,
27-04-2009 00:00:01,0,0.5784,0.0021,-0.0006,1.2880,25.7647,20.7809,41.8487,2.8920,0.7145,24.4347,2.7267,0.9642,0.0000,0.0000,0.0000,37.6828,-0.0113,29.0401,0.0000,0.0000,
27-04-2009 00:00:01,-1.29,0.5784,0.0005,0.0038,1.2880,25.7668,20.8081,41.8495,2.8885,0.7142,24.4150,2.7277,0.9632,0.0000,-25.2430,1.5308,37.6563,-0.0071,28.9842,538.5888,0.0356,
01-05-2009 00:00:01,0,0.6859,-0.0164,-0.0265,1.3956,26.2240,19.8520,45.6632,2.5926,0.6699,25.7076,2.7509,0.8617,0.0000,0.0000,0.0000,33.2869,-0.0000,30.1902,0.0000,0.0000,
01-05-2009 00:00:01,-1.40,0.6859,-0.0160,-0.0192,1.3956,26.2274,19.8876,45.6631,2.5883,0.6697,25.6901,2.7523,0.8610,0.0000,-22.1654,10.8917,33.2549,0.0000,30.1366,542.0272,0.0044,
03-05-2009 00:00:00,0,0.8729,-0.0069,-0.0147,1.5826,26.3623,19.2826,47.5954,2.8622,0.6245,24.7069,2.7145,0.7954,0.0000,0.0000,0.0000,36.3836,-0.0047,29.0413,0.0000,0.0000,
03-05-2009 00:00:00,-1.58,0.8729,-0.0052,-0.0008,1.5826,26.4360,19.4907,47.5884,2.6891,0.6161,24.4788,2.6905,0.7952,0.0000,-21.9535,0.8640,34.3333,-0.0026,28.7454,547.5925,0.0143,
