Date,Depth (m),Vx (m/s),Vy (m/s),Salinity (psu),Temperature (C),Oxygen (mg/L),Oxygen Saturation (%),TSS (mg/L),Turbidity (NTU),Light (W/m2),PAR (W/m2),
15-03-2017 00:00:00,0.00,0.0000,0.0000,7.1982,23.3226,6.9349,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2017 00:00:00,-0.25,0.0000,0.0000,7.1982,23.3226,6.9349,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2017 00:00:00,-0.50,0.0000,0.0000,7.1982,23.3226,6.9349,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2017 00:00:00,-0.75,0.0000,0.0000,7.1982,23.3226,6.9349,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2017 00:00:00,-1.00,0.0000,0.0000,7.1982,23.3226,6.9349,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2017 00:00:00,-1.25,0.0000,0.0000,7.1982,23.3226,6.9349,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2017 00:00:00,-1.50,0.0000,0.0000,7.1982,23.3226,6.9349,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2017 00:00:00,-1.75,0.0000,0.0000,7.1982,23.3226,6.9349,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2017 00:00:00,-2.00,0.0000,0.0000,7.1982,23.3226,6.9349,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2017 00:00:00,-2.25,0.0000,0.0000,7.1982,23.3226,6.9349,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2017 04:00:00,0.00,0.0407,-0.0542,6.2710,22.3511,6.6959,80.1978,18.2536,3.4921,0.0000,0.0000,
15-03-2017 04:00:00,-0.25,0.0361,-0.0506,6.2801,22.3802,6.7036,80.3380,18.2783,3.4968,0.0000,0.0000,
15-03-2017 04:00:00,-0.50,0.0289,-0.0439,6.3044,22.4134,6.7159,80.5483,18.3239,3.5060,0.0000,0.0000,
15-03-2017 04:00:00,-0.75,0.0176,-0.0317,6.3544,22.4534,6.7363,80.8772,18.4049,3.5227,0.0000,0.0000,
