Zone1,Surface
SCERM44_2015_2016_Dry_ALL,,,,0.9749,0.7851,0.6270,0.5714,0.6323,0.5947,0.5780,0.7265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.9257,0.6903,0.5832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1992,1.4214,0.9267,0.9572,1.7457,1.5125,1.1790,1.0873,1.0632,0.9786,2.6028,1.9824,1.4056,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3283,1.0827,0.6796,0.6775,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,1.0116,0.8771,0.7549,0.8220,1.8769,1.8639,1.3933,1.2971,1.4066,1.4208,2.1297,2.5119,5.2179,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1965,1.0498,0.6438,0.9794,2.0211,1.8639,1.4718,1.2429,1.2679,1.4073,2.5628,2.0126,1.3862,,




Zone4,Surface
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.8650,0.6231,0.5672,0.7408,1.4251,1.3768,0.8916,0.7750,0.7133,0.6961,0.8062,0.9087,4.2038,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.8244,0.5690,0.4618,0.5781,1.3262,1.2050,0.7667,0.6478,0.5975,0.6001,0.6998,0.8452,4.1520,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.8585,0.6644,0.5569,0.5222,0.5462,0.4913,0.4663,0.5131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.8516,0.6005,0.5092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0660,1.3158,0.9076,0.8606,1.6330,1.4856,1.1513,0.8501,0.6871,0.6651,1.7342,1.3641,1.0183,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6329,1.0108,0.6443,0.6747,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.8614,0.7159,0.7022,0.8238,1.5876,1.6788,1.1284,0.9545,0.8957,0.9086,1.0476,1.1152,4.8926,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0184,0.8108,0.7020,0.8829,1.8847,1.8330,1.4129,1.0908,0.9970,0.9775,1.7623,1.3230,1.1004,,


Zone4,Bottom
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.7854,0.5759,0.4849,0.4909,1.1538,1.3397,0.7619,0.6941,0.6838,0.6492,0.6999,0.8267,1.9057,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.7688,0.5362,0.4199,0.4036,1.0525,1.1879,0.6449,0.5913,0.5777,0.5675,0.6208,0.7680,1.8361,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.7870,0.6257,0.5079,0.4414,0.4432,0.4349,0.4357,0.4922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.7788,0.5592,0.4591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7790,0.9893,0.6203,0.6053,1.5685,1.4474,1.1215,0.7138,0.5972,0.6246,1.3171,1.1369,0.9117,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6130,0.8421,0.5233,0.5092,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.8024,0.6672,0.5880,0.5667,1.2000,1.5735,0.9327,0.8257,0.8503,0.8317,0.8936,1.0173,2.0091,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7506,0.7601,0.4740,0.5755,1.7839,1.6622,1.3489,0.8517,0.7644,0.8433,1.3129,1.0840,0.8698,,




Zone5,Surface
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.6064,0.4843,0.4221,0.4560,0.7946,0.9519,0.5853,0.5332,0.4861,0.4680,0.5254,0.5463,0.9673,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.5994,0.4689,0.3845,0.3741,0.6827,0.8283,0.4874,0.4607,0.4348,0.4370,0.4956,0.5241,0.8993,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.5953,0.5060,0.4310,0.3969,0.3571,0.3611,0.3746,0.4112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.6032,0.4770,0.4052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6110,0.8466,0.5871,0.5775,1.2779,1.3696,0.8756,0.5273,0.3971,0.3776,0.6705,0.5899,0.5539,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5511,0.7556,0.5207,0.4920,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.5866,0.5045,0.4476,0.4615,0.8969,1.0178,0.6588,0.5650,0.5274,0.5201,0.5764,0.6072,1.1921,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6197,0.5888,0.4137,0.4639,1.5357,1.4807,1.0627,0.6300,0.5114,0.4825,0.7544,0.6533,0.5832,,


Zone5,Bottom
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.5835,0.4595,0.3824,0.3458,0.4130,0.6274,0.4737,0.4564,0.4544,0.4486,0.4917,0.5334,0.6127,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.5820,0.4488,0.3617,0.3128,0.3510,0.5521,0.4091,0.4030,0.4112,0.4215,0.4684,0.5129,0.5898,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.5831,0.4864,0.4043,0.3489,0.3152,0.3308,0.3551,0.3896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.5818,0.4538,0.3758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1901,0.5842,0.4384,0.3852,0.5949,0.8451,0.6264,0.3822,0.3471,0.3524,0.5354,0.5137,0.5285,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1718,0.5629,0.4188,0.3643,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.5783,0.4882,0.4184,0.3704,0.4553,0.6807,0.5220,0.5031,0.5007,0.5000,0.5527,0.5978,0.7356,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1914,0.5584,0.4022,0.3667,0.6239,0.8524,0.6935,0.4258,0.3968,0.4193,0.5749,0.5338,0.5289,,




Zone6,Surface
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.6866,0.6070,0.8209,1.1234,1.5229,1.5319,0.7983,0.8479,0.7554,0.7389,0.7814,0.9268,0.8338,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.5166,0.4621,0.4634,0.6160,0.3921,0.4854,0.4055,0.4478,0.4564,0.6109,0.6587,0.8540,0.6974,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.6668,0.6177,0.6332,0.7169,0.6456,0.8759,0.5882,0.7220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.6566,0.5889,0.8033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0679,0.8852,0.7141,1.1480,2.1132,0.8976,1.0748,0.7005,0.6856,0.7226,0.7800,0.7166,0.7263,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1660,0.9060,0.7095,1.2423,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.6787,0.6257,0.6340,0.5832,0.5308,0.5339,0.5278,0.8104,0.9383,1.0320,0.9359,0.8400,0.7883,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3003,1.1004,0.7861,0.5587,0.8121,0.9202,0.7802,0.7558,0.8283,0.8732,0.8256,0.8614,0.8620,,


Zone6,Bottom
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.6751,0.5971,0.7667,1.0378,1.4507,1.5015,0.7843,0.8323,0.7492,0.7384,0.7815,0.9247,0.8360,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.5314,0.4637,0.4501,0.5764,0.3802,0.4780,0.4027,0.4513,0.4609,0.6124,0.6619,0.8527,0.7061,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.6681,0.6138,0.6112,0.6691,0.6058,0.8256,0.5768,0.7139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.6497,0.5797,0.7447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0859,0.8807,0.6816,1.0707,2.0797,0.9004,1.0679,0.6933,0.6765,0.7175,0.7717,0.7132,0.7236,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1865,0.8985,0.6719,1.0593,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.6785,0.6251,0.6327,0.5774,0.5206,0.5275,0.5275,0.8075,0.9363,1.0308,0.9352,0.8394,0.7879,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3011,1.0942,0.7757,0.5543,0.7693,0.9134,0.7760,0.7485,0.8235,0.8719,0.8222,0.8601,0.8620,,




Zone7,Surface
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.6722,0.4822,0.4776,0.5876,0.6771,0.9135,0.6134,0.5593,0.4963,0.5032,0.6086,0.6698,0.6971,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.6535,0.4587,0.3905,0.4024,0.2867,0.3598,0.3904,0.4374,0.4296,0.4695,0.5845,0.6565,0.6978,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.6768,0.5328,0.4560,0.4516,0.3996,0.4536,0.4210,0.4507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.6598,0.4743,0.4425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3434,0.7876,0.5352,0.6525,1.1383,1.0601,0.9315,0.5074,0.3887,0.3652,0.4766,0.4364,0.4430,,
SCERM44_2017_2018_Wet_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3619,0.8003,0.5505,0.6182,,,,,,,,,,,
SCERM8_2015_2016_ALL,,,,0.6656,0.5385,0.4360,0.4019,0.3784,0.4466,0.4689,0.5123,0.5295,0.5892,0.6902,0.6304,0.5961,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM8_2017_2018_ALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3754,0.7861,0.4926,0.3987,0.5851,0.8823,0.6172,0.4548,0.3967,0.4074,0.4568,0.4676,0.4933,,


Zone7,Bottom
Simulations,01/2015,02/2015,03/2015,04/2015,05/2015,06/2015,07/2015,08/2015,09/2015,10/2015,11/2015,12/2015,01/2016,02/2016,03/2016,04/2016,05/2016,06/2016,07/2016,08/2016,09/2016,10/2016,11/2016,12/2016,01/2017,02/2017,03/2017,04/2017,05/2017,06/2017,07/2017,08/2017,09/2017,10/2017,11/2017,12/2017,01/2018,02/2018,03/2018,04/2018,05/2018,
SCERM44_2015_2016_ALL,,,,0.6560,0.4663,0.4246,0.4371,0.4724,0.6973,0.5417,0.4845,0.4592,0.4867,0.5890,0.6689,0.6882,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Capped_ALL,,,,0.6464,0.4488,0.3758,0.3479,0.2572,0.3492,0.3820,0.4012,0.4046,0.4558,0.5671,0.6559,0.6918,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Dry_ALL,,,,0.6697,0.5224,0.4284,0.3919,0.3499,0.3840,0.3915,0.4109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCERM44_2015_2016_Target_ALL,,,,0.6491,0.4599,0.4102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
