ISOTime,Flow,Sal,Temp,TRACE_1,TRACE_2,TRACE_3
01/01/2008 00:00:00,0.079,7.254869,27.124,0,0,1
01/01/2008 01:00:00,0.078833,7.255281,27.108166999999998,0,0,1
01/01/2008 02:00:00,0.078667,7.255694,27.092333,0,0,1
01/01/2008 03:00:00,0.0785,7.256107000000001,27.0765,0,0,1
01/01/2008 04:00:00,0.078333,7.25652,27.060667,0,0,1
01/01/2008 05:00:00,0.078167,7.256933,27.044833,0,0,1
01/01/2008 06:00:00,0.078,7.257345,27.029,0,0,1
01/01/2008 07:00:00,0.077833,7.257758,27.013167,0,0,1
01/01/2008 08:00:00,0.077667,7.258171000000001,26.997333,0,0,1
01/01/2008 09:00:00,0.0775,7.258584,26.9815,0,0,1
01/01/2008 10:00:00,0.077333,7.258997,26.965667,0,0,1
01/01/2008 11:00:00,0.077167,7.259410000000001,26.949833,0,0,1
01/01/2008 12:00:00,0.077,7.259822,26.934,0,0,1
01/01/2008 13:00:00,0.076833,7.260235000000001,26.918166999999997,0,0,1
01/01/2008 14:00:00,0.076667,7.260648,26.902333000000002,0,0,1
01/01/2008 15:00:00,0.0765,7.261061,26.8865,0,0,1
01/01/2008 16:00:00,0.076333,7.261474000000001,26.870666999999997,0,0,1
01/01/2008 17:00:00,0.076167,7.261886,26.854833000000003,0,0,1
01/01/2008 18:00:00,0.076,7.2622990000000005,26.839,0,0,1
01/01/2008 19:00:00,0.075833,7.262712,26.823166999999998,0,0,1
01/01/2008 20:00:00,0.075667,7.263125,26.807333,0,0,1
01/01/2008 21:00:00,0.0755,7.2635380000000005,26.7915,0,0,1
01/01/2008 22:00:00,0.075333,7.26395,26.775667,0,0,1
01/01/2008 23:00:00,0.075167,7.264363,26.759833,0,0,1
02/01/2008 00:00:00,0.075,7.2647759999999995,26.744,0,0,1
02/01/2008 01:00:00,0.07458300000000001,7.227036,26.680228999999997,0,0,1
02/01/2008 02:00:00,0.074167,7.189296000000001,26.616457,0,0,1
02/01/2008 03:00:00,0.07375,7.151555999999999,26.552685999999998,0,0,1
02/01/2008 04:00:00,0.07333300000000001,7.113815,26.488914,0,0,1
02/01/2008 05:00:00,0.072917,7.076075,26.425143,0,0,1
02/01/2008 06:00:00,0.0725,7.038335000000001,26.361371000000002,0,0,1
02/01/2008 07:00:00,0.07208300000000001,7.000595,26.2976,0,0,1
02/01/2008 08:00:00,0.071667,6.962855,26.233828999999997,0,0,1
02/01/2008 09:00:00,0.07125,6.925114999999999,26.170057,0,0,1
02/01/2008 10:00:00,0.07083300000000001,6.887375,26.106285999999997,0,0,1
02/01/2008 11:00:00,0.070417,6.849635,26.042514,0,0,1
02/01/2008 12:00:00,0.07,6.842274000000001,26.033486,0,0,1
02/01/2008 13:00:00,0.069583,6.895671000000001,26.133945999999998,0,0,1
02/01/2008 14:00:00,0.06916699999999999,6.949069000000001,26.234405,0,0,1
02/01/2008 15:00:00,0.06875,7.002466,26.334865,0,0,1
02/01/2008 16:00:00,0.068333,7.055864,26.435323999999998,0,0,1
02/01/2008 17:00:00,0.06791699999999999,7.109261,26.535784000000003,0,0,1
02/01/2008 18:00:00,0.0675,7.162659,26.636243,0,0,1
02/01/2008 19:00:00,0.067083,7.216057000000001,26.736703000000002,0,0,1
02/01/2008 20:00:00,0.06666699999999999,7.269454,26.837162,0,0,1
02/01/2008 21:00:00,0.06625,7.322852,26.937621999999998,0,0,1
02/01/2008 22:00:00,0.065833,7.3762490000000005,27.038081,0,0,1
02/01/2008 23:00:00,0.06541699999999999,7.429647,27.138540999999996,0,0,1
03/01/2008 00:00:00,0.065,7.4830440000000005,27.239,0,0,1
03/01/2008 01:00:00,0.064375,7.481182,27.25475,0,0,1
03/01/2008 02:00:00,0.06375,7.4793199999999995,27.2705,0,0,1
03/01/2008 03:00:00,0.063125,7.477458,27.28625,0,0,1
03/01/2008 04:00:00,0.0625,7.475594999999999,27.302,0,0,1
03/01/2008 05:00:00,0.061875,7.473733,27.31775,0,0,1
03/01/2008 06:00:00,0.06125,7.471871000000001,27.3335,0,0,1
03/01/2008 07:00:00,0.060625,7.470008999999999,27.34925,0,0,1
03/01/2008 08:00:00,0.06,7.468147,27.365,0,0,1
03/01/2008 09:00:00,0.059375,7.466284,27.38075,0,0,1
03/01/2008 10:00:00,0.05875,7.464422,27.3965,0,0,1
03/01/2008 11:00:00,0.058125,7.462560000000001,27.41225,0,0,1
03/01/2008 12:00:00,0.0575,7.460698,27.428,0,0,1
03/01/2008 13:00:00,0.056875,7.458836,27.44375,0,0,1
03/01/2008 14:00:00,0.05625,7.456973,27.4595,0,0,1
03/01/2008 15:00:00,0.055625,7.4551110000000005,27.47525,0,0,1
03/01/2008 16:00:00,0.055,7.4532490000000005,27.491,0,0,1
03/01/2008 17:00:00,0.054375,7.4513869999999995,27.50675,0,0,1
03/01/2008 18:00:00,0.05375,7.449524,27.5225,0,0,1
03/01/2008 19:00:00,0.053125,7.447661999999999,27.53825,0,0,1
03/01/2008 20:00:00,0.0525,7.4458,27.554,0,0,1
03/01/2008 21:00:00,0.051875,7.443938,27.56975,0,0,1
03/01/2008 22:00:00,0.05125,7.442075999999999,27.5855,0,0,1
03/01/2008 23:00:00,0.050625,7.440213000000001,27.60125,0,0,1
04/01/2008 00:00:00,0.05,7.438350999999999,27.617,0,0,1
04/01/2008 01:00:00,0.049582999999999995,7.4435009999999995,27.61425,0,0,1
04/01/2008 02:00:00,0.049167,7.44865,27.6115,0,0,1
04/01/2008 03:00:00,0.04875,7.453799000000001,27.60875,0,0,1
04/01/2008 04:00:00,0.048333,7.4589490000000005,27.606,0,0,1
04/01/2008 05:00:00,0.047917,7.464098,27.60325,0,0,1
04/01/2008 06:00:00,0.0475,7.469247999999999,27.6005,0,0,1
04/01/2008 07:00:00,0.047083,7.474397,27.59775,0,0,1
04/01/2008 08:00:00,0.046667,7.479546000000001,27.595,0,0,1
04/01/2008 09:00:00,0.04625,7.4846960000000005,27.59225,0,0,1
04/01/2008 10:00:00,0.045833,7.489845,27.5895,0,0,1
