SITE_ID,DEFAULT_SITE_REF,SITE_TYPE,SITE_SUBTYPE,DEFAULT_SITE_NUM_SYS,SITE_NAME,SITE_SHORTNAME,ALL_SITE_REFERENCES,TEXT_REF,ZONE,EASTING,NORTHING,LATITUDE,LONGITUDE,SPHEROID
616011,616011,Stream Gauging,Stream Gauging,AWRC,Swan River - Walyunga,Walyunga,16401 [WIN_ID]; 616011 [SITE_REF]; AS22 [TEXT2]; SWN4 [TEXT_REF],SWN4,50,411778.00,6486838.00,-31.750532184,116.068524205,GDA94

