station_id,record_datetime,air_temp_min,air_temp_max,air_temp_ave,humidity_min,humidity_max,humidity_ave,rain,dewpoint_min,dewpoint_max,dewpoint_ave,evaporation,eto_std,eto_tall,total_solar,soil_temp_min,soil_temp_max,soil_temp_ave,wind_speed_max,wind_speed_ave,wind_direction_max_deg,wind_direction_max_comp,wet_bulb_degc_min,wet_bulb_degc_max,wet_bulb_degc_ave,delta_t_degc_min,delta_t_degc_max,delta_t_degc_ave,number_recordings
SP,"2019-04-01 00:00:00",26.4,27,26.7,39.8,41.6,40.9,0,12.1,12.6,12.3,.1,.01,.03,0,26.8,27.2,27,9.18,2.13,27,NNE,18.3,18.7,18.5,8.1,8.5,8.2,60
SP,"2019-04-01 01:00:00",25.5,26.8,26.1,41.4,45.9,44,0,12.5,13.3,12.9,.1,.01,.02,0,26.8,26.9,26.9,5.8,1.73,18,NNE,18.3,18.6,18.5,7.1,8.2,7.6,60
SP,"2019-04-01 02:00:00",24.9,26,25.7,45.5,55.4,48.3,0,13.2,15.4,13.9,.1,.01,.03,1.4,26.7,26.8,26.8,6.66,2.08,3,N,18.6,19.4,18.9,5.6,7.3,6.8,60
SP,"2019-04-01 03:00:00",24.3,25.2,24.9,53.4,58,55.6,0,15,15.7,15.4,0,0,.01,2.5,26.6,26.8,26.7,8.32,1.61,10,N,19.1,19.6,19.3,5.1,5.9,5.5,60
SP,"2019-04-01 04:00:00",23.9,24.3,24.2,57.4,62.4,59.7,0,15.2,16.3,15.8,0,.01,.02,0,26.5,26.7,26.6,5.8,2.31,4,N,19,19.5,19.3,4.4,5.2,4.8,60
SP,"2019-04-01 05:00:00",23,24,23.4,62.6,64.5,63.2,0,15.6,16.4,16,0,.01,.02,0,26.4,26.6,26.5,8.32,2.74,30,NNE,18.8,19.6,19.1,4.1,4.4,4.3,60
SP,"2019-04-01 06:00:00",22.6,23.1,22.8,64.5,69.7,67.6,0,16,17,16.5,0,0,.01,0,26.3,26.5,26.4,6.66,1.61,26,NNE,19,19.5,19.2,3.4,4.1,3.6,60
SP,"2019-04-01 07:00:00",22.9,23.3,23,69.4,71.6,70.8,0,17,17.8,17.4,0,.02,.03,39.7,26.2,26.4,26.3,15.05,4.31,50,NE,19.5,20.1,19.7,3.1,3.4,3.3,60
SP,"2019-04-01 08:00:00",23.3,24.5,23.9,64.1,71,67.4,0,17.2,17.7,17.5,.1,.1,.14,269.3,26.2,26.5,26.3,14.22,5.78,33,NNE,19.9,20.3,20.1,3.3,4.3,3.8,60
SP,"2019-04-01 09:00:00",24.5,25.3,24.9,60.5,64.3,62.5,0,17,17.4,17.2,.1,.1,.12,356.8,26.3,26.6,26.5,9.18,2.4,10,N,20.1,20.5,20.3,4.2,4.9,4.5,60
SP,"2019-04-01 10:00:00",25.3,26.1,25.7,57.7,62,59.9,0,16.8,17.9,17.3,.1,.15,.16,613.3,26.5,26.8,26.6,6.66,1.91,5,N,20.4,21.1,20.7,4.7,5.4,5,60
SP,"2019-04-01 11:00:00",26.3,26.8,26.5,53.1,59.5,55.2,0,16.2,17.9,16.8,.2,.2,.23,810.1,26.7,27.2,26.9,10.01,3.44,252,WSW,20.3,21.3,20.7,5.1,6.2,5.8,60
SP,"2019-04-01 12:00:00",25.6,26.5,26.1,53.7,59.8,56.8,0,16.2,17.6,16.9,.2,.18,.21,699.1,27.1,27.3,27.2,11.7,3.4,242,WSW,20.2,20.9,20.6,5,6,5.5,60
SP,"2019-04-01 13:00:00",24.9,26,25.4,59.8,66.8,62.6,0,17.3,18.6,17.7,.2,.17,.19,717.4,27.2,27.4,27.4,10.01,2.84,350,N,20.5,21.2,20.8,4,5.1,4.6,60
SP,"2019-04-01 14:00:00",24.3,25.8,25.1,59.4,69.9,64.8,0,17.3,18.8,18,.1,.13,.15,541.2,27.4,27.6,27.5,10.84,2.39,257,WSW,20.6,21.2,20.8,3.5,5.1,4.3,60
SP,"2019-04-01 15:00:00",24.6,25.9,25.4,59,71.6,63.4,.2,17,19.4,17.9,.2,.23,.26,1089.5,27.4,27.6,27.5,10.84,4.25,18,NNE,20.4,21.6,20.9,3.3,5.1,4.5,60
SP,"2019-04-01 16:00:00",25.4,25.9,25.7,53.1,58.5,55.7,0,15.6,16.8,16.2,.1,.13,.14,598.5,27.5,27.7,27.6,6.66,1.96,0,N,19.8,20.3,20.1,5.2,6.1,5.6,60
SP,"2019-04-01 17:00:00",25.5,26.1,25.9,50.9,55.4,53.4,0,15.1,16.1,15.7,.1,.05,.06,352.7,27.4,27.6,27.6,6.66,1.33,358,N,19.6,20.1,19.8,5.7,6.4,6,60
SP,"2019-04-01 18:00:00",24.1,25.6,24.9,52.8,60.6,56.3,0,15.2,16,15.6,0,.02,.04,121.8,27.3,27.6,27.4,10.01,2.08,249,WSW,19.3,19.7,19.5,4.7,6.1,5.4,60
SP,"2019-04-01 19:00:00",23,24.1,23.5,60.9,69.8,65.8,0,16.1,17.2,16.7,0,.01,.02,1.9,27,27.4,27.2,11.7,3.07,259,WSW,19.4,19.6,19.5,3.4,4.7,3.9,60
SP,"2019-04-01 20:00:00",22.5,23,22.6,69.8,75.1,74,0,17.1,18,17.8,0,.01,.02,0,26.8,27,26.9,13.36,3.25,230,SW,19.5,20,19.8,2.7,3.4,2.8,60
