station_id,record_datetime,air_temp_min,air_temp_max,air_temp_ave,humidity_min,humidity_max,humidity_ave,rain,dewpoint_min,dewpoint_max,dewpoint_ave,evaporation,eto_std,eto_tall,total_solar,soil_temp_min,soil_temp_max,soil_temp_ave,wind_speed_max,wind_speed_ave,wind_direction_max_deg,wind_direction_max_comp,wet_bulb_degc_min,wet_bulb_degc_max,wet_bulb_degc_ave,delta_t_degc_min,delta_t_degc_max,delta_t_degc_ave,number_recordings
SP,"2013-11-01 00:00:00",16,17,16.4,86.5,90.9,89.1,0,14.4,14.8,14.6,0,-.01,-.01,7.2,22.4,23.1,22.7,5.8,.6,214,SW,15.2,15.8,15.4,.8,1.2,.9,60
SP,"2013-11-01 01:00:00",16,16.5,16.1,90.9,92,91.6,0,14.5,15.1,14.8,0,-.01,-.01,7.2,21.8,22.4,22.1,10.84,.72,209,SSW,15.2,15.7,15.4,.7,.8,.7,60
SP,"2013-11-01 02:00:00",16.4,16.6,16.5,89.6,91.2,90.3,0,14.8,15.1,14.9,0,-.01,-.01,7.2,21.7,21.9,21.8,7.49,1.12,225,SW,15.6,15.8,15.7,.8,.9,.8,60
SP,"2013-11-01 03:00:00",16,16.5,16.3,89.9,92.1,90.9,0,14.5,15,14.8,0,-.01,0,7.2,21.4,21.8,21.6,12.53,2.21,220,SW,15.3,15.7,15.5,.7,.9,.8,60
SP,"2013-11-01 04:00:00",15.8,16.3,16,90,91.8,90.8,0,14.2,14.9,14.5,0,-.01,0,7.2,21.1,21.5,21.3,10.84,2.68,186,S,14.9,15.6,15.3,.7,.9,.8,60
SP,"2013-11-01 05:00:00",15.1,15.8,15.5,90.2,92.4,91.2,0,13.9,14.2,14,0,-.01,0,7.2,20.7,21.1,20.9,13.36,2.41,175,S,14.5,15,14.7,.6,.8,.7,60
SP,"2013-11-01 06:00:00",14.6,15.1,14.9,92.4,93.7,93.2,0,13.5,14,13.8,0,-.01,-.01,15.4,20.3,20.7,20.5,9.18,1.66,204,SSW,14.1,14.5,14.3,.5,.6,.6,60
SP,"2013-11-01 07:00:00",14.6,16.4,15.3,84.9,93.9,91.5,0,13.6,14.1,13.9,0,.04,.05,181.8,20.1,20.4,20.2,8.32,2.07,156,SSE,14.1,15.1,14.6,.5,1.3,.7,60
SP,"2013-11-01 08:00:00",16.4,19.8,18.2,67.9,84.9,76.3,0,13.6,14.1,13.9,.2,.19,.2,1042.3,20.1,20.6,20.3,10.01,3.17,141,SE,15.1,16.6,15.9,1.3,3.3,2.3,60
SP,"2013-11-01 09:00:00",19.8,22,20.9,59.2,68.8,63.9,0,13.4,14.8,13.8,.5,.39,.41,2135.9,20.6,22.3,21.4,14.22,3.67,224,SW,16.3,17.8,17,3.2,4.6,3.9,60
SP,"2013-11-01 10:00:00",21.9,24.4,23.2,50.9,62.1,56.3,0,13.1,14.9,14,.7,.54,.57,2886.7,22.3,25,23.6,11.7,3.78,110,ESE,17.3,18.9,18,4.3,6.1,5.2,60
SP,"2013-11-01 11:00:00",24.1,26.2,25.2,47.4,54.7,51.2,0,13.6,15.3,14.4,.8,.66,.69,3414.1,25.1,27.9,26.5,11.7,3.96,110,ESE,18.3,19.5,18.9,5.5,7,6.2,60
SP,"2013-11-01 12:00:00",25.6,27.9,26.5,43.5,51,47.9,0,13.9,15.3,14.6,.9,.73,.78,3714.7,28,30.5,29.3,17.57,5.16,223,SW,18.9,20.2,19.5,6.4,8,7,60
SP,"2013-11-01 13:00:00",25.7,27.9,26.6,43.3,55.3,51.7,0,14.2,16.7,15.9,1,.75,.81,3771.5,30.5,32.7,31.6,20.09,7.34,243,WSW,19.7,20.6,20.2,5.8,8.1,6.4,60
SP,"2013-11-01 14:00:00",25,26.6,25.7,51.6,57.1,54.8,0,15.6,16.4,16,.9,.7,.77,3595,32.5,33.6,33.1,18.4,8.64,263,W,19.5,20.4,20,5.4,6.4,5.8,60
SP,"2013-11-01 15:00:00",24.6,26.3,25.4,52.3,56.8,54.9,0,15.3,16.5,15.7,.8,.62,.69,3180.7,33.6,34.2,33.9,20.92,8.56,238,WSW,19.2,20.3,19.7,5.3,6.2,5.7,60
SP,"2013-11-01 16:00:00",23.3,25.3,24.3,54.2,59.6,57.4,0,14.9,15.7,15.3,.6,.49,.55,2542,33.6,34.1,33.9,25.13,9.3,222,SW,18.5,19.7,19.1,4.7,5.8,5.2,60
