Variable Name,Min Date,Max Date,Number of Samples
WQ_OGM_DOC,26/08/2009 11:45:00,30/05/2018 11:13:00,26.000
WQ_DIAG_PHY_TCHLA,28/07/2009 12:18:00,14/07/2015 12:58:00,12.000
SAL,28/07/2009 12:18:03,13/06/2018 09:45:24,105.000
WQ_DIAG_TOT_TMN,28/07/2009 12:18:00,30/05/2018 11:13:00,33.000
WQ_OGM_DON,28/07/2009 12:18:00,30/05/2018 11:13:00,24.000
WQ_NIT_NIT,28/07/2009 12:18:00,30/05/2018 11:13:00,56.000
WQ_DIAG_TOT_TKN,28/07/2009 12:18:00,30/05/2018 11:13:00,62.000
WQ_DIAG_TOT_TN,28/07/2009 12:18:00,13/06/2018 09:45:00,159.000
WQ_NIT_AMM,28/07/2009 12:18:00,30/05/2018 11:13:00,60.000
WQ_DIAG_OXY_OXY_SAT,28/07/2009 12:18:03,13/06/2018 09:45:24,103.000
WQ_OXY_OXY,28/07/2009 12:18:03,13/06/2018 09:45:24,103.000
WQ_DIAG_TOT_TP,28/07/2009 12:18:00,13/06/2018 09:45:00,159.000
WQ_CAR_PH,28/07/2009 12:18:03,13/06/2018 09:45:24,63.000
Phaeophytin,28/07/2009 12:18:00,14/07/2015 12:58:00,13.000
WQ_PHS_FRP,28/07/2009 12:18:00,30/05/2018 11:13:00,58.000
TEMP,28/07/2009 12:18:03,13/06/2018 09:45:24,104.000
TRC_SS1,28/07/2009 12:18:00,30/05/2018 11:13:00,113.000
WQ_OGM_POC,26/08/2009 11:45:00,30/05/2018 11:13:00,26.000
WQ_NCS_SS1,28/07/2009 12:18:00,30/05/2018 11:13:00,113.000
SO4,26/08/2009 11:45:00,11/09/2009 10:25:00,3.000
Cloud,28/07/2009 12:18:00,28/07/2009 12:18:00,1.000
FeII,26/08/2009 11:45:00,11/09/2009 10:25:00,3.000
Flow,27/06/2009 00:00:00,19/05/2010 00:00:00,320.000
minFlow,26/06/2009 00:00:00,20/05/2010 00:00:00,324.000
Flow_ML,27/06/2009 00:00:00,19/05/2010 00:00:00,320.000
Level,27/06/2009 00:00:00,19/05/2010 00:00:00,320.000
