Depths,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
-0.2000,7.0310,23.0350,1.0000,0.0000,3.0000,175.0000,504.1518,434.5238,2.6429,133.3333,2166.6667,262.6667,67.3661,-396.4375,-145.2538,3.0000,108.0952,1.4129
-0.5000,7.0310,23.0360,1.0000,0.0000,3.0000,170.6250,504.1518,434.5238,2.6429,133.3333,2166.6667,262.6667,63.4152,-391.0580,-145.2151,3.0000,109.5238,1.4516
-1.0000,7.0354,23.0480,1.0000,0.0000,3.0000,168.7500,504.1518,434.5238,2.6429,133.3333,2166.6667,262.6667,56.8304,-382.0923,-145.1505,3.0000,111.9048,1.5161
-1.5000,7.0477,23.0550,1.0000,0.0000,3.0000,166.5625,504.1518,434.5238,2.6429,133.3333,2166.6667,262.6667,50.2455,-373.1265,-145.0860,3.0000,114.2857,1.5806
-2.0000,7.0539,23.0600,1.0000,0.0000,3.0000,163.7500,504.1518,434.5238,2.6429,133.3333,2166.6667,262.6667,43.6607,-370.1131,-145.1828,3.0000,110.7143,1.4839
-2.5000,7.0551,23.0620,1.0000,0.0000,3.0000,161.8750,504.1518,434.5238,2.6429,133.3333,2166.6667,262.6667,37.0759,-363.5283,-145.1828,3.0000,110.7143,1.4839
-2.8000,7.0557,23.0630,1.0000,0.0000,3.0000,160.9375,504.1518,434.5238,2.6429,133.3333,2166.6667,262.6667,33.1250,-359.5774,-145.1828,3.0000,110.7143,1.4839
