Depths,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
-0.2590,6.7014,24.0700,1.0000,0.0000,19.0000,238.0859,5.0101,1.2157,0.7255,0.3150,2250.0000,271.0000,114.2857,32.6518,3.1766,25.2820,148.8788,3.5231
-0.5460,6.7076,24.0500,1.0000,0.0000,19.0000,271.2500,5.0411,1.2965,0.7379,0.3066,2250.0000,271.0000,114.2857,31.3162,3.1578,23.3782,147.6364,3.4950
-0.9940,6.7137,23.9700,1.0000,0.0000,19.0000,262.8125,5.0894,1.4226,0.7573,0.2934,2250.0000,271.0000,114.2857,29.2314,3.1284,20.4065,145.6970,3.4512
-1.5640,6.7199,23.8300,1.0000,0.0000,19.0000,254.3750,5.1509,1.5829,0.7820,0.2767,2250.0000,271.0000,114.2857,26.5788,3.0911,16.6255,143.2294,3.3955
-2.0360,6.7260,23.6700,1.0000,0.0000,19.0000,234.0625,5.2018,1.7158,0.8024,0.2629,2250.0000,271.0000,114.2857,24.3823,3.0602,13.4945,141.1861,3.3494
-2.5420,6.7322,23.6200,1.0000,0.0000,19.0000,226.2500,5.2563,1.8581,0.8243,0.2480,2250.0000,271.0000,114.2857,22.0275,3.0271,10.1381,138.9957,3.2999
-3.0190,6.7322,23.6000,1.0000,0.0000,19.0000,221.5625,5.3078,1.9924,0.8450,0.2340,2250.0000,271.0000,114.2857,19.8077,2.9958,17.0500,136.9307,3.2533
-3.3140,6.7322,23.5900,1.0000,0.0000,19.0000,217.5000,5.1601,1.6071,0.7857,0.2742,2250.0000,271.0000,114.2857,26.1786,3.0855,17.0500,142.8571,3.3871
-3.6440,6.7260,23.5900,1.0000,0.0000,19.0000,216.8750,5.1601,1.6071,0.7857,0.2742,2250.0000,271.0000,114.2857,26.1786,3.0855,17.0500,142.8571,3.3871
