Date,TN (mg/L) Surface MIN,TN (mg/L) Surface MEAN,TN (mg/L) Surface MEDIAN,TN (mg/L) Surface MAX,TN (mg/L) Bottom MIN,TN (mg/L) Bottom MEAN,TN (mg/L) Bottom MEDIAN,TN (mg/L) Bottom MAX,TP (mg/L) Surface MIN,TP (mg/L) Surface MEAN,TP (mg/L) Surface MEDIAN,TP (mg/L) Surface MAX,TP (mg/L) Bottom MIN,TP (mg/L) Bottom MEAN,TP (mg/L) Bottom MEDIAN,TP (mg/L) Bottom MAX,Oxygen (mg/L) Surface MIN,Oxygen (mg/L) Surface MEAN,Oxygen (mg/L) Surface MEDIAN,Oxygen (mg/L) Surface MAX,Oxygen (mg/L) Bottom MIN,Oxygen (mg/L) Bottom MEAN,Oxygen (mg/L) Bottom MEDIAN,Oxygen (mg/L) Bottom MAX,TCHLA (ug/L) Surface MIN,TCHLA (ug/L) Surface MEAN,TCHLA (ug/L) Surface MEDIAN,TCHLA (ug/L) Surface MAX,TCHLA (ug/L) Bottom MIN,TCHLA (ug/L) Bottom MEAN,TCHLA (ug/L) Bottom MEDIAN,TCHLA (ug/L) Bottom MAX,Turbidity (NTU) Surface MIN,Turbidity (NTU) Surface MEAN,Turbidity (NTU) Surface MEDIAN,Turbidity (NTU) Surface MAX,Turbidity (NTU) Bottom MIN,Turbidity (NTU) Bottom MEAN,Turbidity (NTU) Bottom MEDIAN,Turbidity (NTU) Bottom MAX,
15/03/2015 00:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9141,0.0000,7.3506,0.0000,1.9141,0.0000,7.3506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,
15/03/2015 04:00:01,0.0000,0.5440,0.0000,2.9704,0.0000,0.5436,0.0000,2.9609,0.0000,0.0955,0.0000,0.4121,0.0000,0.0953,0.0000,0.4112,0.0000,3.1128,0.0000,8.7937,0.0000,3.1102,0.0000,8.7937,0.0000,2.1249,0.0000,8.5936,0.0000,2.0649,0.0000,8.4001,0.0000,2.4555,0.0000,11.6291,0.0000,2.4468,0.0000,11.6177,
15/03/2015 08:00:02,0.0000,0.5764,0.0000,2.7600,0.0000,0.5770,0.0000,2.7545,0.0000,0.1144,0.0000,0.3729,0.0000,0.1143,0.0000,0.3746,0.0000,3.8206,0.8307,8.7913,0.0000,3.8182,0.8307,8.7913,0.0000,2.4859,0.0000,8.5986,0.0000,2.4189,0.0000,8.3996,0.0000,3.2523,0.0000,11.6251,0.0000,3.2408,0.0000,11.6135,
15/03/2015 12:00:02,0.0000,0.5315,0.0000,2.6663,0.0000,0.5307,0.0000,2.6575,0.0000,0.1216,0.0000,0.3527,0.0000,0.1213,0.0000,0.3521,0.0000,4.5587,7.1112,8.7890,0.0000,4.5584,7.1112,8.7890,0.0000,2.6044,0.0000,8.6027,0.0000,2.5399,0.0000,8.3969,0.0000,3.7685,0.0000,11.6204,0.0000,3.7604,0.0000,11.6086,
15/03/2015 16:00:00,0.0000,0.4341,0.0000,2.5222,0.0000,0.4359,0.0000,2.5144,0.0000,0.1222,0.0000,0.3493,0.0000,0.1220,0.0000,0.3487,0.0000,4.8391,7.1546,8.7867,0.0000,4.8370,7.1546,8.7867,0.0000,2.6690,0.0000,8.5983,0.0000,2.6041,0.0000,8.3882,0.0000,4.2261,0.0000,11.6149,0.0000,4.2125,0.0000,11.6028,
15/03/2015 20:00:03,0.0000,0.3674,0.0000,2.0762,0.0000,0.3705,0.0000,2.0813,0.0000,0.1226,0.0000,0.3427,0.0000,0.1224,0.0000,0.3425,0.0000,4.9196,7.2030,8.7842,0.0000,4.9167,7.2030,8.7842,0.0000,2.7030,0.0000,8.5817,0.0000,2.6372,0.0000,8.3685,0.0000,4.5714,0.0000,11.6061,0.0000,4.5564,0.0000,11.5937,
16/03/2015 00:00:01,0.0000,0.3021,0.0000,1.4451,0.0000,0.3033,0.0000,1.4386,0.0000,0.1191,0.0000,0.3400,0.0000,0.1189,0.0000,0.3392,0.0000,4.9885,7.1937,8.7818,0.0000,4.9874,7.1937,8.7818,0.0000,2.6793,0.0000,8.5797,0.0000,2.6138,0.0000,8.3550,0.0000,4.7444,0.0000,11.6011,0.0000,4.7345,0.0000,11.5882,
