ARM	14/04/2009	04	2009	Grab	S	0.519	NaN	2.3	54640	91.8	36230	36.23	20.73	7.93	0.0035	0.25	0.01	0.29	0.3	0.014	0.034	0.015	0.83	130	2
ARM	14/04/2009	04	2009	Grab	B	11.500	12	NaN	54720	91.5	36290	36.29	20.76	7.95	NaN	0.23	0.01	0.35	0.35	0.013	0.034	0.014	0.65	NaN	NaN
ARM	20/04/2009	04	2009	Grab	S	0.521	NaN	2.7	54760	103	36320	36.32	21.26	7.98	0.0009	0.2	0.01	0.24	0.24	0.01	0.027	0.013	0.72	120	3
ARM	20/04/2009	04	2009	Grab	B	11.500	12	NaN	54760	80	36330	36.33	20.54	7.89	NaN	0.18	0.01	0.2	0.21	0.02	0.031	0.02	0.77	NaN	NaN
ARM	27/04/2009	04	2009	Grab	S	0.514	NaN	2.9	54810	92	36370	36.37	20.2	7.95	0.0025	0.18	0.01	0.29	0.29	0.029	0.03	0.023	0.82	130	8
ARM	27/04/2009	04	2009	Grab	B	11.500	12	NaN	54820	86.5	36370	36.37	20.12	7.93	NaN	0.18	0.01	0.22	0.23	0.027	0.029	0.023	0.77	NaN	NaN
ARM	04/05/2009	05	2009	Grab	S	0.504	NaN	3	55100	93.8	36580	36.58	19.43	7.89	0.0021	0.21	0.017	0.26	0.28	0.01	0.027	0.027	0.87	130	4
ARM	04/05/2009	05	2009	Grab	B	11.500	12	NaN	55170	83.7	36630	36.63	19.39	7.84	NaN	0.24	0.019	0.27	0.29	0.01	0.029	0.025	1.1	NaN	NaN
ARM	11/05/2009	05	2009	Grab	S	0.531	NaN	2.5	54800	85	36360	36.36	19.19	7.96	0.0026	0.16	0.014	0.2	0.22	0.01	0.021	0.012	0.53	130	3
ARM	11/05/2009	05	2009	Grab	B	12.000	12.4	NaN	54840	70.1	36390	36.39	19.1	7.9	NaN	0.17	0.015	0.2	0.21	0.016	0.026	0.016	0.92	NaN	NaN
ARM	18/05/2009	05	2009	Grab	S	0.507	NaN	3	56770	97.4	37830	37.83	18.3	8.04	0.0014	0.2	0.01	0.21	0.22	0.01	0.022	0.006	0.28	130	3
ARM	18/05/2009	05	2009	Grab	B	11.500	12	NaN	56860	86.1	37890	37.89	18.33	7.94	NaN	0.22	0.012	0.25	0.27	0.014	0.027	0.014	0.88	NaN	NaN
ARM	25/05/2009	05	2009	Grab	S	0.512	NaN	3.3	54480	93.3	36100	36.1	16.98	7.89	0.0019	0.2	0.01	0.24	0.25	0.01	0.025	0.01	0.71	130	3
ARM	25/05/2009	05	2009	Grab	B	12.000	12.5	NaN	54450	88.5	36070	36.07	16.83	7.85	NaN	0.2	0.01	0.23	0.24	0.015	0.025	0.011	0.83	NaN	NaN
ARM	02/06/2009	06	2009	Grab	S	0.585	NaN	2.5	53670	96.7	35490	35.49	16.37	7.93	0.0015	0.22	0.01	0.24	0.25	0.01	0.023	0.009	0.95	130	3
ARM	02/06/2009	06	2009	Grab	B	12.000	12.5	NaN	54170	84.7	35860	35.86	16.35	7.89	NaN	0.17	0.01	0.21	0.22	0.027	0.025	0.014	0.85	NaN	NaN
ARM	08/06/2009	06	2009	Grab	S	0.526	NaN	3.5	53850	96.8	35620	35.62	16.31	7.96	0.0024	0.24	0.014	0.26	0.27	0.01	0.029	0.006	0.85	120	2
ARM	08/06/2009	06	2009	Grab	B	11.500	12	NaN	53880	93.7	35650	35.65	16.32	7.94	NaN	0.27	0.016	0.31	0.32	0.015	0.025	0.009	0.81	NaN	NaN
ARM	15/06/2009	06	2009	Grab	S	0.506	NaN	3.5	52260	96.2	34430	34.43	15.41	7.99	0.0016	0.27	0.011	0.3	0.31	0.01	0.026	0.01	1.1	130	3
ARM	15/06/2009	06	2009	Grab	B	11.500	12	NaN	53250	83.9	35180	35.18	16.25	7.97	NaN	0.24	0.016	0.28	0.3	0.03	0.026	0.011	0.83	NaN	NaN
ARM	22/06/2009	06	2009	Grab	S	0.517	NaN	3.5	52440	82.2	34550	34.55	15.14	7.82	0.0014	0.19	0.013	0.23	0.24	0.019	0.027	0.013	1	130	2
ARM	22/06/2009	06	2009	Grab	B	12.500	13	NaN	52570	48	34660	34.66	15.36	7.79	NaN	0.16	0.013	0.19	0.21	0.019	0.026	0.012	0.92	NaN	NaN
ARM	30/06/2009	06	2009	Grab	S	0.564	NaN	3	51240	96.6	33650	33.65	14.23	7.98	0.0005	0.27	0.021	0.33	0.35	0.017	0.03	0.014	1.1	120	2
ARM	30/06/2009	06	2009	Grab	B	11.500	12	NaN	51240	92.2	33640	33.64	14.21	7.96	NaN	0.24	0.022	0.25	0.27	0.018	0.025	0.012	1.1	NaN	NaN
ARM	06/07/2009	07	2009	Grab	S	0.530	NaN	2	43220	104.2	27880	27.88	14.57	7.96	0.0022	0.26	0.1	0.29	0.39	0.01	0.025	0.017	1.4	120	4
ARM	06/07/2009	07	2009	Insitu	B	12.040	12	NaN	52020	87	34310	34.31	14.9	7.92	NaN 	NaN 	NaN 	NaN 	NaN 	NaN 	NaN 	NaN 	NaN 	NaN	NaN
ARM	13/07/2009	07	2009	Grab	S	0.512	NaN	2.5	31720	100.5	19780	19.78	12.55	7.81	0.0042	0.31	0.12	0.43	0.54	0.01	0.025	0.016	1.4	120	4
ARM	13/07/2009	07	2009	Grab	B	11.500	12	NaN	51240	76.3	33670	33.67	15	7.79	NaN	0.23	0.051	0.3	0.35	0.052	0.031	0.022	1.1	NaN	NaN
ARM	20/07/2009	07	2009	Grab	S	0.560	NaN	2.3	45270	93.8	29360	29.36	14.67	7.97	0.0033	0.16	0.075	0.21	0.29	0.026	0.015	0.005	1	120	3
ARM	20/07/2009	07	2009	Grab	B	11.500	12	NaN	50330	66.7	33060	33.06	15.5	7.82	NaN	0.12	0.063	0.21	0.27	0.056	0.018	0.007	1	NaN	NaN
ARM	27/07/2009	07	2009	Grab	S	0.517	NaN	0.7	10980	96.9	6260	6.26	13.11	7.72	0.0056	0.64	1.3	0.86	2.1	0.056	0.044	0.012	3.6	69	13
ARM	27/07/2009	07	2009	Grab	B	11.500	12	NaN	49600	54.1	32470	32.47	15.05	7.76	NaN	0.43	0.63	0.53	1.2	0.088	0.036	0.02	2.4	NaN	NaN
ARM	03/08/2009	08	2009	Grab	S	0.514	NaN	1	13610	142.3	7890	7.89	14.75	8.63	0.024	0.81	1.1	0.94	2.1	0.01	0.033	0.009	3.6	87	13
ARM	03/08/2009	08	2009	Grab	B	11.500	12	NaN	50600	75.9	33210	33.21	15.45	7.94	NaN	0.21	0.16	0.3	0.46	0.069	0.02	0.017	0.95	NaN	NaN
ARM	10/08/2009	08	2009	Grab	S	0.512	NaN	2	22580	102.8	13670	13.67	16.94	8.04	0.011	0.49	0.71	0.7	1.4	0.011	0.025	0.024	2.6	96	9
ARM	10/08/2009	08	2009	Grab	B	11.500	12	NaN	50620	65.8	33240	33.24	16.14	7.9	NaN	0.16	0.11	0.27	0.38	0.096	0.031	0.03	1	NaN	NaN
ARM	18/08/2009	08	2009	Grab	S	0.486	NaN	1	22030	117.1	13310	13.31	15.42	8.25	0.021	0.27	0.41	0.39	0.8	0.01	0.018	0.005	1.6	99	9
ARM	18/08/2009	08	2009	Grab	B	12.500	13	NaN	50010	67.8	32800	32.8	16.57	7.91	NaN	0.097	0.2	0.19	0.39	0.061	0.02	0.014	1.1	NaN	NaN
ARM	24/08/2009	08	2009	Grab	S	0.516	NaN	0.8	12450	105.2	7170	7.17	14.69	8.27	0.029	0.44	0.29	0.65	0.94	0.01	0.031	0.007	2.5	83	12
ARM	24/08/2009	08	2009	Grab	B	11.000	11.5	NaN	49510	42.4	32430	32.43	16.46	7.9	NaN	0.032	0.13	0.19	0.32	0.14	0.035	0.033	1.5	NaN	NaN
ARM	31/08/2009	08	2009	Grab	S	0.495	NaN	1	9957	117.3	5640	5.64	15.36	8.45	0.033	0.64	0.21	0.79	1	0.012	0.047	0.005	3.3	87	15
ARM	31/08/2009	08	2009	Grab	B	11.500	12	NaN	49630	46.5	32510	32.51	16.51	7.95	NaN	0.027	0.1	0.18	0.28	0.13	0.032	0.024	1.3	NaN	NaN
ARM	07/09/2009	09	2009	Grab	S	0.513	NaN	1.5	15760	120.4	9250	9.25	15.51	8.75	0.018	0.68	0.031	0.86	0.89	0.01	0.03	0.006	2.7	95	13
ARM	07/09/2009	09	2009	Grab	B	10.000	10.5	NaN	49000	45.7	32060	32.06	16.46	7.98	NaN	0.19	0.091	0.34	0.43	0.12	0.034	0.019	1.5	NaN	NaN
ARM	14/09/2009	09	2009	Grab	S	0.511	NaN	1.4	14660	123.1	8560	8.56	16.18	8.63	0.013	0.57	0.01	0.78	0.79	0.01	0.026	0.005	2.4	90	11
ARM	14/09/2009	09	2009	Grab	B	12.000	12.5	NaN	49550	54.8	32460	32.46	16.35	7.97	NaN	0.12	0.067	0.24	0.31	0.094	0.035	0.02	1.2	NaN	NaN
ARM	21/09/2009	09	2009	Grab	S	0.513	NaN	1.2	21530	92.9	12980	12.98	15.9	8.21	0.0062	0.38	0.032	0.48	0.51	0.021	0.013	0.005	1.6	100	6
ARM	21/09/2009	09	2009	Grab	B	11.500	12	NaN	49530	51.9	32440	32.44	16.27	7.9	NaN	0.15	0.069	0.27	0.34	0.093	0.035	0.013	1.3	NaN	NaN
ARM	29/09/2009	09	2009	Grab	S	0.486	NaN	1.7	19550	95.7	11680	11.68	16.28	8.39	0.006	0.49	0.013	0.67	0.68	0.01	0.034	0.011	2	97	10
ARM	29/09/2009	09	2009	Grab	B	13.500	12	NaN	50470	79.3	33130	33.13	16.36	8.07	NaN	0.084	0.033	0.18	0.21	0.058	0.028	0.017	0.64	NaN	NaN
ARM	05/10/2009	10	2009	Grab	S	0.488	NaN	1.4	20180	NaN	12090	12.09	17.72	8.2	0.007	0.54	0.01	0.68	0.69	0.01	0.027	0.005	1.7	99	9
ARM	05/10/2009	10	2009	Grab	B	12.000	12.5	NaN	50060	NaN	32830	32.83	16.28	7.89	NaN	0.12	0.049	0.23	0.28	0.07	0.033	0.021	0.91	NaN	NaN
ARM	12/10/2009	10	2009	Grab	S	0.509	NaN	2.3	26870	97.3	16520	16.52	17.38	NaN	0.0032	0.36	0.01	0.44	0.45	0.01	0.023	0.008	1.4	100	7
ARM	12/10/2009	10	2009	Grab	B	11.500	12	NaN	51010	72.5	33540	33.54	17.21	NaN	NaN	0.083	0.036	0.16	0.2	0.052	0.029	0.02	0.64	NaN	NaN
ARM	19/10/2009	10	2009	Grab	S	0.530	NaN	2	32230	99.6	20160	20.16	20.31	8.16	0.0056	0.34	0.01	0.48	0.48	0.01	0.028	0.005	1.2	110	6
ARM	19/10/2009	10	2009	Grab	B	11.500	12	NaN	51080	55.2	33590	33.59	17.33	7.98	NaN	0.11	0.058	0.22	0.28	0.063	0.035	0.022	0.91	NaN	NaN
ARM	26/10/2009	10	2009	Grab	S	0.509	NaN	2.3	39530	98	25260	25.26	19.6	8.06	0.0033	0.25	0.01	0.3	0.3	0.01	0.022	0.005	0.79	110	5
ARM	26/10/2009	10	2009	Grab	B	11.500	12	NaN	52330	85.8	34520	34.52	18.48	8.11	NaN	0.092	0.015	0.17	0.18	0.035	0.021	0.008	0.34	NaN	NaN
ARM	02/11/2009	11	2009	Grab	S	0.509	NaN	1.4	43130	103.9	27830	27.83	18.33	8.12	0.012	0.22	0.011	0.36	0.37	0.01	0.033	0.008	0.85	120	4
ARM	02/11/2009	11	2009	Grab	B	11.000	11.5	NaN	51840	56.3	34160	34.16	18.41	7.96	NaN	0.087	0.03	0.15	0.18	0.026	0.03	0.016	0.79	NaN	NaN
ARM	09/11/2009	11	2009	Grab	S	0.520	NaN	2.5	44750	101	28980	28.98	20.91	8.15	0.0015	0.19	0.01	0.32	0.33	0.01	0.02	0.006	0.91	120	4
ARM	09/11/2009	11	2009	Grab	B	11.500	12	NaN	52160	74.5	34400	34.4	18.87	8.05	NaN	0.13	0.01	0.21	0.21	0.01	0.021	0.009	0.51	NaN	NaN
ARM	16/11/2009	11	2009	Grab	S	0.526	NaN	2	47010	98.5	30590	30.59	22.71	8.06	0.0017	0.14	0.011	0.21	0.22	0.01	0.021	0.006	0.78	130	4
ARM	16/11/2009	11	2009	Grab	B	11.500	12	NaN	52150	51.2	34390	34.39	19.33	7.89	NaN	0.058	0.021	0.17	0.19	0.069	0.037	0.024	0.95	NaN	NaN
ARM	23/11/2009	11	2009	Grab	S	0.490	NaN	3	45220	99.6	29310	29.31	21.45	8.06	0.0021	0.26	0.01	0.32	0.32	0.01	0.025	0.008	0.94	120	4
ARM	23/11/2009	11	2009	Grab	B	11.500	12	NaN	52000	57.9	34270	34.27	20.35	7.95	NaN	0.17	0.014	0.27	0.28	0.079	0.035	0.023	0.96	NaN	NaN
ARM	30/11/2009	11	2009	Grab	S	0.510	NaN	NaN	45770	102.1	29690	29.69	22.69	8.06	0.0015	0.19	0.01	0.24	0.24	0.01	0.027	0.01	0.87	120	4
ARM	30/11/2009	11	2009	Grab	B	12.000	12.5	NaN	52780	70.9	34850	34.85	20.95	8.01	NaN	0.067	0.018	0.19	0.21	0.062	0.034	0.019	0.64	NaN	NaN
ARM	07/12/2009	12	2009	Grab	S	0.500	NaN	2	47470	93.9	30920	30.92	23.25	8.08	0.0036	0.26	0.01	0.31	0.31	0.01	0.027	0.01	0.83	120	4
ARM	07/12/2009	12	2009	Grab	B	12.500	13	NaN	52560	76.4	34680	34.68	21.66	8.1	NaN	0.15	0.011	0.21	0.22	0.027	0.025	0.014	0.57	NaN	NaN
ARM	14/12/2009	12	2009	Grab	S	0.526	NaN	2.2	48990	103	32010	32.01	24.37	8.09	0.001	0.24	0.01	0.26	0.27	0.01	0.024	0.007	0.91	120	4
ARM	14/12/2009	12	2009	Grab	B	11.500	12	NaN	53650	74.7	35490	35.49	22.03	8.08	NaN	0.15	0.015	0.22	0.23	0.034	0.026	0.013	0.55	NaN	NaN
ARM	21/12/2009	12	2009	Grab	S	0.505	NaN	3.1	50000	106.7	32740	32.74	24.94	8.09	0.0018	0.21	0.01	0.24	0.25	0.01	0.022	0.01	0.78	120	4
ARM	21/12/2009	12	2009	Grab	B	12.600	12.5	NaN	53100	70.7	35080	35.08	22.04	8.04	NaN	0.13	0.011	0.19	0.2	0.029	0.026	0.019	0.61	NaN	NaN
ARM	29/12/2009	12	2009	Grab	S	0.503	NaN	2.2	51000	101.9	33480	33.48	24.97	8.03	0.0028	0.2	0.01	0.26	0.26	0.01	0.033	0.01	0.75	120	4
ARM	29/12/2009	12	2009	Grab	B	11.500	12	NaN	53740	69.4	35530	35.53	23.15	7.99	NaN	0.12	0.01	0.16	0.16	0.028	0.027	0.016	0.55	NaN	NaN
NAR	15/12/2008	12	2008	Grab	S	0.573	NaN	1.3	44320	85.8	28620	28.62	24.66	7.87	0.0019	0.31	0.01	0.4	0.4	0.019	0.045	0.006	1.2	120	6
NAR	15/12/2008	12	2008	Grab	B	4.100	4.6	NaN	45420	82.1	29410	29.41	24.67	7.92	NaN	0.31	0.01	0.36	0.37	0.024	0.04	0.005	0.91	NaN	NaN
NAR	22/12/2008	12	2008	Grab	S	0.475	NaN	1.4	42520	89.6	27360	27.36	22.38	7.93	0.0032	0.35	0.01	0.43	0.43	0.01	0.05	0.007	1.6	120	7
NAR	22/12/2008	12	2008	Grab	B	3.800	4.3	NaN	47160	83.1	31000	31	22.75	8.01	NaN	0.25	0.01	0.31	0.31	0.019	0.043	0.011	0.99	NaN	NaN
NAR	29/12/2008	12	2008	Grab	S	0.503	NaN	1.4	43890	88.8	28280	28.28	25.95	7.81	0.0023	0.39	0.01	0.54	0.55	0.01	0.05	0.007	1.6	120	7
NAR	29/12/2008	12	2008	Grab	B	3.500	4	NaN	47820	78.3	31160	31.16	24.09	7.85	NaN	0.35	0.01	0.49	0.5	0.01	0.055	0.008	1.1	NaN	NaN
NAR	05/01/2009	01	2009	Grab	S	0.539	NaN	NaN	47090	89.8	30570	30.57	26.77	8.42	0.0023	0.31	0.01	0.43	0.43	0.01	0.046	0.007	1.4	120	2
NAR	05/01/2009	01	2009	Grab	B	4.000	4.5	NaN	50300	73.8	32930	32.93	26.01	8.47	NaN	0.24	0.01	0.36	0.36	0.01	0.05	0.01	1	NaN	NaN
NAR	12/01/2009	01	2009	Grab	S	0.513	NaN	NaN	48050	97.9	31250	31.25	27.35	7.84	0.0026	0.39	0.01	0.46	0.46	0.01	0.044	0.014	1.6	130	1.
NAR	12/01/2009	01	2009	Grab	B	3.800	4.3	NaN	49430	90.4	32280	32.28	26.78	7.86	NaN	0.31	0.01	0.44	0.44	0.01	0.051	0.015	1.4	NaN	NaN
NAR	19/01/2009	01	2009	Grab	S	0.489	NaN	1.2	49820	86.6	32630	32.63	23.73	7.86	0.005	0.31	0.01	0.41	0.42	0.01	0.052	0.017	1.8	130	7
NAR	19/01/2009	01	2009	Grab	B	4.000	4.5	NaN	50220	78.8	32930	32.93	23.46	7.85	NaN	0.32	0.011	0.39	0.41	0.017	0.052	0.018	1.8	NaN	NaN
NAR	27/01/2009	01	2009	Grab	S	0.535	NaN	1.2	50580	74.4	33140	33.14	26	7.92	0.0023	0.27	0.01	0.42	0.42	0.01	0.052	0.012	1.9	120	7
NAR	27/01/2009	01	2009	Grab	B	4.000	4.5	NaN	51520	71.5	33840	33.84	25.56	7.96	NaN	0.23	0.01	0.47	0.48	0.01	0.058	0.016	1.7	NaN	NaN
NAR	02/02/2009	02	2009	Grab	S	0.507	NaN	1.2	48550	110.4	31600	31.6	27.76	8.01	0.0055	0.34	0.01	0.64	0.64	0.01	0.083	0.016	2.1	130	5
NAR	02/02/2009	02	2009	Grab	B	4.000	4.5	NaN	52800	84.7	34760	34.76	26.81	7.99	NaN	0.24	0.01	0.35	0.35	0.01	0.055	0.016	1.4	NaN	NaN
NAR	09/02/2009	02	2009	Grab	S	0.511	NaN	1	47120	92.8	30680	30.68	22.44	7.97	0.004	0.37	0.01	0.58	0.58	0.01	0.059	0.016	1.9	130	8
NAR	09/02/2009	02	2009	Grab	B	3.300	3.8	NaN	48130	89.9	31420	31.42	22.42	8	NaN	0.36	0.01	0.55	0.55	0.01	0.055	0.017	1.8	NaN	NaN
NAR	16/02/2009	02	2009	Grab	S	0.502	NaN	1.2	51210	49.1	33640	33.64	24.23	8	0.0056	0.31	0.01	0.41	0.42	0.01	0.051	0.015	1.6	130	5
NAR	16/02/2009	02	2009	Grab	B	4.000	4.5	NaN	52110	40.3	34310	34.31	24.14	7.95	NaN	0.27	0.01	0.35	0.36	0.014	0.051	0.017	1.6	NaN	NaN
NAR	23/02/2009	02	2009	Grab	S	0.498	NaN	NaN	51210	87.3	33660	33.66	23.27	7.93	0.0062	0.31	0.01	0.47	0.48	0.01	0.062	0.017	2	130	6
NAR	23/02/2009	02	2009	Insitu	B	3.750	4.1	NaN	51610	80	33950	33.95	23.38	7.93	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NAR	02/03/2009	03	2009	Grab	S	0.509	NaN	1.2	50700	91.5	33320	33.32	20.62	7.95	0.0044	0.34	0.01	0.51	0.52	0.01	0.054	0.014	1.9	130	4
NAR	02/03/2009	03	2009	Grab	B	3.500	4	NaN	53220	83.5	35180	35.18	21.25	7.97	NaN	0.31	0.01	0.46	0.47	0.01	0.053	0.015	1.7	NaN	NaN
NAR	09/03/2009	03	2009	Grab	S	0.507	NaN	1.1	51790	87.2	34090	34.09	22.96	7.84	0.0044	0.31	0.01	0.43	0.43	0.01	0.055	0.018	1.8	130	4
NAR	09/03/2009	03	2009	Grab	B	4.000	4.5	NaN	53470	74.5	35340	35.34	22.68	7.89	NaN	0.29	0.01	0.37	0.38	0.026	0.052	0.018	1.7	NaN	NaN
NAR	16/03/2009	03	2009	Grab	S	0.514	NaN	1.3	53280	72.8	35200	35.2	22.56	7.84	0.0046	0.31	0.01	0.48	0.48	0.01	0.057	0.021	1.7	130	2
NAR	16/03/2009	03	2009	Grab	B	4.500	4.5	NaN	53960	67.2	35720	35.72	22.33	7.87	NaN	0.3	0.01	0.41	0.41	0.013	0.05	0.021	1.3	NaN	NaN
NAR	23/03/2009	03	2009	Grab	S	0.575	NaN	1.3	52580	84.1	34700	34.7	22.06	7.93	0.0044	0.35	0.01	0.46	0.47	0.01	0.056	0.019	1.9	130	2
NAR	23/03/2009	03	2009	Grab	B	4.000	4.5	NaN	54030	71	35770	35.77	22.03	7.91	NaN	0.28	0.01	0.45	0.45	0.01	0.056	0.021	1.4	NaN	NaN
NAR	30/03/2009	03	2009	Grab	S	0.516	NaN	0.8	52740	87.3	34820	34.82	21.68	7.87	0.0057	0.33	0.01	0.46	0.47	0.014	0.06	0.028	1.7	130	3
NAR	30/03/2009	03	2009	Grab	B	4.500	5	NaN	53220	85.4	35170	35.17	21.87	7.88	NaN	0.36	0.01	0.45	0.46	0.01	0.059	0.026	1.6	NaN	NaN
NAR	06/04/2009	04	2009	Grab	S	0.513	NaN	1	53200	92.6	35170	35.17	19.67	7.9	0.0028	0.32	0.01	0.39	0.4	0.011	0.042	0.018	1.6	130	4
NAR	06/04/2009	04	2009	Grab	B	4.000	4.5	NaN	53480	86.1	35380	35.38	19.54	7.9	NaN	0.33	0.01	0.44	0.45	0.017	0.047	0.018	1.5	NaN	NaN
NAR	14/04/2009	04	2009	Grab	S	0.599	NaN	1	53730	82	35560	35.56	20.24	7.85	0.0037	0.3	0.01	0.39	0.4	0.028	0.05	0.022	1.4	130	3
NAR	14/04/2009	04	2009	Grab	B	4.000	4.5	NaN	53960	80.5	35730	35.73	20.38	7.85	NaN	0.3	0.01	0.39	0.4	0.032	0.044	0.022	1.3	NaN	NaN
NAR	20/04/2009	04	2009	Grab	S	0.512	NaN	1.3	53520	90.8	35400	35.4	21.64	7.86	0.0035	0.25	0.01	0.38	0.38	0.01	0.043	0.019	1.5	130	4
NAR	20/04/2009	04	2009	Grab	B	4.000	4.5	NaN	54350	75.1	36020	36.02	21.12	7.84	NaN	0.23	0.01	0.32	0.33	0.026	0.042	0.021	1.3	NaN	NaN
NAR	27/04/2009	04	2009	Grab	S	0.527	NaN	1.2	54350	88.5	36030	36.03	20.16	7.9	0.005	0.24	0.01	0.36	0.37	0.021	0.043	0.027	1.5	130	8
NAR	27/04/2009	04	2009	Grab	B	4.000	4.5	NaN	54370	85.4	36030	36.03	19.99	7.88	NaN	0.24	0.01	0.35	0.36	0.019	0.043	0.028	1.5	NaN	NaN
NAR	04/05/2009	05	2009	Grab	S	0.516	NaN	1	54700	86	36290	36.29	19	7.83	0.0049	0.25	0.013	0.39	0.4	0.01	0.043	0.029	1.6	130	5
NAR	04/05/2009	05	2009	Grab	B	4.000	4.5	NaN	54820	83	36370	36.37	19.11	7.82	NaN	0.23	0.015	0.41	0.42	0.016	0.045	0.032	1.6	NaN	NaN
NAR	11/05/2009	05	2009	Grab	S	0.466	NaN	1.4	54230	77.4	35930	35.93	18.54	7.85	0.0035	0.25	0.014	0.33	0.34	0.012	0.039	0.02	1.6	130	4
NAR	11/05/2009	05	2009	Grab	B	4.500	5	NaN	54330	72	36010	36.01	18.51	7.85	NaN	0.28	0.016	0.36	0.38	0.016	0.035	0.026	1.6	NaN	NaN
NAR	18/05/2009	05	2009	Grab	S	0.501	NaN	1.4	56340	78.8	37500	37.5	17.7	7.88	0.0024	0.28	0.013	0.36	0.37	0.017	0.04	0.016	1.7	130	4
NAR	18/05/2009	05	2009	Grab	B	3.800	4.3	NaN	56330	78.1	37490	37.49	17.65	7.88	NaN	0.29	0.015	0.38	0.4	0.021	0.042	0.017	1.8	NaN	NaN
NAR	25/05/2009	05	2009	Grab	S	0.512	NaN	1.3	53600	89.3	35430	35.43	15.61	7.82	0.0027	0.27	0.022	0.34	0.36	0.027	0.035	0.016	1.4	130	3
NAR	25/05/2009	05	2009	Grab	B	4.000	5	NaN	53630	88.2	35440	35.44	15.64	7.82	NaN	0.27	0.023	0.32	0.34	0.03	0.034	0.021	1.4	NaN	NaN
NAR	02/06/2009	06	2009	Grab	S	0.565	NaN	2.5	51130	106	33610	33.61	16.03	7.96	0.0032	0.33	0.01	0.36	0.36	0.01	0.03	0.01	1.6	130	3
NAR	02/06/2009	06	2009	Grab	B	4.300	4.8	NaN	53780	70	35570	35.57	16.16	7.85	NaN	0.28	0.012	0.31	0.32	0.017	0.033	0.012	1.3	NaN	NaN
NAR	08/06/2009	06	2009	Grab	S	0.505	NaN	1.5	52760	90	34810	34.81	16	7.92	0.0033	0.3	0.013	0.35	0.36	0.01	0.035	0.01	1.3	130	3
NAR	08/06/2009	06	2009	Grab	B	4.300	4.8	NaN	52780	90.6	34820	34.82	16.06	7.91	NaN	0.29	0.013	0.36	0.37	0.01	0.038	0.01	1.2	NaN	NaN
NAR	15/06/2009	06	2009	Grab	S	0.500	NaN	2	48210	95.5	31450	31.45	14.68	7.93	0.0027	0.35	0.01	0.41	0.41	0.01	0.03	0.009	1.6	130	4
NAR	15/06/2009	06	2009	Grab	B	4.000	4.5	NaN	52750	73.5	34810	34.81	16.17	7.91	NaN	0.28	0.021	0.34	0.36	0.03	0.031	0.012	1.2	NaN	NaN
NAR	22/06/2009	06	2009	Grab	S	0.515	NaN	2	49740	74.5	32550	32.55	14.28	7.76	0.0012	0.24	0.02	0.28	0.3	0.028	0.031	0.014	1.4	130	3
NAR	22/06/2009	06	2009	Grab	B	4.500	5	NaN	51700	56.3	34000	34	14.99	7.8	NaN	0.22	0.016	0.25	0.27	0.025	0.029	0.012	1.1	NaN	NaN
NAR	30/06/2009	06	2009	Grab	S	0.494	NaN	1	45910	95	29750	29.75	13.3	7.92	0.0018	0.27	0.057	0.35	0.41	0.049	0.04	0.016	1.5	120	3
NAR	30/06/2009	06	2009	Grab	B	4.000	4.5	NaN	49500	88.6	32360	32.36	13.82	7.93	NaN	0.24	0.04	0.32	0.36	0.034	0.034	0.015	1.3	NaN	NaN
NAR	06/07/2009	07	2009	Grab	S	0.510	NaN	2	29000	93.5	17870	17.87	14.58	7.85	0.0027	0.34	0.33	0.43	0.76	0.038	0.036	0.016	2.2	110	6
NAR	06/07/2009	07	2009	Grab	B	5.000	5	NaN	51100	80.2	33630	33.63	14.88	7.89	NaN	0.22	0.042	0.27	0.31	0.023	0.027	0.017	1.2	NaN	NaN
NAR	13/07/2009	07	2009	Grab	S	0.514	NaN	1.5	19880	83.2	11880	11.88	12.18	7.52	0.0035	0.57	0.73	0.73	1.5	0.056	0.038	0.015	3.6	98	10
NAR	13/07/2009	07	2009	Grab	B	4.100	4.5	NaN	49170	56.4	32150	32.15	14.92	7.67	NaN	0.24	0.11	0.36	0.46	0.077	0.039	0.021	1.4	NaN	NaN
NAR	20/07/2009	07	2009	Grab	S	0.600	NaN	1.3	36590	91.9	23140	23.14	14.24	7.95	0.0022	0.27	0.24	0.31	0.55	0.032	0.015	0.005	1.7	110	6
NAR	20/07/2009	07	2009	Grab	B	4.500	5	NaN	38550	87.9	24530	24.53	14.69	7.93	NaN	0.24	0.21	0.31	0.52	0.039	0.008	0.005	1.7	NaN	NaN
NAR	27/07/2009	07	2009	Grab	S	0.509	NaN	0.3	6332	83.5	3470	3.47	12.44	7.4	0.0027	1.1	2.2	1.2	3.5	0.1	0.073	0.026	5	64	18
NAR	27/07/2009	07	2009	Grab	B	4.000	4.5	NaN	39790	35	25410	25.41	14.04	7.56	NaN	0.35	0.2	0.56	0.76	0.2	0.046	0.028	1.9	NaN	NaN
NAR	03/08/2009	08	2009	Grab	S	0.507	NaN	0.6	9390	116.1	5300	5.3	13.84	8.1	0.028	0.75	1.6	1.1	2.7	0.01	0.042	0.008	4.5	83	15
NAR	03/08/2009	08	2009	Grab	B	4.500	5	NaN	44920	35.2	29070	29.07	14.33	7.6	NaN	0.38	0.29	0.54	0.84	0.14	0.04	0.022	2.1	NaN	NaN
