Variable Name,Min Date,Max Date,Number of Samples
Cloud,07/11/2006 13:45:00,01/10/2019 11:58:00,800.000
SAL,07/11/2006 13:47:52,01/10/2019 12:00:36,5557.000
WQ_NIT_AMM,18/09/2007 12:25:00,05/05/2008 08:50:00,26.000
WQ_DIAG_OXY_OXY_SAT,07/11/2006 13:47:52,01/10/2019 12:00:36,5595.000
WQ_OXY_OXY,07/11/2006 13:47:52,01/10/2019 12:00:36,5589.000
WQ_CAR_PH,07/11/2006 13:47:52,01/10/2019 12:00:36,5571.000
WQ_PHS_FRP,18/09/2007 12:25:00,05/05/2008 08:50:00,26.000
WQ_SIL_RSI,18/09/2007 12:25:00,05/05/2008 08:50:00,26.000
TEMP,07/11/2006 13:47:52,01/10/2019 12:00:36,5571.000
Wind_Dir,07/11/2006 13:45:00,01/10/2019 11:58:00,600.000
Wind_Speed,07/11/2006 13:45:00,01/10/2019 11:58:00,784.000
