Date,Depth (m),Vx (m/s),Vy (m/s),Salinity (psu),Temperature (C),Oxygen (mg/L),Oxygen Saturation (%),TSS (mg/L),Turbidity (NTU),Light (W/m2),PAR (W/m2),
15-03-2018 00:00:00,0.00,0.0000,0.0000,24.3985,22.9821,6.2553,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2018 00:00:00,-0.25,0.0000,0.0000,24.3985,22.9821,6.2553,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2018 00:00:00,-0.50,0.0000,0.0000,24.3985,22.9821,6.2553,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2018 00:00:00,-0.75,0.0000,0.0000,24.3985,22.9821,6.2553,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2018 00:00:00,-1.00,0.0000,0.0000,24.3985,22.9821,6.2553,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2018 04:00:01,0.00,-0.0116,-0.0228,24.3972,22.4622,6.0636,80.8467,8.8490,1.9120,0.0000,0.0000,
15-03-2018 04:00:01,-0.25,-0.0120,-0.0225,24.3972,22.4704,6.0633,80.8544,8.8431,1.9102,0.0000,0.0000,
15-03-2018 04:00:01,-0.50,-0.0124,-0.0220,24.3972,22.4759,6.0629,80.8575,8.8361,1.9082,0.0000,0.0000,
15-03-2018 04:00:01,-0.75,-0.0127,-0.0213,24.3972,22.4801,6.0625,80.8576,8.7892,1.9036,0.0000,0.0000,
15-03-2018 08:00:01,0.00,0.0026,0.0072,24.3967,21.9540,5.8366,77.0999,9.8079,2.3525,23.5831,10.6124,
15-03-2018 08:00:01,-0.25,0.0018,0.0069,24.3967,21.9637,5.8356,77.1008,9.8070,2.3527,19.0828,8.5873,
15-03-2018 08:00:01,-0.50,0.0012,0.0066,24.3966,21.9694,5.8345,77.0943,9.8060,2.3529,15.4311,6.9440,
15-03-2018 08:00:01,-0.75,0.0004,0.0064,24.3966,21.9737,5.8332,77.0827,9.7383,2.3492,12.4806,5.6163,
15-03-2018 12:00:00,0.00,0.0168,0.0208,24.3983,22.3631,5.8762,78.2070,8.1462,1.8810,521.4229,234.6403,
15-03-2018 12:00:00,-0.25,0.0113,0.0186,24.3979,22.3581,5.8717,78.1392,8.0989,1.8669,433.1708,194.9268,
15-03-2018 12:00:00,-0.50,0.0072,0.0168,24.3972,22.3327,5.8595,77.9411,8.0163,1.8460,359.4417,161.7488,
15-03-2018 12:00:00,-0.75,0.0043,0.0149,24.3967,22.2935,5.8434,77.6714,7.8814,1.8283,298.1565,134.1704,
15-03-2018 16:00:02,0.00,0.0050,0.0132,24.4056,23.5504,6.0642,82.4632,7.4311,1.7590,549.7918,247.4063,
15-03-2018 16:00:02,-0.25,0.0017,0.0091,24.4051,23.5508,6.0631,82.4484,7.4210,1.7588,460.0095,207.0043,
15-03-2018 16:00:02,-0.50,0.0001,0.0048,24.4040,23.5238,6.0580,82.3390,7.4063,1.7634,383.9886,172.7949,
15-03-2018 16:00:02,-0.75,-0.0000,0.0016,24.4030,23.4822,6.0521,82.1961,7.3769,1.7727,319.9014,143.9556,
15-03-2018 20:00:01,0.00,0.0126,0.0248,24.4055,23.3010,6.0393,81.7573,6.9681,1.6846,3.4787,1.5654,
15-03-2018 20:00:01,-0.25,0.0120,0.0241,24.4054,23.3100,6.0385,81.7603,6.9682,1.6846,2.9323,1.3195,
15-03-2018 20:00:01,-0.50,0.0115,0.0235,24.4053,23.3165,6.0377,81.7588,6.9684,1.6846,2.4603,1.1071,
15-03-2018 20:00:01,-0.75,0.0111,0.0228,24.4053,23.3213,6.0368,81.7530,6.9586,1.6840,2.0562,0.9253,
15-03-2018 20:00:01,-1.00,0.0106,0.0218,24.4052,23.3255,6.0356,81.7431,6.9216,1.6818,1.7200,0.7740,
16-03-2018 00:00:01,0.00,0.0037,0.0000,24.4064,22.8734,5.9485,79.9099,6.2219,1.5161,0.0000,0.0000,
16-03-2018 00:00:01,-0.25,0.0028,0.0006,24.4065,22.8797,5.9472,79.9018,6.2191,1.5154,0.0000,0.0000,
16-03-2018 00:00:01,-0.50,0.0015,0.0013,24.4065,22.8837,5.9452,79.8807,6.2151,1.5147,0.0000,0.0000,
