Variable Name,Min Date,Max Date,Number of Samples
WQ_DIAG_TOT_TN,17/11/2009 23:40:00,20/06/2014 08:45:00,88.000
WQ_DIAG_TOT_TP,17/11/2009 23:40:00,20/06/2014 08:45:00,89.000
WQ_DIAG_TOT_TSS,17/11/2009 23:40:00,20/06/2014 08:45:00,86.000
WQ_DIAG_TOT_TURBIDITY,17/11/2009 23:40:00,20/06/2014 08:45:00,88.000
Flow,17/06/2009 00:00:00,27/07/2017 00:00:00,2896.000
minFlow,16/06/2009 00:00:00,27/07/2017 00:00:00,2903.000
Flow_ML,17/06/2009 00:00:00,27/07/2017 00:00:00,2896.000
Level,17/06/2009 00:00:00,27/07/2017 00:00:00,2907.000
