BLA	12.57	5.56	5.59	8.19
ARM	11.79	11.00	8.85	9.46
NAR	31.47	19.73	19.24	28.72
STJ	38.49	15.06	11.89	23.74
KIN 	32.51	23.56	11.82	24.07
SUC	28.22	19.23	14.17	23.19
