Variable Name,Min Date,Max Date,Number of Samples
Cloud,15/05/2009 12:52:00,04/06/2009 09:05:00,6.000
SAL,15/05/2009 12:51:00,04/06/2009 09:11:19,44.000
WQ_DIAG_OXY_OXY_SAT,15/05/2009 12:51:00,04/06/2009 09:11:19,44.000
WQ_OXY_OXY,15/05/2009 12:51:00,04/06/2009 09:11:19,44.000
WQ_CAR_PH,15/05/2009 12:51:00,04/06/2009 09:11:19,44.000
TEMP,15/05/2009 12:51:00,04/06/2009 09:11:19,44.000
Wind_Dir,15/05/2009 12:52:00,26/05/2009 11:00:00,3.000
Wind_Speed,15/05/2009 12:52:00,04/06/2009 09:05:00,6.000
