ID,wl,U,V,Sal,Temp,TRACE_1,x,y
2599,-20.0,0,0,20,18,0,402212.81134442,6469801.0590475
2600,-20.0,0,0,20,18,0,402209.39233333,6469806.34
2601,-20.0,0,0,20,18,0,402216.58661891,6469795.235303201
2602,-20.0,0,0,20,18,0,402207.63633333,6469774.9933333
2603,-20.0,0,0,20,18,0,402213.00733333,6469781.08
2604,-20.0,0,0,20,18,0,402215.81003461,6469785.8904246
2605,-20.0,0,0,20,18,0,402211.44769442,6469772.2918024
2606,-20.0,0,0,20,18,0,402215.99027701,6469777.129683
2607,-20.0,0,0,20,18,0,402206.95086704,6469767.5234549
2608,-20.0,0,0,20,18,0,402220.53844111,6469790.7804347
2609,-20.0,0,0,20,18,0,402203.33366371,6469749.7132968
2610,-20.0,0,0,20,18,0,402205.2348235,6469747.801859
2611,-20.0,0,0,20,18,0,401758.80491044,6470323.2896468
2612,-20.0,0,0,20,18,0,401731.116,6470326.8633333
2613,-20.0,0,0,20,18,0,401726.97966667,6470347.0366667
2614,-20.0,0,0,20,18,0,401703.98340172,6470363.371263401
2615,-20.0,0,0,20,18,0,401677.57325417,6470390.6099132
2616,0.81,0,0,20,18,0,401585.4750148,6470300.197758
2617,0.81,0,0,20,18,0,401596.00911018,6470322.7258745
2618,0.81,0,0,20,18,0,401606.54499977,6470345.2491848
2619,0.81,0,0,20,18,0,401617.07836766,6470367.775756599
2620,0.81,0,0,20,18,0,401627.61361284,6470390.3024027
2621,-20.0,0,0,20,18,0,401657.93733333,6470412.85
2622,-20.0,0,0,20,18,0,401636.10466667,6470411.2133333
2623,-20.0,0,0,20,18,0,401804.99,6470307.1633333
2624,-20.0,0,0,20,18,0,401787.71887174,6470332.2685714
2625,-20.0,0,0,20,18,0,402334.1577107,6469554.0765023
2626,-20.0,0,0,20,18,0,402333.90133333,6469561.0866667
2627,-20.0,0,0,20,18,0,402338.53190291,6469546.0300947
2628,-20.0,0,0,20,18,0,402349.62602651,6469503.417054401
2629,-20.0,0,0,20,18,0,402355.36295265,6469514.0084082
2630,-20.0,0,0,20,18,0,402349.21066667,6469528.2066667
2631,-20.0,0,0,20,18,0,402344.10766667,6469534.0833333
2632,-20.0,0,0,20,18,0,402363.13569014,6469523.539475299
2633,-20.0,0,0,20,18,0,402356.891,6469529.7833333
2634,-20.0,0,0,20,18,0,402345.45166667,6469540.96
2635,0.81,0,0,20,18,0,402341.58281495,6469608.213495299
2636,0.81,0,0,20,18,0,402347.47138781,6469619.6082573
2637,-20.0,0,0,20,18,0,402340.29415337,6469565.9940807
2638,-20.0,0,0,20,18,0,402335.63866667,6469572.0666667
2639,0.81,0,0,20,18,0,402339.71883022,6469580.224991599
2640,0.81,0,0,20,18,0,402345.97283308,6469591.30511
2641,0.81,0,0,20,18,0,402352.22760273,6469602.387408
2642,0.81,0,0,20,18,0,402299.40075712,6469658.388325499
2643,0.81,0,0,20,18,0,402312.86888414,6469651.4918293
2644,0.81,0,0,20,18,0,402326.34886445,6469644.623418599
2645,0.81,0,0,20,18,0,402339.84959587,6469637.7998657
2646,0.81,0,0,20,18,0,402353.35980686,6469631.003085599
2647,-20.0,0,0,20,18,0,402304.80218992,6469669.5712946
2648,-20.0,0,0,20,18,0,402216.11633333,6469733.2833333
2649,-20.0,0,0,20,18,0,402213.12867717,6469735.818385599
2650,-20.0,0,0,20,18,0,402220.4769406,6469734.9675916
2651,-20.0,0,0,20,18,0,402210.201,6469738.5333333
2652,-20.0,0,0,20,18,0,402207.45566667,6469738.0766667
2653,-20.0,0,0,20,18,0,402205.60828499,6469740.3232911
2654,-20.0,0,0,20,18,0,402203.65746711,6469742.201556
2655,-20.0,0,0,20,18,0,402254.1000566,6469724.3385237
2656,-20.0,0,0,20,18,0,402260.81866667,6469724.4166667
2657,-20.0,0,0,20,18,0,402281.16852643,6469706.5763358
2658,-20.0,0,0,20,18,0,402290.38487815,6469702.9599512005
2659,-20.0,0,0,20,18,0,402277.54044278,6469718.2147552
2660,-20.0,0,0,20,18,0,402271.054,6469721.8366667
2661,-20.0,0,0,20,18,0,402285.69582245,6469714.446816
2662,-20.0,0,0,20,18,0,402270.7105028,6469728.940684
2663,-20.0,0,0,20,18,0,402262.23199295,6469730.9240249
2664,-20.0,0,0,20,18,0,402229.12674961,6469734.3658972
2665,-20.0,0,0,20,18,0,402224.346,6469737.1933333
2666,-20.0,0,0,20,18,0,402235.138,6469732.19
2667,-20.0,0,0,20,18,0,402246.11114769,6469732.774177
2668,-20.0,0,0,20,18,0,402239.00462393,6469735.6013086
2669,-20.0,0,0,20,18,0,402253.9023157,6469732.268287
2670,-20.0,0,0,20,18,0,402207.13469052,6469745.888263299
2671,-20.0,0,0,20,18,0,402299.14566667,6469683.6233333
2672,-20.0,0,0,20,18,0,402296.18366667,6469690.31
2673,-20.0,0,0,20,18,0,402308.55083449,6469680.9088936
2674,-20.0,0,0,20,18,0,402300.42344849,6469697.6276729
2675,-20.0,0,0,20,18,0,402198.6787744,6469820.2571126
2676,-20.0,0,0,20,18,0,402205.29408852,6469815.3938133
2677,-20.0,0,0,20,18,0,402198.5245131,6469832.2992358
2678,-20.0,0,0,20,18,0,402193.47625714,6469838.921079401
2679,-20.0,0,0,20,18,0,402203.18888573,6469825.807365799
2680,-20.0,0,0,20,18,0,402208.17644099,6469925.7157622
2681,-20.0,0,0,20,18,0,402196.478,6469916.5466667
2682,-20.0,0,0,20,18,0,402201.28333333,6469915.5366667
2683,-20.0,0,0,20,18,0,402205.65,6469918.1966667
2684,-20.0,0,0,20,18,0,402193.48233333,6469911.51
2685,-20.0,0,0,20,18,0,402224.44990085,6469930.6307008
2686,-20.0,0,0,20,18,0,402231.19272904,6469941.363381701
2687,-20.0,0,0,20,18,0,402215.88166667,6469921.3633333
2688,-20.0,0,0,20,18,0,402221.812,6469921.2633333
2689,-20.0,0,0,20,18,0,402175.8829136,6469870.3087138
2690,-20.0,0,0,20,18,0,402174.88966667,6469894.1233333
2691,-20.0,0,0,20,18,0,402175.95866667,6469898.38
2692,-20.0,0,0,20,18,0,402177.209,6469888.1866667
2693,-20.0,0,0,20,18,0,402178.08266667,6469891.6766667
2694,-20.0,0,0,20,18,0,402175.81533333,6469878.3466667
2695,-20.0,0,0,20,18,0,402177.48034755,6469882.123465099
2696,-20.0,0,0,20,18,0,402180.69717091,6469886.6580669
2697,-20.0,0,0,20,18,0,402179.19413592,6469874.296260701
2698,-20.0,0,0,20,18,0,402181.26137401,6469899.0062832
2699,-20.0,0,0,20,18,0,402181.36533766,6469865.3223742
2700,-20.0,0,0,20,18,0,402187.41861713,6469861.932814
2701,-20.0,0,0,20,18,0,402193.11266667,6469848.9533333
2702,-20.0,0,0,20,18,0,402192.90775597,6469854.7047887
2703,-20.0,0,0,20,18,0,402193.78143505,6469861.177628799
2704,-20.0,0,0,20,18,0,402199.69250155,6469842.2531513
2705,-20.0,0,0,20,18,0,402197.27966667,6469847.3
2706,-20.0,0,0,20,18,0,402186.51233333,6469906.0
2707,-20.0,0,0,20,18,0,402186.10666667,6469898.49
2708,-20.0,0,0,20,18,0,402189.4782289,6469902.0719833
2709,-20.0,0,0,20,18,0,402194.43966667,6469904.04
2710,-20.0,0,0,20,18,0,402195.95133333,6469907.5966667
2711,-20.0,0,0,20,18,0,402205.291,6469756.34
2712,-20.0,0,0,20,18,0,402207.81173371,6469760.3049198
2713,-20.0,0,0,20,18,0,402207.11656946,6469753.9329412
2714,-20.0,0,0,20,18,0,402211.87342476,6469764.6915319
2715,-20.0,0,0,20,18,0,402212.31725435,6469811.6487891
2716,-20.0,0,0,20,18,0,402218.19166667,6469804.4566667
2717,-20.0,0,0,20,18,0,402217.60766667,6469808.8066667
2718,-20.0,0,0,20,18,0,402222.6052772,6469796.899172701
2719,-20.0,0,0,20,18,0,402223.4736791,6469803.1457556
2720,-20.0,0,0,20,18,0,402220.38969442,6469781.795134599
2721,-20.0,0,0,20,18,0,402224.60043066,6469786.9688915005
2722,-20.0,0,0,20,18,0,402215.81760535,6469769.020856501
2723,-20.0,0,0,20,18,0,402219.95817153,6469773.447399099
2724,-20.0,0,0,20,18,0,402224.04678163,6469777.6984191
2725,-20.0,0,0,20,18,0,402229.25250855,6469791.6135154
2726,-20.0,0,0,20,18,0,402227.24933333,6469796.1433333
2727,-20.0,0,0,20,18,0,402208.84564396,6469752.1827634005
2728,-20.0,0,0,20,18,0,402211.31879163,6469749.682734299
2729,-20.0,0,0,20,18,0,402210.814,6469751.7
2730,-20.0,0,0,20,18,0,401747.36927979,6470357.982810901
2731,-20.0,0,0,20,18,0,401772.48616217,6470365.7744202
2732,-20.0,0,0,20,18,0,401726.818482,6470385.393705901
2733,-20.0,0,0,20,18,0,401705.31464277,6470411.4800101
2734,-20.0,0,0,20,18,0,401686.4743858,6470442.0193046
2735,-20.0,0,0,20,18,0,401662.40366667,6470433.9066667
2736,0.81,0,0,20,18,0,401560.59741953,6470319.5882405
2737,0.81,0,0,20,18,0,401568.5629755,6470341.708433799
2738,0.81,0,0,20,18,0,401576.52787752,6470363.826121599
2739,0.81,0,0,20,18,0,401584.49413571,6470385.941920299
2740,0.81,0,0,20,18,0,401592.45924154,6470408.0605314
2741,-20.0,0,0,20,18,0,401624.23566667,6470429.4833333
2742,-20.0,0,0,20,18,0,401598.75860602,6470433.147061599
2743,-20.0,0,0,20,18,0,401637.48266908,6470449.9339597
2744,-20.0,0,0,20,18,0,402343.66041898,6469553.4233694
2745,-20.0,0,0,20,18,0,402347.37817808,6469560.682373201
2746,-20.0,0,0,20,18,0,402351.75733333,6469543.4733333
2747,-20.0,0,0,20,18,0,402350.68833333,6469549.8066667
2748,-20.0,0,0,20,18,0,402362.94342049,6469498.4684213
2749,-20.0,0,0,20,18,0,402367.49629444,6469508.9677783
2750,-20.0,0,0,20,18,0,402373.16124221,6469517.8741387
2751,-20.0,0,0,20,18,0,402359.34707573,6469538.8572734
2752,-20.0,0,0,20,18,0,402371.61420246,6469531.114010201
2753,-20.0,0,0,20,18,0,402366.987,6469537.0566667
2754,-20.0,0,0,20,18,0,402379.21835939,6469525.164708401
2755,0.81,0,0,20,18,0,402358.4825933,6469613.4666142
2756,0.81,0,0,20,18,0,402364.73750707,6469624.5495833
2757,0.81,0,0,20,18,0,402346.82166832,6469574.8415762
2758,0.81,0,0,20,18,0,402353.92449461,6469569.4534835
2759,0.81,0,0,20,18,0,402353.58673333,6469585.7354224995
2760,0.81,0,0,20,18,0,402360.35212714,6469596.632828799
2761,0.81,0,0,20,18,0,402367.11750369,6469607.528725
2762,-20.0,0,0,20,18,0,402317.43124465,6469663.3532458
2763,-20.0,0,0,20,18,0,402330.57757782,6469656.1561266
2764,-20.0,0,0,20,18,0,402343.83302089,6469649.7349291
2765,-20.0,0,0,20,18,0,402358.11666667,6469640.2933333
2766,-20.0,0,0,20,18,0,402353.96766667,6469647.35
2767,-20.0,0,0,20,18,0,402371.74744302,6469633.654884299
2768,-20.0,0,0,20,18,0,402365.63566667,6469640.46
2769,-20.0,0,0,20,18,0,402321.823,6469672.4133333
2770,-20.0,0,0,20,18,0,402318.036,6469679.2066667
2771,-20.0,0,0,20,18,0,402217.14263702,6469739.5392059
2772,-20.0,0,0,20,18,0,402212.2861379,6469742.009275
2773,-20.0,0,0,20,18,0,402224.00822064,6469742.4509656
2774,-20.0,0,0,20,18,0,402219.50933333,6469742.8833333
2775,-20.0,0,0,20,18,0,402209.03600519,6469743.9767517
2776,-20.0,0,0,20,18,0,402295.12694893,6469711.1494099
2777,-20.0,0,0,20,18,0,402303.85010478,6469707.1076249
2778,-20.0,0,0,20,18,0,402283.01044676,6469725.0768666
2779,-20.0,0,0,20,18,0,402277.79866667,6469728.9233333
2780,-20.0,0,0,20,18,0,402290.76367835,6469721.693158
2781,-20.0,0,0,20,18,0,402297.12566667,6469718.0866667
2782,-20.0,0,0,20,18,0,402271.84290229,6469736.992623599
2783,-20.0,0,0,20,18,0,402267.03433333,6469739.7066667
2784,-20.0,0,0,20,18,0,402261.58088823,6469739.281068
2785,-20.0,0,0,20,18,0,402279.47356102,6469734.4843106
2786,-20.0,0,0,20,18,0,402254.54035473,6469739.7065321
2787,-20.0,0,0,20,18,0,402233.05062424,6469739.753836401
2788,-20.0,0,0,20,18,0,402229.135,6469742.7166667
2789,-20.0,0,0,20,18,0,402247.34599686,6469739.877958401
2790,-20.0,0,0,20,18,0,402242.16566667,6469740.1
2791,-20.0,0,0,20,18,0,402238.68854247,6469743.788049299
2792,-20.0,0,0,20,18,0,402213.04845011,6469747.93149
2793,-20.0,0,0,20,18,0,402310.28117705,6469692.9372159
2794,-20.0,0,0,20,18,0,402322.165,6469685.64
2795,-20.0,0,0,20,18,0,402318.70533333,6469691.5533333
2796,-20.0,0,0,20,18,0,402312.56599491,6469702.7881795
2797,-20.0,0,0,20,18,0,402207.43466667,6469820.8666667
2798,-20.0,0,0,20,18,0,402216.08669214,6469817.6350080995
2799,-20.0,0,0,20,18,0,402211.80167287,6469823.0038661
2800,-20.0,0,0,20,18,0,402204.17076924,6469836.3097147
2801,-20.0,0,0,20,18,0,402208.10961091,6469830.218906599
2802,-20.0,0,0,20,18,0,402209.39933333,6469914.8933333
2803,-20.0,0,0,20,18,0,402215.04535182,6469914.702753799
2804,-20.0,0,0,20,18,0,402200.234,6469908.2866667
2805,-20.0,0,0,20,18,0,402202.57033333,6469911.19
2806,-20.0,0,0,20,18,0,402207.68466173,6469909.780149099
2807,-20.0,0,0,20,18,0,402234.417,6469924.6966667
2808,-20.0,0,0,20,18,0,402242.76777306,6469931.0004092
2809,-20.0,0,0,20,18,0,402225.68466667,6469915.0533333
2810,-20.0,0,0,20,18,0,402231.43066667,6469913.9933333
2811,-20.0,0,0,20,18,0,402236.12133333,6469918.0733333
2812,-20.0,0,0,20,18,0,402222.46974476,6469910.8115822
2813,-20.0,0,0,20,18,0,402183.67584718,6469870.1082155
2814,-20.0,0,0,20,18,0,402181.41133333,6469893.6133333
2815,-20.0,0,0,20,18,0,402184.64487222,6469891.014646499
2816,-20.0,0,0,20,18,0,402182.72381888,6469877.0385555
2817,-20.0,0,0,20,18,0,402181.04866667,6469880.6866667
2818,-20.0,0,0,20,18,0,402183.475,6469882.06
2819,-20.0,0,0,20,18,0,402185.26290877,6469884.7588231
2820,-20.0,0,0,20,18,0,402188.65538315,6469887.9075579
2821,-20.0,0,0,20,18,0,402186.71469447,6469873.6321057
2822,-20.0,0,0,20,18,0,402188.6232307,6469894.4573792
2823,-20.0,0,0,20,18,0,402189.18195786,6469867.2062582
2824,-20.0,0,0,20,18,0,402193.68433333,6469865.7833333
2825,-20.0,0,0,20,18,0,402201.32631229,6469850.3322022995
2826,-20.0,0,0,20,18,0,402198.27433333,6469854.6666667
2827,-20.0,0,0,20,18,0,402201.55917911,6469857.6485072
2828,-20.0,0,0,20,18,0,402198.678,6469861.4366667
2829,-20.0,0,0,20,18,0,402200.68184775,6469865.9691567
2830,-20.0,0,0,20,18,0,402196.48072645,6469869.2702855
2831,-20.0,0,0,20,18,0,402205.49285291,6469845.1728418
2832,-20.0,0,0,20,18,0,402208.96648708,6469840.1468758
2833,-20.0,0,0,20,18,0,402193.00223427,6469897.4671813
2834,-20.0,0,0,20,18,0,402196.98845667,6469900.8025368
2835,-20.0,0,0,20,18,0,402200.85,6469902.7166667
2836,-20.0,0,0,20,18,0,402202.25266667,6469905.4666667
2837,-20.0,0,0,20,18,0,402211.03685647,6469758.3135936
2838,-20.0,0,0,20,18,0,402214.98357097,6469762.518763599
2839,-20.0,0,0,20,18,0,402212.58161937,6469756.743778501
2840,-20.0,0,0,20,18,0,402218.93678033,6469766.7268308
2841,-20.0,0,0,20,18,0,402221.31183265,6469812.452192
2842,-20.0,0,0,20,18,0,402225.32533333,6469808.37
2843,-20.0,0,0,20,18,0,402229.75510027,6469800.5934397
2844,-20.0,0,0,20,18,0,402232.11266667,6469804.9266667
2845,-20.0,0,0,20,18,0,402229.87086975,6469809.5302893
2846,-20.0,0,0,20,18,0,402228.18561467,6469782.3808127
2847,-20.0,0,0,20,18,0,402232.28036435,6469786.5932792
2848,-20.0,0,0,20,18,0,402222.89441527,6469770.935581099
2849,-20.0,0,0,20,18,0,402226.84898653,6469775.1429116
2850,-20.0,0,0,20,18,0,402230.80727142,6469779.3554411
2851,-20.0,0,0,20,18,0,402233.623,6469794.0766667
2852,-20.0,0,0,20,18,0,402233.91633333,6469797.6633333
2853,-20.0,0,0,20,18,0,402236.45370042,6469790.9662716
2854,-20.0,0,0,20,18,0,402214.12625771,6469755.1736658
2855,-20.0,0,0,20,18,0,402215.67127104,6469753.603652299
2856,-20.0,0,0,20,18,0,402217.2148872,6469752.0298927
2857,-20.0,0,0,20,18,0,401754.32792292,6470396.8779159
2858,-20.0,0,0,20,18,0,401734.61516367,6470425.7033171
2859,-20.0,0,0,20,18,0,401717.01246811,6470456.1416935995
2860,-20.0,0,0,20,18,0,401675.96660986,6470475.603554401
2861,-20.0,0,0,20,18,0,401649.54266667,6470469.57
2862,-20.0,0,0,20,18,0,401704.00076913,6470489.313766001
2863,0.81,0,0,20,18,0,401523.88402662,6470340.7887766
2864,0.81,0,0,20,18,0,401532.93172661,6470361.0729499
2865,0.81,0,0,20,18,0,401541.97819631,6470381.348246201
2866,0.81,0,0,20,18,0,401551.01870742,6470401.616937099
2867,0.81,0,0,20,18,0,401560.05487695,6470421.874802
2868,-20.0,0,0,20,18,0,401568.9790528,6470446.3444126
2869,-20.0,0,0,20,18,0,401605.77605332,6470462.5061813
2870,-20.0,0,0,20,18,0,401577.68358196,6470473.811715701
2871,-20.0,0,0,20,18,0,401638.018,6470485.3033333
2872,-20.0,0,0,20,18,0,401614.71941297,6470486.964025401
2873,-20.0,0,0,20,18,0,402355.2433312,6469554.6221415
2874,0.81,0,0,20,18,0,402361.01562614,6469564.0539677
2875,-20.0,0,0,20,18,0,402362.16649967,6469549.062891901
2876,-20.0,0,0,20,18,0,402375.88512479,6469493.2081914
2877,-20.0,0,0,20,18,0,402379.67585652,6469503.9397189
2878,-20.0,0,0,20,18,0,402384.47028594,6469513.451613
2879,-20.0,0,0,20,18,0,402386.30166667,6469520.9766667
2880,-20.0,0,0,20,18,0,402369.29814068,6469543.859516099
2881,-20.0,0,0,20,18,0,402378.7699223,6469536.054480901
2882,-20.0,0,0,20,18,0,402375.339,6469541.0966667
2883,-20.0,0,0,20,18,0,402384.79222589,6469531.122922701
2884,-20.0,0,0,20,18,0,402391.193,6469523.56
2885,-20.0,0,0,20,18,0,402390.86533333,6469528.29
2886,0.81,0,0,20,18,0,402373.88316398,6469618.4266137
2887,-20.0,0,0,20,18,0,402380.75869152,6469627.1550369
2888,0.81,0,0,20,18,0,402361.20042033,6469580.1674165
2889,0.81,0,0,20,18,0,402368.80485901,6469574.5844512
2890,0.81,0,0,20,18,0,402368.47652009,6469590.8797485
2891,0.81,0,0,20,18,0,402375.75304695,6469601.5909648
2892,0.81,0,0,20,18,0,402383.02903444,6469612.305471799
2893,-20.0,0,0,20,18,0,402334.20866667,6469665.79
2894,-20.0,0,0,20,18,0,402330.03866667,6469672.7866667
2895,-20.0,0,0,20,18,0,402346.084,6469660.1733333
2896,-20.0,0,0,20,18,0,402341.928,6469666.7166667
2897,-20.0,0,0,20,18,0,402359.55100003,6469655.0832724
2898,-20.0,0,0,20,18,0,402353.06166667,6469661.6633333
2899,-20.0,0,0,20,18,0,402369.19395541,6469648.3194895
2900,-20.0,0,0,20,18,0,402378.24027762,6469641.4052969
2901,-20.0,0,0,20,18,0,402386.41894591,6469634.9660769
2902,-20.0,0,0,20,18,0,402333.51666667,6469679.7833333
2903,-20.0,0,0,20,18,0,402329.43,6469685.8433333
2904,-20.0,0,0,20,18,0,402216.3372059,6469745.906441299
2905,-20.0,0,0,20,18,0,402223.96033333,6469747.4366667
2906,-20.0,0,0,20,18,0,402220.32033086,6469749.8398922
2907,-20.0,0,0,20,18,0,402230.396,6469746.1466667
2908,-20.0,0,0,20,18,0,402227.357,6469748.54
2909,-20.0,0,0,20,18,0,402308.15630031,6469714.8237238
2910,-20.0,0,0,20,18,0,402302.99790211,6469721.4571419
2911,-20.0,0,0,20,18,0,402315.62155284,6469710.347943599
2912,-20.0,0,0,20,18,0,402286.83239094,6469731.500748
2913,-20.0,0,0,20,18,0,402293.95430044,6469728.5499188
2914,-20.0,0,0,20,18,0,402300.16433333,6469727.7966667
2915,-20.0,0,0,20,18,0,402274.00136346,6469743.7274771
2916,-20.0,0,0,20,18,0,402267.52409336,6469745.736085201
2917,-20.0,0,0,20,18,0,402281.48966667,6469739.6433333
2918,-20.0,0,0,20,18,0,402279.05233333,6469743.05
2919,-20.0,0,0,20,18,0,402261.978,6469745.67
2920,-20.0,0,0,20,18,0,402258.48534581,6469749.1130497
2921,-20.0,0,0,20,18,0,402253.96533333,6469745.55
2922,-20.0,0,0,20,18,0,402289.13766667,6469736.2966667
2923,-20.0,0,0,20,18,0,402287.11843237,6469741.1956795
2924,-20.0,0,0,20,18,0,402248.86575167,6469746.3724324005
2925,-20.0,0,0,20,18,0,402234.68583089,6469748.4025491
2926,-20.0,0,0,20,18,0,402242.89293626,6469748.646116599
2927,-20.0,0,0,20,18,0,402238.747,6469751.24
2928,-20.0,0,0,20,18,0,402321.9101979,6469698.8594055
2929,-20.0,0,0,20,18,0,402332.783,6469691.7733333
2930,-20.0,0,0,20,18,0,402329.72533333,6469697.1566667
2931,-20.0,0,0,20,18,0,402323.79652961,6469707.544695599
2932,-20.0,0,0,20,18,0,402220.04637884,6469822.2371771
2933,-20.0,0,0,20,18,0,402215.97899186,6469827.572127099
2934,-20.0,0,0,20,18,0,402224.62157363,6469817.3176037995
2935,-20.0,0,0,20,18,0,402212.47433333,6469831.8966667
2936,-20.0,0,0,20,18,0,402213.95709449,6469836.416814799
2937,-20.0,0,0,20,18,0,402211.217,6469907.9166667
2938,-20.0,0,0,20,18,0,402214.328,6469909.6866667
2939,-20.0,0,0,20,18,0,402216.323,6469907.2733333
2940,-20.0,0,0,20,18,0,402219.61133333,6469907.2
2941,-20.0,0,0,20,18,0,402205.65266667,6469905.7333333
2942,-20.0,0,0,20,18,0,402206.71966667,6469902.9466667
2943,-20.0,0,0,20,18,0,402209.617,6469902.3933333
2944,-20.0,0,0,20,18,0,402211.57666667,6469904.57
2945,-20.0,0,0,20,18,0,402244.4735133,6469914.2068223
2946,-20.0,0,0,20,18,0,402249.68233333,6469921.78
2947,-20.0,0,0,20,18,0,402257.87266667,6469920.6733333
2948,-20.0,0,0,20,18,0,402226.92066667,6469906.83
2949,-20.0,0,0,20,18,0,402232.98834905,6469907.7916113
2950,-20.0,0,0,20,18,0,402239.387,6469907.7133333
2951,-20.0,0,0,20,18,0,402220.91733333,6469904.1433333
2952,-20.0,0,0,20,18,0,402225.31924747,6469902.746271799
2953,-20.0,0,0,20,18,0,402190.23233333,6469871.14
2954,-20.0,0,0,20,18,0,402192.37309355,6469891.0493879
2955,-20.0,0,0,20,18,0,402186.38783149,6469879.3535257
2956,-20.0,0,0,20,18,0,402189.01466667,6469876.4333333
2957,-20.0,0,0,20,18,0,402189.67960242,6469882.1664402
2958,-20.0,0,0,20,18,0,402192.58717203,6469885.3769002
2959,-20.0,0,0,20,18,0,402195.99694095,6469888.3889333
2960,-20.0,0,0,20,18,0,402193.04366667,6469871.9533333
2961,-20.0,0,0,20,18,0,402192.81449035,6469876.008961099
2962,-20.0,0,0,20,18,0,402196.21594161,6469894.2261902
2963,-20.0,0,0,20,18,0,402206.11105107,6469853.1903313
2964,-20.0,0,0,20,18,0,402210.00831663,6469848.585030099
2965,-20.0,0,0,20,18,0,402206.40381576,6469860.369793
2966,-20.0,0,0,20,18,0,402204.35,6469864.0766667
2967,-20.0,0,0,20,18,0,402209.920067,6469856.366481
2968,-20.0,0,0,20,18,0,402203.61218358,6469870.174642201
2969,-20.0,0,0,20,18,0,402201.09233333,6469873.1733333
2970,-20.0,0,0,20,18,0,402198.27766667,6469873.1666667
2971,-20.0,0,0,20,18,0,402207.03265403,6469866.567099201
2972,-20.0,0,0,20,18,0,402196.52833333,6469875.6466667
2973,-20.0,0,0,20,18,0,402213.37226045,6469844.1329635
2974,-20.0,0,0,20,18,0,402215.896,6469840.58
2975,-20.0,0,0,20,18,0,402200.10155699,6469897.3419627
2976,-20.0,0,0,20,18,0,402203.87784424,6469900.27278
2977,-20.0,0,0,20,18,0,402216.54020987,6469760.928651
2978,-20.0,0,0,20,18,0,402220.5289848,6469765.1342234
2979,-20.0,0,0,20,18,0,402218.09808655,6469759.337364799
2980,-20.0,0,0,20,18,0,402224.54133167,6469769.3604696
2981,-20.0,0,0,20,18,0,402228.70433333,6469814.3733333
2982,-20.0,0,0,20,18,0,402237.55701963,6469800.128622401
2983,-20.0,0,0,20,18,0,402235.55166667,6469804.5466667
2984,-20.0,0,0,20,18,0,402238.44811625,6469807.576584999
2985,-20.0,0,0,20,18,0,402235.28209568,6469811.8653635
2986,-20.0,0,0,20,18,0,402232.36165643,6469816.4664165005
2987,-20.0,0,0,20,18,0,402234.76305367,6469783.561583401
2988,-20.0,0,0,20,18,0,402238.71963855,6469787.7714545
2989,-20.0,0,0,20,18,0,402228.55546694,6469773.5944698
2990,-20.0,0,0,20,18,0,402232.56862405,6469777.8243868
2991,-20.0,0,0,20,18,0,402236.58141654,6469782.0507567
2992,-20.0,0,0,20,18,0,402240.43837298,6469795.1539263
2993,-20.0,0,0,20,18,0,402242.67632092,6469791.9815669
2994,-20.0,0,0,20,18,0,402219.65386349,6469757.7435220005
2995,-20.0,0,0,20,18,0,402221.21062397,6469756.1536982
2996,-20.0,0,0,20,18,0,402222.80266667,6469753.94
2997,-20.0,0,0,20,18,0,401668.24969787,6470507.3210672
2998,-20.0,0,0,20,18,0,401646.27,6470500.86
2999,-20.0,0,0,20,18,0,401694.48226278,6470524.5282771
3000,0.81,0,0,20,18,0,401481.32352251,6470371.5046253
3001,0.81,0,0,20,18,0,401494.78039638,6470388.4470479
3002,0.81,0,0,20,18,0,401508.23165778,6470405.387229799
3003,0.81,0,0,20,18,0,401521.68073918,6470422.3164041
3004,0.81,0,0,20,18,0,401535.11972466,6470439.2405043
3005,-20.0,0,0,20,18,0,401547.50533333,6470454.2233333
3006,-20.0,0,0,20,18,0,401556.73166667,6470485.3166667
3007,-20.0,0,0,20,18,0,401537.87593233,6470474.7065685
3008,-20.0,0,0,20,18,0,401589.05300798,6470500.6736852005
3009,-20.0,0,0,20,18,0,401573.10566667,6470514.4366667
3010,-20.0,0,0,20,18,0,401552.2004401,6470507.752404
3011,-20.0,0,0,20,18,0,401636.24686654,6470524.3840054
3012,-20.0,0,0,20,18,0,401610.25218522,6470514.5300997
3013,0.81,0,0,20,18,0,402368.07286514,6469558.6077124
3014,0.81,0,0,20,18,0,402376.38343284,6469568.9685685
3015,0.81,0,0,20,18,0,402375.09589881,6469553.1214737
3016,-20.0,0,0,20,18,0,402389.56106785,6469489.6486308
3017,-20.0,0,0,20,18,0,402388.89233333,6469499.6366667
3018,-20.0,0,0,20,18,0,402397.34734133,6469504.0076665
3019,-20.0,0,0,20,18,0,402392.973,6469511.7366667
3020,-20.0,0,0,20,18,0,402397.60231355,6469518.934140701
3021,0.81,0,0,20,18,0,402381.53783497,6469547.9931062
3022,0.81,0,0,20,18,0,402387.34396383,6469543.1122625
3023,0.81,0,0,20,18,0,402393.07988616,6469538.1836558
3024,0.81,0,0,20,18,0,402398.76073059,6469533.1838746
3025,0.81,0,0,20,18,0,402405.07376092,6469526.965179901
3026,-20.0,0,0,20,18,0,402390.07361671,6469620.823819901
3027,-20.0,0,0,20,18,0,402395.12078254,6469628.9758154005
3028,0.81,0,0,20,18,0,402376.5947857,6469585.1172024
