Date,Depth (m),Vx (m/s),Vy (m/s),Salinity (psu),Temperature (C),Oxygen (mg/L),Oxygen Saturation (%),TSS (mg/L),Turbidity (NTU),Light (W/m2),PAR (W/m2),
15-03-2016 00:00:00,0.00,0.0000,0.0000,37.4808,24.7454,6.1805,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-0.25,0.0000,0.0000,37.4808,24.7454,6.1805,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-0.50,0.0000,0.0000,37.4808,24.7454,6.1805,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-0.75,0.0000,0.0000,37.4808,24.7454,6.1805,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-1.00,0.0000,0.0000,37.4808,24.7454,6.1805,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 00:00:00,-1.25,0.0000,0.0000,37.4808,24.7454,6.1805,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2016 04:00:01,0.00,-0.0244,-0.0691,35.1249,24.0595,6.0572,88.3880,6.0683,1.3157,0.0000,0.0000,
15-03-2016 04:00:01,-0.25,-0.0314,-0.0599,36.6265,24.5234,6.0959,90.4402,5.4942,1.1666,0.0000,0.0000,
15-03-2016 04:00:01,-0.50,-0.0390,-0.0459,37.1948,24.6833,6.1421,91.6727,5.0591,1.0430,0.0000,0.0000,
15-03-2016 04:00:01,-0.75,-0.0390,-0.0459,37.1948,24.6833,6.1421,91.6727,5.0591,1.0430,0.0000,0.0000,
15-03-2016 04:00:01,-1.00,-0.0396,-0.0309,37.3927,24.7374,6.1630,92.1740,4.8069,0.9767,0.0000,0.0000,
15-03-2016 08:00:02,0.00,0.0167,-0.0123,35.3355,23.6106,6.0575,87.8109,6.0189,1.3311,106.5771,47.9597,
15-03-2016 08:00:02,-0.25,0.0232,-0.0046,36.4469,24.4227,6.0626,89.6986,5.5829,1.2226,93.6147,42.1266,
15-03-2016 08:00:02,-0.50,0.0303,0.0026,37.0453,24.6040,6.0908,90.7058,5.1678,1.1246,82.8726,37.2927,
15-03-2016 08:00:02,-0.75,0.0303,0.0026,37.0453,24.6040,6.0908,90.7058,5.1678,1.1246,82.8726,37.2927,
15-03-2016 08:00:02,-1.00,0.0322,0.0060,37.3099,24.6741,6.0957,91.0260,4.8364,1.0621,73.7975,33.2089,
15-03-2016 08:00:02,-1.25,0.0248,0.0045,37.3880,24.7149,6.0753,90.8243,4.3235,0.9871,65.0607,29.2773,
15-03-2016 12:00:03,0.00,0.0502,-0.0267,36.2314,24.9819,6.1490,91.7391,5.6295,1.2604,811.0715,364.9821,
15-03-2016 12:00:03,-0.25,0.0421,-0.0163,36.9321,25.1322,6.1317,92.0807,5.2837,1.1747,701.5670,315.7051,
