Site ID,Catchment,Name,Name 2,Var,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,
6162924,Munday & Bickley Brook,Bickley Brook - Boyle Rd,Boyle Rd,WQ_NIT_AMM,,,,,,,,,,,,,,,,,,,,,,,,,,,25,5,,,,,,,,,,,,,,,,,,,,,,,
6162924,Munday & Bickley Brook,Bickley Brook - Boyle Rd,Boyle Rd,WQ_OXY_OXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6162924,Munday & Bickley Brook,Bickley Brook - Boyle Rd,Boyle Rd,WQ_DIAG_TOT_TN,,,,,,,,,,,,,,,,,,,,,,,,,,,25,5,,,,,,,,,,,,,,,,,,,,,,,
6162924,Munday & Bickley Brook,Bickley Brook - Boyle Rd,Boyle Rd,WQ_DIAG_TOT_TP,,,,,,,,,,,,,,,,,,,,,,,,,,,20,5,,,,,,,,,,,,,,,,,,,,,,,
6162924,Munday & Bickley Brook,Bickley Brook - Boyle Rd,Boyle Rd,WQ_OGM_DON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6162924,Munday & Bickley Brook,Bickley Brook - Boyle Rd,Boyle Rd,WQ_OGM_DOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6162924,Munday & Bickley Brook,Bickley Brook - Boyle Rd,Boyle Rd,WQ_OGM_PON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6162924,Munday & Bickley Brook,Bickley Brook - Boyle Rd,Boyle Rd,WQ_OGM_POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163143,Bennett Brook,Bennett Brook Main Drain - Benara Rd,Benara Rd,Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163143,Bennett Brook,Bennett Brook Main Drain - Benara Rd,Benara Rd,SAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,18,,,,,,,,,,,,,,,,,,,,,,
6163143,Bennett Brook,Bennett Brook Main Drain - Benara Rd,Benara Rd,TEMP,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,19,,,,,,,,,,,,,,,,,,,,,,
6163143,Bennett Brook,Bennett Brook Main Drain - Benara Rd,Benara Rd,WQ_NIT_NIT,,,,,,,,,,,,,,,,,,11,17,23,7,3,,16,,,55,56,21,,,,,,,,,,,,,,,,,,,,,,
6163143,Bennett Brook,Bennett Brook Main Drain - Benara Rd,Benara Rd,WQ_NIT_AMM,,,,,,,,,,,,,,,,,,11,17,23,7,3,,16,,,38,55,21,,,,,,,,,,,,,,,,,,,,,,
6163143,Bennett Brook,Bennett Brook Main Drain - Benara Rd,Benara Rd,WQ_OXY_OXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163143,Bennett Brook,Bennett Brook Main Drain - Benara Rd,Benara Rd,WQ_DIAG_TOT_TN,,,,,,,,,,,,,,,,,,10,14,23,16,12,20,17,,,42,56,21,,,,,,,,,,,,,,,,,,,,,,
6163143,Bennett Brook,Bennett Brook Main Drain - Benara Rd,Benara Rd,WQ_DIAG_TOT_TP,,,,,,,,,,,,,,,,,,11,17,23,16,13,20,17,,,42,56,21,,,,,,,,,,,,,,,,,,,,,,
6163143,Bennett Brook,Bennett Brook Main Drain - Benara Rd,Benara Rd,WQ_OGM_DON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163143,Bennett Brook,Bennett Brook Main Drain - Benara Rd,Benara Rd,WQ_OGM_DOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163143,Bennett Brook,Bennett Brook Main Drain - Benara Rd,Benara Rd,WQ_OGM_PON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163143,Bennett Brook,Bennett Brook Main Drain - Benara Rd,Benara Rd,WQ_OGM_POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163625,Henley Brook,Henley Brook - West Swan Rd,West Swan Rd,Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163625,Henley Brook,Henley Brook - West Swan Rd,West Swan Rd,SAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,
6163625,Henley Brook,Henley Brook - West Swan Rd,West Swan Rd,TEMP,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,
6163625,Henley Brook,Henley Brook - West Swan Rd,West Swan Rd,WQ_NIT_NIT,,,,,,,,,,,,,,,,,,,,,,,,,1,41,30,20,,,,,,,,,,,,,,,,,,,,,,,
6163625,Henley Brook,Henley Brook - West Swan Rd,West Swan Rd,WQ_NIT_AMM,,,,,,,,,,,,,,,,,,,,,,,,,1,33,30,33,,,,,,,,,,,,,,,,,,,,,,,
6163625,Henley Brook,Henley Brook - West Swan Rd,West Swan Rd,WQ_OXY_OXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163625,Henley Brook,Henley Brook - West Swan Rd,West Swan Rd,WQ_DIAG_TOT_TN,,,,,,,,,,,,,,,,,,,,,,,,,1,33,33,33,,,,,,,,,,,,,,,,,,,,,,,
6163625,Henley Brook,Henley Brook - West Swan Rd,West Swan Rd,WQ_DIAG_TOT_TP,,,,,,,,,,,,,,,,,,,,,,,,,1,33,33,33,,,,,,,,,,,,,,,,,,,,,,,
6163625,Henley Brook,Henley Brook - West Swan Rd,West Swan Rd,WQ_OGM_DON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163625,Henley Brook,Henley Brook - West Swan Rd,West Swan Rd,WQ_OGM_DOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163625,Henley Brook,Henley Brook - West Swan Rd,West Swan Rd,WQ_OGM_PON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163625,Henley Brook,Henley Brook - West Swan Rd,West Swan Rd,WQ_OGM_POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163713,Claisebrook Main Drain,Claisebrook Main Drain - Soakway,Soakway,Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163713,Claisebrook Main Drain,Claisebrook Main Drain - Soakway,Soakway,SAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163713,Claisebrook Main Drain,Claisebrook Main Drain - Soakway,Soakway,TEMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163713,Claisebrook Main Drain,Claisebrook Main Drain - Soakway,Soakway,WQ_NIT_NIT,,,,,,,,,,,,,,,,,,10,17,21,7,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163713,Claisebrook Main Drain,Claisebrook Main Drain - Soakway,Soakway,WQ_NIT_AMM,,,,,,,,,,,,,,,,,,10,17,21,7,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163713,Claisebrook Main Drain,Claisebrook Main Drain - Soakway,Soakway,WQ_OXY_OXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163713,Claisebrook Main Drain,Claisebrook Main Drain - Soakway,Soakway,WQ_DIAG_TOT_TN,,,,,,,,,,,,,,,,,,9,15,21,16,20,19,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163713,Claisebrook Main Drain,Claisebrook Main Drain - Soakway,Soakway,WQ_DIAG_TOT_TP,,,,,,,,,,,,,,,,,,10,17,21,16,20,19,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163713,Claisebrook Main Drain,Claisebrook Main Drain - Soakway,Soakway,WQ_OGM_DON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163713,Claisebrook Main Drain,Claisebrook Main Drain - Soakway,Soakway,WQ_OGM_DOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163713,Claisebrook Main Drain,Claisebrook Main Drain - Soakway,Soakway,WQ_OGM_PON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6163713,Claisebrook Main Drain,Claisebrook Main Drain - Soakway,Soakway,WQ_OGM_POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616027,Lower Canning,Canning River - Seaforth,Seaforth,Flow,,,,,197,365,366,365,365,365,328,365,357,340,366,364,365,365,366,365,365,365,366,365,365,167,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,288,
616027,Lower Canning,Canning River - Seaforth,Seaforth,SAL,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,6,14,,,1,6,2,5,29,25,24,27,26,26,27,26,26,25,27,26,13,
616027,Lower Canning,Canning River - Seaforth,Seaforth,TEMP,,,,,9,8,17,14,10,6,6,20,35,33,10,10,5,9,8,6,6,4,8,7,8,,1,1,1,6,14,,,1,6,2,5,29,25,24,27,26,26,27,26,26,25,27,26,13,
616027,Lower Canning,Canning River - Seaforth,Seaforth,WQ_NIT_NIT,,,,,,,,,,,,4,3,3,,2,,,,,,,,,,,,1,,1,,,,,1,,5,29,24,26,26,22,23,25,20,24,24,25,24,16,
616027,Lower Canning,Canning River - Seaforth,Seaforth,WQ_NIT_AMM,,,,,,,,,,,,3,3,3,,2,,,,,,,,,,,,1,,,,,,,,,5,28,22,22,24,19,21,25,26,24,25,24,26,20,
616027,Lower Canning,Canning River - Seaforth,Seaforth,WQ_OXY_OXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,,,1,6,2,5,28,24,23,27,26,26,27,26,26,25,27,26,13,
616027,Lower Canning,Canning River - Seaforth,Seaforth,WQ_DIAG_TOT_TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,6,14,,,,134,69,179,155,41,26,26,26,26,27,26,26,25,27,26,20,
616027,Lower Canning,Canning River - Seaforth,Seaforth,WQ_DIAG_TOT_TP,,,,,,,,,,,,4,3,3,,2,,,,,,,,,,,,1,,6,14,,,,134,69,174,155,41,26,26,26,25,25,25,24,25,27,24,20,
616027,Lower Canning,Canning River - Seaforth,Seaforth,WQ_OGM_DON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,28,24,26,26,26,26,26,26,26,25,27,25,20,
616027,Lower Canning,Canning River - Seaforth,Seaforth,WQ_OGM_DOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616027,Lower Canning,Canning River - Seaforth,Seaforth,WQ_OGM_PON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616027,Lower Canning,Canning River - Seaforth,Seaforth,WQ_OGM_POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616042,Yule Brook,Yule Brook - Brixton Road (SWS3),Brixton Road (SWS3),Flow,,,,,,,,,,,,,,,265,365,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,70,
616042,Yule Brook,Yule Brook - Brixton Road (SWS3),Brixton Road (SWS3),SAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,46,41,2,25,25,25,24,20,25,23,22,22,22,22,26,24,23,23,25,25,26,12,
616042,Yule Brook,Yule Brook - Brixton Road (SWS3),Brixton Road (SWS3),TEMP,,,,,,,,,,,,,,,,,2,,,2,1,1,2,2,3,1,3,34,49,50,39,25,25,25,24,20,26,23,22,22,22,22,26,24,23,23,25,25,26,12,
616042,Yule Brook,Yule Brook - Brixton Road (SWS3),Brixton Road (SWS3),WQ_NIT_NIT,,,,,,,,,,,,,,,,,,10,17,21,8,3,,16,14,41,47,54,40,49,28,18,21,20,18,21,18,19,21,19,16,18,23,23,17,20,22,22,23,13,
616042,Yule Brook,Yule Brook - Brixton Road (SWS3),Brixton Road (SWS3),WQ_NIT_AMM,,,,,,,,,,,,,,,,,,10,17,21,8,3,,16,14,33,48,56,51,52,39,25,25,23,22,19,24,17,16,19,17,15,18,24,19,22,22,22,25,16,
616042,Yule Brook,Yule Brook - Brixton Road (SWS3),Brixton Road (SWS3),WQ_OXY_OXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,22,21,22,22,22,26,24,23,23,25,25,25,12,
616042,Yule Brook,Yule Brook - Brixton Road (SWS3),Brixton Road (SWS3),WQ_DIAG_TOT_TN,,,,,,,,,,,,,,,,,,10,15,21,17,20,19,17,15,33,47,61,52,52,39,25,27,25,24,21,26,24,23,24,22,22,26,24,23,23,25,25,26,19,
616042,Yule Brook,Yule Brook - Brixton Road (SWS3),Brixton Road (SWS3),WQ_DIAG_TOT_TP,,,,,,,,,,,,,,,,,,10,17,21,17,12,19,17,15,33,50,61,53,52,39,25,27,25,24,21,26,24,22,24,22,22,26,24,23,23,25,25,26,19,
616042,Yule Brook,Yule Brook - Brixton Road (SWS3),Brixton Road (SWS3),WQ_OGM_DON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,24,22,24,22,22,26,24,23,23,25,25,25,19,
616042,Yule Brook,Yule Brook - Brixton Road (SWS3),Brixton Road (SWS3),WQ_OGM_DOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616042,Yule Brook,Yule Brook - Brixton Road (SWS3),Brixton Road (SWS3),WQ_OGM_PON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616042,Yule Brook,Yule Brook - Brixton Road (SWS3),Brixton Road (SWS3),WQ_OGM_POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616043,Mills Street Main Drain,Mills St Main - Palm Place (SWS1),Palm Place (SWS1),Flow,,,,,,,,,,,,,,,266,365,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,71,
616043,Mills Street Main Drain,Mills St Main - Palm Place (SWS1),Palm Place (SWS1),SAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,44,38,2,25,26,26,26,25,26,25,25,25,26,24,26,27,26,26,25,27,26,13,
616043,Mills Street Main Drain,Mills St Main - Palm Place (SWS1),Palm Place (SWS1),TEMP,,,,,,,,,,,,,,,,,2,,,2,1,1,1,3,3,2,4,34,47,49,39,26,26,26,26,25,27,25,25,25,26,24,26,27,26,26,25,27,26,13,
616043,Mills Street Main Drain,Mills St Main - Palm Place (SWS1),Palm Place (SWS1),WQ_NIT_NIT,,,,,,,,,,,,,,,,,,10,17,20,8,3,,15,15,46,59,61,48,52,39,37,74,23,19,23,25,25,24,25,19,24,26,26,21,22,22,27,26,17,
616043,Mills Street Main Drain,Mills St Main - Palm Place (SWS1),Palm Place (SWS1),WQ_NIT_AMM,,,,,,,,,,,,,,,,,,10,17,20,8,3,,15,15,33,48,58,48,52,39,37,74,26,26,26,26,20,24,25,23,22,23,25,22,23,21,26,25,20,
616043,Mills Street Main Drain,Mills St Main - Palm Place (SWS1),Palm Place (SWS1),WQ_OXY_OXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,24,24,24,26,24,26,27,26,26,25,27,26,13,
616043,Mills Street Main Drain,Mills St Main - Palm Place (SWS1),Palm Place (SWS1),WQ_DIAG_TOT_TN,,,,,,,,,,,,,,,,,,10,17,20,17,19,19,16,14,33,48,61,49,52,49,338,278,74,73,216,142,148,26,26,26,24,26,27,26,26,25,27,26,20,
616043,Mills Street Main Drain,Mills St Main - Palm Place (SWS1),Palm Place (SWS1),WQ_DIAG_TOT_TP,,,,,,,,,,,,,,,,,,10,17,20,17,11,19,16,15,33,51,61,50,52,49,338,280,75,73,216,142,147,26,26,26,24,26,27,26,26,25,27,26,20,
616043,Mills Street Main Drain,Mills St Main - Palm Place (SWS1),Palm Place (SWS1),WQ_OGM_DON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,,,,6,26,25,26,26,24,26,27,26,26,25,27,25,20,
616043,Mills Street Main Drain,Mills St Main - Palm Place (SWS1),Palm Place (SWS1),WQ_OGM_DOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616043,Mills Street Main Drain,Mills St Main - Palm Place (SWS1),Palm Place (SWS1),WQ_OGM_PON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616043,Mills Street Main Drain,Mills St Main - Palm Place (SWS1),Palm Place (SWS1),WQ_OGM_POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616047,Munday & Bickley Brook,Bickley Brook - Austin Ave (SWS4),Austin Ave (SWS4),Flow,,,,,,,,,,,,,,,,245,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,71,
616047,Munday & Bickley Brook,Bickley Brook - Austin Ave (SWS4),Austin Ave (SWS4),SAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,42,36,2,23,26,26,18,19,18,18,20,17,14,19,18,21,24,18,19,23,21,9,
616047,Munday & Bickley Brook,Bickley Brook - Austin Ave (SWS4),Austin Ave (SWS4),TEMP,,,,,,,,,,,,,,,,,1,,,1,2,,,1,1,,3,31,45,45,38,23,26,26,18,19,19,18,20,17,14,19,18,21,24,18,19,23,21,9,
616047,Munday & Bickley Brook,Bickley Brook - Austin Ave (SWS4),Austin Ave (SWS4),WQ_NIT_NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,36,45,42,39,26,18,19,20,10,18,14,17,20,16,11,16,14,15,17,15,15,18,13,10,
616047,Munday & Bickley Brook,Bickley Brook - Austin Ave (SWS4),Austin Ave (SWS4),WQ_NIT_AMM,,,,,,,,,,,,,,,,,,,,,,,,,,,32,53,47,44,39,23,28,25,15,18,15,13,13,13,10,7,7,10,17,14,16,20,19,13,
616047,Munday & Bickley Brook,Bickley Brook - Austin Ave (SWS4),Austin Ave (SWS4),WQ_OXY_OXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,17,19,17,14,19,18,21,24,18,19,23,21,9,
616047,Munday & Bickley Brook,Bickley Brook - Austin Ave (SWS4),Austin Ave (SWS4),WQ_DIAG_TOT_TN,,,,,,,,,,,,,,,,,,,,,,,,,,,35,54,48,44,39,23,29,27,18,20,19,19,21,19,14,19,18,21,24,18,19,23,21,16,
616047,Munday & Bickley Brook,Bickley Brook - Austin Ave (SWS4),Austin Ave (SWS4),WQ_DIAG_TOT_TP,,,,,,,,,,,,,,,,,,,,,,,,,,,35,54,49,44,39,23,29,27,18,20,19,19,21,19,14,19,18,21,24,18,19,23,21,16,
616047,Munday & Bickley Brook,Bickley Brook - Austin Ave (SWS4),Austin Ave (SWS4),WQ_OGM_DON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,20,19,14,19,18,21,24,18,19,23,20,16,
616047,Munday & Bickley Brook,Bickley Brook - Austin Ave (SWS4),Austin Ave (SWS4),WQ_OGM_DOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616047,Munday & Bickley Brook,Bickley Brook - Austin Ave (SWS4),Austin Ave (SWS4),WQ_OGM_PON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616047,Munday & Bickley Brook,Bickley Brook - Austin Ave (SWS4),Austin Ave (SWS4),WQ_OGM_POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616076,Millendon,Swan River - Gt Northern Highway,Gt Northern Highway,Flow,,,,,,,,,,,,,,,,,,,,,,,,,,,179,365,365,365,366,365,365,365,366,365,365,365,366,365,180,,,,,,,,,,
616076,Millendon,Swan River - Gt Northern Highway,Gt Northern Highway,SAL,,,,,,,,,,,,,,,,,,,,,,,,,,,4,23,54,51,11,28,26,28,30,24,45,64,32,28,24,15,22,24,16,15,23,24,26,3,
616076,Millendon,Swan River - Gt Northern Highway,Gt Northern Highway,TEMP,,,,,,,,,,,,,,,,,,,,,,,,,,,164,330,400,284,49,28,26,28,30,25,46,47,29,28,24,15,22,24,16,15,23,24,26,3,
616076,Millendon,Swan River - Gt Northern Highway,Gt Northern Highway,WQ_NIT_NIT,,,,,,,,,,,,,,,,,,,,,,,,,1,35,58,58,92,53,31,16,21,20,15,19,17,28,20,22,15,12,18,20,13,11,22,22,22,9,
616076,Millendon,Swan River - Gt Northern Highway,Gt Northern Highway,WQ_NIT_AMM,,,,,,,,,,,,,,,,,,,,,,,,,1,32,43,54,53,42,26,26,27,25,23,25,31,31,21,19,16,8,12,21,14,12,23,23,26,9,
616076,Millendon,Swan River - Gt Northern Highway,Gt Northern Highway,WQ_OXY_OXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,9,9,2,,2,5,,26,45,27,26,24,15,22,24,16,15,23,24,26,3,
616076,Millendon,Swan River - Gt Northern Highway,Gt Northern Highway,WQ_DIAG_TOT_TN,,,,,,,,,,,,,,,,,,,,,,,,,1,33,54,67,112,112,49,26,27,45,29,33,42,48,30,27,24,15,22,24,16,15,23,24,26,10,
616076,Millendon,Swan River - Gt Northern Highway,Gt Northern Highway,WQ_DIAG_TOT_TP,,,,,,,,,,,,,,,,,,,,,,,,,1,33,52,64,106,110,47,26,27,45,29,33,33,48,30,27,24,15,20,24,16,13,23,22,25,10,
616076,Millendon,Swan River - Gt Northern Highway,Gt Northern Highway,WQ_OGM_DON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,37,26,26,24,15,22,24,16,15,23,24,25,10,
616076,Millendon,Swan River - Gt Northern Highway,Gt Northern Highway,WQ_OGM_DOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616076,Millendon,Swan River - Gt Northern Highway,Gt Northern Highway,WQ_OGM_PON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616076,Millendon,Swan River - Gt Northern Highway,Gt Northern Highway,WQ_OGM_POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616082,Bayswater Main Drain,Bayswater Main Drain - Slade Street,Slade Street,Flow,,,,,,,,,,,,,,,,,,,365,,365,365,345,,339,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,365,366,365,365,364,,,,,
616082,Bayswater Main Drain,Bayswater Main Drain - Slade Street,Slade Street,SAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,47,44,3,27,26,28,30,26,25,24,25,26,26,26,26,27,26,26,25,27,26,13,
616082,Bayswater Main Drain,Bayswater Main Drain - Slade Street,Slade Street,TEMP,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30,50,51,40,27,26,28,30,26,26,24,25,26,26,26,26,27,26,26,25,27,26,13,
616082,Bayswater Main Drain,Bayswater Main Drain - Slade Street,Slade Street,WQ_NIT_NIT,,,,,,,,,,,,,,,,,,11,17,23,12,5,,16,18,43,58,56,54,52,39,28,28,28,26,25,26,28,26,26,26,26,26,27,26,26,25,27,26,19,
616082,Bayswater Main Drain,Bayswater Main Drain - Slade Street,Slade Street,WQ_NIT_AMM,,,,,,,,,,,,,,,,,,11,17,23,12,5,,16,18,33,48,56,53,52,39,28,27,26,26,25,26,29,26,26,26,26,26,27,26,26,25,27,26,20,
616082,Bayswater Main Drain,Bayswater Main Drain - Slade Street,Slade Street,WQ_OXY_OXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,2,4,2,8,23,24,25,26,26,25,27,26,26,25,27,26,13,
616082,Bayswater Main Drain,Bayswater Main Drain - Slade Street,Slade Street,WQ_DIAG_TOT_TN,,,,,,,,,,,,,,,,,,11,15,23,23,25,23,17,18,33,47,56,55,52,39,28,27,28,26,25,26,27,26,26,26,26,26,27,26,26,25,27,26,20,
616082,Bayswater Main Drain,Bayswater Main Drain - Slade Street,Slade Street,WQ_DIAG_TOT_TP,,,,,,,,,,,,,,,,,,11,17,23,22,27,25,17,18,32,50,56,55,52,39,28,28,28,26,25,26,29,26,26,26,26,26,28,26,26,25,27,26,20,
616082,Bayswater Main Drain,Bayswater Main Drain - Slade Street,Slade Street,WQ_OGM_DON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,29,25,26,26,26,26,28,26,26,25,27,25,20,
616082,Bayswater Main Drain,Bayswater Main Drain - Slade Street,Slade Street,WQ_OGM_DOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616082,Bayswater Main Drain,Bayswater Main Drain - Slade Street,Slade Street,WQ_OGM_PON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616082,Bayswater Main Drain,Bayswater Main Drain - Slade Street,Slade Street,WQ_OGM_POP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616084,Bennett Brook,Bennett Brook Main Drain - Benara Rd (D/Stream),Benara Rd (D/Stream),Flow,,,,,,,,,,,,,,,,,,,366,365,365,365,366,13,,,,,,,,310,365,365,366,365,357,365,366,365,365,365,366,365,365,365,366,365,365,288,
616084,Bennett Brook,Bennett Brook Main Drain - Benara Rd (D/Stream),Benara Rd (D/Stream),SAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,22,2,26,26,26,30,27,25,25,25,26,26,26,26,27,26,26,25,27,26,13,
616084,Bennett Brook,Bennett Brook Main Drain - Benara Rd (D/Stream),Benara Rd (D/Stream),TEMP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,49,39,26,26,26,31,27,26,25,25,26,26,26,26,27,26,26,25,27,26,13,
616084,Bennett Brook,Bennett Brook Main Drain - Benara Rd (D/Stream),Benara Rd (D/Stream),WQ_NIT_NIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,52,39,25,28,26,26,26,26,26,26,26,26,26,26,27,26,26,25,27,26,19,
616084,Bennett Brook,Bennett Brook Main Drain - Benara Rd (D/Stream),Benara Rd (D/Stream),WQ_NIT_AMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,52,38,24,27,26,24,25,19,10,22,22,24,16,20,26,26,24,22,26,26,20,
616084,Bennett Brook,Bennett Brook Main Drain - Benara Rd (D/Stream),Benara Rd (D/Stream),WQ_OXY_OXY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,8,24,24,25,26,26,25,27,26,26,25,27,26,13,
