Variable Name,Min Date,Max Date,Number of Samples
WQ_OGM_DOC,26/05/1997 13:16:00,21/12/2020 11:25:01,991.000
WQ_DIAG_PHY_TCHLA,08/10/1992 09:35:00,29/12/2020 11:23:01,2579.000
Cloud,14/07/1997 12:35:00,29/12/2020 11:23:00,1275.000
SAL,09/05/1995 13:30:00,29/12/2020 11:24:41,12875.000
ON,29/09/2020 11:03:00,21/12/2020 11:25:01,28.000
WQ_OGM_DON,19/02/2007 12:29:00,14/09/2020 11:13:01,800.000
WQ_NIT_NIT,08/10/1992 09:30:00,07/12/2020 11:30:01,1780.000
WQ_NIT_AMM,08/10/1992 09:30:00,07/12/2020 11:30:01,2129.000
WQ_DIAG_OXY_OXY_SAT,09/05/1995 13:30:00,29/12/2020 11:24:41,13383.000
WQ_OXY_OXY,31/01/1995 13:35:00,29/12/2020 11:24:41,13517.000
WQ_DIAG_TOT_TP,08/10/1992 09:30:00,21/12/2020 11:25:01,2496.000
WQ_CAR_PH,13/10/1994 12:00:00,29/12/2020 11:24:41,13100.000
WQ_PHS_FRP,08/10/1992 09:30:00,21/12/2020 11:25:01,2215.000
WQ_SIL_RSI,19/10/1994 12:00:00,21/12/2020 11:25:01,1190.000
TEMP,31/01/1995 13:35:00,29/12/2020 11:24:41,13542.000
WQ_DIAG_TOT_TSS,18/07/1995 00:00:00,21/12/2020 11:25:01,1070.000
WQ_DIAG_TOT_TURBIDITY,28/11/1995 13:30:00,29/12/2020 11:24:41,9029.000
WQ_OGM_POC,26/05/1997 13:16:00,21/12/2020 11:25:01,991.000
WQ_DIAG_TOT_TKN,17/10/1995 12:50:00,11/05/2020 11:32:00,1527.000
WQ_DIAG_TOT_TN,08/10/1992 09:30:00,11/05/2020 11:32:00,2401.000
Phaeophytin,05/11/1992 00:00:00,18/05/2020 12:10:00,2033.000
Wind_Dir,23/02/1998 12:42:00,11/05/2020 11:27:00,802.000
Wind_Speed,04/03/1998 13:30:00,11/05/2020 11:27:00,1106.000
Na,19/02/2007 12:29:00,18/06/2007 12:13:00,2.000
SO4,19/02/2007 12:29:00,18/06/2007 12:13:00,2.000
WQ_DIAG_TOT_TMG,18/06/2007 12:13:00,18/06/2007 12:13:00,1.000
WQ_DIAG_TOT_TMN,18/06/2007 12:13:00,18/06/2007 12:13:00,1.000
