Variable Name,Min Date,Max Date,Number of Samples
WQ_DIAG_TOT_TN,12/07/2005 21:54:00,21/05/2011 06:59:00,245.000
WQ_DIAG_TOT_TP,12/07/2005 21:54:00,21/05/2011 06:59:00,246.000
WQ_DIAG_TOT_TSS,12/07/2005 21:54:00,21/05/2011 06:59:00,245.000
WQ_DIAG_TOT_TURBIDITY,11/08/2010 21:27:00,21/05/2011 06:59:00,17.000
Flow,11/05/2005 00:00:00,30/12/2011 00:00:00,2281.000
minFlow,10/05/2005 00:00:00,31/12/2011 00:00:00,2285.000
Flow_ML,11/05/2005 00:00:00,30/12/2011 00:00:00,2281.000
Level,11/05/2005 00:00:00,31/12/2011 00:00:00,2282.000
