Variable Name,Min Date,Max Date,Number of Samples
WQ_NIT_NIT,12/06/1987 11:30:00,07/10/1993 09:05:00,73.000
WQ_DIAG_TOT_TN,12/06/1987 11:30:00,07/10/1993 09:05:00,116.000
WQ_NIT_AMM,12/06/1987 11:30:00,07/10/1993 09:05:00,73.000
WQ_DIAG_TOT_TP,12/06/1987 11:30:00,07/10/1993 09:05:00,119.000
WQ_PHS_FRP,12/06/1987 11:30:00,07/10/1993 09:05:00,97.000
