id,ctrd_x,ctrd_y,cfl_dt_min,cfl_dt_mean
         339,  0.3951382E+06,  0.6463276E+07,   415.356,  2454.010
         340,  0.3949720E+06,  0.6463329E+07,   459.433,  3520.130
         341,  0.3950476E+06,  0.6463387E+07,  9999.000,  9999.000
         342,  0.3952072E+06,  0.6463347E+07,  9999.000,  9999.000
         343,  0.3948058E+06,  0.6463382E+07,   322.002,  2367.223
         344,  0.3948880E+06,  0.6463427E+07,  9999.000,  9999.000
         345,  0.3946396E+06,  0.6463435E+07,   225.453,  1794.489
         346,  0.3947284E+06,  0.6463467E+07,  9606.803,  9998.588
         347,  0.3945687E+06,  0.6463508E+07,  9999.000,  9999.000
         348,  0.3951166E+06,  0.6463458E+07,   523.944,  2984.436
         349,  0.3949636E+06,  0.6463486E+07,   501.875,  3782.059
         350,  0.3950127E+06,  0.6463552E+07,  9999.000,  9999.000
         351,  0.3951560E+06,  0.6463536E+07,  9999.000,  9999.000
         352,  0.3948106E+06,  0.6463513E+07,   391.126,  2823.615
         353,  0.3948694E+06,  0.6463569E+07,  9999.000,  9999.000
         354,  0.3946575E+06,  0.6463541E+07,   276.976,  2136.472
         355,  0.3947262E+06,  0.6463586E+07,  7941.171,  9990.758
         356,  0.3945829E+06,  0.6463602E+07,  9999.000,  9999.000
         357,  0.3950521E+06,  0.6463630E+07,   448.187,  2686.163
         358,  0.3949186E+06,  0.6463635E+07,   411.316,  3248.094
         359,  0.3949440E+06,  0.6463707E+07,  9999.000,  9999.000
         360,  0.3950665E+06,  0.6463710E+07,  9999.000,  9999.000
         361,  0.3947851E+06,  0.6463641E+07,   335.568,  2563.681
         362,  0.3948216E+06,  0.6463704E+07,  6934.299,  9985.290
         363,  0.3946516E+06,  0.6463647E+07,   256.104,  2023.283
         364,  0.3946992E+06,  0.6463701E+07,  5671.003,  9957.073
         365,  0.3945768E+06,  0.6463698E+07,  9999.000,  9999.000
         366,  0.3949585E+06,  0.6463788E+07,   420.816,  2602.144
         367,  0.3948471E+06,  0.6463776E+07,   369.946,  2970.339
         368,  0.3948641E+06,  0.6463858E+07,  9999.000,  9999.000
         369,  0.3949666E+06,  0.6463880E+07,  9999.000,  9999.000
         370,  0.3947357E+06,  0.6463764E+07,   304.714,  2394.906
         371,  0.3947617E+06,  0.6463836E+07,  8246.692,  9995.274
         372,  0.3946244E+06,  0.6463751E+07,   238.647,  1897.697
         373,  0.3946593E+06,  0.6463814E+07,  6656.688,  9979.983
         374,  0.3945569E+06,  0.6463792E+07,  9999.000,  9999.000
         375,  0.3948722E+06,  0.6463951E+07,   375.826,  2447.883
         376,  0.3947788E+06,  0.6463919E+07,   351.931,  2838.685
         377,  0.3947883E+06,  0.6464018E+07,  9999.000,  9999.000
         378,  0.3948794E+06,  0.6464047E+07,  9999.000,  9999.000
         379,  0.3946852E+06,  0.6463887E+07,   291.776,  2300.216
         380,  0.3946973E+06,  0.6463989E+07,  9999.000,  9999.000
         381,  0.3945918E+06,  0.6463855E+07,   236.017,  1827.397
         382,  0.3946063E+06,  0.6463960E+07,  9999.000,  9999.000
         383,  0.3945153E+06,  0.6463932E+07,  9999.000,  9999.000
         384,  0.3947954E+06,  0.6464114E+07,   341.587,  2345.042
         385,  0.3947069E+06,  0.6464088E+07,   335.896,  2733.343
         386,  0.3947133E+06,  0.6464184E+07,  9999.000,  9999.000
         387,  0.3947985E+06,  0.6464206E+07,  9999.000,  9999.000
         388,  0.3946184E+06,  0.6464063E+07,   332.120,  2534.176
         389,  0.3946280E+06,  0.6464162E+07,  9999.000,  9999.000
         390,  0.3945299E+06,  0.6464037E+07,   338.520,  2390.272
         391,  0.3945428E+06,  0.6464140E+07,  9999.000,  9999.000
         392,  0.3944576E+06,  0.6464117E+07,  9999.000,  9999.000
         393,  0.3947163E+06,  0.6464276E+07,   306.912,  2208.061
         394,  0.3946344E+06,  0.6464257E+07,   298.987,  2481.336
         395,  0.3946375E+06,  0.6464349E+07,  9999.000,  9999.000
         396,  0.3947160E+06,  0.6464364E+07,  9999.000,  9999.000
         397,  0.3945524E+06,  0.6464239E+07,   298.679,  2340.249
         398,  0.3945591E+06,  0.6464334E+07,  9999.000,  9999.000
         399,  0.3944705E+06,  0.6464220E+07,   312.751,  2257.171
         400,  0.3944807E+06,  0.6464319E+07,  9999.000,  9999.000
