id,ctrd_x,ctrd_y,cfl_dt_min,cfl_dt_mean
           1,  0.3910970E+06,  0.6462938E+07,    18.748,    22.671
           2,  0.3911730E+06,  0.6462880E+07,     4.048,     4.872
           3,  0.3910955E+06,  0.6462974E+07,    16.638,    19.219
           4,  0.3911703E+06,  0.6462929E+07,     4.089,     4.791
           5,  0.3910940E+06,  0.6463010E+07,    14.758,    16.473
           6,  0.3911676E+06,  0.6462978E+07,     3.838,     4.322
           7,  0.3910925E+06,  0.6463045E+07,    13.936,    15.375
           8,  0.3911649E+06,  0.6463028E+07,     3.629,     4.004
           9,  0.3910911E+06,  0.6463081E+07,    14.239,    15.836
          10,  0.3911623E+06,  0.6463077E+07,     3.564,     3.924
          11,  0.3910896E+06,  0.6463117E+07,    15.125,    17.110
          12,  0.3911596E+06,  0.6463126E+07,     3.594,     4.003
          13,  0.3911569E+06,  0.6463175E+07,     3.502,     3.936
          14,  0.3912463E+06,  0.6462871E+07,    11.044,    13.517
          15,  0.3912424E+06,  0.6462934E+07,     9.879,    11.510
          16,  0.3912885E+06,  0.6462852E+07,     5.094,     6.125
          17,  0.3912919E+06,  0.6462767E+07,     4.240,     5.257
          18,  0.3912385E+06,  0.6462996E+07,     8.746,     9.811
          19,  0.3912851E+06,  0.6462938E+07,     6.007,     6.894
          20,  0.3912347E+06,  0.6463059E+07,     8.221,     9.103
          21,  0.3912817E+06,  0.6463023E+07,     6.562,     7.343
          22,  0.3912308E+06,  0.6463121E+07,     8.387,     9.359
          23,  0.3912783E+06,  0.6463109E+07,     6.117,     6.816
          24,  0.3912269E+06,  0.6463184E+07,     8.923,    10.141
          25,  0.3912748E+06,  0.6463195E+07,     5.231,     5.906
          26,  0.3912714E+06,  0.6463280E+07,     4.354,     4.967
          27,  0.3913341E+06,  0.6462748E+07,     6.856,     8.708
          28,  0.3913312E+06,  0.6462856E+07,     6.394,     7.680
          29,  0.3913630E+06,  0.6462743E+07,     6.011,     7.580
          30,  0.3913605E+06,  0.6462611E+07,     4.898,     6.394
          31,  0.3913282E+06,  0.6462965E+07,     5.885,     6.741
          32,  0.3913655E+06,  0.6462874E+07,     8.312,     9.910
          33,  0.3913253E+06,  0.6463074E+07,     5.693,     6.401
          34,  0.3913681E+06,  0.6463006E+07,    10.273,    11.833
          35,  0.3913223E+06,  0.6463182E+07,     5.980,     6.767
          36,  0.3913706E+06,  0.6463138E+07,    10.280,    11.738
          37,  0.3913194E+06,  0.6463291E+07,     6.575,     7.594
          38,  0.3913731E+06,  0.6463270E+07,     9.212,    10.654
