FVC file = swan_helena_v4g.fvc, Simulation Execution: 12/04/2019 15:05:48
Cell Coordinates and properties applied to model,X,Y,ZB,MATID,Area,ID
, 0.40164757156877E+06, 0.64690520643083E+07,  0.2070925E+01,           3,  0.1335052E+04,         959
, 0.40161704413390E+06, 0.64690734487173E+07,  0.2797625E+01,           3,  0.1556591E+04,         960
, 0.40159031781837E+06, 0.64691014002611E+07,  0.3469700E+01,           3,  0.1353542E+04,         961
, 0.40155858345186E+06, 0.64691309108617E+07,  0.3145075E+01,           3,  0.1403096E+04,         962
, 0.40130528833333E+06, 0.64690848766667E+07,  0.2824600E+01,           3,  0.8342375E+03,         963
, 0.40130565132190E+06, 0.64691202777451E+07,  0.2964875E+01,           3,  0.1833164E+04,         964
, 0.40121849080287E+06, 0.64690367207032E+07,  0.3525125E+01,           3,  0.2198041E+04,         965
, 0.40120922556977E+06, 0.64689809316767E+07,  0.3673125E+01,           3,  0.2393943E+04,         966
, 0.40125592866667E+06, 0.64690907633333E+07,  0.1505633E+01,           3,  0.1121418E+04,         967
, 0.40122038301707E+06, 0.64690911662328E+07,  0.2788600E+01,           3,  0.2488416E+04,         968
, 0.40126760772937E+06, 0.64691311983040E+07,  0.1074600E+01,           3,  0.2271944E+04,         969
, 0.40150489733333E+06, 0.64691362366667E+07,  0.2417567E+01,           3,  0.8532880E+03,         970
, 0.40152857482496E+06, 0.64691592285540E+07,  0.2739500E+01,           3,  0.1915068E+04,         971
, 0.40135896117879E+06, 0.64691515557087E+07,  0.2887075E+01,           3,  0.1845979E+04,         972
, 0.40132147560755E+06, 0.64691653196566E+07,  0.2041475E+01,           3,  0.1823722E+04,         973
, 0.40146812733333E+06, 0.64691717933333E+07,  0.1920267E+01,           3,  0.1123076E+04,         974
, 0.40144239700000E+06, 0.64691825766667E+07,  0.1573533E+01,           3,  0.1070378E+04,         975
, 0.40149864822851E+06, 0.64691920343201E+07,  0.2573175E+01,           3,  0.1976867E+04,         976
, 0.40138374190056E+06, 0.64691877078149E+07,  0.1548650E+01,           3,  0.1685627E+04,         977
, 0.40144203303218E+06, 0.64692208129964E+07,  0.1631425E+01,           3,  0.2199611E+04,         978
, 0.40140443266667E+06, 0.64692154166667E+07,  0.1477333E+01,           3,  0.9845712E+03,         979
, 0.40173513226550E+06, 0.64688767535997E+07,  0.1650400E+01,           3,  0.9723824E+03,         980
, 0.40172052866667E+06, 0.64688968433333E+07,  0.3108367E+01,           3,  0.5375817E+03,         981
, 0.40175585742480E+06, 0.64688581869396E+07,  0.1727000E+00,           1,  0.7853994E+03,         982
, 0.40177629386455E+06, 0.64688436799570E+07, -0.1718375E+01,           1,  0.8521511E+03,         983
, 0.40179673156481E+06, 0.64688291729966E+07, -0.3401375E+01,           1,  0.9187153E+03,         984
, 0.40173265122563E+06, 0.64689204462126E+07,  0.3018450E+01,           3,  0.9462757E+03,         985
, 0.40171087833333E+06, 0.64689343000000E+07,  0.3629900E+01,           3,  0.5324280E+03,         986
, 0.40171576903308E+06, 0.64689584005618E+07,  0.4307075E+01,           3,  0.1071029E+04,         987
, 0.40181716785368E+06, 0.64688146621674E+07, -0.1610050E+01,           1,  0.9852549E+03,         988
, 0.40183760557270E+06, 0.64688001515311E+07,  0.2191500E+00,           1,  0.1052079E+04,         989
, 0.40169334500000E+06, 0.64689937066667E+07,  0.3142167E+01,           3,  0.4752480E+03,         990
, 0.40171892004704E+06, 0.64689919306090E+07,  0.3972850E+01,           3,  0.1258890E+04,         991
, 0.40168520167791E+06, 0.64690421237306E+07,  0.2428725E+01,           3,  0.1421864E+04,         992
, 0.40171949011138E+06, 0.64690279562622E+07,  0.3112450E+01,           3,  0.1353744E+04,         993
, 0.40166322022606E+06, 0.64690880805559E+07,  0.2410025E+01,           3,  0.1290190E+04,         994
, 0.40163691766667E+06, 0.64690978000000E+07,  0.2822567E+01,           3,  0.6235092E+03,         995
, 0.40168827433333E+06, 0.64690712100000E+07,  0.2364733E+01,           3,  0.7207672E+03,         996
, 0.40163199878588E+06, 0.64691307940925E+07,  0.3391925E+01,           3,  0.1685152E+04,         997
, 0.40160297633333E+06, 0.64691281233333E+07,  0.3798767E+01,           3,  0.7616885E+03,         998
, 0.40158450566667E+06, 0.64691461266667E+07,  0.3824167E+01,           3,  0.7461771E+03,         999
, 0.40158667925331E+06, 0.64691758643513E+07,  0.4163900E+01,           3,  0.1763299E+04,        1000
, 0.40155397566667E+06, 0.64691838733333E+07,  0.3473600E+01,           3,  0.8877509E+03,        1001
, 0.40128148157585E+06, 0.64691822160355E+07,  0.1273700E+01,           3,  0.2422129E+04,        1002
, 0.40122252892359E+06, 0.64691453920653E+07,  0.2071375E+01,           3,  0.2560495E+04,        1003
, 0.40123631761703E+06, 0.64691947333682E+07,  0.2496975E+01,           3,  0.2493507E+04,        1004
, 0.40154044306476E+06, 0.64692135380442E+07,  0.3745600E+01,           3,  0.1777030E+04,        1005
, 0.40134806547702E+06, 0.64692061150538E+07,  0.1349800E+01,           3,  0.1896695E+04,        1006
, 0.40132492300000E+06, 0.64692248533333E+07,  0.1403967E+01,           3,  0.1151372E+04,        1007
, 0.40129509700000E+06, 0.64692168600000E+07,  0.1306600E+01,           3,  0.1043346E+04,        1008
, 0.40148097066667E+06, 0.64692230800000E+07,  0.2253533E+01,           3,  0.1096821E+04,        1009
, 0.40150908334509E+06, 0.64692466230048E+07,  0.3057525E+01,           3,  0.2219772E+04,        1010
, 0.40138764206695E+06, 0.64692431889081E+07,  0.1547125E+01,           3,  0.2067883E+04,        1011
, 0.40143295643725E+06, 0.64692655845911E+07,  0.1769475E+01,           3,  0.2234743E+04,        1012
, 0.40148047384503E+06, 0.64692793787379E+07,  0.2120200E+01,           3,  0.2286949E+04,        1013
, 0.40175594949022E+06, 0.64689010533075E+07,  0.1199450E+01,           3,  0.9076464E+03,        1014
, 0.40177708091551E+06, 0.64688815229910E+07,  0.1118500E+00,           1,  0.8339974E+03,        1015
, 0.40180052881516E+06, 0.64688683525712E+07, -0.1760650E+01,           1,  0.9113348E+03,        1016
, 0.40182397833326E+06, 0.64688551806898E+07, -0.3047125E+01,           1,  0.9891406E+03,        1017
, 0.40184742978118E+06, 0.64688420098090E+07, -0.1288450E+01,           1,  0.1066665E+04,        1018
, 0.40174665164052E+06, 0.64689483102077E+07,  0.3608925E+01,           3,  0.8742982E+03,        1019
, 0.40177154366667E+06, 0.64689179333333E+07,  0.7111000E+00,           3,  0.4449520E+03,        1020
, 0.40177349423843E+06, 0.64689410665494E+07,  0.1197550E+01,           3,  0.8394005E+03,        1021
, 0.40175608400000E+06, 0.64689713333333E+07,  0.3691633E+01,           3,  0.4519991E+03,        1022
, 0.40174641133333E+06, 0.64689874600000E+07,  0.3850633E+01,           3,  0.5351917E+03,        1023
, 0.40187088217752E+06, 0.64688288362856E+07,  0.1791000E+00,           1,  0.1144518E+04,        1024
, 0.40175573933333E+06, 0.64690048266667E+07,  0.2850933E+01,           3,  0.4787001E+03,        1025
, 0.40174676233333E+06, 0.64690215266667E+07,  0.3058933E+01,           3,  0.4718339E+03,        1026
, 0.40173241354276E+06, 0.64690576477495E+07,  0.3130825E+01,           3,  0.9564979E+03,        1027
, 0.40171269775565E+06, 0.64690850734340E+07,  0.2708925E+01,           3,  0.1282278E+04,        1028
, 0.40176265041976E+06, 0.64690399232251E+07,  0.2404075E+01,           3,  0.9483831E+03,        1029
, 0.40167841000000E+06, 0.64691128466667E+07,  0.2400500E+01,           3,  0.7321248E+03,        1030
, 0.40166869901635E+06, 0.64691414261787E+07,  0.3267675E+01,           3,  0.1443853E+04,        1031
, 0.40170591514723E+06, 0.64691208030166E+07,  0.2688425E+01,           3,  0.1192055E+04,        1032
, 0.40162769609987E+06, 0.64691709139260E+07,  0.4497825E+01,           3,  0.1366747E+04,        1033
, 0.40166346364368E+06, 0.64691810563039E+07,  0.4884525E+01,           3,  0.1492788E+04,        1034
, 0.40159539966667E+06, 0.64692083100000E+07,  0.4577300E+01,           3,  0.7678646E+03,        1035
, 0.40157747170729E+06, 0.64692377463764E+07,  0.4281525E+01,           3,  0.2088739E+04,        1036
, 0.40162457389836E+06, 0.64692118011159E+07,  0.4888475E+01,           3,  0.1515970E+04,        1037
, 0.40128097233333E+06, 0.64692457400000E+07,  0.2433600E+01,           3,  0.1209525E+04,        1038
, 0.40124879311093E+06, 0.64692531692104E+07,  0.4210125E+01,           3,  0.2580138E+04,        1039
, 0.40155237524493E+06, 0.64692710558203E+07,  0.3320950E+01,           3,  0.1955913E+04,        1040
, 0.40135954463156E+06, 0.64692709164666E+07,  0.2521400E+01,           3,  0.1990589E+04,        1041
, 0.40132982500000E+06, 0.64692507166667E+07,  0.1608700E+01,           3,  0.7786992E+03,        1042
, 0.40130367098556E+06, 0.64692767812094E+07,  0.3245350E+01,           3,  0.2077914E+04,        1043
, 0.40152597079909E+06, 0.64693061518453E+07,  0.3153525E+01,           3,  0.2209166E+04,        1044
, 0.40141428648105E+06, 0.64693088601126E+07,  0.3427725E+01,           3,  0.2704179E+04,        1045
, 0.40137474033333E+06, 0.64693002333333E+07,  0.4187033E+01,           3,  0.1024979E+04,        1046
, 0.40146846768198E+06, 0.64693247835957E+07,  0.3257625E+01,           3,  0.2537019E+04,        1047
, 0.40150743733333E+06, 0.64693353500000E+07,  0.3953567E+01,           3,  0.1108798E+04,        1048
, 0.40179408611909E+06, 0.64689079203479E+07,  0.8074988E-02,           1,  0.9132885E+03,        1049
, 0.40182077969010E+06, 0.64688962991157E+07, -0.1805175E+01,           1,  0.9921870E+03,        1050
, 0.40184747392139E+06, 0.64688846789973E+07, -0.2797375E+01,           1,  0.1070848E+04,        1051
, 0.40187416701300E+06, 0.64688730622166E+07, -0.1170950E+01,           1,  0.1149739E+04,        1052
, 0.40190085980342E+06, 0.64688614438384E+07,  0.4714999E-01,           1,  0.1228650E+04,        1053
, 0.40177816370725E+06, 0.64689713913440E+07,  0.1799750E+01,           3,  0.7879446E+03,        1054
, 0.40180274873753E+06, 0.64689365465608E+07,  0.1742498E-01,           1,  0.8831510E+03,        1055
, 0.40180610626446E+06, 0.64689658918767E+07,  0.3372000E+00,           1,  0.8758514E+03,        1056
, 0.40177842949587E+06, 0.64690016150491E+07,  0.1736250E+01,           3,  0.7828912E+03,        1057
, 0.40178164533333E+06, 0.64690248366667E+07,  0.9317333E+00,           3,  0.3573665E+03,        1058
, 0.40174788966667E+06, 0.64690764533333E+07,  0.3107767E+01,           3,  0.4461699E+03,        1059
, 0.40174130671485E+06, 0.64691018800324E+07,  0.3044450E+01,           3,  0.1002410E+04,        1060
, 0.40177657466667E+06, 0.64690564433333E+07,  0.2194967E+01,           3,  0.4486268E+03,        1061
, 0.40177033058911E+06, 0.64690791032407E+07,  0.2383950E+01,           3,  0.8671849E+03,        1062
, 0.40173718077436E+06, 0.64691363674232E+07,  0.3219600E+01,           3,  0.1098571E+04,        1063
, 0.40180479611620E+06, 0.64690247659271E+07,  0.8099989E-02,           1,  0.8592162E+03,        1064
, 0.40180228416731E+06, 0.64690541870474E+07,  0.6407500E+00,           1,  0.8714555E+03,        1065
, 0.40170201050337E+06, 0.64691592212090E+07,  0.3742300E+01,           3,  0.1269301E+04,        1066
, 0.40169305700000E+06, 0.64691884600000E+07,  0.5166300E+01,           3,  0.7078773E+03,        1067
, 0.40173315013274E+06, 0.64691708873615E+07,  0.3972825E+01,           3,  0.1197640E+04,        1068
, 0.40165444100000E+06, 0.64692122333333E+07,  0.5377934E+01,           3,  0.8477489E+03,        1069
, 0.40170457966667E+06, 0.64692087366667E+07,  0.5390033E+01,           3,  0.8166844E+03,        1070
, 0.40169605317136E+06, 0.64692397119797E+07,  0.5029400E+01,           3,  0.1494949E+04,        1071
, 0.40166640833333E+06, 0.64692338633333E+07,  0.5130133E+01,           3,  0.8761281E+03,        1072
, 0.40161730538437E+06, 0.64692542764731E+07,  0.4173350E+01,           3,  0.1659614E+04,        1073
, 0.40161342900000E+06, 0.64692860266667E+07,  0.3892667E+01,           3,  0.9099388E+03,        1074
, 0.40158635098687E+06, 0.64693047176832E+07,  0.3970100E+01,           3,  0.2075030E+04,        1075
, 0.40165502903001E+06, 0.64692630829952E+07,  0.4146575E+01,           3,  0.1375884E+04,        1076
, 0.40128698400000E+06, 0.64693167566667E+07,  0.4511133E+01,           3,  0.1535389E+04,        1077
, 0.40125248485091E+06, 0.64693182386657E+07,  0.5370100E+01,           3,  0.3024732E+04,        1078
, 0.40155827766667E+06, 0.64693261700000E+07,  0.4178767E+01,           3,  0.1015040E+04,        1079
, 0.40133024666667E+06, 0.64692938566667E+07,  0.3913333E+01,           3,  0.5850454E+03,        1080
, 0.40134316607059E+06, 0.64693237135721E+07,  0.5382800E+01,           3,  0.1933950E+04,        1081
, 0.40130654433333E+06, 0.64693409433333E+07,  0.4940633E+01,           3,  0.1178162E+04,        1082
, 0.40156335452262E+06, 0.64693625418547E+07,  0.4967875E+01,           3,  0.2039780E+04,        1083
, 0.40152003802902E+06, 0.64693773873413E+07,  0.5349425E+01,           3,  0.2476842E+04,        1084
, 0.40183147062059E+06, 0.64689265492923E+07, -0.1327150E+01,           1,  0.9417149E+03,        1085
, 0.40186019074030E+06, 0.64689165530082E+07, -0.2566200E+01,           1,  0.1000310E+04,        1086
, 0.40188891417351E+06, 0.64689065578424E+07, -0.1592500E+01,           1,  0.1058714E+04,        1087
, 0.40191763773213E+06, 0.64688965602137E+07, -0.2137250E+00,           1,  0.1117343E+04,        1088
, 0.40193666533333E+06, 0.64688930433333E+07,  0.1005000E+00,           3,  0.2603765E+03,        1089
, 0.40180662594007E+06, 0.64689952923836E+07,  0.3511250E+00,           1,  0.8609414E+03,        1090
, 0.40183527517099E+06, 0.64689578225464E+07, -0.9243250E+00,           1,  0.9366253E+03,        1091
, 0.40183608899606E+06, 0.64689891622387E+07, -0.8717500E+00,           1,  0.9188220E+03,        1092
, 0.40176976722437E+06, 0.64691129666535E+07,  0.2506925E+01,           3,  0.9727679E+03,        1093
, 0.40176814625899E+06, 0.64691478784051E+07,  0.3573900E+01,           3,  0.1155006E+04,        1094
, 0.40179977305411E+06, 0.64690836104666E+07,  0.5804750E+00,           1,  0.8838532E+03,        1095
, 0.40179830397001E+06, 0.64691165058143E+07,  0.6266250E+00,           1,  0.1088216E+04,        1096
, 0.40176673487278E+06, 0.64691837830730E+07,  0.4195475E+01,           3,  0.1217921E+04,        1097
, 0.40183435627952E+06, 0.64690206148478E+07, -0.8881750E+00,           1,  0.9189568E+03,        1098
, 0.40183209101800E+06, 0.64690520201729E+07, -0.1019550E+01,           1,  0.9311864E+03,        1099
, 0.40182982496016E+06, 0.64690834279956E+07, -0.1132775E+01,           1,  0.9435549E+03,        1100
, 0.40173200756922E+06, 0.64692106032127E+07,  0.4975125E+01,           3,  0.1291349E+04,        1101
, 0.40176441040615E+06, 0.64692198306348E+07,  0.5135775E+01,           3,  0.1344743E+04,        1102
, 0.40172965704431E+06, 0.64692507376394E+07,  0.4926050E+01,           3,  0.1180425E+04,        1103
, 0.40169037345232E+06, 0.64692801659754E+07,  0.4225325E+01,           3,  0.1438884E+04,        1104
, 0.40172402667372E+06, 0.64692893051444E+07,  0.4636050E+01,           3,  0.1317613E+04,        1105
, 0.40164488684288E+06, 0.64693027021630E+07,  0.3983225E+01,           3,  0.1676429E+04,        1106
, 0.40163846233333E+06, 0.64693338633333E+07,  0.4579500E+01,           3,  0.9244874E+03,        1107
, 0.40160647669564E+06, 0.64693495586134E+07,  0.4847375E+01,           3,  0.2224187E+04,        1108
, 0.40168345655877E+06, 0.64693189662940E+07,  0.4210375E+01,           3,  0.1697886E+04,        1109
, 0.40131023866667E+06, 0.64693740433333E+07,  0.5191667E+01,           3,  0.1603924E+04,        1110
, 0.40127516562430E+06, 0.64694083295868E+07,  0.5440350E+01,           3,  0.4596782E+04,        1111
, 0.40124635500000E+06, 0.64693705366667E+07,  0.5477533E+01,           3,  0.1336555E+04,        1112
, 0.40156769153434E+06, 0.64694118920058E+07,  0.5495800E+01,           3,  0.2096399E+04,        1113
, 0.40153261166667E+06, 0.64694141866667E+07,  0.6261833E+01,           3,  0.1009400E+04,        1114
, 0.40161799266667E+06, 0.64693831033333E+07,  0.4943433E+01,           3,  0.1048014E+04,        1115
, 0.40160328466667E+06, 0.64694079900000E+07,  0.4917967E+01,           3,  0.1049631E+04,        1116
, 0.40151176723019E+06, 0.64694505321291E+07,  0.6878050E+01,           3,  0.2423498E+04,        1117
, 0.40186444684966E+06, 0.64689497522309E+07, -0.2189100E+01,           1,  0.9974277E+03,        1118
, 0.40189361787116E+06, 0.64689416821825E+07, -0.1742750E+01,           1,  0.1058174E+04,        1119
, 0.40192279115292E+06, 0.64689336114234E+07, -0.4512750E+00,           1,  0.1118996E+04,        1120
, 0.40194811600000E+06, 0.64689085666667E+07,  0.7513333E-01,           3,  0.2603188E+03,        1121
, 0.40194596766667E+06, 0.64689261133333E+07, -0.3763334E-01,           3,  0.5234749E+03,        1122
, 0.40186555509270E+06, 0.64689830315476E+07, -0.2014825E+01,           1,  0.9767031E+03,        1123
, 0.40186391639057E+06, 0.64690164636461E+07, -0.1815350E+01,           1,  0.9786719E+03,        1124
, 0.40179816835741E+06, 0.64691531445191E+07,  0.1555200E+01,           1,  0.1052477E+04,        1125
, 0.40179714299594E+06, 0.64691896105777E+07,  0.2059775E+01,           1,  0.9972681E+03,        1126
, 0.40182800205169E+06, 0.64691170110537E+07, -0.1311725E+01,           1,  0.1070597E+04,        1127
, 0.40182690468947E+06, 0.64691530269191E+07, -0.1526950E+01,           1,  0.1034142E+04,        1128
, 0.40179447029624E+06, 0.64692260424614E+07,  0.2703550E+01,           1,  0.9244393E+03,        1129
, 0.40186189826996E+06, 0.64690498560254E+07, -0.1766375E+01,           1,  0.9910538E+03,        1130
, 0.40185987872179E+06, 0.64690832479591E+07, -0.1773075E+01,           1,  0.1003140E+04,        1131
, 0.40185770067401E+06, 0.64691175185363E+07, -0.1778725E+01,           1,  0.1053119E+04,        1132
, 0.40176137335372E+06, 0.64692583926333E+07,  0.5530550E+01,           3,  0.1303699E+04,        1133
, 0.40179036450326E+06, 0.64692625755528E+07,  0.3026250E+01,           1,  0.8810225E+03,        1134
, 0.40175655585374E+06, 0.64692961527527E+07,  0.5440275E+01,           3,  0.1300567E+04,        1135
, 0.40171811226083E+06, 0.64693298200130E+07,  0.4920750E+01,           3,  0.1403730E+04,        1136
, 0.40175377133516E+06, 0.64693349403054E+07,  0.4083675E+01,           3,  0.1360487E+04,        1137
, 0.40166673667649E+06, 0.64693560631637E+07,  0.4774175E+01,           3,  0.1670222E+04,        1138
, 0.40164606600000E+06, 0.64693822166667E+07,  0.5123400E+01,           3,  0.8548717E+03,        1139
, 0.40172024060606E+06, 0.64693702802854E+07,  0.5653950E+01,           3,  0.1454827E+04,        1140
, 0.40169229466667E+06, 0.64693752000000E+07,  0.5341667E+01,           3,  0.6947327E+03,        1141
, 0.40129381833333E+06, 0.64694441400000E+07,  0.5853567E+01,           3,  0.1085134E+04,        1142
, 0.40156978233333E+06, 0.64694497500000E+07,  0.6186567E+01,           3,  0.9971537E+03,        1143
, 0.40154777000000E+06, 0.64694649733333E+07,  0.6822667E+01,           3,  0.1014060E+04,        1144
, 0.40161741100000E+06, 0.64694302466667E+07,  0.5236200E+01,           3,  0.9276569E+03,        1145
, 0.40160191657444E+06, 0.64694636330819E+07,  0.5794225E+01,           3,  0.1891402E+04,        1146
, 0.40165844700000E+06, 0.64694055100000E+07,  0.5113000E+01,           3,  0.9323638E+03,        1147
, 0.40164450000000E+06, 0.64694286533333E+07,  0.5251267E+01,           3,  0.9938947E+03,        1148
, 0.40150168446582E+06, 0.64694975580288E+07,  0.6179925E+01,           3,  0.2373413E+04,        1149
, 0.40146090400000E+06, 0.64694969600000E+07,  0.6557867E+01,           3,  0.1556834E+04,        1150
, 0.40155344483243E+06, 0.64694977517617E+07,  0.5775400E+01,           3,  0.1861649E+04,        1151
, 0.40189502090695E+06, 0.64689769032491E+07, -0.1655800E+01,           1,  0.1034690E+04,        1152
, 0.40192448759931E+06, 0.64689707747698E+07, -0.5645000E+00,           1,  0.1092748E+04,        1153
, 0.40196168725394E+06, 0.64689451318457E+07, -0.9275003E-02,           3,  0.1043962E+04,        1154
, 0.40194804933333E+06, 0.64689684900000E+07, -0.1331667E+00,           3,  0.5167134E+03,        1155
, 0.40189347789913E+06, 0.64690123148998E+07, -0.1432275E+01,           1,  0.1038226E+04,        1156
, 0.40189170589920E+06, 0.64690476890932E+07, -0.1174750E+01,           1,  0.1050766E+04,        1157
, 0.40182450846226E+06, 0.64691887526012E+07, -0.1582050E+01,           1,  0.9725945E+03,        1158
, 0.40182006817604E+06, 0.64692243020574E+07, -0.1571575E+01,           1,  0.8978947E+03,        1159
, 0.40185563906741E+06, 0.64691529119214E+07, -0.1881525E+01,           1,  0.1015627E+04,        1160
, 0.40185187626935E+06, 0.64691878976410E+07, -0.2029075E+01,           1,  0.9480845E+03,        1161
, 0.40181490572452E+06, 0.64692600678270E+07, -0.1504925E+01,           1,  0.8650016E+03,        1162
, 0.40188993467186E+06, 0.64690830656269E+07, -0.9704250E+00,           1,  0.1062868E+04,        1163
, 0.40188739796380E+06, 0.64691180259023E+07, -0.7605500E+00,           1,  0.1035656E+04,        1164
, 0.40188437572395E+06, 0.64691527969561E+07, -0.6065750E+00,           1,  0.9971112E+03,        1165
, 0.40178560530417E+06, 0.64692990682488E+07,  0.2980600E+01,           1,  0.8830138E+03,        1166
, 0.40181030999005E+06, 0.64692960106987E+07, -0.1257625E+01,           1,  0.8731200E+03,        1167
, 0.40178438103527E+06, 0.64693371493906E+07,  0.1390425E+01,           1,  0.1041178E+04,        1168
, 0.40175515130643E+06, 0.64693738199229E+07,  0.2999050E+01,           3,  0.1445254E+04,        1169
, 0.40178749880669E+06, 0.64693763949550E+07, -0.1049250E+00,           1,  0.1131417E+04,        1170
, 0.40168969661782E+06, 0.64694080769173E+07,  0.5525775E+01,           3,  0.1551575E+04,        1171
, 0.40172589281381E+06, 0.64694103860883E+07,  0.6102500E+01,           3,  0.1260770E+04,        1172
, 0.40176090747713E+06, 0.64694144245270E+07,  0.3899900E+01,           3,  0.1334127E+04,        1173
, 0.40159026700000E+06, 0.64694952733333E+07,  0.5722733E+01,           3,  0.7646598E+03,        1174
, 0.40165740232363E+06, 0.64694564875709E+07,  0.5101550E+01,           3,  0.1499521E+04,        1175
, 0.40163173766667E+06, 0.64694752733333E+07,  0.5197733E+01,           3,  0.6240297E+03,        1176
, 0.40163535353096E+06, 0.64695050285705E+07,  0.4841950E+01,           3,  0.1405044E+04,        1177
, 0.40160544433333E+06, 0.64695135400000E+07,  0.5223033E+01,           3,  0.7594199E+03,        1178
, 0.40169626351977E+06, 0.64694484720021E+07,  0.5722975E+01,           3,  0.1494923E+04,        1179
, 0.40150996800000E+06, 0.64695366366667E+07,  0.5396467E+01,           3,  0.1248969E+04,        1180
, 0.40147706455560E+06, 0.64695617018809E+07,  0.5603450E+01,           3,  0.2874355E+04,        1181
, 0.40144766633333E+06, 0.64695272000000E+07,  0.6067567E+01,           3,  0.1507385E+04,        1182
, 0.40156313766667E+06, 0.64695306433333E+07,  0.4901767E+01,           3,  0.1030433E+04,        1183
, 0.40154154800000E+06, 0.64695475700000E+07,  0.5182533E+01,           3,  0.1448233E+04,        1184
, 0.40141450900000E+06, 0.64695310300000E+07,  0.6425300E+01,           3,  0.1537875E+04,        1185
, 0.40159220166667E+06, 0.64695361466667E+07,  0.5030167E+01,           3,  0.8284781E+03,        1186
, 0.40192304093766E+06, 0.64690081683080E+07, -0.4879000E+00,           1,  0.1097971E+04,        1187
, 0.40196091758849E+06, 0.64689904154265E+07, -0.4437500E-01,           3,  0.8496914E+03,        1188
, 0.40194684833333E+06, 0.64690080300000E+07, -0.5486667E-01,           3,  0.5306241E+03,        1189
, 0.40197887333333E+06, 0.64689590333333E+07,  0.5483334E-01,           3,  0.2921971E+03,        1190
, 0.40198334238549E+06, 0.64689787859910E+07,  0.3420000E-01,           3,  0.5947089E+03,        1191
, 0.40192151515310E+06, 0.64690455246648E+07, -0.2793750E+00,           1,  0.1110353E+04,        1192
, 0.40191999005775E+06, 0.64690828830512E+07, -0.1176000E+00,           1,  0.1122578E+04,        1193
, 0.40184566634149E+06, 0.64692225636027E+07, -0.2237300E+01,           1,  0.8712753E+03,        1194
, 0.40183944854588E+06, 0.64692575605610E+07, -0.2449800E+01,           1,  0.8490305E+03,        1195
, 0.40187924183545E+06, 0.64691870419656E+07, -0.5516250E+00,           1,  0.9235231E+03,        1196
, 0.40187126621340E+06, 0.64692208257141E+07, -0.6510750E+00,           1,  0.8445512E+03,        1197
, 0.40183501438151E+06, 0.64692929554230E+07, -0.2468750E+01,           1,  0.8634248E+03,        1198
, 0.40191709601442E+06, 0.64691185310366E+07, -0.1467499E-01,           1,  0.1018020E+04,        1199
, 0.40191311039509E+06, 0.64691526794545E+07,  0.1332500E-01,           1,  0.9787542E+03,        1200
, 0.40190660981444E+06, 0.64691861843628E+07,  0.3822500E-01,           1,  0.8988478E+03,        1201
, 0.40181061364244E+06, 0.64693333618484E+07, -0.1186150E+01,           1,  0.1024584E+04,        1202
, 0.40183684627306E+06, 0.64693295769929E+07, -0.2357550E+01,           1,  0.1007824E+04,        1203
, 0.40181587836544E+06, 0.64693716553655E+07, -0.1197550E+01,           1,  0.1114224E+04,        1204
, 0.40179348715916E+06, 0.64694150936828E+07,  0.6393500E+00,           1,  0.1175681E+04,        1205
, 0.40182276821290E+06, 0.64694096515833E+07, -0.1030675E+01,           1,  0.1161003E+04,        1206
, 0.40173247321709E+06, 0.64694486840509E+07,  0.6359725E+01,           3,  0.1370725E+04,        1207
, 0.40176087633333E+06, 0.64694444966667E+07,  0.5351100E+01,           3,  0.6920256E+03,        1208
, 0.40180394118611E+06, 0.64694530300801E+07,  0.6912250E+00,           1,  0.1146224E+04,        1209
, 0.40177814666667E+06, 0.64694597766667E+07,  0.3268100E+01,           3,  0.7260424E+03,        1210
, 0.40167302669475E+06, 0.64694899605748E+07,  0.4953750E+01,           3,  0.1223642E+04,        1211
, 0.40169930900000E+06, 0.64694793700000E+07,  0.5957533E+01,           3,  0.7460090E+03,        1212
, 0.40164221833333E+06, 0.64695262433333E+07,  0.4826833E+01,           3,  0.4071077E+03,        1213
, 0.40163385000000E+06, 0.64695487533333E+07,  0.5392900E+01,           3,  0.5808767E+03,        1214
, 0.40160585747958E+06, 0.64695626253856E+07,  0.5656350E+01,           3,  0.1867996E+04,        1215
, 0.40168560379079E+06, 0.64695244925134E+07,  0.5070125E+01,           3,  0.1373822E+04,        1216
, 0.40166182733333E+06, 0.64695314433333E+07,  0.4690133E+01,           3,  0.5022223E+03,        1217
, 0.40174509875057E+06, 0.64694888753140E+07,  0.6507450E+01,           3,  0.1403538E+04,        1218
, 0.40171901000000E+06, 0.64694961700000E+07,  0.6290500E+01,           3,  0.8520468E+03,        1219
, 0.40155522416286E+06, 0.64695827333212E+07,  0.5952675E+01,           3,  0.2197739E+04,        1220
, 0.40152736033333E+06, 0.64696029433333E+07,  0.5973233E+01,           3,  0.1243234E+04,        1221
, 0.40150041533333E+06, 0.64695960500000E+07,  0.5443100E+01,           3,  0.1086372E+04,        1222
, 0.40144472743218E+06, 0.64696008956345E+07,  0.5777425E+01,           3,  0.2613201E+04,        1223
, 0.40139826842531E+06, 0.64695730422214E+07,  0.6182750E+01,           3,  0.3179673E+04,        1224
, 0.40148454264203E+06, 0.64696338404072E+07,  0.5723675E+01,           3,  0.2356900E+04,        1225
, 0.40195569966667E+06, 0.64690261466667E+07,  0.1756667E-01,           3,  0.4116638E+03,        1226
