Variable Name,Min Date,Max Date,Number of Samples
WQ_OGM_DOC,27/06/1991 14:22:00,31/08/1993 09:52:00,4.000
SAL,27/07/1984 08:51:00,17/08/1984 15:23:00,2.000
Na,14/05/1981 15:15:00,31/08/1993 09:52:00,27.000
WQ_CAR_PH,07/07/1970 14:45:00,15/05/1995 11:20:00,174.000
WQ_SIL_RSI,14/05/1981 15:15:00,31/08/1993 09:52:00,27.000
TEMP,06/05/1970 13:00:00,15/05/1995 11:20:00,174.000
WQ_DIAG_TOT_TURBIDITY,14/05/1981 15:16:00,15/05/1995 11:20:00,123.000
WQ_OGM_POC,27/06/1991 14:22:00,31/08/1993 09:52:00,4.000
Flow,14/05/1981 00:00:00,10/04/2019 00:00:00,13768.000
