Variable Name,Min Date,Max Date,Number of Samples
SAL,27/10/2004 14:15:00,15/04/2016 09:35:00,85.000
WQ_DIAG_OXY_OXY_SAT,27/10/2004 14:15:00,15/04/2016 09:35:00,84.000
WQ_OXY_OXY,27/10/2004 14:15:00,15/04/2016 09:35:00,84.000
WQ_CAR_PH,27/10/2004 14:15:00,15/04/2016 09:35:00,83.000
TEMP,27/10/2004 14:15:00,15/04/2016 09:35:00,84.000
Flow,28/10/2004 00:00:00,16/10/2007 00:00:00,1084.000
minFlow,27/10/2004 00:00:00,16/10/2007 00:00:00,1085.000
Flow_ML,28/10/2004 00:00:00,16/10/2007 00:00:00,1084.000
Level,28/10/2004 00:00:00,16/10/2007 00:00:00,1084.000
