SITE_ID,DEFAULT_SITE_REF,SITE_TYPE,SITE_SUBTYPE,DEFAULT_SITE_NUM_SYS,SITE_NAME,SITE_SHORTNAME,ALL_SITE_REFERENCES,TEXT_REF,ZONE,EASTING,NORTHING,LATITUDE,LONGITUDE,SPHEROID
616004,616004,Stream Gauging,Stream Gauging,AWRC,Swan River - Meadow Street Bridge,Meadow Street Bridge,16394 [WIN_ID]; 616004 [SITE_REF]; MEA [TEXT_REF],MEA,50,402829.00,6470800.00,-31.894479070,115.972448940,GDA94

