Variable Name,Min Date,Max Date,Number of Samples
WQ_OGM_DOC,01/07/1997 11:20:00,03/10/2019 08:52:00,663.000
SAL,04/06/1997 10:40:00,26/06/2019 08:29:47,594.000
WQ_DIAG_TOT_TMN,15/02/2000 10:00:00,15/02/2000 10:00:00,1.000
WQ_OGM_DON,31/10/2006 08:25:00,03/10/2019 08:52:00,336.000
WQ_NIT_NIT,12/06/1987 11:35:00,03/10/2019 08:52:00,885.000
WQ_DIAG_TOT_TKN,24/07/1995 10:05:00,03/10/2019 08:52:00,719.000
WQ_DIAG_TOT_TN,12/06/1987 11:35:00,03/10/2019 08:52:00,906.000
WQ_NIT_AMM,12/06/1987 11:35:00,03/10/2019 08:52:00,829.000
WQ_DIAG_OXY_OXY_SAT,26/11/2003 10:39:00,26/06/2019 08:29:47,335.000
WQ_OXY_OXY,06/01/1999 13:38:00,26/06/2019 08:29:47,337.000
WQ_DIAG_TOT_TP,12/06/1987 11:35:00,03/10/2019 08:52:00,913.000
WQ_CAR_PH,16/10/1997 09:57:00,26/06/2019 08:29:47,244.000
WQ_PHS_FRP,12/06/1987 11:35:00,03/10/2019 08:52:00,885.000
TEMP,03/12/1996 11:15:00,26/06/2019 08:29:47,658.000
TRC_SS1,15/05/1995 12:00:00,03/10/2019 08:52:00,765.000
WQ_OGM_POC,01/07/1997 11:20:00,03/10/2019 08:52:00,663.000
WQ_NCS_SS1,15/05/1995 12:00:00,03/10/2019 08:52:00,765.000
Na,05/07/2011 09:26:00,05/07/2011 09:26:00,1.000
SO4,05/07/2011 09:26:00,05/07/2011 09:26:00,1.000
WQ_SIL_RSI,13/10/1995 12:00:00,30/06/1998 08:40:00,137.000
Flow,28/03/1997 00:00:00,15/10/2019 00:00:00,8241.000
minFlow,27/03/1997 00:00:00,15/10/2019 00:00:00,8242.000
Flow_ML,28/03/1997 00:00:00,15/10/2019 00:00:00,8241.000
Level,28/03/1997 00:00:00,15/10/2019 00:00:00,8241.000
