Variable Name,Min Date,Max Date,Number of Samples
WQ_NIT_NIT,07/06/2012 00:01:00,08/06/2012 12:00:00,5.000
WQ_DIAG_TOT_TKN,07/06/2012 00:01:00,08/06/2012 12:00:00,5.000
WQ_DIAG_TOT_TN,12/07/2010 10:15:00,25/09/2013 00:00:00,175.000
WQ_NIT_AMM,07/06/2012 00:01:00,08/06/2012 12:00:00,5.000
WQ_DIAG_TOT_TP,12/07/2010 10:15:00,25/09/2013 00:00:00,175.000
WQ_PHS_FRP,07/06/2012 00:01:00,08/06/2012 12:00:00,5.000
TRC_SS1,12/07/2010 10:15:00,25/09/2013 00:00:00,159.000
WQ_NCS_SS1,12/07/2010 10:15:00,25/09/2013 00:00:00,159.000
