Variable Name,Min Date,Max Date,Number of Samples
Cloud,22/12/2008 09:36:00,28/05/2012 11:32:00,175.000
SAL,22/12/2008 09:35:38,28/05/2012 11:31:54,1536.000
WQ_DIAG_OXY_OXY_SAT,22/12/2008 09:35:38,28/05/2012 11:31:54,1522.000
WQ_OXY_OXY,22/12/2008 09:35:38,28/05/2012 11:31:54,1513.000
WQ_CAR_PH,22/12/2008 09:35:38,28/05/2012 11:31:54,1545.000
TEMP,22/12/2008 09:35:38,28/05/2012 11:31:54,1545.000
WQ_DIAG_TOT_TURBIDITY,21/05/2012 10:40:52,28/05/2012 11:31:54,19.000
Wind_Dir,05/01/2009 09:27:00,07/05/2012 10:39:00,105.000
Wind_Speed,22/12/2008 09:36:00,28/05/2012 11:32:00,171.000
