Date,Depth (m),H (mAHD),Vx (m/s),Vy (m/s),D (m),Salinity (psu),Temperature (C),Water Age (days),Oxygen (mg/L),GRN (mmol/m^3),CRYPT (mmol/m^3),DIATOM (mmol/m^3),DINO (mmol/m^3),MAC (mmol/m^3),Sed Oxy Demand (mmol/m^3),Atmos Oxy Flux (mmol/m^3),Oxy Sat (%),Phy GPP (mmol/m^3),TPHYS (mmol/m^3),Phy MPB (mmol/m^3),Phy BPP (mmol/m^3),
08-03-2009 12:00:01,0,0.8393,-0.0469,0.0523,3.6036,29.9142,28.1894,66.0899,5.7367,0.6504,33.4499,0.8275,2.0100,0.0000,0.0000,0.0000,87.1591,-5.9881,37.1066,0.0000,0.0000,
08-03-2009 12:00:01,-3.60,0.8393,0.0096,0.0128,3.6036,31.6879,28.3009,59.1848,4.3823,0.4939,25.9621,0.7849,1.4492,0.0000,-38.3192,9.3148,67.3653,-4.6596,28.8630,407.3571,105.6638,
09-03-2009 12:00:02,0,0.9082,-0.0127,0.0312,3.6725,29.8588,28.4886,66.8832,5.6949,0.6124,31.7086,0.7505,1.8625,0.0000,0.0000,0.0000,86.9241,-5.9605,35.1064,0.0000,0.0000,
09-03-2009 12:00:02,-3.67,0.9082,0.0107,0.0082,3.6725,31.8006,28.1332,59.2876,4.4229,0.4719,24.5218,0.7629,1.3313,0.0000,-37.9751,5.4413,67.8449,-2.3724,27.2620,411.7066,106.1661,
13-03-2009 12:00:04,0,0.9769,-0.0388,0.0418,3.7412,29.6679,27.9643,69.5686,5.5244,0.5074,27.1662,0.5636,1.6979,0.0000,0.0000,0.0000,83.5073,-7.7031,30.1112,0.0000,0.0000,
13-03-2009 12:00:04,-3.74,0.9769,0.0149,0.0008,3.7412,31.5320,28.6409,62.1183,3.3996,0.3949,23.4083,0.5537,1.2429,0.0000,-35.0583,10.6073,52.5053,-22.7161,25.7772,422.2580,111.8886,
26-03-2009 12:00:03,0,0.8426,-0.0359,0.0292,3.6069,29.4703,26.5776,72.5637,5.1978,0.3224,22.2160,0.4011,0.9249,0.0000,0.0000,0.0000,76.6827,-5.8567,24.0501,0.0000,0.0000,
26-03-2009 12:00:03,-3.61,0.8426,0.0086,0.0070,3.6069,30.7543,27.1795,68.0576,3.4989,0.2945,24.2548,0.4219,0.8720,0.0000,-31.7657,10.4858,52.5210,-25.2058,26.0219,440.8193,106.2212,
27-03-2009 12:00:01,0,0.9307,-0.0240,0.0274,3.6950,29.6815,26.8655,72.4970,4.9617,0.3138,22.0555,0.4130,0.8287,0.0000,0.0000,0.0000,73.6444,-8.2440,23.7991,0.0000,0.0000,
27-03-2009 12:00:01,-3.69,0.9307,0.0064,0.0137,3.6950,30.6162,27.0932,68.8406,3.7216,0.2977,22.9591,0.4362,0.8431,0.0000,-32.4843,15.7423,55.7413,-23.0252,24.7155,445.4478,105.1674,
28-03-2009 12:00:03,0,0.9969,-0.0118,0.0381,3.7612,29.8329,26.8454,72.4918,4.9464,0.3071,21.8168,0.4251,0.7925,0.0000,0.0000,0.0000,73.4548,-7.6323,23.5306,0.0000,0.0000,
28-03-2009 12:00:03,-3.76,0.9969,0.0074,0.0098,3.7612,30.9264,27.1702,68.2768,3.4427,0.2808,23.0078,0.4306,0.7952,0.0000,-31.4973,18.7597,51.7193,-21.1471,24.6940,449.9916,106.3189,
29-03-2009 12:00:01,0,0.9442,-0.0443,0.0347,3.7085,30.0390,26.4366,72.2552,4.6577,0.3028,22.3775,0.4376,0.7883,0.0000,0.0000,0.0000,68.7708,-14.2013,24.0948,0.0000,0.0000,
29-03-2009 12:00:01,-3.71,0.9442,0.0064,0.0106,3.7085,31.0475,27.1808,68.3460,3.2574,0.2776,22.8741,0.4410,0.7448,0.0000,-30.6825,36.6659,48.9780,-22.1565,24.5170,452.4641,100.8674,
31-03-2009 12:00:00,0,0.8990,-0.0454,0.0569,3.6633,30.0109,24.6224,73.1338,4.4881,0.2964,23.1782,0.4278,0.7344,0.0000,0.0000,0.0000,64.2265,-15.0859,24.8259,0.0000,0.0000,
31-03-2009 12:00:00,-3.66,0.8990,0.0019,0.0157,3.6633,31.5355,25.4913,66.8948,3.0004,0.2768,23.3798,0.4596,0.6545,0.0000,-25.8446,6.9336,43.9653,-20.2703,24.9498,446.6501,88.8716,
31-03-2009 12:00:04,0,0.8995,-0.0424,0.0585,3.6638,28.6702,23.7668,16.4059,5.3463,0.5821,2.1390,5.6206,0.4932,0.0000,0.0000,0.0000,74.7923,-5.0203,9.0272,0.0000,0.0000,
31-03-2009 12:00:04,-3.66,0.8995,0.0051,0.0149,3.6638,31.0124,25.0511,16.4031,4.2727,0.4291,1.9932,3.9655,0.7029,0.0000,-29.5202,4.8719,61.9529,-3.6203,7.2490,229.5887,67.1722,
05-04-2009 12:00:04,0,0.7247,-0.0445,0.0527,3.4890,29.3561,22.8537,21.4062,5.5426,0.5130,2.3978,4.9816,0.4690,0.0000,0.0000,0.0000,76.5925,-2.3318,8.5536,0.0000,0.0000,
05-04-2009 12:00:04,-3.49,0.7247,0.0086,0.0122,3.4890,31.1124,24.0552,21.3821,4.9977,0.4024,2.0701,3.9386,0.5461,0.0000,-29.1533,21.5513,71.2638,-0.7387,7.1159,282.7084,86.0377,
06-04-2009 12:00:00,0,0.7876,-0.0394,0.0396,3.5519,29.5260,22.6461,22.4150,5.6935,0.5011,2.4374,4.9058,0.4582,0.0000,0.0000,0.0000,78.4623,-2.5169,8.4951,0.0000,0.0000,
06-04-2009 12:00:00,-3.55,0.7876,0.0153,0.0027,3.5519,31.3861,23.7041,22.3735,5.1310,0.3873,2.0697,3.8381,0.5374,0.0000,-28.6669,24.9056,72.8302,-0.7534,6.9924,294.5251,86.9353,
07-04-2009 12:00:01,0,0.9302,-0.0249,0.0267,3.6945,29.9050,22.5248,23.4176,5.7829,0.4753,2.3911,4.7534,0.4519,0.0000,0.0000,0.0000,79.6963,-2.7444,8.2652,0.0000,0.0000,
07-04-2009 12:00:01,-3.69,0.9302,0.0165,0.0030,3.6945,31.5365,23.4639,23.3592,5.1954,0.3756,2.0927,3.7399,0.5402,0.0000,-28.2762,13.9687,73.4956,-1.5224,6.9091,306.1841,87.5788,
09-04-2009 12:00:00,0,1.1438,0.0120,-0.0034,3.9081,30.0412,22.4550,25.3869,5.6733,0.4701,2.5279,4.8786,0.4269,0.0000,0.0000,0.0000,78.1497,-2.5220,8.4980,0.0000,0.0000,
09-04-2009 12:00:00,-3.91,1.1438,0.0129,0.0083,3.9081,31.5278,23.3002,25.2769,4.7411,0.3739,2.2768,3.7390,0.5398,0.0000,-26.9384,1.1755,66.8721,-3.9078,7.0902,326.7331,88.0611,
13-04-2009 12:00:02,0,1.1569,-0.0215,0.0434,3.9212,30.5710,22.7700,28.9841,5.3430,0.4481,2.9484,4.7265,0.4613,0.0000,0.0000,0.0000,74.2437,-4.3912,8.7837,0.0000,0.0000,
13-04-2009 12:00:02,-3.92,1.1569,0.0135,0.0166,3.9212,31.9403,23.7470,28.6227,3.9077,0.3476,2.4665,3.5995,0.4998,0.0000,-25.6744,18.0734,55.6853,-1.9945,7.0754,359.3643,44.1296,
14-04-2009 12:00:03,0,1.1798,-0.0268,0.0417,3.9440,30.6801,21.9778,29.7356,4.8397,0.4332,3.0397,4.3967,0.4377,0.0000,0.0000,0.0000,66.3414,-7.1634,8.5013,0.0000,0.0000,
14-04-2009 12:00:03,-3.94,1.1798,0.0119,0.0134,3.9440,32.2701,23.4839,29.1704,3.8859,0.3198,2.4081,3.0738,0.4638,0.0000,-25.0964,10.2165,55.2238,-4.5348,6.4328,351.6201,92.5706,
15-04-2009 12:00:00,0,1.0680,-0.0402,0.0515,3.8323,30.6012,21.5038,30.6652,4.8202,0.4652,3.5419,4.6633,0.4374,0.0000,0.0000,0.0000,65.4782,-7.2176,9.3019,0.0000,0.0000,
15-04-2009 12:00:00,-3.83,1.0680,0.0098,0.0107,3.8323,32.0713,22.5843,30.0490,4.0330,0.3549,2.8496,3.3571,0.4653,0.0000,-23.8096,12.8370,56.3424,-4.5524,7.1909,355.8222,89.2929,
17-04-2009 12:00:00,0,0.9655,-0.0356,0.0419,3.7298,30.4010,21.1946,32.5626,4.8274,0.5174,4.4308,5.4280,0.4277,0.0000,0.0000,0.0000,65.1300,-6.0286,10.9979,0.0000,0.0000,
17-04-2009 12:00:00,-3.73,0.9655,0.0074,0.0107,3.7298,31.7063,21.8885,31.9579,4.2766,0.4237,3.7600,4.3234,0.4607,0.0000,-23.1518,6.5737,58.8791,-4.2501,9.1216,371.8762,85.4373,
20-04-2009 12:00:00,0,0.9528,0.0047,0.0006,3.7171,30.2717,21.0235,35.3701,4.7238,0.5546,5.5111,5.8919,0.4069,0.0000,0.0000,0.0000,63.4840,-5.0504,12.5587,0.0000,0.0000,
20-04-2009 12:00:00,-3.72,0.9528,0.0112,0.0012,3.7171,31.7775,21.6325,34.4317,3.8084,0.4417,4.4973,4.5414,0.4458,0.0000,-21.5653,6.0891,52.2120,-5.6531,10.0773,375.1883,83.3217,
