Date,Depth (m),H (mAHD),Vx (m/s),Vy (m/s),D (m),Salinity (psu),Temperature (C),Water Age (days),Oxygen (mg/L),GRN (mmol/m^3),CRYPT (mmol/m^3),DIATOM (mmol/m^3),DINO (mmol/m^3),MAC (mmol/m^3),Sed Oxy Demand (mmol/m^3),Atmos Oxy Flux (mmol/m^3),Oxy Sat (%),Phy GPP (mmol/m^3),TPHYS (mmol/m^3),Phy MPB (mmol/m^3),Phy BPP (mmol/m^3),
08-03-2009 12:00:01,0,0.8557,-0.0199,0.0253,2.7879,34.2777,26.4151,43.1150,5.9354,0.2787,4.3557,1.1075,0.3392,0.0000,0.0000,0.0000,89.7227,-1.4926,6.2761,0.0000,0.0000,
08-03-2009 12:00:01,-2.79,0.8557,0.0122,-0.0006,2.7879,34.5582,25.3242,37.1468,6.6970,0.2515,3.1972,1.1206,0.4209,0.2000,0.0000,6.9938,99.5468,0.0000,5.1876,698.3004,121.3223,
09-03-2009 12:00:02,0,0.9145,-0.0007,0.0271,2.8467,34.2710,26.5428,43.6703,5.9238,0.2797,4.4981,1.1024,0.3250,0.0000,0.0000,0.0000,89.7355,-1.3156,6.4004,0.0000,0.0000,
09-03-2009 12:00:02,-2.85,0.9145,0.0105,-0.0013,2.8467,34.7341,25.4292,33.7520,6.6193,0.2596,3.1562,1.1566,0.4314,0.2000,0.0000,3.9906,98.6652,-0.4260,5.2007,697.5058,121.4723,
13-03-2009 12:00:04,0,0.9828,-0.0212,0.0185,2.9150,34.4021,26.3297,44.0257,6.1014,0.2644,3.7213,1.1530,0.2847,0.0000,0.0000,0.0000,92.1653,-1.4791,5.6194,0.0000,0.0000,
13-03-2009 12:00:04,-2.92,0.9828,0.0073,0.0019,2.9150,34.4560,25.9429,42.4858,6.8777,0.2500,3.5614,1.0611,0.3325,0.2000,0.0000,4.7275,103.2490,0.0000,5.4000,687.3968,127.0370,
26-03-2009 12:00:03,0,0.8433,-0.0151,0.0087,2.7755,34.4796,25.5325,47.6478,6.0589,0.2144,2.9444,0.9675,0.2199,0.0000,0.0000,0.0000,90.3403,-1.4246,4.5429,0.0000,0.0000,
26-03-2009 12:00:03,-2.78,0.8433,0.0041,0.0042,2.7755,34.5039,25.1707,46.8747,6.7725,0.2032,2.8086,0.8933,0.2553,0.2000,0.0000,4.1147,100.3742,0.0000,4.3556,678.6741,122.2957,
27-03-2009 12:00:01,0,0.9356,0.0034,0.0053,2.8678,34.4674,25.8362,48.6213,6.0745,0.2091,2.8280,0.9489,0.2016,0.0000,0.0000,0.0000,91.0337,-1.3327,4.3861,0.0000,0.0000,
27-03-2009 12:00:01,-2.87,0.9356,-0.0004,0.0050,2.8678,34.4792,25.3346,47.8065,6.8476,0.2005,2.7006,0.8594,0.2481,0.2000,0.0000,5.0811,101.7568,0.0000,4.2051,679.6559,122.3135,
28-03-2009 12:00:03,0,1.0002,0.0123,0.0271,2.9324,34.4833,25.7484,48.8673,6.1673,0.2037,2.6604,0.9468,0.2080,0.0000,0.0000,0.0000,92.2951,-0.7694,4.2161,0.0000,0.0000,
