Date,Depth (m),H (mAHD),Vx (m/s),Vy (m/s),D (m),Salinity (psu),Temperature (C),Water Age (days),Oxygen (mg/L),GRN (mmol/m^3),CRYPT (mmol/m^3),DIATOM (mmol/m^3),DINO (mmol/m^3),MAC (mmol/m^3),Sed Oxy Demand (mmol/m^3),Atmos Oxy Flux (mmol/m^3),Oxy Sat (%),Phy GPP (mmol/m^3),TPHYS (mmol/m^3),Phy MPB (mmol/m^3),Phy BPP (mmol/m^3),
08-03-2009 12:00:01,0,0.8432,0.0287,-0.0584,1.1333,29.4656,24.2840,100.4772,4.1170,0.2162,43.3835,0.6455,0.2129,0.0000,0.0000,0.0000,58.3878,-21.6005,44.6542,0.0000,0.0000,
08-03-2009 12:00:01,-1.13,0.8432,0.0342,-0.0347,1.1333,29.7442,24.4567,99.9575,4.0433,0.2135,41.6438,0.6492,0.2386,0.0000,-39.3305,28.4477,57.6067,-4.2459,42.9297,714.6248,116.9266,
09-03-2009 12:00:02,0,0.9132,0.0277,-0.0401,1.2033,29.6949,24.9069,100.5227,3.8754,0.2176,42.2295,0.6697,0.2055,0.0000,0.0000,0.0000,55.6327,-23.3673,43.5188,0.0000,0.0000,
09-03-2009 12:00:02,-1.20,0.9132,0.0207,-0.0287,1.2033,29.9889,25.0187,99.9553,3.7844,0.2115,40.0938,0.6559,0.2424,0.0000,-39.8643,17.4145,54.5237,-2.6681,41.3895,713.1449,119.6871,
13-03-2009 12:00:04,0,0.9806,0.0127,-0.0337,1.2707,29.9229,24.8535,101.9538,3.2433,0.2188,43.3725,0.6411,0.2237,0.0000,0.0000,0.0000,46.5763,-25.4490,44.6524,0.0000,0.0000,
13-03-2009 12:00:04,-1.27,0.9806,0.0244,-0.0242,1.2707,30.1924,24.8960,101.5589,3.3083,0.2136,41.3518,0.6438,0.2488,0.0000,-37.0469,32.6092,47.6185,-2.7003,42.6445,702.0599,120.9652,
26-03-2009 12:00:03,0,0.8477,0.0153,-0.0369,1.1378,29.4070,22.8891,107.0448,3.6444,0.2241,48.9740,0.4924,0.3231,0.0000,0.0000,0.0000,50.4077,-25.9375,50.2074,0.0000,0.0000,
26-03-2009 12:00:03,-1.14,0.8477,0.0224,-0.0233,1.1378,30.1823,23.6237,106.4392,3.2383,0.2131,46.4729,0.4992,0.3195,0.0000,-33.2379,21.1535,45.5827,-23.1323,47.6899,687.3967,114.3081,
27-03-2009 12:00:01,0,0.9360,0.0263,-0.0505,1.2261,29.7452,23.3467,107.5613,3.5758,0.2201,48.1877,0.5072,0.2894,0.0000,0.0000,0.0000,49.9623,-22.8588,49.3994,0.0000,0.0000,
27-03-2009 12:00:01,-1.23,0.9360,0.0224,-0.0277,1.2261,30.2565,23.7870,106.9429,3.1831,0.2131,46.3925,0.4936,0.3092,0.0000,-33.3705,28.3607,44.9540,-27.3924,47.5946,688.4532,113.6378,
