Variable Name,Min Date,Max Date,Number of Samples
WQ_DIAG_TOT_TN,20/05/2011 09:43:00,08/05/2013 15:35:00,2.000
WQ_DIAG_TOT_TP,20/05/2011 09:43:00,08/05/2013 15:35:00,2.000
WQ_DIAG_TOT_TSS,20/05/2011 09:43:00,20/05/2011 09:43:00,1.000
WQ_DIAG_TOT_TURBIDITY,20/05/2011 09:43:00,20/05/2011 09:43:00,1.000
Flow,27/05/2010 00:00:00,27/07/2017 00:00:00,2476.000
minFlow,26/05/2010 00:00:00,27/07/2017 00:00:00,2479.000
Flow_ML,27/05/2010 00:00:00,27/07/2017 00:00:00,2476.000
Level,17/01/2007 00:00:00,27/07/2017 00:00:00,2892.000
