Variable Name,Min Date,Max Date,Number of Samples
WQ_OGM_DOC,01/07/1997 13:35:00,03/10/2019 14:07:00,669.000
SAL,04/06/1997 13:00:00,26/06/2019 13:25:03,597.000
WQ_OGM_DON,31/10/2006 13:27:00,03/10/2019 14:07:00,341.000
WQ_NIT_NIT,12/06/1987 10:45:00,03/10/2019 14:07:00,905.000
WQ_DIAG_TOT_TKN,24/07/1995 10:15:00,03/10/2019 14:07:00,728.000
WQ_DIAG_TOT_TN,12/06/1987 10:45:00,03/10/2019 14:07:00,936.000
WQ_NIT_AMM,12/06/1987 10:45:00,03/10/2019 14:07:00,881.000
WQ_DIAG_OXY_OXY_SAT,23/07/2004 09:05:00,26/06/2019 13:25:03,332.000
WQ_OXY_OXY,23/03/2000 10:03:00,26/06/2019 13:25:03,336.000
WQ_DIAG_TOT_TP,12/06/1987 10:45:00,03/10/2019 14:07:00,943.000
WQ_CAR_PH,18/09/2003 16:32:00,26/06/2019 13:25:03,239.000
WQ_PHS_FRP,12/06/1987 10:45:00,03/10/2019 14:07:00,714.000
TEMP,19/11/1996 12:00:00,26/06/2019 13:25:03,660.000
TRC_SS1,15/05/1995 12:00:00,03/10/2019 14:07:00,782.000
WQ_OGM_POC,01/07/1997 13:35:00,03/10/2019 14:07:00,669.000
WQ_NCS_SS1,15/05/1995 12:00:00,03/10/2019 14:07:00,782.000
WQ_SIL_RSI,20/11/1995 10:25:00,30/06/1998 10:25:00,140.000
Flow,01/01/1988 00:00:00,30/12/2015 00:00:00,9454.000
minFlow,01/01/1988 00:00:00,31/12/2015 00:00:00,9458.000
Flow_ML,01/01/1988 00:00:00,30/12/2015 00:00:00,9454.000
Level,01/01/1988 00:00:00,09/03/2019 00:00:00,10619.000
