Variable Name,Min Date,Max Date,Number of Samples
Flow,01/01/1988 00:00:00,13/01/2021 00:00:00,9403.000
minFlow,01/01/1988 00:00:00,28/11/2020 00:00:00,8912.000
Flow_ML,01/01/1988 00:00:00,13/01/2021 00:00:00,9403.000
Level,01/01/1988 00:00:00,13/01/2021 00:00:00,10394.000
WQ_OGM_DOC,01/07/1997 08:30:00,23/12/2020 09:52:01,429.000
SAL,04/06/1997 12:00:00,23/12/2020 09:52:42,386.000
ON,01/10/2020 10:12:01,23/12/2020 09:52:01,14.000
WQ_OGM_DON,31/10/2006 10:17:00,16/09/2020 10:27:01,206.000
WQ_NIT_NIT,12/06/1987 12:00:00,23/12/2020 09:52:01,618.000
WQ_NIT_AMM,12/06/1987 12:00:00,23/12/2020 09:52:01,596.000
WQ_DIAG_OXY_OXY_SAT,23/07/2004 12:00:00,23/12/2020 09:52:42,219.000
WQ_OXY_OXY,02/11/1998 12:55:00,23/12/2020 09:52:42,224.000
WQ_DIAG_TOT_TP,12/06/1987 12:00:00,23/12/2020 09:52:01,637.000
WQ_CAR_PH,02/11/1998 12:55:00,23/12/2020 09:52:42,167.000
WQ_PHS_FRP,12/06/1987 12:00:00,23/12/2020 09:52:01,427.000
TEMP,09/12/1996 11:40:00,23/12/2020 09:52:42,440.000
WQ_DIAG_TOT_TSS,15/05/1995 12:00:00,23/12/2020 09:52:01,505.000
WQ_DIAG_TOT_TURBIDITY,02/11/1998 12:55:00,23/12/2020 09:52:42,10.000
WQ_OGM_POC,01/07/1997 08:30:00,23/12/2020 09:52:01,429.000
WQ_DIAG_TOT_TKN,24/07/1995 09:04:00,03/10/2019 10:53:00,451.000
WQ_DIAG_TOT_TN,12/06/1987 12:00:00,03/10/2019 10:53:00,621.000
WQ_SIL_RSI,20/11/1995 10:00:00,30/06/1998 11:30:00,82.000
