Date,Depth (m),Vx (m/s),Vy (m/s),Salinity (psu),Temperature (C),Oxygen (mg/L),Oxygen Saturation (%),TSS (mg/L),Turbidity (NTU),Light (W/m2),PAR (W/m2),
15-03-2015 00:00:00,0.00,0.0000,0.0000,23.6387,25.9225,6.4188,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 00:00:00,-0.25,0.0000,0.0000,23.6387,25.9225,6.4188,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 00:00:00,-0.50,0.0000,0.0000,23.6387,25.9225,6.4188,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 00:00:00,-0.75,0.0000,0.0000,23.6387,25.9225,6.4188,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 00:00:00,-1.00,0.0000,0.0000,23.6387,25.9225,6.4188,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 00:00:00,-1.25,0.0000,0.0000,23.6387,25.9225,6.4188,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 04:00:02,0.00,-0.0472,-0.0184,19.2168,24.2088,6.2066,82.8950,12.4650,2.6944,1.7338,0.7802,
15-03-2015 04:00:02,-0.25,-0.0250,-0.0068,19.4775,24.3678,6.2162,83.3837,12.5089,2.7104,1.1518,0.5183,
15-03-2015 04:00:02,-0.50,0.0035,0.0017,20.3882,24.6917,6.2452,84.6985,12.6419,2.7636,0.7659,0.3447,
15-03-2015 04:00:02,-0.75,0.0035,0.0017,20.3882,24.6917,6.2452,84.6985,12.6419,2.7636,0.7659,0.3447,
15-03-2015 04:00:02,-1.00,0.0216,0.0084,21.9219,25.1207,6.2633,86.3416,12.8078,2.8566,0.5099,0.2294,
15-03-2015 04:00:02,-1.25,0.0202,0.0106,23.0458,25.5045,5.7178,79.8619,12.0669,2.8708,0.4067,0.1830,
15-03-2015 08:00:03,0.00,0.0102,0.0006,19.1433,23.3599,6.2500,82.1694,12.2275,2.6699,75.9559,34.1801,
15-03-2015 08:00:03,-0.25,0.0002,0.0010,19.1766,23.9284,6.2161,82.5845,12.2671,2.6761,51.1111,23.0000,
15-03-2015 08:00:03,-0.50,-0.0046,-0.0010,19.7576,24.3904,6.2130,83.5085,12.3364,2.7156,34.3869,15.4741,
15-03-2015 08:00:03,-0.75,-0.0046,-0.0010,19.7576,24.3904,6.2130,83.5085,12.3364,2.7156,34.3869,15.4741,
15-03-2015 08:00:03,-1.00,-0.0024,-0.0003,20.6793,24.6995,6.1440,83.4752,12.1996,2.7631,23.2484,10.4618,
15-03-2015 08:00:03,-1.25,0.0029,0.0025,21.7598,25.0354,5.1111,70.2876,11.1562,2.7569,18.6744,8.4035,
15-03-2015 12:00:01,0.00,-0.0150,-0.0006,19.5136,24.4182,6.4539,86.6683,12.2257,2.6923,380.6685,171.3009,
15-03-2015 12:00:01,-0.25,-0.0377,-0.0085,19.7882,24.5865,6.3315,85.4141,12.1770,2.7056,243.6148,109.6267,
15-03-2015 12:00:01,-0.50,-0.0377,-0.0085,19.7882,24.5865,6.3315,85.4141,12.1770,2.7056,243.6148,109.6267,
15-03-2015 12:00:01,-0.75,-0.0451,-0.0107,20.3384,24.8073,6.1899,84.0971,12.0896,2.7330,156.4283,70.3927,
15-03-2015 12:00:01,-1.00,-0.0304,-0.0109,21.4170,25.2016,5.9306,81.6370,11.9604,2.7887,100.9531,45.4289,
15-03-2015 12:00:01,-1.25,-0.0304,-0.0109,21.4170,25.2016,5.9306,81.6370,11.9604,2.7887,100.9531,45.4289,
15-03-2015 16:00:01,0.00,-0.0293,-0.0054,19.7828,25.4833,6.7808,92.9365,12.3181,2.7233,514.4327,231.4947,
15-03-2015 16:00:01,-0.25,-0.0483,-0.0104,20.1830,25.5545,6.5976,90.7445,12.2270,2.7399,312.8210,140.7694,
15-03-2015 16:00:01,-0.50,-0.0483,-0.0104,20.1830,25.5545,6.5976,90.7445,12.2270,2.7399,312.8210,140.7694,
15-03-2015 16:00:01,-0.75,-0.0502,-0.0126,21.0062,25.6428,6.3258,87.5490,12.0700,2.7727,191.8403,86.3282,
15-03-2015 16:00:01,-1.00,-0.0502,-0.0126,21.0062,25.6428,6.3258,87.5490,12.0700,2.7727,191.8403,86.3282,
15-03-2015 16:00:01,-1.25,-0.0306,-0.0109,22.1217,25.8039,6.0277,84.1883,11.8806,2.8115,118.7974,53.4588,
15-03-2015 16:00:01,-1.50,-0.0138,-0.0076,23.1377,25.9764,5.7869,81.5340,11.5181,2.8186,95.1462,42.8158,
15-03-2015 20:00:01,0.00,-0.0531,-0.0128,20.0278,25.0519,6.8464,93.2544,12.2375,2.7359,4.2302,1.9036,
15-03-2015 20:00:01,-0.25,-0.0563,-0.0131,20.4819,25.6213,6.6565,91.8172,12.1080,2.7486,2.4967,1.1235,
15-03-2015 20:00:01,-0.50,-0.0563,-0.0131,20.4819,25.6213,6.6565,91.8172,12.1080,2.7486,2.4967,1.1235,
15-03-2015 20:00:01,-0.75,-0.0482,-0.0113,21.4781,25.8997,6.3163,88.0441,11.8360,2.7674,1.4953,0.6729,
15-03-2015 20:00:01,-1.00,-0.0482,-0.0113,21.4781,25.8997,6.3163,88.0441,11.8360,2.7674,1.4953,0.6729,
15-03-2015 20:00:01,-1.25,-0.0262,-0.0089,22.6670,26.0662,5.9246,83.3830,11.4521,2.7655,0.9128,0.4108,
15-03-2015 20:00:01,-1.50,-0.0262,-0.0089,22.6670,26.0662,5.9246,83.3830,11.4521,2.7655,0.9128,0.4108,
16-03-2015 00:00:01,0.00,-0.0500,-0.0149,20.0169,24.4099,6.6447,89.4749,11.8954,2.7086,0.0000,0.0000,
16-03-2015 00:00:01,-0.25,-0.0438,-0.0102,20.1771,24.8359,6.5882,89.4707,11.8258,2.7098,0.0000,0.0000,
16-03-2015 00:00:01,-0.50,-0.0438,-0.0102,20.1771,24.8359,6.5882,89.4707,11.8258,2.7098,0.0000,0.0000,
16-03-2015 00:00:01,-0.75,-0.0311,-0.0064,20.9681,25.4000,6.3612,87.6465,11.5773,2.7164,0.0000,0.0000,
16-03-2015 00:00:01,-1.00,-0.0311,-0.0064,20.9681,25.4000,6.3612,87.6465,11.5773,2.7164,0.0000,0.0000,
16-03-2015 00:00:01,-1.25,-0.0149,-0.0047,22.2821,25.8905,5.9645,83.5071,11.1734,2.7149,0.0000,0.0000,
16-03-2015 00:00:01,-1.50,-0.0061,-0.0021,23.6513,26.1794,5.2439,74.3593,10.2933,2.6382,0.0000,0.0000,
16-03-2015 04:00:02,0.00,-0.0215,-0.0119,19.1546,23.8296,6.2817,83.2978,11.2774,2.6076,0.0000,0.0000,
16-03-2015 04:00:02,-0.25,-0.0053,-0.0019,19.2328,23.9120,6.2971,83.6629,11.3022,2.6138,0.0000,0.0000,
16-03-2015 04:00:02,-0.50,-0.0053,-0.0019,19.2328,23.9120,6.2971,83.6629,11.3022,2.6138,0.0000,0.0000,
16-03-2015 04:00:02,-0.75,0.0130,0.0059,19.5900,24.1958,6.3522,85.0007,11.3503,2.6388,0.0000,0.0000,
16-03-2015 04:00:02,-1.00,0.0234,0.0086,21.2411,25.3045,6.1088,84.1572,11.0390,2.6819,0.0000,0.0000,
16-03-2015 04:00:02,-1.25,0.0234,0.0086,21.2411,25.3045,6.1088,84.1572,11.0390,2.6819,0.0000,0.0000,
16-03-2015 08:00:03,0.00,-0.0030,-0.0024,18.7172,22.9919,6.0957,79.4088,10.9551,2.5614,52.4079,23.5835,
16-03-2015 08:00:03,-0.25,-0.0056,-0.0010,18.8035,23.4374,6.1535,80.8562,11.0023,2.5711,34.4814,15.5166,
16-03-2015 08:00:03,-0.50,-0.0056,-0.0010,18.8035,23.4374,6.1535,80.8562,11.0023,2.5711,34.4814,15.5166,
16-03-2015 08:00:03,-0.75,-0.0044,-0.0013,19.3928,23.9674,6.2313,82.9481,10.9960,2.6059,22.6782,10.2052,
16-03-2015 08:00:03,-1.00,0.0009,0.0005,20.7992,24.9420,5.9620,81.4070,10.6159,2.6388,15.1029,6.7963,
16-03-2015 08:00:03,-1.25,0.0009,0.0005,20.7992,24.9420,5.9620,81.4070,10.6159,2.6388,15.1029,6.7963,
16-03-2015 12:00:00,0.00,-0.0270,-0.0048,19.0007,23.9858,6.3245,84.0267,10.9331,2.5824,355.5852,160.0134,
16-03-2015 12:00:00,-0.25,-0.0433,-0.0100,19.3387,24.2828,6.2165,83.1953,10.8152,2.5869,221.3726,99.6177,
16-03-2015 12:00:00,-0.50,-0.0433,-0.0100,19.3387,24.2828,6.2165,83.1953,10.8152,2.5869,221.3726,99.6177,
16-03-2015 12:00:00,-0.75,-0.0470,-0.0116,20.1479,24.7324,6.0118,81.4803,10.5409,2.5864,139.5119,62.7804,
16-03-2015 12:00:00,-1.00,-0.0470,-0.0116,20.1479,24.7324,6.0118,81.4803,10.5409,2.5864,139.5119,62.7804,
16-03-2015 12:00:00,-1.25,-0.0294,-0.0100,21.6279,25.3933,5.6245,77.7767,10.0769,2.5713,90.0258,40.5116,
16-03-2015 12:00:00,-1.50,-0.0107,-0.0063,23.1777,25.9198,5.2196,73.4859,9.4321,2.4951,74.5021,33.5259,
16-03-2015 16:00:02,0.00,-0.0215,-0.0035,19.3559,25.3885,6.6586,90.8891,10.9031,2.5971,673.6014,303.1206,
16-03-2015 16:00:02,-0.25,-0.0471,-0.0112,19.9263,25.5058,6.4282,88.2106,10.6811,2.5891,405.3809,182.4214,
16-03-2015 16:00:02,-0.50,-0.0471,-0.0112,19.9263,25.5058,6.4282,88.2106,10.6811,2.5891,405.3809,182.4214,
16-03-2015 16:00:02,-0.75,-0.0521,-0.0129,21.1426,25.6892,6.0944,84.4803,10.2072,2.5518,250.8882,112.8997,
16-03-2015 16:00:02,-1.00,-0.0521,-0.0129,21.1426,25.6892,6.0944,84.4803,10.2072,2.5518,250.8882,112.8997,
16-03-2015 16:00:02,-1.25,-0.0341,-0.0112,22.5121,25.9135,5.7731,80.9650,9.6289,2.4739,160.5868,72.2640,
16-03-2015 16:00:02,-1.50,-0.0341,-0.0112,22.5121,25.9135,5.7731,80.9650,9.6289,2.4739,160.5868,72.2640,
16-03-2015 16:00:02,-1.75,-0.0179,-0.0080,23.9618,26.1412,5.3995,76.6488,8.8394,2.3458,134.7328,60.6297,
16-03-2015 20:00:04,0.00,-0.0470,-0.0109,19.4953,24.9431,6.7538,91.5385,10.7539,2.5894,2.2457,1.0106,
16-03-2015 20:00:04,-0.25,-0.0499,-0.0125,20.1277,25.6200,6.4984,89.4553,10.4708,2.5704,1.3338,0.6002,
