Variable Name,Min Date,Max Date,Number of Samples
WQ_OGM_DOC,15/06/1994 15:15:00,10/11/1998 12:50:00,3.000
SAL,07/07/1982 12:00:00,23/04/2008 14:20:00,41.000
WQ_DIAG_TOT_TMN,10/11/1998 12:50:00,10/05/2007 10:06:00,4.000
WQ_NIT_NIT,15/06/1994 15:15:00,22/10/2007 09:55:00,9.000
WQ_DIAG_TOT_TKN,15/06/1994 15:15:00,16/03/1999 10:04:00,7.000
WQ_DIAG_TOT_TN,15/06/1995 14:01:00,22/10/2007 09:55:00,19.000
Na,15/06/1979 14:02:00,22/10/2007 09:55:00,20.000
WQ_NIT_AMM,15/06/1995 14:01:00,09/07/1998 09:35:00,3.000
WQ_DIAG_OXY_OXY_SAT,08/02/2007 17:00:00,23/04/2008 14:20:00,4.000
WQ_OXY_OXY,29/08/1997 16:15:00,23/04/2008 14:20:00,17.000
WQ_DIAG_TOT_TP,15/06/1994 15:15:00,22/10/2007 09:55:00,20.000
WQ_CAR_PH,09/07/1970 15:00:00,23/04/2008 14:20:00,240.000
WQ_PHS_FRP,15/06/1994 15:15:00,25/09/2000 00:00:00,5.000
WQ_SIL_RSI,15/06/1979 14:02:00,22/10/2007 09:55:00,20.000
SO4,10/05/2007 10:06:00,22/10/2007 09:55:00,2.000
TEMP,15/01/1970 13:45:00,23/04/2008 14:20:00,324.000
WQ_DIAG_TOT_TSS,06/07/2000 09:11:00,22/10/2007 09:55:00,7.000
WQ_DIAG_TOT_TURBIDITY,16/09/1976 13:40:00,22/10/2007 09:55:00,196.000
WQ_OGM_POC,15/06/1994 15:15:00,10/11/1998 12:50:00,3.000
Flow,01/01/1970 00:00:00,15/10/2019 00:00:00,15245.000
minFlow,01/01/1970 00:00:00,15/10/2019 00:00:00,15290.000
Flow_ML,01/01/1970 00:00:00,15/10/2019 00:00:00,15245.000
Level,01/01/1970 00:00:00,15/10/2019 00:00:00,15245.000
