Depth,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
0.0000,18.2003,22.5560,1.0000,0.0000,6.0000,199.0625,99.6441,5.6429,5.2143,1.5161,1333.3333,179.3333,70.0000,26.2857,2.8484,29.0000,107.1429,4.5161
1.2302,30.4210,23.1810,1.0000,0.0000,6.0000,4.3750,85.4093,35.0000,10.0000,4.5161,1333.3333,179.3333,27.8571,20.0000,2.4516,10.0000,92.8571,7.4194
