Depth,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
0.0000,6.9144,24.4270,1.0000,0.0000,15.0000,282.8125,17.7936,2.5000,1.5000,0.1613,2333.3333,279.3333,114.2857,24.5714,2.4355,1.3000,142.8571,2.6129
3.1332,7.0156,23.9960,1.0000,0.0000,15.0000,225.0000,24.9110,3.0714,1.7857,0.1613,2333.3333,279.3333,114.2857,23.7143,2.0161,31.0000,142.8571,2.1935
