Depth,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
0.0000,7.0953,22.8440,1.0000,0.0000,6.0000,180.3125,427.0463,60.0000,5.2143,8.0645,1333.3333,179.3333,70.0000,-28.0714,-4.3548,150.0000,107.1429,4.5161
1.9817,7.0953,22.8260,1.0000,0.0000,6.0000,175.9375,427.0463,60.0000,10.0000,8.0645,1333.3333,179.3333,27.8571,-5.0000,-1.4516,150.0000,92.8571,7.4194
